,Jemeldi,Billionair Baby,Hard To Say,Roll Up,Busting,Cripps Tonite,Corfe Castle,Junqueira,Shaquila,Wowits Willywonka,Alert State,Mishani Persuasion
07-01-2023 15:05:02.444667,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 29.24)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.177573529411765)","(14.0, 17.0, 16.641509433962263)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9553170731707317)","(17.0, 24.0, 23.5)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:05:03.693013,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 29.620689655172413)","(10.0, 12.5, 12.344961240310077)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.088818565400843)","(14.0, 17.0, 16.86328125)","(7.0, 8.2, 8.136036036036035)","(2.5, 2.96, 2.9368379446640316)","(17.0, 24.0, 23.566666666666666)","(61.0, 75.0, 74.76744186046511)","(51.0, 90.0, 87.85714285714286)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:04.936703,"(31.0, 55.0, 54.714285714285715)","(20.0, 32.0, 29.620689655172413)","(10.0, 12.5, 12.344961240310077)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.1, 4.076434426229508)","(14.0, 17.0, 17.066666666666666)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9371774193548386)","(17.0, 24.0, 23.566666666666666)","(61.0, 75.0, 77.19298245614036)","(51.0, 90.0, 89.54545454545455)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:06.142095,"(31.0, 55.0, 54.714285714285715)","(20.0, 32.0, 29.620689655172413)","(10.0, 12.5, 12.408256880733944)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.1, 4.076434426229508)","(14.0, 17.5, 17.066666666666666)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9371774193548386)","(17.0, 24.0, 23.566666666666666)","(61.0, 80.0, 76.72131147540983)","(51.0, 90.0, 91.52173913043478)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:07.348189,"(31.0, 55.0, 54.827586206896555)","(20.0, 32.0, 29.620689655172413)","(10.0, 12.5, 12.408256880733944)","(26.0, 38.0, 36.93877551020408)","(3.8, 4.1, 4.083653846153846)","(14.0, 17.5, 17.066666666666666)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.939103139013453)","(17.0, 24.0, 23.566666666666666)","(61.0, 80.0, 76.72131147540983)","(51.0, 100.0, 91.52173913043478)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:08.575563,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.53846153846154)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.1, 4.088251366120218)","(14.0, 17.5, 17.066666666666666)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.936259541984733)","(17.0, 24.0, 23.566666666666666)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 94.0909090909091)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:09.765521,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.53846153846154)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.1, 4.088251366120218)","(14.0, 17.5, 17.066666666666666)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.936259541984733)","(17.0, 24.0, 23.566666666666666)","(61.0, 80.0, 76.66666666666667)","(51.0, 95.0, 92.63157894736842)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:10.996942,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.53846153846154)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.1, 4.098475609756097)","(14.0, 17.5, 17.09375)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.936259541984733)","(17.0, 24.0, 23.566666666666666)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 92.63157894736842)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:12.268456,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.53846153846154)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.1, 4.098776758409786)","(14.0, 17.5, 17.09375)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9372701949860724)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 92.63157894736842)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:13.658778,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.53846153846154)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.1, 4.098237885462555)","(14.0, 17.5, 17.09375)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9372701949860724)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 92.63157894736842)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:14.888546,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.05263157894737)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.1, 4.0802158273381295)","(14.0, 17.5, 17.09375)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.939375)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 92.63157894736842)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:16.140715,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.1, 4.100229885057471)","(14.0, 17.5, 17.09375)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.93731843575419)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 92.63157894736842)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:17.353152,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.8235294117647)","(3.8, 4.2, 4.096666666666667)","(14.0, 17.5, 17.09375)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.93731843575419)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 93.33333333333333)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:18.591973,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.857142857142854)","(3.8, 4.2, 4.096666666666667)","(14.0, 17.5, 17.09375)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.93731843575419)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 93.33333333333333)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:19.808082,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.857142857142854)","(3.8, 4.2, 4.093764434180138)","(14.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.93731843575419)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 93.33333333333333)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:21.096645,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.857142857142854)","(3.8, 4.2, 4.093764434180138)","(14.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.93731843575419)","(17.0, 24.0, 23.606060606060606)","(61.0, 80.0, 76.66666666666667)","(51.0, 100.0, 93.33333333333333)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:22.264345,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 36.857142857142854)","(3.9, 4.2, 4.092523364485982)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9525465838509315)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.14285714285714)","(61.0, 100.0, 93.33333333333333)","(101.0, 310.0, 270.0)"
07-01-2023 15:05:23.482615,"(31.0, 55.0, 54.827586206896555)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.415254237288135)","(26.0, 38.0, 35.68)","(3.9, 4.2, 4.128643216080402)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.96, 2.9544329896907215)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.14285714285714)","(61.0, 100.0, 93.33333333333333)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:24.713119,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.355072463768115)","(26.0, 36.0, 35.68)","(3.9, 4.2, 4.131147540983607)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.96, 2.9148051948051945)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.45454545454545)","(61.0, 100.0, 93.6842105263158)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:25.944439,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.355072463768115)","(26.0, 36.0, 36.70967741935484)","(3.9, 4.2, 4.146255506607929)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.92, 2.9148051948051945)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 74.76744186046511)","(61.0, 100.0, 94.375)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:27.136100,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.355072463768115)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.2, 4.146255506607929)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.92, 2.9148051948051945)","(18.0, 24.0, 23.606060606060606)","(61.0, 75.0, 74.76744186046511)","(61.0, 95.0, 93.18181818181819)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:28.325335,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.355072463768115)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.2, 4.146255506607929)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.92, 2.9148051948051945)","(18.0, 24.0, 23.606060606060606)","(61.0, 75.0, 74.76744186046511)","(61.0, 95.0, 93.18181818181819)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:29.530309,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.355072463768115)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.2, 4.146255506607929)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.92, 2.9148051948051945)","(18.0, 24.0, 23.606060606060606)","(61.0, 75.0, 74.76744186046511)","(61.0, 95.0, 93.18181818181819)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:30.725145,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.355072463768115)","(26.0, 38.0, 36.65263157894737)","(3.9, 4.2, 4.145045045045045)","(15.0, 17.5, 17.035714285714285)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.92, 2.9126732673267326)","(18.0, 24.0, 23.606060606060606)","(61.0, 75.0, 74.76744186046511)","(61.0, 95.0, 93.18181818181819)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:31.912779,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.355072463768115)","(26.0, 38.0, 36.65263157894737)","(3.9, 4.2, 4.145045045045045)","(15.0, 17.5, 17.627450980392158)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.912929292929293)","(18.0, 24.0, 23.606060606060606)","(61.0, 75.0, 74.76744186046511)","(61.0, 95.0, 93.33333333333333)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:33.317271,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 29.181818181818183)","(10.0, 12.5, 12.383720930232558)","(26.0, 38.0, 36.65263157894737)","(3.9, 4.2, 4.12)","(15.0, 18.0, 17.62264150943396)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.92, 2.9150943396226414)","(18.0, 24.0, 23.606060606060606)","(61.0, 75.0, 77.19298245614036)","(61.0, 95.0, 93.33333333333333)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:34.886657,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.383720930232558)","(26.0, 38.0, 36.65263157894737)","(3.9, 4.2, 4.12)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.92, 2.930917874396135)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.19298245614036)","(61.0, 95.0, 90.35714285714286)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:36.237880,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.383720930232558)","(26.0, 38.0, 36.65263157894737)","(3.9, 4.2, 4.12)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9309615384615384)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 90.33898305084746)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:37.528073,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.383720930232558)","(26.0, 38.0, 36.65263157894737)","(3.9, 4.2, 4.011111111111111)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9277922077922076)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.42857142857143)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:38.739442,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.761904761904763)","(10.0, 12.5, 12.409937888198758)","(26.0, 38.0, 36.65263157894737)","(3.9, 4.1, 4.03841059602649)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9302083333333333)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.38028169014085)","(101.0, 310.0, 269.09090909090907)"
07-01-2023 15:05:40.000085,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.372881355932204)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.1, 4.04025974025974)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9293785310734464)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.38028169014085)","(101.0, 310.0, 272.72727272727275)"
07-01-2023 15:05:41.307847,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.372881355932204)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.1, 4.02695652173913)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9277922077922076)","(18.0, 24.0, 23.606060606060606)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.38028169014085)","(101.0, 330.0, 270.0)"
07-01-2023 15:05:42.533139,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.372881355932204)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.1, 4.077619047619048)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.936111111111111)","(18.0, 24.0, 23.625)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.38028169014085)","(101.0, 330.0, 270.0)"
07-01-2023 15:05:43.734195,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.372881355932204)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.1, 4.091176470588235)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.936111111111111)","(18.0, 24.0, 23.625)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.38028169014085)","(101.0, 330.0, 270.0)"
07-01-2023 15:05:44.914948,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.372881355932204)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.1, 4.091176470588235)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.143778801843318)","(2.5, 2.94, 2.9394936708860757)","(18.0, 24.0, 23.625)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.38028169014085)","(101.0, 330.0, 270.0)"
07-01-2023 15:05:46.126813,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.941176470588236)","(10.0, 12.5, 12.372727272727273)","(26.0, 38.0, 36.70967741935484)","(3.9, 4.1, 4.069361702127659)","(15.0, 18.0, 17.628712871287128)","(7.0, 8.2, 8.135064935064934)","(2.5, 2.94, 2.9085714285714284)","(18.0, 24.0, 23.625)","(61.0, 80.0, 77.19298245614036)","(61.0, 110.0, 93.38028169014085)","(101.0, 330.0, 270.0)"
07-01-2023 15:05:47.419267,"(31.0, 55.0, 54.85294117647059)","(20.0, 30.0, 28.761904761904763)","(10.0, 13.0, 12.738372093023257)","(26.0, 38.0, 37.12643678160919)","(3.9, 4.1, 3.7226480836236933)","(15.0, 18.0, 18.476190476190474)","(7.0, 8.2, 8.246153846153845)","(2.5, 2.92, 2.955)","(18.0, 24.0, 24.666666666666668)","(61.0, 80.0, 77.79661016949153)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 290.0)"
07-01-2023 15:05:48.675551,"(31.0, 65.0, 60.0)","(20.0, 32.0, 29.428571428571427)","(10.0, 13.5, 13.178571428571429)","(26.0, 38.0, 37.12643678160919)","(3.9, 3.75, 3.672549019607843)","(15.0, 18.5, 19.166666666666668)","(7.0, 8.4, 8.246153846153845)","(2.5, 2.96, 2.946903073286052)","(18.0, 25.0, 25.44736842105263)","(61.0, 80.0, 77.79661016949153)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 290.0)"
07-01-2023 15:05:49.897779,"(31.0, 65.0, 60.0)","(20.0, 32.0, 30.20689655172414)","(10.0, 13.5, 13.194444444444445)","(26.0, 38.0, 37.12643678160919)","(3.9, 3.7, 3.736050420168067)","(15.0, 19.5, 19.17391304347826)","(7.0, 8.4, 8.288095238095238)","(2.5, 2.98, 2.9496666666666664)","(18.0, 26.0, 25.44736842105263)","(61.0, 80.0, 77.63636363636364)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 274.0)"
07-01-2023 15:05:51.073564,"(31.0, 65.0, 59.666666666666664)","(20.0, 32.0, 30.2)","(10.0, 13.5, 13.194444444444445)","(26.0, 38.0, 37.12643678160919)","(3.9, 3.75, 3.736050420168067)","(15.0, 19.5, 19.238095238095237)","(7.0, 8.4, 8.288095238095238)","(2.5, 2.96, 2.9487272727272726)","(18.0, 26.0, 24.470588235294116)","(61.0, 80.0, 77.63636363636364)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 274.0)"
07-01-2023 15:05:52.321208,"(31.0, 65.0, 59.666666666666664)","(20.0, 30.0, 29.357142857142858)","(10.0, 13.5, 13.21)","(26.0, 38.0, 37.12643678160919)","(3.9, 3.75, 3.735702479338843)","(15.0, 19.5, 19.238095238095237)","(7.0, 8.4, 8.288095238095238)","(2.5, 2.96, 2.9487272727272726)","(18.0, 25.0, 24.485714285714288)","(61.0, 80.0, 77.04545454545455)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 274.0)"
07-01-2023 15:05:53.512889,"(31.0, 65.0, 59.666666666666664)","(20.0, 30.0, 29.357142857142858)","(10.0, 13.5, 13.21)","(26.0, 38.0, 37.09090909090909)","(3.9, 3.75, 3.7357963875205256)","(15.0, 19.5, 19.238095238095237)","(7.0, 8.4, 8.288095238095238)","(2.5, 2.96, 2.9451063829787234)","(18.0, 25.0, 24.485714285714288)","(61.0, 80.0, 77.23404255319149)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 290.0)"
07-01-2023 15:05:54.879555,"(31.0, 65.0, 59.666666666666664)","(20.0, 30.0, 29.357142857142858)","(10.0, 13.5, 13.25609756097561)","(26.0, 38.0, 36.8)","(3.9, 3.75, 3.6500393081761007)","(15.0, 19.5, 19.238095238095237)","(7.0, 8.4, 8.288095238095238)","(2.5, 2.98, 2.9617224880382773)","(18.0, 25.0, 24.4)","(61.0, 80.0, 77.23404255319149)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 274.0)"
07-01-2023 15:05:56.349349,"(31.0, 65.0, 59.666666666666664)","(20.0, 30.0, 29.357142857142858)","(10.0, 13.5, 13.162921348314606)","(26.0, 38.0, 36.8)","(3.9, 3.7, 3.646124031007752)","(15.0, 19.5, 19.41176470588235)","(7.0, 8.4, 8.288095238095238)","(2.5, 2.98, 2.9616107382550334)","(18.0, 25.0, 24.485714285714288)","(61.0, 80.0, 77.23404255319149)","(61.0, 110.0, 94.6376811594203)","(101.0, 330.0, 274.0)"
07-01-2023 15:05:57.577156,"(31.0, 65.0, 59.666666666666664)","(20.0, 30.0, 29.357142857142858)","(10.0, 13.5, 12.808988764044944)","(26.0, 38.0, 36.8)","(3.9, 3.65, 3.643013100436681)","(15.0, 20.0, 19.7)","(7.0, 8.4, 8.296703296703296)","(2.5, 2.98, 2.9624824355971895)","(18.0, 25.0, 24.783783783783782)","(61.0, 80.0, 77.23404255319149)","(61.0, 110.0, 96.29310344827586)","(101.0, 330.0, 290.0)"
07-01-2023 15:05:59.015137,"(31.0, 65.0, 61.36363636363636)","(20.0, 30.0, 29.357142857142858)","(10.0, 13.0, 12.8)","(26.0, 38.0, 36.8)","(3.9, 3.65, 3.643013100436681)","(15.0, 20.0, 19.7)","(7.0, 8.4, 8.296703296703296)","(2.5, 2.98, 2.9624824355971895)","(18.0, 25.0, 24.783783783783782)","(61.0, 80.0, 77.23404255319149)","(61.0, 110.0, 96.29310344827586)","(101.0, 330.0, 290.0)"
07-01-2023 15:06:00.538080,"(31.0, 65.0, 63.4)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.709677419354838)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.65, 3.7222560975609755)","(15.0, 20.0, 19.65)","(7.0, 8.4, 8.30873786407767)","(2.5, 2.98, 2.9628690228690227)","(18.0, 25.0, 24.608695652173914)","(61.0, 80.0, 77.94117647058823)","(61.0, 110.0, 96.52542372881356)","(101.0, 330.0, 290.0)"
07-01-2023 15:06:02.075152,"(31.0, 65.0, 62.241379310344826)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.709677419354838)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.75, 3.7222560975609755)","(15.0, 20.0, 19.557377049180328)","(7.0, 8.4, 8.302083333333334)","(2.5, 2.98, 2.961483146067416)","(18.0, 25.0, 24.608695652173914)","(61.0, 85.0, 77.6056338028169)","(61.0, 110.0, 96.52542372881356)","(101.0, 330.0, 279.09090909090907)"
07-01-2023 15:06:03.336162,"(31.0, 65.0, 62.241379310344826)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.709677419354838)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.75, 3.7222560975609755)","(15.0, 20.0, 19.34313725490196)","(7.0, 8.4, 8.302083333333334)","(2.5, 2.98, 2.9636036036036035)","(18.0, 25.0, 25.361702127659573)","(61.0, 85.0, 77.6056338028169)","(61.0, 110.0, 96.52542372881356)","(101.0, 330.0, 290.0)"
07-01-2023 15:06:04.541204,"(31.0, 65.0, 62.241379310344826)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.686046511627907)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.8, 3.7525316455696203)","(15.0, 19.5, 19.34313725490196)","(7.0, 8.4, 8.302083333333334)","(2.5, 2.98, 2.9636036036036035)","(18.0, 26.0, 25.361702127659573)","(61.0, 85.0, 77.6056338028169)","(61.0, 110.0, 96.52542372881356)","(101.0, 330.0, 290.0)"
07-01-2023 15:06:05.759890,"(31.0, 65.0, 62.241379310344826)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.686046511627907)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.75, 3.729020979020979)","(15.0, 19.5, 19.34313725490196)","(7.0, 8.6, 8.411999999999999)","(2.5, 2.98, 2.9636036036036035)","(18.0, 26.0, 25.285714285714285)","(61.0, 85.0, 77.5)","(61.0, 110.0, 96.52542372881356)","(101.0, 330.0, 279.09090909090907)"
07-01-2023 15:06:07.006396,"(31.0, 65.0, 62.241379310344826)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.686046511627907)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.75, 3.729020979020979)","(15.0, 19.5, 19.34313725490196)","(7.0, 8.6, 8.411999999999999)","(2.5, 2.98, 2.9636036036036035)","(18.0, 26.0, 25.285714285714285)","(61.0, 85.0, 77.5)","(61.0, 110.0, 96.52542372881356)","(101.0, 330.0, 279.09090909090907)"
07-01-2023 15:06:08.521037,"(31.0, 65.0, 62.35294117647059)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.662921348314606)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.85, 3.7851973684210525)","(15.0, 19.5, 18.57894736842105)","(7.0, 8.4, 8.341333333333333)","(2.5, 2.98, 2.9529368029739778)","(18.0, 26.0, 25.361702127659573)","(61.0, 85.0, 77.05882352941177)","(61.0, 110.0, 98.13432835820896)","(101.0, 260.0, 257.14285714285717)"
07-01-2023 15:06:10.022336,"(31.0, 65.0, 62.6)","(20.0, 30.0, 29.470588235294116)","(10.0, 13.0, 12.662921348314606)","(26.0, 38.0, 36.8433734939759)","(3.9, 3.85, 3.7851973684210525)","(15.0, 19.0, 18.57894736842105)","(7.0, 8.4, 8.341333333333333)","(2.5, 2.98, 2.9635294117647057)","(18.0, 26.0, 25.361702127659573)","(61.0, 85.0, 77.05882352941177)","(61.0, 110.0, 98.13432835820896)","(101.0, 260.0, 257.14285714285717)"
