,My Dreamer,Bombers Reward,Dr Callie,His Genius Hands,Dr Jax,Early Secrets,Feather Nest,Kale
14-12-2022 18:48:57.606842,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:48:58.854806,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:48:59.997612,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:01.170377,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:02.366229,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:03.432937,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:04.539512,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:05.735318,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:06.892682,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:08.025229,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:09.190881,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:10.317945,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:11.395759,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:12.518848,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:13.732662,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:14.930901,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:16.098200,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:17.342253,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:18.532364,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:19.678774,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:20.748578,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:21.798529,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:22.972051,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:24.112890,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:25.224946,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:26.448561,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:27.546174,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:28.601029,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:29.761727,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:30.908724,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:32.041596,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:33.238426,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:34.473113,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:35.679424,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:36.689238,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:49:37.771619,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 109.0)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 338.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:38.873441,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:39.912959,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:41.062315,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:42.197877,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:43.250213,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:44.383413,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:45.572031,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:46.680463,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:47.815093,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:48.969525,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:50.002936,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:51.081132,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:52.240085,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:53.452841,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:54.593631,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:55.818908,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:57.025294,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:58.161568,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:49:59.280184,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:00.397489,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:01.572193,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:02.695189,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:03.803723,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:04.927017,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:05.978140,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:07.067276,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:08.242881,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:09.448503,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:10.604746,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:11.814008,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:12.969390,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:14.111221,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:15.184912,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:16.309662,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:17.429658,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:18.531345,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:19.695496,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:20.897537,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:21.959262,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:23.028686,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:24.181001,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:25.383633,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:26.527807,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:27.716406,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:28.936825,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
14-12-2022 18:50:30.086884,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 85.85714285714286)","(51.0, 270.0, 68.4)","(4.8, 8.4, 4.916666666666666)","(101.0, 710.0, 358.57142857142856)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 84.22222222222223)"
