,Elettrica,Anagain,Black On Beauty,Miss Lenorr,The Storm In Me,Summerbeel,Sebrings Rose,Spanish Pearl,Arranmore
11-01-2023 15:26:31.574631,"(4.4, 5.0, 4.987301587301587)","(4.8, 5.2, 5.0875)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:33.066770,"(4.4, 5.0, 4.987301587301587)","(4.8, 5.2, 5.0875)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:34.641305,"(4.4, 5.0, 4.987301587301587)","(4.8, 5.2, 5.1045454545454545)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:36.200840,"(4.4, 5.0, 4.987301587301587)","(4.8, 5.2, 5.091489361702128)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:37.837360,"(4.4, 5.0, 4.987301587301587)","(4.8, 5.2, 5.091489361702128)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:39.320903,"(4.4, 5.0, 4.935632183908046)","(4.8, 5.2, 5.091489361702128)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:40.834501,"(4.4, 5.2, 5.059340659340659)","(4.8, 5.2, 5.076470588235295)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:42.345033,"(4.4, 5.2, 5.059340659340659)","(4.8, 5.2, 5.076470588235295)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 29.0)","(21.0, 46.0, 34.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:43.872556,"(4.4, 5.2, 5.059340659340659)","(4.8, 5.2, 5.076470588235295)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.49090909090909)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 30.0, 28.296296296296298)","(21.0, 46.0, 36.0)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:45.356438,"(4.4, 5.2, 5.059340659340659)","(4.8, 5.2, 5.076470588235295)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.4)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 32.0, 28.296296296296298)","(21.0, 42.0, 31.666666666666668)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:46.722361,"(4.4, 5.2, 5.059340659340659)","(4.8, 5.2, 5.076470588235295)","(5.0, 7.4, 7.230769230769231)","(4.8, 6.6, 6.4)","(17.0, 25.0, 19.428571428571427)","(10.0, 14.5, 14.333333333333334)","(17.0, 32.0, 28.296296296296298)","(21.0, 40.0, 31.666666666666668)","(7.5, 9.0, 8.9)"
11-01-2023 15:26:48.164675,"(4.4, 5.2, 5.15223880597015)","(4.8, 5.2, 5.091489361702128)","(5.0, 7.4, 7.288888888888889)","(4.8, 6.6, 6.42)","(17.0, 25.0, 20.666666666666668)","(10.0, 14.5, 14.333333333333334)","(17.0, 32.0, 28.296296296296298)","(21.0, 40.0, 31.666666666666668)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:49.641975,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.2, 5.091489361702128)","(5.0, 7.4, 7.288888888888889)","(4.8, 6.6, 6.42)","(17.0, 25.0, 21.75)","(10.0, 14.5, 13.964285714285714)","(17.0, 32.0, 28.296296296296298)","(21.0, 40.0, 31.666666666666668)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:51.073524,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.2, 5.114285714285715)","(5.0, 7.4, 7.999999999999999)","(4.8, 6.6, 6.42)","(17.0, 25.0, 21.5)","(10.0, 14.5, 13.964285714285714)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 32.857142857142854)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:52.555316,"(4.4, 5.2, 5.15223880597015)","(4.8, 5.2, 5.114285714285715)","(5.0, 8.2, 7.8428571428571425)","(4.8, 6.6, 6.42)","(17.0, 25.0, 21.5)","(10.0, 14.5, 13.964285714285714)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 32.857142857142854)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:54.028092,"(4.4, 5.2, 5.15223880597015)","(4.8, 5.2, 5.169387755102041)","(5.0, 8.2, 7.584615384615384)","(4.8, 6.6, 6.42)","(17.0, 25.0, 21.5)","(10.0, 14.5, 13.964285714285714)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 32.857142857142854)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:55.368290,"(4.4, 5.2, 5.15223880597015)","(4.8, 5.3, 5.169387755102041)","(5.0, 8.2, 7.472727272727273)","(4.8, 6.6, 6.24)","(17.0, 24.0, 21.5)","(10.0, 14.5, 13.964285714285714)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:56.722216,"(4.4, 5.2, 5.15223880597015)","(4.8, 5.3, 5.193333333333333)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 6.2625)","(17.0, 24.0, 21.5)","(10.0, 14.5, 13.25)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:58.079144,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.8125)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:26:59.457985,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.875)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:00.870097,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.875)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:02.270536,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.875)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:03.668035,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.875)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:05.092927,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.875)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:06.494748,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 32.0, 28.551724137931036)","(21.0, 40.0, 35.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:07.839800,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 32.0, 29.333333333333332)","(21.0, 40.0, 34.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:09.243082,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 29.333333333333332)","(21.0, 38.0, 34.0)","(7.5, 9.0, 8.692307692307692)"
11-01-2023 15:27:10.614676,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 29.333333333333332)","(21.0, 38.0, 34.0)","(7.5, 9.0, 8.654545454545454)"
11-01-2023 15:27:11.901250,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 29.333333333333332)","(21.0, 38.0, 34.0)","(7.5, 8.8, 8.654545454545454)"
11-01-2023 15:27:13.188699,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 29.333333333333332)","(21.0, 38.0, 34.0)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:14.559364,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 29.333333333333332)","(21.0, 38.0, 34.0)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:15.856381,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 29.333333333333332)","(21.0, 38.0, 34.0)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:17.132667,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.3, 5.221951219512195)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 28.5)","(21.0, 38.0, 33.0)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:18.490084,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.3, 5.123728813559322)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 32.0, 28.5)","(21.0, 36.0, 33.0)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:19.846190,"(4.4, 5.2, 5.176119402985075)","(4.8, 5.6, 5.281818181818181)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 32.0, 28.5)","(21.0, 36.0, 33.0)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:21.277415,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.6, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 32.0, 29.333333333333332)","(21.0, 36.0, 32.0)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:22.947526,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(17.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:24.541413,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.25)","(17.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:26.033941,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.25)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:27.488426,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.205882352941177)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:28.966772,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:30.434509,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:31.836479,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 23.0)","(10.0, 14.5, 13.75)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:33.215434,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.166666666666667)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:34.549277,"(4.4, 5.2, 5.174603174603175)","(4.8, 5.5, 5.385245901639344)","(5.0, 8.2, 7.346666666666666)","(4.8, 6.6, 5.781818181818182)","(17.0, 24.0, 22.0)","(10.0, 14.5, 13.75)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 31.142857142857142)","(7.5, 8.8, 8.675)"
11-01-2023 15:27:35.921812,"(4.4, 5.2, 5.0011363636363635)","(4.8, 5.5, 5.13030303030303)","(5.0, 8.2, 6.663636363636363)","(4.8, 6.6, 6.5607476635514015)","(17.0, 24.0, 23.529411764705884)","(10.0, 14.5, 14.155172413793103)","(18.0, 30.0, 29.333333333333332)","(21.0, 34.0, 34.666666666666664)","(7.5, 8.8, 7.565217391304348)"
11-01-2023 15:27:37.360292,"(4.4, 5.1, 5.0011363636363635)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.663636363636363)","(4.8, 6.6, 6.42)","(17.0, 24.0, 22.94736842105263)","(10.0, 14.5, 14.155172413793103)","(18.0, 30.0, 29.333333333333332)","(21.0, 36.0, 35.529411764705884)","(7.5, 8.6, 7.806666666666667)"
11-01-2023 15:27:38.810740,"(4.4, 5.1, 4.990322580645161)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.807317073170731)","(4.8, 6.6, 6.3)","(17.0, 24.0, 21.857142857142858)","(10.0, 14.5, 13.25)","(18.0, 30.0, 29.333333333333332)","(21.0, 36.0, 35.529411764705884)","(7.5, 8.6, 7.75)"
11-01-2023 15:27:40.212685,"(4.4, 5.1, 4.921052631578948)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.834883720930232)","(4.8, 6.6, 6.3)","(17.0, 24.0, 22.75)","(10.0, 14.5, 13.25)","(18.0, 30.0, 29.333333333333332)","(21.0, 36.0, 35.529411764705884)","(7.5, 8.6, 7.92)"
11-01-2023 15:27:41.572321,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.834883720930232)","(4.8, 6.6, 6.45)","(17.0, 24.0, 21.857142857142858)","(10.0, 14.5, 13.25)","(18.0, 30.0, 29.333333333333332)","(21.0, 36.0, 43.25)","(7.5, 8.6, 8.1)"
11-01-2023 15:27:43.028526,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.859999999999999)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 21.857142857142858)","(10.0, 14.5, 13.75)","(18.0, 30.0, 29.333333333333332)","(21.0, 44.0, 43.368421052631575)","(7.5, 8.4, 7.844444444444445)"
11-01-2023 15:27:44.447222,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.859999999999999)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.571428571428573)","(10.0, 14.5, 13.923076923076923)","(18.0, 30.0, 29.333333333333332)","(21.0, 44.0, 43.4)","(7.5, 8.4, 7.983333333333333)"
11-01-2023 15:27:45.762453,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.859999999999999)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.571428571428573)","(10.0, 14.5, 13.923076923076923)","(18.0, 30.0, 29.333333333333332)","(21.0, 44.0, 43.4)","(7.5, 8.4, 7.983333333333333)"
11-01-2023 15:27:47.100053,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.859999999999999)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.571428571428573)","(10.0, 14.5, 13.923076923076923)","(18.0, 30.0, 29.333333333333332)","(21.0, 44.0, 43.4)","(7.5, 8.4, 7.983333333333333)"
11-01-2023 15:27:48.446001,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.859999999999999)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 22.571428571428573)","(10.0, 14.5, 13.923076923076923)","(18.0, 30.0, 29.333333333333332)","(21.0, 44.0, 43.4)","(7.5, 8.4, 7.983333333333333)"
11-01-2023 15:27:49.766042,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.3, 5.13030303030303)","(5.0, 7.4, 6.859999999999999)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 22.8)","(10.0, 14.5, 13.923076923076923)","(18.0, 30.0, 29.333333333333332)","(21.0, 44.0, 43.4)","(7.5, 8.4, 7.983333333333333)"
11-01-2023 15:27:51.254728,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.5249999999999995)","(5.0, 7.4, 7.05)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 23.25)","(10.0, 14.5, 13.923076923076923)","(18.0, 30.0, 28.551724137931036)","(21.0, 44.0, 36.285714285714285)","(7.5, 8.4, 7.866666666666666)"
11-01-2023 15:27:53.059076,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.5249999999999995)","(5.0, 7.2, 7.05)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 22.875)","(10.0, 14.5, 13.923076923076923)","(18.0, 32.0, 28.5)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:27:54.639664,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.5249999999999995)","(5.0, 7.2, 6.9)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 22.875)","(10.0, 14.5, 13.923076923076923)","(18.0, 32.0, 28.5)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:27:56.261580,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.5249999999999995)","(5.0, 7.2, 6.779999999999999)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.083333333333334)","(18.0, 32.0, 28.5)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:27:57.808248,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.5249999999999995)","(5.0, 7.2, 6.779999999999999)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 22.875)","(10.0, 14.5, 13.923076923076923)","(18.0, 32.0, 28.5)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:27:59.285109,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.5249999999999995)","(5.0, 7.2, 6.779999999999999)","(4.8, 6.6, 6.413333333333333)","(17.0, 24.0, 23.307692307692307)","(10.0, 14.5, 13.923076923076923)","(18.0, 32.0, 28.5)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:28:00.767899,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.5249999999999995)","(5.0, 7.2, 6.779999999999999)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 23.307692307692307)","(10.0, 14.5, 13.923076923076923)","(18.0, 32.0, 28.5)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:28:02.174371,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.779999999999999)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 23.307692307692307)","(10.0, 14.5, 14.333333333333334)","(18.0, 32.0, 28.8)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:28:03.583226,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.779999999999999)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.333333333333334)","(18.0, 32.0, 28.8)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:28:04.975895,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.392857142857142)","(18.0, 32.0, 28.8)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:28:06.446566,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.333333333333334)","(18.0, 32.0, 28.8)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:28:07.815444,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.333333333333334)","(18.0, 32.0, 28.8)","(21.0, 42.0, 36.285714285714285)","(7.5, 8.2, 7.866666666666666)"
11-01-2023 15:28:09.169933,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.333333333333334)","(18.0, 32.0, 29.555555555555557)","(21.0, 42.0, 35.714285714285715)","(7.5, 8.2, 7.9)"
11-01-2023 15:28:10.545659,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.333333333333334)","(18.0, 30.0, 29.555555555555557)","(21.0, 40.0, 35.714285714285715)","(7.5, 8.4, 8.1)"
11-01-2023 15:28:11.791448,"(4.4, 5.1, 4.945454545454545)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.333333333333334)","(18.0, 30.0, 29.555555555555557)","(21.0, 40.0, 35.714285714285715)","(7.5, 8.4, 8.1)"
11-01-2023 15:28:13.057221,"(4.4, 5.0, 4.994520547945205)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.333333333333334)","(18.0, 30.0, 29.555555555555557)","(21.0, 40.0, 35.714285714285715)","(7.5, 8.4, 8.057142857142857)"
11-01-2023 15:28:14.437922,"(4.4, 5.0, 4.988405797101449)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.392857142857142)","(18.0, 30.0, 29.555555555555557)","(21.0, 40.0, 35.714285714285715)","(7.5, 8.4, 8.477966101694914)"
11-01-2023 15:28:15.812823,"(4.4, 5.0, 4.988405797101449)","(4.8, 5.6, 5.46)","(5.0, 7.2, 6.92)","(4.8, 6.6, 6.49090909090909)","(17.0, 24.0, 22.875)","(10.0, 14.5, 14.392857142857142)","(18.0, 30.0, 29.555555555555557)","(21.0, 40.0, 35.714285714285715)","(7.5, 8.6, 8.477966101694914)"
