,Twenty Two Black,Aeroplane Ellie,Determination,Latham Bale,Islas Boy,Conor Pass,Kelseys Girl,Just Shout
09-01-2023 12:35:17.768736,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.64)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:18.871640,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:19.933375,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:21.009877,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.375)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:22.092553,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:23.092795,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:24.167152,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 9.44848484848485)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:25.215967,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.375)","(7.0, 13.0, 10.428571428571429)"
09-01-2023 12:35:26.288339,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.64)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:27.484043,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:28.649146,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.375)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:29.832967,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.375)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:31.065800,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:32.210230,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:33.379004,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:34.555718,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.68)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:35.749310,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.475)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:37.215241,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.375)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:38.665020,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.64)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:39.975104,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.425)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:41.166130,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.066666666666666)","(7.0, 13.0, 8.65)"
09-01-2023 12:35:42.336638,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 9.024999999999999)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:43.529366,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:44.736844,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:45.928180,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:47.111826,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:48.253272,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:49.349540,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:50.611493,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 8.95)"
09-01-2023 12:35:51.858860,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 31.545454545454547)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.0, 10.266666666666666)"
09-01-2023 12:35:53.123815,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 12.0, 8.077777777777778)"
09-01-2023 12:35:54.481611,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:35:55.718684,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:35:56.994801,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:35:58.129914,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:35:59.299401,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:00.533268,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:01.734717,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:02.894146,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 9.67142857142857)"
09-01-2023 12:36:04.089539,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:05.246804,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:06.428703,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:07.564436,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:08.683490,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:09.856487,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 8.077777777777778)"
09-01-2023 12:36:11.001948,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.723529411764705)"
09-01-2023 12:36:12.180475,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:13.336689,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:14.515639,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:15.684357,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:16.851229,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:18.111431,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:19.375712,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:20.628955,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:21.846323,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:23.044984,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:24.213359,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:25.626579,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:27.042689,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:28.319736,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.46)"
09-01-2023 12:36:29.576161,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.911764705882353)"
09-01-2023 12:36:30.753326,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:31.898374,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:33.128079,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:34.346185,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:35.586061,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:36.977849,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:38.237073,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:39.542996,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:40.739980,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:41.857824,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 10.238461538461538)"
09-01-2023 12:36:43.035555,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:44.222559,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:45.401348,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:46.597216,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.6)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:47.853278,"(5.5, 9.6, 7.9)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.6, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:49.089334,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:50.296901,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:51.358392,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:52.519651,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:53.750478,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:54.966122,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:56.107407,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:57.212898,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
09-01-2023 12:36:58.396806,"(5.5, 9.2, 7.699999999999999)","(4.4, 7.0, 5.239130434782608)","(4.8, 7.2, 6.353846153846154)","(19.0, 65.0, 28.200000000000003)","(7.0, 11.5, 9.4)","(6.5, 11.5, 10.52)","(4.6, 9.6, 8.133333333333333)","(7.0, 13.5, 11.572727272727272)"
