,Mustang Dude,Eastbro Tex,Dallas Cowgirl,Darby Brights,Beyonski,Taleggio,Shez Got Bling,Lesvos Lad
05-01-2023 14:24:27.322510,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.496)","(15.0, 22.0, 20.75)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.4875)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:28.412401,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.496)","(15.0, 22.0, 20.75)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.4875)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:29.622169,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.496)","(15.0, 22.0, 21.22222222222222)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.4)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:30.725703,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.496)","(15.0, 22.0, 21.22222222222222)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.4)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:31.782027,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.496)","(15.0, 22.0, 21.22222222222222)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.366666666666666)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:32.928273,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.5275)","(15.0, 22.0, 21.22222222222222)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.366666666666666)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:33.995394,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.5275)","(15.0, 22.0, 20.333333333333332)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.4399999999999995)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:35.045310,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.5476923076923077)","(15.0, 23.0, 20.666666666666668)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.4399999999999995)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:36.289255,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.5476923076923077)","(15.0, 23.0, 20.666666666666668)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.26)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:37.476997,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.5476923076923077)","(15.0, 23.0, 20.666666666666668)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.414285714285715)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:38.568169,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.5476923076923077)","(15.0, 23.0, 20.666666666666668)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.464705882352941)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:39.851232,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.5275)","(15.0, 22.0, 20.75)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.48125)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:41.087302,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.496)","(15.0, 22.0, 20.5)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.48125)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:42.314301,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.496)","(15.0, 22.0, 20.5)","(5.5, 8.4, 7.6000000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.5, 4.5928571428571425)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:43.496812,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.37)","(15.0, 22.0, 20.5)","(5.5, 8.4, 6.96)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.6, 4.31)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:44.648023,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.37)","(15.0, 22.0, 20.5)","(5.5, 8.4, 7.6000000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.7, 4.663551401869159)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:45.838685,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.2)","(15.0, 23.0, 20.5)","(5.5, 8.4, 7.6000000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.7, 4.409677419354839)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:46.921008,"(6.0, 9.0, 8.2)","(2.05, 2.4, 2.2)","(15.0, 22.0, 20.5)","(5.5, 8.4, 7.714285714285714)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.7, 4.734090909090909)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:48.051229,"(6.0, 9.0, 8.2)","(2.05, 2.4, 2.2)","(15.0, 22.0, 20.5)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.5)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:49.211024,"(6.0, 9.0, 8.2)","(2.05, 2.4, 2.2)","(15.0, 22.0, 20.5)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.487719298245614)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:50.300880,"(6.0, 9.0, 8.2)","(2.05, 2.4, 2.2)","(15.0, 22.0, 20.5)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.58)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:51.461096,"(6.0, 9.0, 8.2)","(2.05, 2.58, 2.37)","(15.0, 22.0, 20.75)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.5088888888888885)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:52.624910,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.496)","(15.0, 23.0, 20.666666666666668)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.5088888888888885)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:53.821077,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.496)","(15.0, 23.0, 20.666666666666668)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.5088888888888885)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:55.006246,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.496)","(15.0, 23.0, 20.666666666666668)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.5088888888888885)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:56.202431,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.496)","(15.0, 23.0, 20.75)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.5088888888888885)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:57.426714,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.496)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.664516129032258)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:58.648701,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.496)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.688)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:24:59.833300,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.37)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.688)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:00.985124,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.181)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.688)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:02.212883,"(6.0, 9.0, 7.56)","(2.05, 2.56, 2.3600000000000003)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.749090909090909)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:03.362070,"(6.0, 9.0, 7.56)","(2.05, 2.56, 2.3600000000000003)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.771428571428572)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:04.534860,"(6.0, 9.0, 7.56)","(2.05, 2.56, 2.3600000000000003)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:05.638875,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.37)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:06.817261,"(6.0, 9.0, 7.56)","(2.05, 2.58, 2.181)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:07.965982,"(6.0, 9.0, 7.56)","(2.05, 2.52, 2.34)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:09.121526,"(6.0, 9.0, 8.2)","(2.05, 2.52, 2.34)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:10.358764,"(6.0, 9.0, 8.2)","(2.05, 2.52, 2.34)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:11.606705,"(6.0, 9.0, 8.2)","(2.05, 2.52, 2.34)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:12.881675,"(6.0, 9.0, 8.2)","(2.05, 2.52, 2.34)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 83.33333333333333)"
05-01-2023 14:25:14.174068,"(6.0, 9.0, 8.2)","(2.05, 2.52, 2.34)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 53.666666666666664)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.678260869565217)","(61.0, 120.0, 106.66666666666667)"
05-01-2023 14:25:15.466244,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.52, 2.181)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 53.666666666666664)","(21.0, 46.0, 34.0)","(3.3, 4.8, 4.650943396226415)","(61.0, 120.0, 106.66666666666667)"
05-01-2023 14:25:16.750039,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.58, 2.1790000000000003)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.4, 7.4)","(41.0, 85.0, 53.666666666666664)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.708695652173913)","(61.0, 120.0, 106.66666666666667)"
05-01-2023 14:25:17.960407,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.54, 2.34)","(15.0, 22.0, 20.0)","(5.5, 8.4, 7.4)","(41.0, 85.0, 53.666666666666664)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.708695652173913)","(61.0, 120.0, 106.66666666666667)"
05-01-2023 14:25:19.228104,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.52, 2.34)","(15.0, 24.0, 21.0)","(5.5, 8.4, 7.733333333333333)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.741509433962264)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:20.482188,"(6.0, 9.0, 8.2)","(2.05, 2.52, 2.34)","(15.0, 23.0, 21.0)","(5.5, 8.4, 7.542857142857143)","(41.0, 85.0, 66.2)","(21.0, 46.0, 34.0)","(3.3, 4.9, 4.8100000000000005)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:21.752308,"(6.0, 9.0, 8.2)","(2.05, 2.52, 2.34)","(15.0, 23.0, 21.0)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 46.0, 39.0)","(3.3, 4.9, 4.756)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:23.006798,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.52, 2.34)","(15.0, 23.0, 21.0)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.0)","(3.3, 4.9, 4.756)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:24.225676,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.52, 2.34)","(15.0, 23.0, 21.0)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.0)","(3.3, 4.9, 4.756)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:25.592366,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.35)","(15.0, 23.0, 21.0)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.0)","(3.3, 4.9, 4.9147058823529415)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:26.843256,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.35)","(15.0, 23.0, 21.0)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.0)","(3.3, 5.0, 4.8432432432432435)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:28.071282,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.35)","(15.0, 23.0, 21.0)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.0)","(3.3, 5.0, 5.034090909090909)","(61.0, 120.0, 87.0)"
05-01-2023 14:25:29.212230,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.35)","(15.0, 23.0, 20.4)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.0)","(3.3, 5.1, 4.864864864864865)","(61.0, 120.0, 82.5)"
05-01-2023 14:25:30.368765,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.35)","(15.0, 22.0, 20.4)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.0)","(3.3, 5.1, 5.05)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:31.484854,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.35)","(15.0, 22.0, 20.4)","(5.5, 8.4, 8.0)","(41.0, 85.0, 66.2)","(21.0, 50.0, 39.5)","(3.3, 5.1, 5.05)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:32.573683,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.5314285714285716)","(15.0, 22.0, 20.4)","(5.5, 8.4, 8.0)","(41.0, 85.0, 67.0)","(21.0, 50.0, 39.5)","(3.3, 5.1, 5.05)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:33.925272,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.455)","(15.0, 22.0, 20.4)","(5.5, 8.4, 8.0)","(41.0, 85.0, 67.0)","(21.0, 50.0, 41.6)","(3.3, 5.1, 5.0625)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:35.301830,"(6.0, 9.2, 8.649999999999999)","(2.05, 2.54, 2.2432000000000003)","(15.0, 22.0, 20.4)","(5.5, 8.4, 7.5)","(41.0, 85.0, 67.0)","(21.0, 50.0, 41.6)","(3.3, 5.1, 5.0625)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:36.573949,"(6.0, 9.4, 8.028571428571428)","(2.05, 2.56, 2.425)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 67.0)","(21.0, 50.0, 41.6)","(3.3, 5.1, 5.1171428571428565)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:37.910272,"(6.0, 9.4, 8.028571428571428)","(2.05, 2.5, 2.425)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 67.0)","(21.0, 50.0, 36.0)","(3.3, 5.2, 5.1171428571428565)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:39.236426,"(6.0, 9.4, 8.028571428571428)","(2.05, 2.5, 2.425)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 67.0)","(21.0, 50.0, 36.0)","(3.3, 5.2, 5.134285714285714)","(61.0, 100.0, 82.5)"
05-01-2023 14:25:40.477795,"(6.0, 9.4, 8.028571428571428)","(2.05, 2.5, 2.425)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 66.2)","(21.0, 50.0, 31.142857142857142)","(3.3, 5.3, 5.134285714285714)","(61.0, 100.0, 80.0)"
05-01-2023 14:25:41.717007,"(6.0, 9.2, 8.1)","(2.05, 2.5, 2.425)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 72.14285714285714)","(21.0, 50.0, 31.142857142857142)","(3.3, 5.3, 5.163157894736842)","(61.0, 95.0, 80.0)"
05-01-2023 14:25:42.971431,"(6.0, 9.2, 7.733333333333333)","(2.05, 2.5, 2.3542857142857145)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 72.14285714285714)","(21.0, 50.0, 39.84615384615385)","(3.3, 5.3, 5.271428571428571)","(61.0, 95.0, 72.5)"
05-01-2023 14:25:44.133617,"(6.0, 9.2, 7.733333333333333)","(2.05, 2.56, 2.3542857142857145)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 72.14285714285714)","(21.0, 50.0, 39.84615384615385)","(3.3, 5.3, 5.436842105263158)","(61.0, 95.0, 80.0)"
05-01-2023 14:25:45.365314,"(6.0, 9.2, 7.733333333333333)","(2.05, 2.56, 2.2872727272727276)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 73.75)","(21.0, 50.0, 39.84615384615385)","(3.3, 5.5, 5.583333333333334)","(61.0, 95.0, 80.0)"
05-01-2023 14:25:46.667388,"(6.0, 9.2, 7.733333333333333)","(2.05, 2.52, 2.2872727272727276)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 73.75)","(21.0, 50.0, 39.84615384615385)","(3.3, 5.7, 5.5)","(61.0, 95.0, 72.5)"
05-01-2023 14:25:47.788256,"(6.0, 9.2, 7.733333333333333)","(2.05, 2.52, 2.2872727272727276)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 73.75)","(21.0, 50.0, 39.84615384615385)","(3.3, 5.8, 5.628571428571428)","(61.0, 95.0, 80.0)"
05-01-2023 14:25:49.053895,"(6.0, 9.2, 7.733333333333333)","(2.05, 2.52, 2.2872727272727276)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 39.84615384615385)","(3.3, 5.8, 5.628571428571428)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:50.265769,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.2872727272727276)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 39.84615384615385)","(3.3, 5.8, 5.332)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:51.452412,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.2872727272727276)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 45.111111111111114)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:52.662030,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.2872727272727276)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 45.111111111111114)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:53.792750,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 45.111111111111114)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:54.791753,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 45.111111111111114)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:55.828441,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 45.111111111111114)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:56.872889,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 35.333333333333336)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:58.007029,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 35.333333333333336)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:25:59.068136,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 35.333333333333336)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:26:00.283906,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.133333333333334)","(41.0, 85.0, 73.75)","(21.0, 50.0, 35.333333333333336)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:26:01.428170,"(6.0, 9.2, 8.0)","(2.05, 2.52, 2.3600000000000003)","(15.0, 22.0, 19.333333333333332)","(5.5, 8.6, 7.5)","(41.0, 85.0, 63.5)","(21.0, 50.0, 41.2)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 71.66666666666667)"
05-01-2023 14:26:02.619502,"(6.0, 9.2, 7.3999999999999995)","(2.05, 2.52, 2.295)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.6, 8.0)","(41.0, 85.0, 63.5)","(21.0, 50.0, 39.0)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 68.75)"
05-01-2023 14:26:03.706684,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.5, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.4, 8.0)","(41.0, 85.0, 63.5)","(21.0, 50.0, 39.0)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 68.75)"
05-01-2023 14:26:04.887705,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.5, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.4, 8.0)","(41.0, 85.0, 63.5)","(21.0, 50.0, 39.0)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 68.75)"
05-01-2023 14:26:06.057974,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.5, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.4, 8.0)","(41.0, 85.0, 63.5)","(21.0, 50.0, 39.0)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 68.75)"
05-01-2023 14:26:07.181686,"(6.0, 9.0, 8.266666666666666)","(2.05, 2.5, 2.3600000000000003)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.4, 8.0)","(41.0, 85.0, 63.5)","(21.0, 50.0, 39.0)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 68.75)"
05-01-2023 14:26:08.492839,"(6.0, 9.0, 7.800000000000001)","(2.05, 2.5, 2.35)","(15.0, 22.0, 18.571428571428573)","(5.5, 8.4, 8.0)","(41.0, 85.0, 67.33333333333333)","(21.0, 50.0, 38.0)","(3.3, 5.5, 5.3090909090909095)","(61.0, 95.0, 68.75)"
