,Elviare,Enuff For Me,Lenny Rocket,Caddy,Chilena,Flying Carmen,Valentina Express
06-01-2023 12:54:06.229787,"(13.0, 22.0, 21.885714285714286)","(51.0, 230.0, 215.0)","(21.0, 65.0, 48.9)","(31.0, 200.0, 176.66666666666666)","(41.0, 220.0, 170.0)","(6.0, 7.6, 7.381560283687943)","(1.2, 1.28, 1.271139240506329)"
06-01-2023 12:54:07.228285,"(13.0, 22.0, 21.885714285714286)","(51.0, 230.0, 215.0)","(21.0, 60.0, 52.8)","(31.0, 200.0, 176.66666666666666)","(41.0, 220.0, 170.0)","(6.0, 7.6, 7.381560283687943)","(1.2, 1.28, 1.271139240506329)"
06-01-2023 12:54:08.138901,"(13.0, 22.0, 21.885714285714286)","(51.0, 230.0, 215.0)","(21.0, 60.0, 52.8)","(31.0, 200.0, 176.66666666666666)","(41.0, 220.0, 170.0)","(6.0, 7.6, 7.392481203007518)","(1.2, 1.28, 1.2747368421052632)"
06-01-2023 12:54:09.122165,"(13.0, 22.0, 21.885714285714286)","(51.0, 230.0, 215.0)","(21.0, 60.0, 57.64705882352941)","(31.0, 210.0, 170.0)","(41.0, 220.0, 203.33333333333334)","(6.0, 7.6, 7.425316455696203)","(1.2, 1.28, 1.2747368421052632)"
06-01-2023 12:54:10.207247,"(14.0, 22.0, 21.885714285714286)","(71.0, 230.0, 215.0)","(26.0, 60.0, 55.38461538461539)","(51.0, 210.0, 170.0)","(51.0, 220.0, 203.33333333333334)","(6.0, 7.6, 7.425316455696203)","(1.16, 1.28, 1.2795348837209302)"
06-01-2023 12:54:11.249743,"(14.0, 22.0, 21.9)","(71.0, 230.0, 215.0)","(26.0, 60.0, 56.66666666666667)","(51.0, 210.0, 170.0)","(51.0, 220.0, 203.33333333333334)","(6.0, 7.6, 6.83161094224924)","(1.16, 1.28, 1.2800184162062616)"
06-01-2023 12:54:12.351959,"(14.0, 23.0, 22.133333333333333)","(71.0, 230.0, 215.0)","(26.0, 60.0, 54.85714285714286)","(51.0, 210.0, 178.0)","(51.0, 220.0, 141.25)","(6.0, 7.0, 6.817514124293785)","(1.16, 1.29, 1.2808226691042048)"
06-01-2023 12:54:13.497012,"(14.0, 23.0, 22.133333333333333)","(71.0, 230.0, 215.0)","(26.0, 60.0, 54.85714285714286)","(51.0, 210.0, 170.0)","(51.0, 220.0, 141.25)","(6.0, 7.0, 6.819692307692308)","(1.16, 1.29, 1.2798125)"
06-01-2023 12:54:14.600575,"(14.0, 23.0, 22.76923076923077)","(71.0, 230.0, 215.0)","(26.0, 60.0, 49.333333333333336)","(51.0, 200.0, 166.66666666666666)","(51.0, 220.0, 142.85714285714286)","(6.0, 7.0, 6.812686567164179)","(1.16, 1.28, 1.2735019455252918)"
06-01-2023 12:54:15.662181,"(14.0, 27.0, 25.5)","(71.0, 230.0, 215.0)","(26.0, 60.0, 49.333333333333336)","(51.0, 220.0, 170.0)","(51.0, 220.0, 145.0)","(6.0, 7.0, 6.694736842105263)","(1.16, 1.29, 1.2803196347031964)"
06-01-2023 12:54:16.750409,"(14.0, 27.0, 25.0)","(71.0, 230.0, 210.0)","(26.0, 55.0, 49.5)","(51.0, 230.0, 170.0)","(61.0, 190.0, 155.0)","(6.0, 6.8, 6.638461538461538)","(1.16, 1.29, 1.2803196347031964)"
06-01-2023 12:54:17.814414,"(14.0, 27.0, 25.0)","(71.0, 230.0, 218.0)","(26.0, 55.0, 44.61538461538461)","(51.0, 230.0, 185.0)","(61.0, 180.0, 155.0)","(6.0, 6.8, 6.646753246753247)","(1.16, 1.29, 1.2805090311986864)"
06-01-2023 12:54:18.754364,"(14.0, 27.0, 25.071428571428573)","(71.0, 230.0, 218.0)","(26.0, 60.0, 44.61538461538461)","(51.0, 230.0, 185.0)","(61.0, 180.0, 155.0)","(6.0, 6.8, 6.706818181818181)","(1.16, 1.29, 1.2762921348314606)"
06-01-2023 12:54:19.770414,"(14.0, 28.0, 27.57142857142857)","(71.0, 280.0, 258.0)","(26.0, 55.0, 47.0)","(51.0, 200.0, 180.0)","(61.0, 180.0, 155.0)","(6.0, 6.8, 6.728767123287671)","(1.16, 1.28, 1.2762921348314606)"
06-01-2023 12:54:20.785511,"(14.0, 28.0, 27.76923076923077)","(71.0, 280.0, 258.0)","(26.0, 55.0, 47.0)","(51.0, 200.0, 180.0)","(61.0, 180.0, 155.0)","(6.0, 6.8, 6.825454545454545)","(1.16, 1.28, 1.274236559139785)"
06-01-2023 12:54:21.791818,"(14.0, 28.0, 27.142857142857142)","(71.0, 280.0, 230.0)","(26.0, 55.0, 48.714285714285715)","(51.0, 200.0, 180.0)","(61.0, 180.0, 155.0)","(6.0, 7.0, 6.811904761904762)","(1.16, 1.28, 1.2646132404181185)"
06-01-2023 12:54:22.848692,"(15.0, 28.0, 27.142857142857142)","(71.0, 280.0, 246.66666666666669)","(26.0, 55.0, 48.714285714285715)","(51.0, 200.0, 185.0)","(61.0, 180.0, 155.0)","(6.0, 7.0, 6.83010752688172)","(1.16, 1.28, 1.264298245614035)"
06-01-2023 12:54:23.945726,"(15.0, 28.0, 27.77777777777778)","(71.0, 280.0, 250.0)","(26.0, 55.0, 51.5)","(51.0, 200.0, 185.0)","(61.0, 180.0, 155.0)","(6.0, 7.0, 6.820454545454545)","(1.16, 1.27, 1.264089552238806)"
06-01-2023 12:54:24.988430,"(15.0, 30.0, 28.5)","(71.0, 290.0, 256.6666666666667)","(26.0, 55.0, 48.7)","(51.0, 230.0, 160.0)","(61.0, 180.0, 163.33333333333334)","(6.0, 7.0, 6.822485207100591)","(1.16, 1.27, 1.2643428571428572)"
06-01-2023 12:54:26.064261,"(15.0, 30.0, 28.5)","(71.0, 290.0, 256.6666666666667)","(26.0, 55.0, 48.875)","(51.0, 200.0, 164.0)","(61.0, 180.0, 150.0)","(6.0, 7.0, 6.722488038277512)","(1.16, 1.27, 1.265796460176991)"
06-01-2023 12:54:27.158455,"(15.0, 30.0, 28.5)","(71.0, 340.0, 265.0)","(26.0, 55.0, 51.875)","(51.0, 200.0, 164.0)","(61.0, 190.0, 172.0)","(6.0, 7.0, 6.714798206278027)","(1.16, 1.27, 1.267189349112426)"
06-01-2023 12:54:28.189090,"(15.0, 30.0, 28.444444444444443)","(71.0, 340.0, 265.0)","(26.0, 55.0, 52.142857142857146)","(51.0, 200.0, 164.0)","(61.0, 190.0, 165.0)","(6.0, 7.0, 6.7327731092436975)","(1.16, 1.27, 1.2657766990291262)"
06-01-2023 12:54:29.291226,"(15.0, 30.0, 28.727272727272727)","(71.0, 340.0, 265.0)","(26.0, 55.0, 51.25)","(51.0, 200.0, 164.0)","(61.0, 190.0, 158.88888888888889)","(6.0, 7.0, 6.789090909090909)","(1.16, 1.27, 1.2662534435261708)"
06-01-2023 12:54:30.356463,"(15.0, 30.0, 27.3)","(71.0, 340.0, 265.0)","(26.0, 55.0, 51.25)","(51.0, 200.0, 170.0)","(61.0, 190.0, 150.0)","(6.0, 6.8, 6.759183673469388)","(1.16, 1.27, 1.2659609120521174)"
06-01-2023 12:54:31.424946,"(15.0, 30.0, 29.153846153846153)","(71.0, 320.0, 255.0)","(26.0, 55.0, 53.0)","(51.0, 200.0, 170.0)","(61.0, 190.0, 163.33333333333334)","(6.0, 6.8, 6.742056074766355)","(1.16, 1.27, 1.2647342995169082)"
06-01-2023 12:54:32.517262,"(15.0, 30.0, 27.3)","(81.0, 320.0, 276.6666666666667)","(26.0, 55.0, 51.36363636363637)","(51.0, 200.0, 180.0)","(61.0, 180.0, 165.0)","(5.5, 7.0, 6.7424)","(1.16, 1.27, 1.2647299509001637)"
06-01-2023 12:54:33.628010,"(15.0, 30.0, 29.470588235294116)","(81.0, 320.0, 287.5)","(26.0, 55.0, 52.89473684210526)","(51.0, 200.0, 180.0)","(61.0, 190.0, 173.33333333333334)","(5.5, 6.8, 6.726530612244898)","(1.16, 1.27, 1.264626334519573)"
06-01-2023 12:54:34.694645,"(15.0, 30.0, 29.5)","(81.0, 320.0, 287.5)","(26.0, 55.0, 53.05555555555556)","(51.0, 190.0, 180.0)","(61.0, 190.0, 173.33333333333334)","(5.5, 6.8, 6.734831460674157)","(1.16, 1.27, 1.2665938303341902)"
06-01-2023 12:54:35.677105,"(15.0, 30.0, 29.375)","(81.0, 320.0, 268.0)","(26.0, 55.0, 52.94117647058823)","(51.0, 190.0, 180.0)","(61.0, 190.0, 176.66666666666666)","(5.5, 6.8, 6.721904761904762)","(1.16, 1.27, 1.2669493670886076)"
06-01-2023 12:54:36.650925,"(15.0, 30.0, 29.473684210526315)","(81.0, 320.0, 293.3333333333333)","(26.0, 55.0, 53.541666666666664)","(51.0, 190.0, 180.0)","(61.0, 190.0, 176.66666666666666)","(5.5, 6.8, 6.720388349514563)","(1.16, 1.27, 1.2674304783092325)"
06-01-2023 12:54:37.638689,"(15.0, 30.0, 29.473684210526315)","(81.0, 320.0, 293.3333333333333)","(26.0, 55.0, 53.541666666666664)","(51.0, 190.0, 180.0)","(61.0, 190.0, 165.0)","(5.5, 6.8, 6.618823529411764)","(1.16, 1.27, 1.2686659877800408)"
06-01-2023 12:54:38.673521,"(15.0, 30.0, 27.666666666666668)","(81.0, 320.0, 255.0)","(26.0, 55.0, 53.05555555555556)","(51.0, 190.0, 184.44444444444446)","(61.0, 190.0, 185.0)","(5.5, 6.8, 6.636170212765958)","(1.16, 1.28, 1.2775751072961374)"
06-01-2023 12:54:39.737450,"(15.0, 30.0, 27.565217391304348)","(81.0, 320.0, 255.0)","(26.0, 55.0, 53.05555555555556)","(51.0, 190.0, 183.63636363636363)","(61.0, 230.0, 185.0)","(5.5, 6.8, 6.637037037037037)","(1.16, 1.28, 1.2699302649930264)"
06-01-2023 12:54:40.797901,"(15.0, 30.0, 27.142857142857142)","(81.0, 320.0, 268.0)","(26.0, 55.0, 53.05555555555556)","(51.0, 200.0, 183.63636363636363)","(61.0, 230.0, 185.0)","(5.5, 6.8, 6.629834254143646)","(1.16, 1.27, 1.2771830985915493)"
06-01-2023 12:54:41.891624,"(15.0, 29.0, 27.285714285714285)","(81.0, 320.0, 255.0)","(26.0, 55.0, 53.333333333333336)","(51.0, 200.0, 183.63636363636363)","(61.0, 230.0, 185.0)","(5.5, 6.8, 6.66)","(1.16, 1.28, 1.2771830985915493)"
06-01-2023 12:54:42.954824,"(15.0, 29.0, 27.285714285714285)","(81.0, 320.0, 255.0)","(26.0, 55.0, 57.5)","(51.0, 200.0, 183.63636363636363)","(61.0, 230.0, 185.0)","(5.5, 6.8, 6.629834254143646)","(1.16, 1.28, 1.2758549222797928)"
06-01-2023 12:54:44.039824,"(15.0, 29.0, 26.714285714285715)","(81.0, 320.0, 255.0)","(26.0, 65.0, 57.5)","(51.0, 200.0, 162.5)","(61.0, 230.0, 176.66666666666666)","(5.5, 6.8, 6.584)","(1.16, 1.28, 1.2766244725738396)"
06-01-2023 12:54:45.047478,"(15.0, 29.0, 26.6)","(81.0, 320.0, 291.1111111111111)","(26.0, 65.0, 58.25)","(51.0, 200.0, 162.5)","(61.0, 230.0, 190.0)","(5.5, 6.6, 6.587755102040816)","(1.16, 1.28, 1.2764444444444445)"
06-01-2023 12:54:46.015773,"(15.0, 29.0, 26.333333333333332)","(81.0, 320.0, 255.0)","(26.0, 65.0, 57.89473684210526)","(51.0, 200.0, 170.0)","(61.0, 230.0, 176.66666666666666)","(5.5, 6.6, 6.589565217391304)","(1.16, 1.28, 1.277067448680352)"
06-01-2023 12:54:46.986254,"(15.0, 29.0, 26.333333333333332)","(81.0, 320.0, 255.0)","(26.0, 65.0, 57.89473684210526)","(51.0, 200.0, 170.0)","(61.0, 230.0, 190.0)","(5.5, 6.6, 6.586046511627907)","(1.16, 1.28, 1.2773252279635259)"
06-01-2023 12:54:47.953716,"(15.0, 29.0, 26.333333333333332)","(81.0, 320.0, 291.1111111111111)","(26.0, 65.0, 57.89473684210526)","(51.0, 200.0, 170.0)","(61.0, 230.0, 176.66666666666666)","(5.5, 6.6, 6.620472440944882)","(1.16, 1.28, 1.269152119700748)"
06-01-2023 12:54:48.997908,"(15.0, 29.0, 28.142857142857142)","(81.0, 320.0, 240.0)","(26.0, 65.0, 56.0)","(51.0, 200.0, 170.0)","(61.0, 230.0, 183.33333333333334)","(5.5, 6.8, 6.620472440944882)","(1.16, 1.27, 1.269151061173533)"
06-01-2023 12:54:50.072416,"(15.0, 29.0, 27.5)","(81.0, 320.0, 260.0)","(26.0, 65.0, 56.0)","(51.0, 200.0, 170.0)","(61.0, 230.0, 195.0)","(5.5, 6.8, 6.623008849557522)","(1.16, 1.27, 1.269151061173533)"
06-01-2023 12:54:51.064060,"(15.0, 29.0, 27.5)","(81.0, 320.0, 265.0)","(26.0, 65.0, 56.0)","(51.0, 200.0, 170.0)","(61.0, 230.0, 183.33333333333334)","(5.5, 6.8, 6.667226890756302)","(1.16, 1.27, 1.2675149342891279)"
06-01-2023 12:54:52.184217,"(15.0, 28.0, 27.181818181818183)","(81.0, 320.0, 265.0)","(26.0, 65.0, 60.5)","(51.0, 200.0, 176.0)","(61.0, 230.0, 218.57142857142856)","(5.5, 6.8, 6.615555555555555)","(1.16, 1.27, 1.2694252873563219)"
06-01-2023 12:54:53.252207,"(15.0, 28.0, 26.166666666666668)","(81.0, 320.0, 283.3333333333333)","(26.0, 65.0, 61.05263157894737)","(51.0, 200.0, 180.0)","(61.0, 230.0, 190.0)","(5.5, 6.8, 6.608510638297872)","(1.16, 1.27, 1.27361875637105)"
06-01-2023 12:54:54.214391,"(15.0, 28.0, 26.2)","(81.0, 320.0, 283.3333333333333)","(26.0, 65.0, 60.833333333333336)","(51.0, 200.0, 180.0)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.8, 6.595454545454546)","(1.16, 1.28, 1.2724213075060533)"
06-01-2023 12:54:55.262447,"(15.0, 28.0, 26.2)","(81.0, 320.0, 283.3333333333333)","(26.0, 65.0, 60.833333333333336)","(51.0, 200.0, 180.0)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.8, 6.595454545454546)","(1.16, 1.28, 1.2781642228739003)"
06-01-2023 12:54:56.318241,"(15.0, 28.0, 26.2)","(81.0, 320.0, 283.3333333333333)","(26.0, 65.0, 60.833333333333336)","(51.0, 200.0, 176.0)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.8, 6.610526315789474)","(1.16, 1.28, 1.2788645330995179)"
06-01-2023 12:54:57.317193,"(15.0, 28.0, 26.57894736842105)","(81.0, 320.0, 283.3333333333333)","(26.0, 65.0, 60.0)","(51.0, 200.0, 163.33333333333334)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.8, 6.656410256410256)","(1.16, 1.28, 1.2796355892096545)"
06-01-2023 12:54:58.314627,"(15.0, 28.0, 26.363636363636363)","(81.0, 320.0, 283.3333333333333)","(26.0, 65.0, 60.0)","(51.0, 190.0, 143.33333333333334)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.8, 6.628318584070796)","(1.16, 1.28, 1.2796415270018622)"
06-01-2023 12:54:59.319362,"(15.0, 28.0, 26.363636363636363)","(81.0, 320.0, 283.3333333333333)","(26.0, 65.0, 59.54545454545455)","(51.0, 190.0, 143.33333333333334)","(51.0, 230.0, 170.0)","(5.5, 6.8, 6.567901234567901)","(1.16, 1.28, 1.279225181598063)"
06-01-2023 12:55:00.374536,"(15.0, 28.0, 26.714285714285715)","(71.0, 310.0, 276.6666666666667)","(26.0, 65.0, 61.0)","(51.0, 190.0, 155.0)","(51.0, 230.0, 170.0)","(5.5, 6.6, 6.559550561797753)","(1.16, 1.28, 1.2792333493052228)"
06-01-2023 12:55:01.480605,"(15.0, 28.0, 26.714285714285715)","(71.0, 310.0, 276.6666666666667)","(26.0, 65.0, 61.0)","(51.0, 190.0, 166.0)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.6, 6.559550561797753)","(1.16, 1.28, 1.2792337164750958)"
06-01-2023 12:55:02.504986,"(15.0, 28.0, 26.714285714285715)","(71.0, 310.0, 265.0)","(26.0, 65.0, 61.0)","(51.0, 190.0, 156.66666666666666)","(51.0, 230.0, 190.0)","(5.5, 6.6, 6.559550561797753)","(1.16, 1.28, 1.2792337164750958)"
06-01-2023 12:55:03.560078,"(15.0, 28.0, 26.714285714285715)","(71.0, 310.0, 265.0)","(26.0, 65.0, 61.0)","(51.0, 190.0, 165.0)","(51.0, 230.0, 210.0)","(5.5, 6.6, 6.533962264150944)","(1.16, 1.28, 1.2792434988179668)"
06-01-2023 12:55:04.626256,"(15.0, 28.0, 26.714285714285715)","(71.0, 310.0, 265.0)","(26.0, 65.0, 61.0)","(51.0, 190.0, 165.0)","(51.0, 230.0, 190.0)","(5.5, 6.6, 6.533962264150944)","(1.16, 1.28, 1.279225181598063)"
06-01-2023 12:55:05.710161,"(15.0, 28.0, 26.714285714285715)","(71.0, 310.0, 265.0)","(26.0, 65.0, 61.42857142857143)","(51.0, 190.0, 165.0)","(51.0, 230.0, 190.0)","(5.5, 6.6, 6.52929292929293)","(1.16, 1.28, 1.2793923189110354)"
06-01-2023 12:55:06.761958,"(15.0, 28.0, 26.714285714285715)","(71.0, 310.0, 265.0)","(26.0, 65.0, 61.42857142857143)","(51.0, 190.0, 165.0)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.6, 6.475)","(1.16, 1.28, 1.2793923189110354)"
06-01-2023 12:55:07.800521,"(15.0, 30.0, 27.2972972972973)","(71.0, 310.0, 265.0)","(26.0, 60.0, 59.5)","(51.0, 190.0, 165.0)","(51.0, 230.0, 207.5)","(5.5, 6.6, 6.485393258426966)","(1.16, 1.28, 1.2794150678521292)"
06-01-2023 12:55:08.813405,"(15.0, 30.0, 27.115384615384617)","(71.0, 310.0, 265.0)","(26.0, 60.0, 59.61538461538461)","(51.0, 190.0, 156.66666666666666)","(51.0, 230.0, 210.0)","(5.5, 6.6, 6.495918367346939)","(1.16, 1.28, 1.2794150678521292)"
06-01-2023 12:55:09.752381,"(15.0, 29.0, 27.25)","(71.0, 310.0, 265.0)","(26.0, 60.0, 59.72222222222222)","(51.0, 190.0, 163.33333333333334)","(51.0, 230.0, 176.66666666666666)","(5.5, 6.6, 6.4734375)","(1.16, 1.28, 1.2796132848043675)"
06-01-2023 12:55:10.792473,"(15.0, 29.0, 27.833333333333332)","(71.0, 310.0, 265.0)","(26.0, 60.0, 59.705882352941174)","(51.0, 200.0, 170.0)","(51.0, 230.0, 164.34782608695653)","(5.5, 6.6, 6.4714285714285715)","(1.16, 1.28, 1.2796761658031088)"
06-01-2023 12:55:11.749133,"(15.0, 29.0, 27.444444444444443)","(71.0, 310.0, 265.0)","(26.0, 60.0, 59.642857142857146)","(51.0, 190.0, 170.0)","(51.0, 180.0, 164.34782608695653)","(5.5, 6.6, 6.4714285714285715)","(1.16, 1.28, 1.2792021276595744)"
06-01-2023 12:55:12.789764,"(15.0, 29.0, 28.125)","(71.0, 310.0, 250.0)","(26.0, 60.0, 61.666666666666664)","(51.0, 190.0, 173.33333333333334)","(51.0, 180.0, 171.11111111111111)","(5.5, 6.6, 6.598726114649682)","(1.16, 1.28, 1.2748463356973996)"
06-01-2023 12:55:13.866699,"(15.0, 30.0, 28.88888888888889)","(71.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 173.33333333333334)","(51.0, 180.0, 171.11111111111111)","(5.5, 6.8, 6.604938271604938)","(1.16, 1.28, 1.2696805896805896)"
06-01-2023 12:55:14.904555,"(15.0, 30.0, 29.41176470588235)","(71.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 176.0)","(51.0, 180.0, 171.11111111111111)","(5.5, 6.8, 6.6427184466019416)","(1.16, 1.27, 1.2691170825335893)"
06-01-2023 12:55:16.000892,"(15.0, 29.0, 28.8)","(71.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 185.0)","(51.0, 180.0, 171.11111111111111)","(5.5, 6.8, 6.631884057971014)","(1.16, 1.27, 1.2691170825335893)"
06-01-2023 12:55:17.102058,"(15.0, 29.0, 28.8)","(71.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 185.0)","(51.0, 180.0, 172.0)","(5.5, 6.8, 6.631884057971014)","(1.16, 1.27, 1.2690854870775348)"
06-01-2023 12:55:18.211785,"(15.0, 29.0, 28.85)","(71.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 185.0)","(51.0, 180.0, 172.0)","(5.5, 6.8, 6.997530864197531)","(1.16, 1.27, 1.2633516483516483)"
06-01-2023 12:55:19.243268,"(15.0, 29.0, 28.85)","(71.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 185.0)","(51.0, 180.0, 172.0)","(5.5, 7.0, 7.03728813559322)","(1.16, 1.27, 1.2580381944444445)"
06-01-2023 12:55:20.284485,"(15.0, 29.0, 28.8)","(71.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 185.0)","(51.0, 180.0, 172.0)","(5.5, 7.2, 7.03728813559322)","(1.16, 1.26, 1.2580381944444445)"
06-01-2023 12:55:21.359296,"(15.0, 29.0, 28.8)","(91.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 185.0)","(51.0, 180.0, 172.0)","(5.5, 7.2, 7.03728813559322)","(1.16, 1.26, 1.2582771535580524)"
06-01-2023 12:55:22.334463,"(15.0, 29.0, 28.77777777777778)","(91.0, 340.0, 260.0)","(26.0, 70.0, 68.0)","(51.0, 200.0, 185.0)","(51.0, 180.0, 172.0)","(5.5, 7.2, 7.005405405405406)","(1.16, 1.26, 1.2572239263803682)"
06-01-2023 12:55:23.360205,"(15.0, 29.0, 28.875)","(91.0, 340.0, 260.0)","(26.0, 70.0, 68.66666666666667)","(51.0, 200.0, 175.0)","(51.0, 180.0, 172.0)","(5.5, 7.2, 6.989473684210527)","(1.16, 1.26, 1.2552741514360313)"
06-01-2023 12:55:24.372600,"(15.0, 29.0, 28.88888888888889)","(91.0, 340.0, 260.0)","(26.0, 70.0, 68.66666666666667)","(51.0, 200.0, 175.0)","(51.0, 180.0, 172.0)","(5.5, 7.0, 6.832380952380952)","(1.16, 1.26, 1.2583363148479427)"
06-01-2023 12:55:25.355215,"(15.0, 30.0, 28.583333333333332)","(91.0, 330.0, 275.0)","(26.0, 75.0, 71.66666666666667)","(51.0, 220.0, 175.0)","(51.0, 180.0, 173.33333333333334)","(5.5, 7.0, 6.8158878504672895)","(1.14, 1.26, 1.2578451178451178)"
06-01-2023 12:55:26.424609,"(15.0, 30.0, 28.583333333333332)","(91.0, 330.0, 316.25)","(26.0, 75.0, 72.85714285714286)","(51.0, 230.0, 176.66666666666666)","(51.0, 180.0, 173.33333333333334)","(5.5, 7.0, 6.837190082644628)","(1.14, 1.26, 1.2550762527233115)"
06-01-2023 12:55:27.482410,"(15.0, 30.0, 28.583333333333332)","(91.0, 330.0, 316.25)","(26.0, 75.0, 72.85714285714286)","(51.0, 230.0, 176.66666666666666)","(51.0, 180.0, 173.33333333333334)","(5.5, 7.0, 6.837190082644628)","(1.14, 1.26, 1.2550762527233115)"
06-01-2023 12:55:28.483830,"(15.0, 30.0, 28.583333333333332)","(91.0, 330.0, 316.25)","(26.0, 75.0, 72.85714285714286)","(51.0, 230.0, 176.66666666666666)","(51.0, 180.0, 173.33333333333334)","(5.5, 7.0, 6.909090909090909)","(1.14, 1.26, 1.254272608125819)"
06-01-2023 12:55:29.582239,"(15.0, 30.0, 28.583333333333332)","(91.0, 330.0, 321.53846153846155)","(26.0, 75.0, 74.375)","(51.0, 230.0, 190.0)","(51.0, 180.0, 195.0)","(5.5, 7.0, 6.95)","(1.14, 1.26, 1.2524784853700517)"
06-01-2023 12:55:30.665810,"(15.0, 30.0, 28.875)","(91.0, 330.0, 321.53846153846155)","(26.0, 75.0, 74.375)","(51.0, 230.0, 190.0)","(71.0, 220.0, 190.0)","(5.5, 7.0, 6.884684684684685)","(1.14, 1.26, 1.2549259757738895)"
06-01-2023 12:55:31.718388,"(15.0, 29.0, 28.636363636363637)","(91.0, 330.0, 316.25)","(26.0, 75.0, 67.8409090909091)","(51.0, 230.0, 216.66666666666669)","(71.0, 210.0, 195.0)","(5.5, 7.0, 6.860714285714286)","(1.14, 1.26, 1.2525801011804385)"
06-01-2023 12:55:32.828933,"(15.0, 30.0, 29.166666666666668)","(91.0, 340.0, 325.0)","(26.0, 75.0, 68.41463414634146)","(51.0, 350.0, 255.0)","(71.0, 220.0, 195.0)","(5.5, 7.0, 6.860714285714286)","(1.14, 1.26, 1.251878453038674)"
06-01-2023 12:55:33.907789,"(15.0, 30.0, 28.37837837837838)","(91.0, 340.0, 325.0)","(26.0, 75.0, 68.84615384615384)","(51.0, 350.0, 300.0)","(71.0, 220.0, 196.66666666666666)","(5.5, 7.0, 6.938064516129032)","(1.14, 1.26, 1.2475508399646331)"
06-01-2023 12:55:34.942207,"(15.0, 30.0, 29.305555555555557)","(91.0, 450.0, 375.0)","(26.0, 75.0, 70.55555555555556)","(51.0, 350.0, 300.0)","(71.0, 230.0, 205.0)","(5.5, 7.0, 6.959322033898305)","(1.14, 1.25, 1.2469374492282697)"
06-01-2023 12:55:35.973352,"(15.0, 30.0, 29.305555555555557)","(91.0, 450.0, 375.0)","(26.0, 75.0, 70.55555555555556)","(51.0, 350.0, 300.0)","(71.0, 230.0, 205.0)","(5.5, 7.0, 6.952459016393442)","(1.14, 1.25, 1.246949293433084)"
06-01-2023 12:55:37.081308,"(15.0, 30.0, 29.358974358974358)","(91.0, 450.0, 398.57142857142856)","(26.0, 75.0, 69.14634146341463)","(51.0, 350.0, 270.0)","(71.0, 230.0, 195.0)","(5.5, 7.0, 6.84641638225256)","(1.14, 1.25, 1.247494880546075)"
06-01-2023 12:55:38.100151,"(15.0, 32.0, 29.17142857142857)","(91.0, 990.0, 347.1428571428571)","(26.0, 75.0, 69.14634146341463)","(51.0, 350.0, 270.0)","(71.0, 220.0, 203.33333333333334)","(5.5, 7.0, 6.868035190615836)","(1.14, 1.25, 1.2478592162554427)"
06-01-2023 12:55:39.167191,"(15.0, 32.0, 30.216216216216218)","(91.0, 450.0, 380.0)","(26.0, 75.0, 65.58823529411765)","(51.0, 350.0, 243.33333333333334)","(71.0, 220.0, 203.33333333333334)","(5.5, 7.0, 6.868035190615836)","(1.14, 1.25, 1.2478592162554427)"
06-01-2023 12:55:40.288309,"(15.0, 32.0, 30.216216216216218)","(91.0, 450.0, 380.0)","(26.0, 75.0, 65.625)","(51.0, 350.0, 240.0)","(71.0, 220.0, 210.0)","(5.5, 7.0, 6.864)","(1.14, 1.25, 1.2481831720029783)"
06-01-2023 12:55:41.282556,"(15.0, 32.0, 30.666666666666668)","(91.0, 440.0, 340.0)","(26.0, 75.0, 69.51219512195122)","(51.0, 340.0, 240.0)","(71.0, 230.0, 210.0)","(5.5, 7.0, 6.985483870967742)","(1.14, 1.25, 1.2444603174603175)"
06-01-2023 12:55:42.257952,"(15.0, 32.0, 29.6)","(91.0, 440.0, 313.3333333333333)","(26.0, 75.0, 68.91891891891892)","(51.0, 340.0, 240.0)","(71.0, 230.0, 210.0)","(5.5, 7.0, 6.985483870967742)","(1.14, 1.25, 1.2444603174603175)"
06-01-2023 12:55:43.387299,"(15.0, 32.0, 29.6)","(91.0, 440.0, 313.3333333333333)","(26.0, 75.0, 69.0)","(51.0, 340.0, 245.0)","(71.0, 230.0, 213.33333333333334)","(5.5, 7.0, 7.045925925925926)","(1.14, 1.25, 1.2410286677908937)"
