,Goldstar Spencer,Opawa Chrissy,Diamond Alex,Tiggerlong Panda,Iced Mocha,Goldstar Brooks,Ava Effort
05-01-2023 14:23:38.830585,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.4, 2.7984615384615386)","(2.8, 5.6, 4.492413793103449)","(12.0, 26.0, 15.333333333333332)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:39.944307,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.4, 2.7984615384615386)","(2.8, 5.6, 4.492413793103449)","(12.0, 26.0, 15.333333333333332)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:41.025063,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.4, 2.7984615384615386)","(2.8, 5.6, 4.492413793103449)","(12.0, 26.0, 15.333333333333332)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:42.154087,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.4, 2.7984615384615386)","(2.8, 5.6, 4.492413793103449)","(12.0, 26.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:43.261389,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.4, 3.1059459459459458)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:44.294916,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:45.320400,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:46.292048,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:47.303979,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:48.372351,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:49.435179,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:50.504992,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 18.5)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:51.751457,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:52.861276,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:53.926249,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:54.937617,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:55.994267,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:56.992473,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:58.038523,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 15.333333333333332)","(18.0, 95.0, 88.41666666666666)","(15.0, 34.0, 20.666666666666668)"
05-01-2023 14:23:59.141204,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.928913043478261)","(2.8, 5.6, 4.492413793103449)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 22.8)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:00.102002,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 27.0, 15.666666666666668)","(11.0, 26.0, 22.759999999999998)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:01.141273,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 29.0, 25.16)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:02.129377,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 29.0, 25.16)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:03.168817,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 29.0, 16.666666666666668)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:04.278473,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 29.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:05.369533,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:06.496949,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:07.592146,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:08.775040,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:09.885908,"(7.0, 13.0, 10.733333333333334)","(2.0, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:10.891986,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:11.993518,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:12.988395,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:14.021071,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:15.084327,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:16.180186,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:17.193178,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:18.267549,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:19.330690,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:20.278298,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:21.383711,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:22.482725,"(7.0, 13.0, 10.733333333333334)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 19.25)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 21.0)"
05-01-2023 14:24:23.569661,"(7.0, 13.5, 11.066666666666666)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 19.25)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:24.701094,"(7.0, 13.5, 11.066666666666666)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:25.859676,"(7.0, 13.5, 11.066666666666666)","(1.95, 3.45, 2.133157894736842)","(2.8, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:26.860353,"(7.0, 13.5, 11.066666666666666)","(1.95, 3.45, 2.133157894736842)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:27.947233,"(7.0, 13.5, 11.066666666666666)","(1.95, 3.45, 2.133157894736842)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:29.137686,"(7.0, 13.5, 11.066666666666666)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:30.164000,"(7.0, 13.5, 11.2)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:31.242973,"(7.0, 13.5, 11.2)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:32.380491,"(7.0, 13.5, 11.2)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:33.469770,"(7.0, 13.5, 11.2)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:34.605993,"(7.0, 13.5, 11.2)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:35.707552,"(7.0, 13.5, 11.2)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:36.720763,"(7.0, 13.5, 11.2)","(1.95, 3.45, 2.1758333333333333)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:37.763466,"(7.0, 13.5, 13.070588235294117)","(1.95, 3.45, 2.755)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:38.883692,"(7.0, 13.5, 12.79)","(1.95, 3.5, 2.1)","(2.7, 5.6, 3.781052631578947)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:39.993201,"(7.0, 13.5, 12.79)","(1.95, 3.5, 2.0873333333333335)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 88.92307692307692)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:41.172355,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 81.91666666666667)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:42.362424,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:43.454810,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:44.506353,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:45.611434,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:46.645284,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:47.728476,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:48.835070,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 16.333333333333332)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:49.886544,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.333333333333332)","(11.0, 28.0, 24.36)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:50.960239,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.0)","(11.0, 28.0, 24.36)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:51.911250,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 24.36)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:52.988793,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:54.098189,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:55.207184,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:56.355442,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.7451724137931035)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 83.78571428571428)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:57.538005,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.72)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:58.692370,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.765625)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:24:59.815295,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.765625)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:00.898605,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.765625)","(2.7, 5.6, 2.9230769230769234)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:02.012873,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.765625)","(2.7, 5.6, 3.0500000000000003)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:03.071683,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.9840425531914896)","(2.7, 5.5, 3.0325)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:04.047466,"(7.0, 13.5, 12.79)","(1.95, 3.45, 2.9840425531914896)","(2.7, 5.4, 2.9822222222222226)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:05.165482,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.090625)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:06.275647,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.090625)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:07.379185,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.090625)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:08.486786,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.090625)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:09.583964,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.090625)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:10.653440,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.090625)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:11.791028,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.090625)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:12.976931,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.085294117647059)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:14.175065,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.085294117647059)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:15.388155,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.085294117647059)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 28.875)"
05-01-2023 14:25:16.567478,"(7.0, 13.5, 12.854545454545455)","(1.95, 3.45, 2.085294117647059)","(2.7, 5.4, 2.952)","(12.0, 28.0, 16.666666666666668)","(11.0, 28.0, 16.666666666666668)","(18.0, 95.0, 55.5)","(15.0, 34.0, 29.045454545454547)"
