,Flop Wedge,Arthur Chance,Canya Side Kick,Cyberpunk Wave,Foxy Foliaki,Jai Cool Guy,Always Dream,Bears Best
09-01-2023 15:55:26.106165,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 14.444444444444443)"
09-01-2023 15:55:27.095717,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 14.444444444444443)"
09-01-2023 15:55:28.080023,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 14.444444444444443)"
09-01-2023 15:55:29.076592,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 14.444444444444443)"
09-01-2023 15:55:30.181587,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 14.444444444444443)"
09-01-2023 15:55:31.416035,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:32.510539,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:33.798739,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:34.828303,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:35.885625,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:36.876215,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:37.924707,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:38.982846,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:40.104196,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:41.316449,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:42.408027,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:43.470429,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 14.714285714285714)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:44.500945,"(31.0, 300.0, 167.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:45.523165,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:46.558125,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:47.789429,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:48.863299,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:49.971658,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:51.136111,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:52.338725,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:53.461730,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:54.590518,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:55.640305,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:56.716092,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:57.824502,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:58.866321,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:55:59.889492,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:00.934090,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:01.950368,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:02.989787,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:04.380182,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:05.563670,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:06.702860,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:07.985139,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:09.214190,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:10.340974,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:11.411771,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:12.655244,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:13.690243,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:14.648655,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:15.680852,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.8)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:16.775123,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:17.876809,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:18.875443,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:19.975322,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:21.249559,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:22.472241,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:23.619050,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:24.737052,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:25.799860,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 12.1)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:26.881741,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.5, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:27.951520,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:28.997427,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:30.063926,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:31.141346,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:32.246459,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:33.332155,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:34.470997,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:35.569020,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:36.680688,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:37.782844,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:38.891564,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:40.035034,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:41.119701,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.9799999999999995)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:42.161146,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:43.252370,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:44.277954,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:45.311831,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:46.340385,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:47.363389,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:48.437019,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:49.552045,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:50.571161,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:51.616779,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:52.680164,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:53.688802,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:54.772708,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
09-01-2023 15:56:55.901114,"(31.0, 300.0, 129.0)","(3.8, 6.6, 4.535294117647059)","(9.0, 17.0, 14.466666666666667)","(2.9, 3.9, 3.0323076923076924)","(14.0, 32.0, 28.6)","(9.0, 17.0, 15.545454545454547)","(3.8, 5.8, 5.329411764705882)","(8.5, 21.0, 15.1)"
