,Flop Wedge,Arthur Chance,Canya Side Kick,Cyberpunk Wave,Foxy Foliaki,Jai Cool Guy,Always Dream,Bears Best
09-01-2023 16:02:08.037770,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.5, 12.366666666666667)","(3.8, 5.5, 5.2)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:09.294285,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.5, 12.366666666666667)","(3.8, 5.5, 5.2)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:10.489354,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.5, 12.366666666666667)","(3.8, 5.5, 5.2)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:11.711575,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.5, 12.366666666666667)","(3.8, 5.5, 5.2)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:12.961815,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 28.6)","(9.0, 17.5, 12.366666666666667)","(3.8, 5.5, 5.2)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:14.238623,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.5, 12.366666666666667)","(3.8, 5.5, 5.2)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:15.533564,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.5, 12.366666666666667)","(3.8, 5.5, 5.2)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:16.817867,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.5, 12.333333333333334)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.5, 12.200000000000001)","(3.8, 5.5, 5.125)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:18.059841,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.0, 12.333333333333334)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 5.125)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:19.310186,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.0, 12.333333333333334)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 5.125)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:20.513466,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.0, 12.333333333333334)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 5.125)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:21.788344,"(31.0, 270.0, 230.66666666666669)","(3.8, 5.9, 5.5)","(9.0, 17.0, 12.333333333333334)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 5.125)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:23.036197,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 12.333333333333334)","(2.9, 3.8, 3.340869565217391)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 5.125)","(8.5, 21.0, 16.6)"
09-01-2023 16:02:24.310975,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 12.333333333333334)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 29.166666666666668)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 5.125)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:25.661485,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 26.5)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:26.909350,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 23.75)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:28.022005,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 26.5)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:29.232976,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 26.5)","(9.0, 17.0, 14.2)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:30.627326,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 26.5)","(9.0, 17.0, 12.200000000000001)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:31.993154,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 26.5)","(9.0, 17.0, 11.15)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:33.344613,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 26.5)","(9.0, 12.5, 11.15)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:35.049229,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.006153846153846)","(14.0, 32.0, 26.5)","(9.0, 12.5, 11.15)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:36.770511,"(31.0, 220.0, 155.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.25625)","(14.0, 32.0, 29.642857142857142)","(9.0, 12.5, 11.15)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:38.172368,"(31.0, 270.0, 155.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.75, 3.3)","(14.0, 32.0, 26.5)","(9.0, 12.5, 11.15)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:39.593170,"(31.0, 270.0, 155.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.75, 3.3)","(14.0, 32.0, 26.5)","(9.0, 12.5, 11.15)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:41.131572,"(31.0, 280.0, 174.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.75)","(2.9, 3.75, 3.3)","(14.0, 32.0, 26.666666666666664)","(9.0, 12.5, 11.15)","(3.8, 5.4, 4.557142857142858)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:42.470397,"(31.0, 220.0, 131.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.75, 3.3)","(14.0, 32.0, 26.666666666666664)","(9.0, 12.5, 11.15)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.125)"
09-01-2023 16:02:43.820454,"(31.0, 220.0, 131.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.75, 3.155)","(14.0, 32.0, 26.666666666666664)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 12.428571428571429)"
09-01-2023 16:02:45.253825,"(31.0, 220.0, 131.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 26.666666666666664)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 16.714285714285715)"
09-01-2023 16:02:46.656749,"(31.0, 220.0, 131.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 26.666666666666664)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.285714285714286)"
09-01-2023 16:02:47.943437,"(31.0, 220.0, 131.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 26.666666666666664)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.285714285714286)"
09-01-2023 16:02:49.103741,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:50.286827,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:51.518340,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:52.849836,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:54.105286,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:55.335651,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:56.431865,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.5)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:57.538484,"(31.0, 280.0, 56.33333333333333)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 10.95)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:02:58.687948,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 12.30625)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:00.011677,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 12.30625)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:01.230497,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:02.664789,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 12.2)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:03.845576,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.775)","(3.8, 5.5, 4.542857142857144)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:05.005886,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:06.178056,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.4, 4.542857142857144)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:07.367837,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.0, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.4, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:08.601796,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:09.814695,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:11.048659,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:12.057262,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:13.222814,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:14.297553,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:15.444749,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:16.671774,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:17.959681,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:19.257505,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:20.556945,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:21.661960,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:22.806732,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:24.040434,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:25.291018,"(31.0, 280.0, 56.33333333333333)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:26.525666,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 12.5)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:27.753591,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:28.926527,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:30.056476,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:31.067512,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:32.139882,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:33.223520,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:34.412360,"(31.0, 270.0, 153.0)","(3.8, 5.9, 5.566666666666667)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:35.636874,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.5)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:36.946121,"(31.0, 280.0, 56.33333333333333)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:38.327576,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:39.654591,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:40.952350,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:42.547687,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:43.915473,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 24.0)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:45.297566,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.5)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:46.511664,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:47.659396,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:48.817276,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 23.75)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:49.887000,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 17.5625)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:51.069353,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 17.5625)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:52.352787,"(31.0, 220.0, 128.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 17.5625)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:53.609643,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 17.5625)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:54.863804,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 17.5625)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:56.096958,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 17.5625)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
09-01-2023 16:03:57.285948,"(31.0, 270.0, 153.0)","(3.8, 5.9, 4.6000000000000005)","(9.0, 17.5, 13.75)","(2.9, 3.8, 3.155)","(14.0, 32.0, 17.5625)","(9.0, 12.5, 11.96)","(3.8, 5.5, 4.557142857142858)","(8.5, 21.0, 13.5)"
