,Reality Mask,All Day Drive,Zambora Nut,Thai Gem,Vans Turbo,Eyes Dont Lie,Miss Immy Lee
319,"[datetime.datetime(2022, 11, 28, 15, 14, 30, 198830), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 30, 198830), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 30, 198830), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 30, 198830), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 30, 198830), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 30, 198830), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 30, 198830), 12.0, 29.0]"
320,"[datetime.datetime(2022, 11, 28, 15, 14, 31, 315120), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 31, 315120), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 31, 315120), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 31, 315120), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 31, 315120), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 31, 315120), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 31, 315120), 12.0, 29.0]"
321,"[datetime.datetime(2022, 11, 28, 15, 14, 32, 432090), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 32, 432090), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 32, 432090), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 32, 432090), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 32, 432090), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 32, 432090), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 32, 432090), 12.0, 29.0]"
322,"[datetime.datetime(2022, 11, 28, 15, 14, 33, 545559), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 33, 545559), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 33, 545559), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 33, 545559), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 33, 545559), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 33, 545559), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 33, 545559), 12.0, 29.0]"
323,"[datetime.datetime(2022, 11, 28, 15, 14, 34, 663739), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 34, 663739), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 34, 663739), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 34, 663739), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 34, 663739), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 34, 663739), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 34, 663739), 12.0, 29.0]"
324,"[datetime.datetime(2022, 11, 28, 15, 14, 35, 777582), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 35, 777582), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 35, 777582), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 35, 777582), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 35, 777582), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 35, 777582), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 35, 777582), 12.0, 29.0]"
325,"[datetime.datetime(2022, 11, 28, 15, 14, 36, 893394), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 36, 893394), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 36, 893394), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 36, 893394), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 36, 893394), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 36, 893394), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 36, 893394), 12.0, 29.0]"
326,"[datetime.datetime(2022, 11, 28, 15, 14, 38, 7897), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 38, 7897), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 38, 7897), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 38, 7897), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 38, 7897), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 38, 7897), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 38, 7897), 12.0, 29.0]"
327,"[datetime.datetime(2022, 11, 28, 15, 14, 39, 126757), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 39, 126757), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 39, 126757), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 39, 126757), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 39, 126757), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 39, 126757), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 39, 126757), 12.0, 29.0]"
328,"[datetime.datetime(2022, 11, 28, 15, 14, 40, 244651), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 40, 244651), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 40, 244651), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 40, 244651), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 40, 244651), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 40, 244651), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 40, 244651), 12.0, 29.0]"
329,"[datetime.datetime(2022, 11, 28, 15, 14, 41, 372594), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 41, 372594), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 41, 372594), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 41, 372594), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 41, 372594), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 41, 372594), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 41, 372594), 12.0, 29.0]"
330,"[datetime.datetime(2022, 11, 28, 15, 14, 42, 491211), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 42, 491211), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 42, 491211), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 42, 491211), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 42, 491211), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 42, 491211), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 42, 491211), 12.0, 29.0]"
331,"[datetime.datetime(2022, 11, 28, 15, 14, 43, 611560), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 43, 611560), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 43, 611560), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 43, 611560), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 43, 611560), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 43, 611560), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 43, 611560), 12.0, 29.0]"
332,"[datetime.datetime(2022, 11, 28, 15, 14, 44, 727215), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 44, 727215), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 44, 727215), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 44, 727215), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 44, 727215), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 44, 727215), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 44, 727215), 12.0, 29.0]"
333,"[datetime.datetime(2022, 11, 28, 15, 14, 45, 845183), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 45, 845183), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 45, 845183), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 45, 845183), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 45, 845183), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 45, 845183), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 45, 845183), 12.0, 29.0]"
334,"[datetime.datetime(2022, 11, 28, 15, 14, 46, 957630), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 46, 957630), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 46, 957630), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 46, 957630), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 46, 957630), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 46, 957630), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 46, 957630), 12.0, 29.0]"
335,"[datetime.datetime(2022, 11, 28, 15, 14, 48, 75548), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 48, 75548), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 48, 75548), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 48, 75548), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 48, 75548), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 48, 75548), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 48, 75548), 12.0, 29.0]"
336,"[datetime.datetime(2022, 11, 28, 15, 14, 49, 186879), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 49, 186879), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 49, 186879), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 49, 186879), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 49, 186879), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 49, 186879), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 49, 186879), 12.0, 29.0]"
337,"[datetime.datetime(2022, 11, 28, 15, 14, 50, 300005), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 50, 300005), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 50, 300005), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 50, 300005), 18.0, 120.0]","[datetime.datetime(2022, 11, 28, 15, 14, 50, 300005), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 50, 300005), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 50, 300005), 12.0, 29.0]"
338,"[datetime.datetime(2022, 11, 28, 15, 14, 51, 418158), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 51, 418158), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 51, 418158), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 51, 418158), 18.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 14, 51, 418158), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 51, 418158), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 51, 418158), 12.0, 29.0]"
339,"[datetime.datetime(2022, 11, 28, 15, 14, 52, 538559), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 52, 538559), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 52, 538559), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 52, 538559), 18.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 14, 52, 538559), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 52, 538559), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 52, 538559), 12.0, 29.0]"
340,"[datetime.datetime(2022, 11, 28, 15, 14, 53, 693733), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 53, 693733), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 53, 693733), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 53, 693733), 18.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 14, 53, 693733), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 53, 693733), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 53, 693733), 12.0, 29.0]"
341,"[datetime.datetime(2022, 11, 28, 15, 14, 54, 810823), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 54, 810823), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 54, 810823), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 54, 810823), 18.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 14, 54, 810823), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 54, 810823), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 54, 810823), 12.0, 29.0]"
342,"[datetime.datetime(2022, 11, 28, 15, 14, 55, 968228), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 55, 968228), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 55, 968228), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 55, 968228), 18.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 14, 55, 968228), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 55, 968228), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 55, 968228), 12.0, 29.0]"
343,"[datetime.datetime(2022, 11, 28, 15, 14, 57, 116400), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 57, 116400), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 57, 116400), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 57, 116400), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 14, 57, 116400), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 57, 116400), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 57, 116400), 12.0, 29.0]"
344,"[datetime.datetime(2022, 11, 28, 15, 14, 58, 243037), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 58, 243037), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 58, 243037), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 58, 243037), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 14, 58, 243037), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 58, 243037), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 58, 243037), 12.0, 29.0]"
345,"[datetime.datetime(2022, 11, 28, 15, 14, 59, 367316), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 14, 59, 367316), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 14, 59, 367316), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 14, 59, 367316), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 14, 59, 367316), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 14, 59, 367316), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 14, 59, 367316), 12.0, 29.0]"
346,"[datetime.datetime(2022, 11, 28, 15, 15, 0, 486319), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 15, 15, 0, 486319), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 0, 486319), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 0, 486319), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 15, 0, 486319), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 0, 486319), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 0, 486319), 12.0, 29.0]"
347,"[datetime.datetime(2022, 11, 28, 15, 15, 1, 597311), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 1, 597311), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 1, 597311), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 1, 597311), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 15, 1, 597311), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 1, 597311), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 1, 597311), 12.0, 29.0]"
348,"[datetime.datetime(2022, 11, 28, 15, 15, 2, 715838), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 2, 715838), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 2, 715838), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 2, 715838), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 15, 2, 715838), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 2, 715838), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 2, 715838), 12.0, 29.0]"
349,"[datetime.datetime(2022, 11, 28, 15, 15, 3, 826078), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 3, 826078), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 3, 826078), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 3, 826078), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 15, 3, 826078), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 3, 826078), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 3, 826078), 12.0, 29.0]"
350,"[datetime.datetime(2022, 11, 28, 15, 15, 4, 944208), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 4, 944208), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 4, 944208), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 4, 944208), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 15, 4, 944208), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 4, 944208), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 4, 944208), 12.0, 29.0]"
351,"[datetime.datetime(2022, 11, 28, 15, 15, 6, 64393), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 6, 64393), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 6, 64393), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 6, 64393), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 15, 6, 64393), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 6, 64393), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 6, 64393), 12.0, 29.0]"
352,"[datetime.datetime(2022, 11, 28, 15, 15, 7, 177212), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 7, 177212), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 7, 177212), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 7, 177212), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 15, 15, 7, 177212), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 7, 177212), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 7, 177212), 12.0, 29.0]"
353,"[datetime.datetime(2022, 11, 28, 15, 15, 8, 295692), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 8, 295692), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 8, 295692), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 8, 295692), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 8, 295692), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 8, 295692), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 8, 295692), 12.0, 29.0]"
354,"[datetime.datetime(2022, 11, 28, 15, 15, 9, 426297), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 9, 426297), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 9, 426297), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 9, 426297), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 9, 426297), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 9, 426297), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 9, 426297), 12.0, 29.0]"
355,"[datetime.datetime(2022, 11, 28, 15, 15, 10, 551112), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 10, 551112), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 10, 551112), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 10, 551112), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 10, 551112), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 10, 551112), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 10, 551112), 12.0, 29.0]"
356,"[datetime.datetime(2022, 11, 28, 15, 15, 11, 664154), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 11, 664154), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 11, 664154), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 11, 664154), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 11, 664154), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 11, 664154), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 11, 664154), 12.0, 29.0]"
357,"[datetime.datetime(2022, 11, 28, 15, 15, 12, 786008), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 12, 786008), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 12, 786008), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 12, 786008), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 12, 786008), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 12, 786008), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 12, 786008), 12.0, 29.0]"
358,"[datetime.datetime(2022, 11, 28, 15, 15, 13, 902690), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 13, 902690), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 13, 902690), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 13, 902690), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 13, 902690), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 13, 902690), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 13, 902690), 12.0, 29.0]"
359,"[datetime.datetime(2022, 11, 28, 15, 15, 15, 19898), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 15, 19898), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 15, 19898), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 15, 19898), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 15, 19898), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 15, 19898), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 15, 19898), 12.0, 29.0]"
360,"[datetime.datetime(2022, 11, 28, 15, 15, 16, 135663), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 16, 135663), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 16, 135663), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 16, 135663), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 16, 135663), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 16, 135663), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 16, 135663), 12.0, 29.0]"
361,"[datetime.datetime(2022, 11, 28, 15, 15, 17, 259611), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 17, 259611), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 17, 259611), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 17, 259611), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 17, 259611), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 17, 259611), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 17, 259611), 12.0, 29.0]"
362,"[datetime.datetime(2022, 11, 28, 15, 15, 18, 367712), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 18, 367712), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 18, 367712), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 18, 367712), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 18, 367712), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 18, 367712), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 18, 367712), 12.0, 29.0]"
363,"[datetime.datetime(2022, 11, 28, 15, 15, 19, 502921), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 19, 502921), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 19, 502921), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 19, 502921), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 19, 502921), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 19, 502921), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 19, 502921), 12.0, 29.0]"
364,"[datetime.datetime(2022, 11, 28, 15, 15, 20, 618950), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 15, 20, 618950), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 15, 20, 618950), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 15, 20, 618950), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 15, 20, 618950), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 15, 20, 618950), 2.9, 6.2]","[datetime.datetime(2022, 11, 28, 15, 15, 20, 618950), 12.0, 29.0]"
