,Emmas Portrait,Pyrenees Blazer,Cruising Loren,Philip Marlowe,Another Six,Ranger Ricksen,Jellybean Jam,Aston Zabbar
16-12-2022 13:18:26.151665,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 6.7)","(51.0, 270.0, 225.2)","(10.0, 22.0, 17.941176470588236)","(10.0, 23.0, 20.916666666666668)","(6.0, 11.5, 9.3)","(3.1, 5.1, 4.1)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:27.248193,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 17.941176470588236)","(10.0, 23.0, 21.0)","(6.0, 11.0, 9.3)","(3.1, 5.1, 4.1)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:28.271254,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 17.941176470588236)","(10.0, 23.0, 21.0)","(6.0, 11.0, 9.3)","(3.1, 5.1, 4.1)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:29.308656,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 17.941176470588236)","(10.0, 23.0, 21.0)","(6.0, 11.0, 9.3)","(3.1, 5.1, 4.1)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:30.326264,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 17.941176470588236)","(10.0, 23.0, 21.0)","(6.0, 11.0, 9.3)","(3.1, 5.1, 4.1)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:31.432225,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 17.941176470588236)","(10.0, 23.0, 21.0)","(6.0, 11.0, 9.3)","(3.1, 5.1, 4.1)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:32.483154,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 17.941176470588236)","(10.0, 23.0, 21.0)","(6.0, 11.0, 9.866666666666667)","(3.1, 5.1, 4.203448275862069)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:33.601706,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 21.041666666666668)","(10.0, 23.0, 21.0)","(6.0, 12.5, 10.866666666666667)","(3.1, 5.1, 4.203448275862069)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:34.823121,"(3.4, 5.3, 4.265217391304348)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 21.041666666666668)","(10.0, 23.0, 21.0)","(6.0, 12.5, 10.866666666666667)","(3.1, 5.1, 4.01304347826087)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:35.962533,"(3.4, 5.3, 4.025)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 21.041666666666668)","(10.0, 23.0, 21.0)","(6.0, 12.5, 10.866666666666667)","(3.1, 5.1, 4.174074074074074)","(7.0, 11.5, 8.592857142857143)"
16-12-2022 13:18:37.201988,"(3.4, 5.3, 4.261111111111111)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 21.041666666666668)","(10.0, 23.0, 21.0)","(6.0, 12.5, 10.2)","(3.1, 5.1, 4.520833333333333)","(7.0, 11.5, 9.42)"
16-12-2022 13:18:38.366439,"(3.4, 5.2, 4.466666666666667)","(5.0, 8.0, 7.628571428571428)","(51.0, 270.0, 225.2)","(10.0, 22.0, 21.041666666666668)","(10.0, 23.0, 21.75)","(6.0, 11.5, 10.2)","(3.1, 5.0, 4.505)","(7.0, 10.5, 9.42)"
16-12-2022 13:18:39.496346,"(3.4, 5.2, 4.65)","(5.0, 8.0, 6.050000000000001)","(51.0, 270.0, 225.2)","(10.0, 22.0, 20.5)","(10.0, 23.0, 21.75)","(6.0, 11.5, 9.55)","(3.1, 5.0, 4.505)","(7.0, 10.5, 9.42)"
16-12-2022 13:18:40.645627,"(3.4, 5.2, 4.65)","(5.0, 8.0, 6.050000000000001)","(51.0, 270.0, 225.2)","(10.0, 22.0, 20.5)","(10.0, 23.0, 21.0)","(6.0, 11.5, 9.55)","(3.1, 5.0, 4.505)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:41.774985,"(3.4, 5.2, 4.747058823529412)","(5.0, 8.0, 7.133333333333334)","(51.0, 270.0, 225.2)","(10.0, 22.0, 20.5)","(10.0, 23.0, 21.0)","(6.0, 11.5, 10.2)","(3.1, 5.0, 4.37)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:42.778135,"(3.4, 5.2, 4.747058823529412)","(5.0, 8.0, 7.133333333333334)","(51.0, 270.0, 225.2)","(10.0, 22.0, 20.5)","(10.0, 23.0, 21.0)","(6.0, 11.5, 9.208333333333334)","(3.1, 5.0, 4.2125)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:43.900868,"(3.4, 5.2, 4.65)","(5.0, 8.0, 7.133333333333334)","(51.0, 270.0, 225.2)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 21.833333333333332)","(6.0, 10.5, 8.45)","(3.1, 5.0, 4.5)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:44.955910,"(3.4, 5.2, 4.65)","(5.0, 8.0, 7.133333333333334)","(51.0, 270.0, 225.2)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 21.833333333333332)","(6.0, 9.2, 8.45)","(3.1, 5.0, 4.5)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:45.987241,"(3.4, 5.2, 4.65)","(5.0, 8.0, 7.133333333333334)","(51.0, 270.0, 225.2)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 21.833333333333332)","(6.0, 9.2, 8.45)","(3.1, 5.0, 4.5)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:47.032468,"(3.4, 5.2, 4.65)","(5.0, 8.0, 7.133333333333334)","(51.0, 270.0, 225.2)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 20.875)","(6.0, 9.2, 9.208333333333334)","(3.1, 5.0, 4.3076923076923075)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:48.086894,"(3.4, 5.1, 4.663636363636363)","(5.0, 8.0, 7.133333333333334)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.421428571428571)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:49.139206,"(3.4, 5.1, 4.638461538461538)","(5.0, 8.0, 7.133333333333334)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.421428571428571)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:50.181668,"(3.4, 5.1, 4.638461538461538)","(5.0, 8.0, 7.133333333333334)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.799999999999997)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.421428571428571)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:51.163694,"(3.4, 5.1, 4.638461538461538)","(5.0, 8.0, 7.133333333333334)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.799999999999997)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.421428571428571)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:52.209545,"(3.4, 5.1, 4.638461538461538)","(5.0, 8.0, 7.133333333333334)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.799999999999997)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.5)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:53.295425,"(3.4, 5.1, 4.638461538461538)","(5.0, 8.0, 7.133333333333334)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.6)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:54.306613,"(3.4, 5.1, 4.638461538461538)","(5.0, 8.0, 7.133333333333334)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.6)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:55.407305,"(3.4, 5.1, 4.638461538461538)","(5.0, 8.0, 6.050000000000001)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.723076923076923)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:56.572068,"(3.4, 4.4, 4.303703703703704)","(5.0, 8.0, 6.65)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.723076923076923)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:57.614173,"(3.4, 5.1, 4.372727272727272)","(5.0, 8.0, 5.975)","(51.0, 260.0, 123.81818181818181)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 10.5, 9.208333333333334)","(3.1, 5.0, 4.1)","(7.0, 10.5, 8.02)"
16-12-2022 13:18:58.678871,"(3.4, 5.1, 4.566666666666666)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.5, 8.4)","(3.1, 5.1, 4.321428571428571)","(7.0, 10.5, 8.8)"
16-12-2022 13:18:59.677897,"(3.4, 5.0, 4.55)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.8)","(3.1, 4.9, 4.321428571428571)","(7.0, 10.0, 8.8)"
16-12-2022 13:19:00.737051,"(3.4, 5.0, 4.37)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.8)","(3.1, 4.9, 4.321428571428571)","(7.0, 10.0, 8.8)"
16-12-2022 13:19:01.828308,"(3.4, 5.0, 4.37)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.8)","(3.1, 4.9, 4.1875)","(7.0, 10.0, 8.8)"
16-12-2022 13:19:02.834172,"(3.4, 5.0, 4.37)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.4)","(3.1, 4.9, 4.3)","(7.0, 10.0, 7.833333333333334)"
16-12-2022 13:19:03.915982,"(3.4, 5.0, 4.55)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.4)","(3.1, 4.9, 4.54375)","(7.0, 10.0, 8.8)"
16-12-2022 13:19:05.008080,"(3.4, 5.0, 4.55)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.8)","(3.1, 4.9, 4.557142857142857)","(7.0, 10.0, 8.8)"
16-12-2022 13:19:06.063394,"(3.4, 5.0, 4.37)","(5.0, 8.0, 5.975)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.8)","(3.1, 4.8, 4.5)","(7.0, 10.0, 8.8)"
16-12-2022 13:19:07.079388,"(3.4, 5.0, 4.37)","(5.0, 8.0, 5.75)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 9.054545454545455)","(3.1, 4.8, 4.375)","(7.0, 10.0, 7.833333333333334)"
16-12-2022 13:19:08.165504,"(3.4, 5.0, 4.37)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.8)","(3.1, 4.8, 4.375)","(7.0, 10.0, 7.833333333333334)"
16-12-2022 13:19:09.177264,"(3.4, 5.0, 4.37)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 10.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 10.0, 8.8)"
16-12-2022 13:19:10.223307,"(3.4, 5.0, 4.37)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 10.0, 8.7)"
16-12-2022 13:19:11.287172,"(3.4, 5.0, 4.37)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 23.115384615384613)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.8, 8.7)"
16-12-2022 13:19:12.429055,"(3.4, 5.0, 4.475)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.058823529411764)","(3.1, 4.8, 4.375)","(7.0, 9.8, 7.800000000000001)"
16-12-2022 13:19:13.647582,"(3.4, 5.0, 4.5200000000000005)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.058823529411764)","(3.1, 4.8, 4.375)","(7.0, 9.8, 7.800000000000001)"
16-12-2022 13:19:14.817523,"(3.4, 5.0, 4.5200000000000005)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.058823529411764)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.8, 8.7)"
16-12-2022 13:19:15.931455,"(3.4, 5.0, 4.5200000000000005)","(5.0, 6.8, 6.4)","(51.0, 260.0, 103.78947368421052)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.058823529411764)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.8, 8.7)"
16-12-2022 13:19:17.039331,"(3.4, 5.0, 4.5200000000000005)","(5.0, 6.8, 6.4)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.2)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.8, 8.7)"
16-12-2022 13:19:18.131483,"(3.4, 5.0, 4.5200000000000005)","(5.0, 6.8, 6.4)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 19.642857142857142)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.375)","(7.0, 9.8, 7.800000000000001)"
16-12-2022 13:19:19.255743,"(3.4, 5.0, 4.5200000000000005)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 20.18181818181818)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.8, 8.7)"
16-12-2022 13:19:20.339924,"(3.4, 5.0, 4.5200000000000005)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 20.18181818181818)","(10.0, 24.0, 22.5625)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.8, 8.7)"
16-12-2022 13:19:21.449726,"(3.4, 4.2, 4.110344827586206)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 19.785714285714285)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.8, 8.6)"
16-12-2022 13:19:22.544753,"(3.4, 5.0, 4.485714285714286)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 19.785714285714285)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 8.6)"
16-12-2022 13:19:23.662532,"(3.4, 5.0, 4.485714285714286)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 19.785714285714285)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 7.766666666666667)"
16-12-2022 13:19:24.700316,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 21.0, 19.785714285714285)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.2)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 8.6)"
16-12-2022 13:19:25.769438,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.642857142857142)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.2)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 8.6)"
16-12-2022 13:19:26.896366,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.714285714285715)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.2)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 8.6)"
16-12-2022 13:19:27.953830,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.785714285714285)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.2)","(3.1, 4.8, 4.375)","(7.0, 9.6, 7.766666666666667)"
16-12-2022 13:19:28.998323,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.785714285714285)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.2)","(3.1, 4.8, 4.375)","(7.0, 9.6, 7.766666666666667)"
16-12-2022 13:19:30.100268,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 21.272727272727273)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 8.6)"
16-12-2022 13:19:31.195452,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 8.6)"
16-12-2022 13:19:32.216525,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 24.0, 18.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.363636363636363)","(7.0, 9.6, 8.6)"
16-12-2022 13:19:33.268148,"(3.4, 5.0, 4.6)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 24.0, 22.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.6, 7.766666666666667)"
16-12-2022 13:19:34.351416,"(3.4, 5.0, 4.65)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 24.0, 22.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.6, 7.733333333333333)"
16-12-2022 13:19:35.421322,"(3.4, 5.0, 4.76)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 24.0, 22.5)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.4, 7.733333333333333)"
16-12-2022 13:19:36.407950,"(3.4, 5.0, 4.76)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 24.0, 23.357142857142858)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.4, 7.733333333333333)"
16-12-2022 13:19:37.470273,"(3.4, 5.0, 4.76)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 25.0, 23.357142857142858)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.4, 8.5)"
16-12-2022 13:19:38.527001,"(3.4, 5.0, 4.76)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 25.0, 23.357142857142858)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.4, 8.5)"
16-12-2022 13:19:39.534687,"(3.4, 5.0, 4.76)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 25.0, 23.357142857142858)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.4, 8.5)"
16-12-2022 13:19:40.594287,"(3.4, 5.0, 4.5)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 25.0, 23.357142857142858)","(6.0, 9.0, 8.8)","(3.1, 4.8, 4.25)","(7.0, 9.4, 8.15)"
16-12-2022 13:19:41.655285,"(3.4, 5.0, 4.752941176470588)","(5.0, 6.8, 6.0)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.92857142857143)","(10.0, 25.0, 23.357142857142858)","(6.0, 9.0, 8.343478260869565)","(3.1, 4.8, 4.314285714285714)","(7.0, 9.4, 8.4)"
16-12-2022 13:19:42.704561,"(3.4, 4.9, 4.425000000000001)","(5.0, 7.2, 5.317647058823529)","(51.0, 260.0, 146.70588235294116)","(10.0, 22.0, 20.875)","(10.0, 25.0, 21.833333333333332)","(6.0, 10.5, 8.6875)","(3.1, 4.8, 4.4)","(7.0, 9.4, 8.5)"
16-12-2022 13:19:43.695815,"(3.4, 4.9, 4.315384615384616)","(5.0, 7.2, 5.317647058823529)","(51.0, 260.0, 146.70588235294116)","(10.0, 23.0, 20.875)","(10.0, 26.0, 21.833333333333332)","(6.0, 10.5, 8.261538461538462)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.4, 8.5)"
16-12-2022 13:19:44.737515,"(3.4, 4.9, 4.140000000000001)","(5.0, 7.2, 5.317647058823529)","(51.0, 260.0, 146.70588235294116)","(10.0, 23.0, 21.5)","(10.0, 26.0, 21.833333333333332)","(6.0, 9.0, 8.261538461538462)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.4, 8.5)"
16-12-2022 13:19:45.852872,"(3.4, 4.9, 4.140000000000001)","(5.0, 7.2, 5.317647058823529)","(51.0, 260.0, 146.70588235294116)","(10.0, 23.0, 20.2)","(10.0, 26.0, 17.0)","(6.0, 9.0, 8.261538461538462)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.4, 8.5)"
16-12-2022 13:19:46.922852,"(3.4, 4.9, 4.140000000000001)","(5.0, 7.0, 5.5600000000000005)","(51.0, 260.0, 101.0)","(10.0, 23.0, 19.0)","(10.0, 26.0, 22.57142857142857)","(6.0, 9.0, 8.261538461538462)","(3.1, 4.8, 4.314285714285714)","(7.0, 9.4, 8.3)"
16-12-2022 13:19:47.992801,"(3.4, 4.8, 4.192857142857143)","(5.0, 7.0, 5.5600000000000005)","(51.0, 260.0, 101.0)","(10.0, 24.0, 20.444444444444443)","(10.0, 26.0, 22.57142857142857)","(6.0, 9.0, 8.261538461538462)","(3.1, 4.8, 4.314285714285714)","(7.0, 9.2, 8.3)"
16-12-2022 13:19:49.166839,"(3.4, 4.8, 4.1045454545454545)","(5.0, 7.0, 5.48)","(51.0, 260.0, 101.0)","(10.0, 24.0, 20.666666666666668)","(10.0, 27.0, 19.0)","(6.0, 8.8, 8.153846153846155)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.2, 8.399999999999999)"
16-12-2022 13:19:50.413629,"(3.4, 4.8, 4.1045454545454545)","(5.0, 6.6, 5.48)","(51.0, 260.0, 101.0)","(10.0, 24.0, 21.4)","(10.0, 27.0, 19.0)","(6.0, 8.8, 8.153846153846155)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.2, 8.399999999999999)"
16-12-2022 13:19:51.677708,"(3.4, 4.7, 4.1000000000000005)","(5.0, 6.6, 5.48)","(51.0, 260.0, 101.0)","(10.0, 24.0, 21.4)","(10.0, 27.0, 19.0)","(6.0, 8.8, 8.153846153846155)","(3.1, 4.8, 4.314285714285714)","(7.0, 9.2, 8.3)"
16-12-2022 13:19:52.878555,"(3.4, 4.7, 4.1000000000000005)","(5.0, 6.6, 5.48)","(51.0, 260.0, 101.0)","(10.0, 24.0, 21.4)","(10.0, 27.0, 19.0)","(6.0, 8.8, 8.153846153846155)","(3.1, 4.8, 4.314285714285714)","(7.0, 9.2, 8.3)"
16-12-2022 13:19:54.126159,"(3.4, 4.7, 4.1000000000000005)","(5.0, 6.6, 5.48)","(51.0, 260.0, 101.0)","(10.0, 24.0, 21.4)","(10.0, 27.0, 21.736842105263158)","(6.0, 8.8, 8.153846153846155)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.2, 8.399999999999999)"
16-12-2022 13:19:55.360286,"(3.4, 4.7, 4.1000000000000005)","(5.0, 6.6, 5.48)","(51.0, 260.0, 101.0)","(10.0, 24.0, 21.4)","(10.0, 27.0, 19.615384615384617)","(6.0, 8.8, 8.153846153846155)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.2, 8.399999999999999)"
16-12-2022 13:19:56.501169,"(3.4, 4.7, 4.1000000000000005)","(5.0, 6.6, 5.48)","(51.0, 260.0, 101.0)","(10.0, 24.0, 21.4)","(10.0, 27.0, 19.615384615384617)","(6.0, 8.8, 8.046153846153846)","(3.1, 4.8, 4.3076923076923075)","(7.0, 9.2, 8.399999999999999)"
16-12-2022 13:19:57.657125,"(3.4, 4.7, 4.1000000000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 101.0)","(10.0, 24.0, 21.4)","(10.0, 27.0, 19.615384615384617)","(6.0, 8.6, 8.046153846153846)","(3.1, 4.8, 4.314285714285714)","(7.0, 9.2, 8.3)"
