,Emmas Portrait,Pyrenees Blazer,Cruising Loren,Philip Marlowe,Another Six,Ranger Ricksen,Jellybean Jam,Aston Zabbar
16-12-2022 13:22:02.050452,"(3.4, 4.2, 3.905882352941177)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.718181818181819)","(3.1, 4.7, 4.6000000000000005)","(7.0, 11.5, 9.02)"
16-12-2022 13:22:03.126052,"(3.4, 4.2, 3.905882352941177)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.718181818181819)","(3.1, 4.7, 4.6000000000000005)","(7.0, 11.5, 9.02)"
16-12-2022 13:22:04.217784,"(3.4, 4.2, 3.905882352941177)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.718181818181819)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.5, 9.44)"
16-12-2022 13:22:05.190350,"(3.4, 4.2, 3.905882352941177)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.718181818181819)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.0, 8.876923076923077)"
16-12-2022 13:22:06.164363,"(3.4, 4.2, 3.905882352941177)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.718181818181819)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.5, 8.876923076923077)"
16-12-2022 13:22:07.138154,"(3.4, 4.2, 3.905882352941177)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.718181818181819)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.5, 8.876923076923077)"
16-12-2022 13:22:08.168801,"(3.4, 4.2, 4.038709677419355)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.3500000000000005)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.5, 9.142857142857142)"
16-12-2022 13:22:09.119060,"(3.4, 4.2, 4.038709677419355)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.3500000000000005)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:10.180487,"(3.4, 4.2, 4.038709677419355)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.3500000000000005)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:11.244982,"(3.4, 4.2, 4.038709677419355)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.3500000000000005)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:12.235397,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.4, 6.358823529411765)","(3.1, 4.7, 4.6000000000000005)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:13.267338,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.2, 6.178571428571429)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:14.398545,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.2, 6.178571428571429)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:15.535927,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.2, 6.178571428571429)","(3.1, 4.7, 4.663636363636364)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:16.587395,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.2, 6.178571428571429)","(3.1, 4.7, 4.641176470588236)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:17.583918,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.2, 6.178571428571429)","(3.1, 4.7, 4.227777777777778)","(7.0, 11.0, 9.142857142857142)"
16-12-2022 13:22:18.651188,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.2, 6.135714285714286)","(3.1, 4.3, 4.641176470588236)","(7.0, 11.0, 9.0)"
16-12-2022 13:22:19.777974,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.652380952380953)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:20.947266,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.58)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:21.981734,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:23.045360,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 101.0)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:24.043384,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:25.017387,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:26.025383,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:27.009152,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:28.051156,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.135714285714286)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:29.070649,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.3125)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:30.093743,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.3125)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.0)"
16-12-2022 13:22:31.188403,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.3125)","(3.1, 4.7, 4.4)","(7.0, 10.5, 9.3)"
16-12-2022 13:22:32.269042,"(3.4, 4.2, 4.057894736842106)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.3125)","(3.1, 4.7, 4.4)","(7.0, 10.0, 9.363636363636363)"
16-12-2022 13:22:33.288786,"(3.4, 4.2, 4.090909090909091)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.3125)","(3.1, 4.7, 4.4)","(7.0, 10.0, 9.363636363636363)"
16-12-2022 13:22:34.277459,"(3.4, 4.2, 4.107692307692307)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.3125)","(3.1, 4.7, 4.4)","(7.0, 10.0, 9.363636363636363)"
16-12-2022 13:22:35.308998,"(3.4, 4.2, 4.107692307692307)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 7.0, 6.092857142857143)","(3.1, 4.7, 4.4)","(7.0, 10.0, 8.833333333333332)"
16-12-2022 13:22:36.332172,"(3.4, 4.2, 4.107692307692307)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.8, 6.092857142857143)","(3.1, 4.7, 4.4)","(7.0, 10.0, 8.833333333333332)"
16-12-2022 13:22:37.363574,"(3.4, 4.2, 4.107692307692307)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.8, 6.092857142857143)","(3.1, 4.7, 4.4818181818181815)","(7.0, 10.0, 9.4)"
16-12-2022 13:22:38.537884,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.8, 6.092857142857143)","(3.1, 4.7, 4.4818181818181815)","(7.0, 10.0, 9.4)"
16-12-2022 13:22:39.616352,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.8, 6.092857142857143)","(3.1, 4.7, 4.425)","(7.0, 10.0, 9.4)"
16-12-2022 13:22:40.632439,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.8, 6.133333333333334)","(3.1, 4.5, 4.425)","(7.0, 10.0, 8.833333333333332)"
16-12-2022 13:22:41.668991,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 28.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 10.0, 8.823076923076922)"
16-12-2022 13:22:42.625687,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 11.5, 9.3)"
16-12-2022 13:22:43.550086,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 29.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:44.524407,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 29.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:45.699109,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 29.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:46.739363,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 5.666666666666667)","(51.0, 260.0, 101.0)","(10.0, 29.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 9.8, 8.8)"
16-12-2022 13:22:47.859486,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 101.0)","(10.0, 29.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:48.913750,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 101.0)","(10.0, 29.0, 23.0)","(10.0, 28.0, 25.88888888888889)","(6.0, 6.6, 6.11)","(3.1, 4.5, 4.425)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:49.981039,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.6, 6.17)","(3.1, 4.5, 4.449999999999999)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:51.012889,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:52.046517,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.449999999999999)","(7.0, 9.8, 8.8)"
16-12-2022 13:22:53.085947,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.449999999999999)","(7.0, 9.8, 8.8)"
16-12-2022 13:22:54.161544,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.449999999999999)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:55.227823,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.449999999999999)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:56.232509,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.25)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 9.8, 9.3)"
16-12-2022 13:22:57.266881,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 6.228571428571429)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 9.8, 9.30625)"
16-12-2022 13:22:58.281299,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.5, 9.475000000000001)"
16-12-2022 13:22:59.269119,"(3.4, 4.2, 4.0687500000000005)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.5, 9.475000000000001)"
16-12-2022 13:23:00.294944,"(3.4, 4.2, 4.11)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.5, 9.625)"
16-12-2022 13:23:01.405472,"(3.4, 4.2, 4.11)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:02.525497,"(3.4, 4.2, 4.11)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:03.546825,"(3.4, 4.2, 4.11)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:04.505605,"(3.4, 4.2, 4.11)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:05.788422,"(3.4, 4.2, 4.05)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:06.859651,"(3.4, 4.2, 4.05)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:07.943727,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:09.234530,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:10.379607,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:11.411924,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:12.547082,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.890909090909091)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.0, 9.8125)"
16-12-2022 13:23:13.627331,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.5, 9.475000000000001)"
16-12-2022 13:23:14.623972,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.5, 9.475000000000001)"
16-12-2022 13:23:15.592682,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.5, 9.475000000000001)"
16-12-2022 13:23:16.514268,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.407142857142857)","(7.0, 11.5, 9.475000000000001)"
16-12-2022 13:23:17.539041,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.6, 4.271428571428571)","(7.0, 11.5, 9.8125)"
16-12-2022 13:23:18.552578,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.271428571428571)","(7.0, 11.5, 9.8125)"
16-12-2022 13:23:19.682822,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 101.0)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.281818181818181)","(7.0, 11.5, 9.8125)"
16-12-2022 13:23:20.791448,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.281818181818181)","(7.0, 11.5, 9.8125)"
16-12-2022 13:23:21.834070,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.4)","(51.0, 260.0, 96.92307692307692)","(10.0, 29.0, 24.5)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.281818181818181)","(7.0, 11.5, 9.8125)"
16-12-2022 13:23:23.006491,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 142.22222222222223)","(10.0, 29.0, 22.454545454545453)","(10.0, 28.0, 26.8125)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.281818181818181)","(7.0, 11.5, 9.8125)"
16-12-2022 13:23:23.989847,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 142.22222222222223)","(10.0, 29.0, 22.454545454545453)","(10.0, 28.0, 24.833333333333332)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.233333333333333)","(7.0, 11.5, 9.8125)"
16-12-2022 13:23:24.962576,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 147.76470588235293)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.0)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.2749999999999995)","(7.0, 11.5, 9.423076923076923)"
16-12-2022 13:23:26.052999,"(3.4, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 147.76470588235293)","(10.0, 28.0, 24.8)","(10.0, 28.0, 25.0)","(6.0, 6.8, 6.17)","(3.1, 4.3, 4.2749999999999995)","(7.0, 11.5, 9.625)"
16-12-2022 13:23:27.088407,"(3.5, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 147.76470588235293)","(11.0, 28.0, 24.8)","(11.0, 28.0, 25.0)","(5.5, 6.8, 6.17)","(3.3, 4.3, 4.2749999999999995)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:28.066310,"(3.5, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 147.76470588235293)","(11.0, 28.0, 24.8)","(11.0, 28.0, 25.0)","(5.5, 6.8, 6.17)","(3.3, 4.3, 4.2749999999999995)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:29.051258,"(3.5, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 147.76470588235293)","(11.0, 28.0, 24.8)","(11.0, 28.0, 25.0)","(5.5, 6.8, 6.17)","(3.3, 4.3, 4.2749999999999995)","(7.0, 11.0, 9.625)"
16-12-2022 13:23:30.039412,"(3.5, 4.2, 4.1000000000000005)","(5.0, 6.6, 5.316666666666666)","(51.0, 260.0, 147.76470588235293)","(11.0, 28.0, 24.8)","(11.0, 28.0, 25.0)","(5.5, 6.8, 6.17)","(3.3, 4.3, 4.2749999999999995)","(7.0, 11.0, 9.625)"
