,Money Run,Mean Blake,Sly Dunbar,Pattaya Pete,Club Model,Royal Emgrand,Acting Foolish,Trip Hazard
11-01-2023 15:26:45.009810,"(31.0, 230.0, 57.2)","(2.6, 3.9, 2.924)","(14.0, 29.0, 27.5625)","(19.0, 48.0, 30.9)","(4.2, 6.2, 5.35)","(4.6, 9.4, 8.226666666666667)","(5.0, 6.8, 5.428571428571429)","(9.0, 18.5, 13.25)"
11-01-2023 15:26:46.336522,"(31.0, 230.0, 57.2)","(2.6, 3.9, 3.5184615384615388)","(14.0, 29.0, 27.5625)","(19.0, 48.0, 30.9)","(4.2, 6.2, 5.35)","(4.6, 9.4, 8.226666666666667)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:47.678489,"(31.0, 230.0, 57.2)","(2.6, 3.9, 2.924)","(14.0, 29.0, 27.6875)","(19.0, 48.0, 30.9)","(4.2, 6.2, 5.35)","(4.6, 9.4, 8.226666666666667)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:49.006903,"(31.0, 230.0, 57.2)","(2.6, 3.9, 2.924)","(14.0, 29.0, 27.6875)","(19.0, 48.0, 30.9)","(4.2, 6.2, 5.35)","(4.6, 9.4, 8.226666666666667)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:50.350559,"(31.0, 230.0, 57.2)","(2.6, 3.9, 2.924)","(14.0, 29.0, 27.6875)","(19.0, 48.0, 27.642857142857142)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:51.671236,"(31.0, 230.0, 57.2)","(2.6, 3.9, 3.793913043478261)","(14.0, 29.0, 27.6875)","(19.0, 48.0, 27.642857142857142)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:52.988163,"(31.0, 230.0, 57.2)","(2.6, 3.9, 3.6473684210526316)","(14.0, 29.0, 26.625)","(19.0, 48.0, 24.25)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:54.323416,"(31.0, 230.0, 57.2)","(2.6, 3.9, 2.972)","(14.0, 29.0, 27.1)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:55.692996,"(31.0, 230.0, 57.2)","(2.6, 3.9, 2.972)","(14.0, 29.0, 27.1)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:56.988272,"(31.0, 230.0, 57.2)","(2.6, 3.9, 2.972)","(14.0, 29.0, 27.1)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:58.235323,"(31.0, 340.0, 75.75)","(2.6, 3.9, 2.972)","(14.0, 29.0, 24.25)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:26:59.529704,"(31.0, 340.0, 75.75)","(2.6, 3.9, 2.972)","(14.0, 29.0, 24.25)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:00.841134,"(31.0, 340.0, 75.75)","(2.6, 3.9, 2.972)","(14.0, 29.0, 24.25)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.428571428571429)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:02.163292,"(31.0, 340.0, 75.75)","(2.6, 3.9, 3.33)","(14.0, 29.0, 24.25)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.5200000000000005)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:03.528349,"(31.0, 340.0, 77.5)","(2.6, 3.9, 3.004)","(14.0, 29.0, 24.25)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 6.683870967741935)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:04.868946,"(31.0, 340.0, 77.5)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.8, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:06.116096,"(31.0, 340.0, 77.5)","(2.6, 3.9, 2.988)","(14.0, 29.0, 27.416666666666664)","(19.0, 48.0, 24.666666666666668)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 7.688888888888889)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:07.417792,"(31.0, 340.0, 77.5)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 48.0, 33.333333333333336)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.4, 8.933333333333334)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:08.807775,"(31.0, 340.0, 77.5)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 60.0, 33.333333333333336)","(4.2, 6.2, 5.118181818181818)","(4.6, 9.6, 8.818181818181817)","(5.0, 6.0, 6.18974358974359)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:10.050023,"(31.0, 340.0, 77.5)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 60.0, 77.11764705882354)","(4.2, 6.2, 4.9)","(4.6, 9.6, 8.233333333333333)","(5.0, 6.2, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:11.368873,"(31.0, 340.0, 81.0)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 95.0, 28.4)","(4.2, 6.2, 4.877777777777778)","(4.6, 9.6, 8.533333333333333)","(5.0, 6.0, 6.179661016949153)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:12.630061,"(31.0, 340.0, 151.63636363636363)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 95.0, 28.375)","(4.2, 6.2, 4.877777777777778)","(4.6, 9.6, 8.857142857142858)","(5.0, 6.2, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:13.769859,"(31.0, 340.0, 132.8)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 80.0, 28.375)","(4.2, 6.2, 4.877777777777778)","(4.6, 9.6, 8.86)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:14.894856,"(31.0, 340.0, 132.8)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 80.0, 26.363636363636363)","(4.2, 6.2, 4.877777777777778)","(4.6, 9.6, 8.884210526315789)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:16.137736,"(31.0, 340.0, 132.8)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 80.0, 26.363636363636363)","(4.2, 6.2, 4.877777777777778)","(4.6, 9.6, 8.0)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 13.25)"
11-01-2023 15:27:17.281885,"(31.0, 340.0, 132.8)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 80.0, 26.363636363636363)","(4.2, 6.2, 4.877777777777778)","(4.6, 9.6, 9.575)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 12.5)"
11-01-2023 15:27:18.559970,"(31.0, 340.0, 132.8)","(2.6, 3.9, 2.92)","(14.0, 29.0, 27.416666666666664)","(19.0, 80.0, 26.363636363636363)","(4.2, 6.2, 4.877777777777778)","(4.6, 10.0, 9.333333333333332)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 12.833333333333334)"
11-01-2023 15:27:19.833885,"(31.0, 340.0, 132.8)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 80.0, 26.363636363636363)","(4.2, 6.2, 4.877777777777778)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 13.233333333333334)"
11-01-2023 15:27:21.124328,"(31.0, 340.0, 231.68421052631578)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 80.0, 26.363636363636363)","(4.2, 6.2, 4.877777777777778)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.943089430894309)","(9.0, 14.0, 13.233333333333334)"
11-01-2023 15:27:22.504065,"(31.0, 320.0, 255.52941176470588)","(2.6, 3.9, 3.004)","(14.0, 29.0, 28.25)","(19.0, 80.0, 45.5)","(4.2, 6.2, 4.877777777777778)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.757692307692308)","(9.0, 14.0, 13.342857142857143)"
11-01-2023 15:27:24.005010,"(31.0, 320.0, 255.52941176470588)","(2.6, 3.9, 3.004)","(14.0, 30.0, 28.25)","(19.0, 70.0, 45.5)","(4.2, 6.2, 4.877777777777778)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.757692307692308)","(9.0, 14.0, 13.342857142857143)"
11-01-2023 15:27:25.250392,"(31.0, 320.0, 255.52941176470588)","(2.6, 3.9, 3.004)","(14.0, 30.0, 28.25)","(19.0, 70.0, 45.5)","(4.2, 6.2, 4.877777777777778)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.757692307692308)","(9.0, 14.0, 13.342857142857143)"
11-01-2023 15:27:26.535862,"(31.0, 320.0, 255.52941176470588)","(2.6, 3.9, 3.004)","(14.0, 30.0, 28.25)","(19.0, 70.0, 26.444444444444443)","(4.2, 6.2, 4.877777777777778)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.757692307692308)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:27.861408,"(31.0, 320.0, 255.52941176470588)","(2.6, 3.9, 3.004)","(14.0, 30.0, 28.25)","(19.0, 70.0, 25.454545454545453)","(4.2, 6.2, 4.8578947368421055)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:29.153393,"(31.0, 320.0, 255.52941176470588)","(2.6, 3.9, 3.004)","(14.0, 30.0, 28.25)","(19.0, 70.0, 25.454545454545453)","(4.2, 6.2, 6.0058823529411764)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:30.494839,"(31.0, 320.0, 104.0)","(2.6, 3.9, 3.004)","(14.0, 30.0, 28.25)","(19.0, 70.0, 25.454545454545453)","(4.2, 6.2, 4.325)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:31.782191,"(31.0, 320.0, 104.0)","(2.6, 3.9, 3.004)","(14.0, 30.0, 27.416666666666664)","(19.0, 70.0, 35.666666666666664)","(4.2, 6.2, 4.325)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:33.018412,"(31.0, 320.0, 104.0)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 6.2, 4.54)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:34.245596,"(31.0, 320.0, 104.0)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.9, 4.54)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:35.487278,"(31.0, 320.0, 104.0)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.9, 4.54)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:36.736793,"(31.0, 320.0, 104.0)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.9, 4.54)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.67142857142857)"
11-01-2023 15:27:37.933612,"(31.0, 320.0, 117.5)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.9, 4.377777777777778)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.693333333333333)"
11-01-2023 15:27:39.167543,"(31.0, 330.0, 85.0)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.8, 4.5)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.693333333333333)"
11-01-2023 15:27:40.465399,"(31.0, 330.0, 195.0)","(2.6, 3.9, 3.004)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.7, 4.5)","(4.6, 10.0, 9.6)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.693333333333333)"
11-01-2023 15:27:41.665177,"(31.0, 330.0, 158.1818181818182)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.7, 4.464705882352941)","(4.6, 10.0, 9.655000000000001)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.693333333333333)"
11-01-2023 15:27:42.990858,"(31.0, 330.0, 158.1818181818182)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.7, 4.949999999999999)","(4.6, 11.5, 9.835714285714285)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.488888888888889)"
11-01-2023 15:27:44.281862,"(31.0, 330.0, 158.1818181818182)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.6, 4.949999999999999)","(4.6, 10.5, 9.835714285714285)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.7125)"
11-01-2023 15:27:45.516101,"(31.0, 330.0, 155.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.6, 4.9)","(4.6, 10.5, 9.673333333333334)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.7125)"
11-01-2023 15:27:46.810218,"(31.0, 330.0, 165.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.6, 4.510000000000001)","(4.6, 10.5, 9.673333333333334)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.6)"
11-01-2023 15:27:48.112556,"(31.0, 330.0, 165.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.5, 4.510000000000001)","(4.6, 10.5, 9.875)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.633333333333333)"
11-01-2023 15:27:49.244612,"(31.0, 330.0, 165.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.5, 4.510000000000001)","(4.6, 11.0, 9.875)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:27:50.533660,"(31.0, 330.0, 165.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.5, 4.510000000000001)","(4.6, 11.0, 9.875)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:27:51.969077,"(31.0, 330.0, 165.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 35.666666666666664)","(4.2, 5.5, 4.510000000000001)","(4.6, 11.0, 9.875)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:27:53.482912,"(31.0, 330.0, 165.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 53.625)","(4.2, 5.5, 4.792857142857143)","(4.6, 11.0, 9.875)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:27:54.934299,"(41.0, 330.0, 165.0)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 53.625)","(4.2, 5.5, 4.510000000000001)","(4.6, 11.0, 9.875)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:27:56.476457,"(41.0, 330.0, 98.57142857142857)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 53.625)","(4.2, 5.5, 4.792857142857143)","(4.6, 11.0, 9.875)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:27:57.879264,"(41.0, 330.0, 182.72727272727275)","(2.6, 3.9, 3.734074074074074)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 53.625)","(4.2, 5.5, 4.792857142857143)","(4.6, 11.0, 9.285714285714286)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:27:59.253025,"(41.0, 330.0, 180.0)","(2.6, 3.9, 3.02)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 53.625)","(4.2, 5.5, 4.792857142857143)","(4.6, 9.8, 9.16)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:28:00.636682,"(41.0, 330.0, 180.0)","(2.6, 3.9, 3.02)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 53.625)","(4.2, 5.5, 4.792857142857143)","(4.6, 9.8, 9.16)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:28:01.912960,"(41.0, 330.0, 180.0)","(2.6, 3.9, 3.02)","(14.0, 29.0, 27.416666666666664)","(19.0, 65.0, 38.19230769230769)","(4.2, 5.5, 4.510000000000001)","(4.6, 9.8, 9.16)","(5.0, 6.0, 5.3)","(9.0, 14.0, 13.3)"
11-01-2023 15:28:03.270712,"(41.0, 320.0, 275.8333333333333)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 60.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 9.8, 9.586666666666668)","(5.0, 6.0, 5.225806451612903)","(9.0, 14.0, 13.3)"
11-01-2023 15:28:04.630192,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 55.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 9.8, 8.911111111111111)","(5.0, 6.0, 5.225806451612903)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:05.871467,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 55.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 9.8, 8.9)","(5.0, 6.0, 5.225806451612903)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:07.142979,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 55.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 9.8, 9.457142857142857)","(5.0, 6.0, 5.225806451612903)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:08.441312,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 55.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 9.8, 9.614285714285714)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:09.728768,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 55.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 10.0, 9.614285714285714)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:11.041787,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 55.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 10.0, 9.614285714285714)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:12.425839,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 28.5)","(19.0, 55.0, 51.77272727272727)","(4.2, 5.5, 4.510000000000001)","(4.6, 10.0, 9.614285714285714)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:13.751643,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 29.0, 27.46666666666667)","(19.0, 55.0, 49.083333333333336)","(4.2, 5.5, 4.766666666666667)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:14.968917,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 34.0, 28.615384615384613)","(19.0, 55.0, 49.083333333333336)","(4.2, 5.5, 4.766666666666667)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 13.85)"
11-01-2023 15:28:16.275778,"(41.0, 310.0, 282.22222222222223)","(2.6, 3.9, 3.02)","(14.0, 34.0, 31.307692307692307)","(19.0, 55.0, 49.083333333333336)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 11.722033898305085)"
11-01-2023 15:28:17.698789,"(41.0, 300.0, 273.8888888888889)","(2.6, 3.9, 3.533333333333333)","(14.0, 34.0, 26.666666666666668)","(19.0, 55.0, 49.083333333333336)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 14.0, 13.367857142857144)"
11-01-2023 15:28:18.966550,"(41.0, 300.0, 273.8888888888889)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 49.083333333333336)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.367857142857144)"
11-01-2023 15:28:20.251943,"(41.0, 300.0, 271.25)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 49.083333333333336)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.367857142857144)"
11-01-2023 15:28:21.636891,"(41.0, 300.0, 271.25)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.208333333333334)"
11-01-2023 15:28:22.878449,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.85)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:24.192654,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.857894736842105)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:25.518427,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.857894736842105)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:26.870451,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.857894736842105)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:28.109698,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.857894736842105)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:29.388426,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.857894736842105)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:30.712402,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 10.0, 9.673684210526316)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:31.995693,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 9.8, 9.673684210526316)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
11-01-2023 15:28:33.341242,"(41.0, 290.0, 272.08333333333337)","(2.6, 3.9, 3.6904761904761902)","(14.0, 38.0, 26.666666666666668)","(19.0, 55.0, 50.103448275862064)","(4.2, 5.5, 4.747368421052632)","(4.6, 9.8, 9.673684210526316)","(5.0, 6.0, 5.690721649484536)","(9.0, 13.5, 13.333333333333332)"
