,Cosmic Nugget,Goddess Of War,Three Putt Par,Eyes On Gold,Mr Banner,Mothers Clone,Bad Habits,Paisan
04-01-2023 12:12:03.227426,"(4.6, 8.2, 5.725)","(6.5, 11.0, 10.34)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.200000000000001)"
04-01-2023 12:12:04.283078,"(4.6, 8.2, 5.725)","(6.5, 11.0, 10.34)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.200000000000001)"
04-01-2023 12:12:05.350709,"(4.6, 8.2, 5.725)","(6.5, 11.0, 10.34)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.22857142857143)"
04-01-2023 12:12:06.391552,"(4.6, 8.2, 5.725)","(6.5, 11.0, 10.34)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.22857142857143)"
04-01-2023 12:12:07.471714,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.22857142857143)"
04-01-2023 12:12:08.473514,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.22857142857143)"
04-01-2023 12:12:09.500129,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.69090909090909)"
04-01-2023 12:12:10.694187,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.457142857142857)","(15.0, 36.0, 22.333333333333332)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.69090909090909)"
04-01-2023 12:12:11.918728,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.4, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:13.027919,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:14.075417,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:15.183801,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:16.264837,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:17.374762,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:18.470619,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:19.537267,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:20.830823,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:21.965134,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 16.031578947368423)"
04-01-2023 12:12:23.094004,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:24.210156,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:25.510073,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:26.716770,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:27.860635,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:29.010711,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:30.059521,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:31.164643,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:32.262947,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:33.506382,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.303846153846154)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:34.640374,"(4.6, 8.2, 5.725)","(6.5, 10.5, 9.757142857142856)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.3, 4.228571428571429)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:35.756379,"(4.6, 8.2, 5.64)","(6.5, 10.5, 8.385714285714286)","(11.0, 19.5, 12.954545454545455)","(3.3, 5.2, 4.228571428571429)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.083333333333334)"
04-01-2023 12:12:36.899027,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 8.385714285714286)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.228571428571429)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 14.84)"
04-01-2023 12:12:38.093675,"(4.6, 8.2, 5.64)","(6.5, 10.5, 8.614285714285714)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.4222222222222225)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.149999999999999)"
04-01-2023 12:12:39.191801,"(4.6, 8.2, 5.64)","(6.5, 10.5, 8.614285714285714)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.4222222222222225)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.412499999999998)"
04-01-2023 12:12:40.303219,"(4.6, 8.2, 5.64)","(6.5, 10.5, 8.614285714285714)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.4222222222222225)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.412499999999998)"
04-01-2023 12:12:41.322696,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.775)","(3.8, 6.2, 4.419047619047619)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.412499999999998)"
04-01-2023 12:12:42.428826,"(4.6, 8.2, 5.725)","(6.5, 10.5, 8.166666666666666)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.775)","(3.8, 6.2, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.412499999999998)"
04-01-2023 12:12:43.448023,"(4.6, 8.2, 5.64)","(6.5, 10.5, 8.1)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.775)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:44.541058,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 8.1)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.257142857142857)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:45.553648,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.257142857142857)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:46.562717,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.257142857142857)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:47.580592,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.257142857142857)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:48.582667,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.257142857142857)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:49.620322,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.257142857142857)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:50.613910,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.257142857142857)","(3.8, 6.0, 5.0)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 15.116666666666667)"
04-01-2023 12:12:51.765224,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.0, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 14.425)"
04-01-2023 12:12:52.831684,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 9.3)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.4, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.5, 13.75)"
04-01-2023 12:12:53.835893,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 9.3)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.4, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.0, 14.240000000000002)"
04-01-2023 12:12:54.900861,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 9.3)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.4, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.0, 14.240000000000002)"
04-01-2023 12:12:55.945878,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 9.3)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.4, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.0, 14.240000000000002)"
04-01-2023 12:12:56.956893,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 9.3)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.4, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.0, 14.240000000000002)"
04-01-2023 12:12:57.980945,"(4.6, 8.2, 5.4799999999999995)","(6.5, 10.5, 9.3)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.4, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.0, 14.77142857142857)"
04-01-2023 12:12:59.002242,"(4.6, 8.2, 5.933333333333333)","(6.5, 10.5, 7.809090909090909)","(11.0, 19.5, 13.318181818181818)","(3.3, 5.2, 4.633333333333334)","(3.8, 6.4, 4.96)","(15.0, 36.0, 30.875)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.0, 14.77142857142857)"
04-01-2023 12:13:00.248474,"(4.6, 8.2, 7.2)","(6.5, 10.5, 8.719999999999999)","(11.0, 19.5, 15.8)","(3.3, 5.2, 4.4222222222222225)","(3.8, 6.4, 5.466666666666667)","(15.0, 36.0, 24.285714285714285)","(12.0, 22.0, 14.32258064516129)","(6.5, 16.0, 11.975)"
04-01-2023 12:13:01.260398,"(4.6, 8.0, 7.2)","(6.5, 10.0, 8.719999999999999)","(11.0, 19.0, 15.8)","(3.3, 5.2, 4.4222222222222225)","(3.8, 6.2, 5.466666666666667)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 13.5, 10.533333333333333)"
04-01-2023 12:13:02.334134,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.0)","(11.0, 19.0, 15.8)","(3.3, 5.2, 4.035714285714286)","(3.8, 6.2, 5.36)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 12.0, 11.533333333333333)"
04-01-2023 12:13:03.424903,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.388888888888888)","(3.8, 7.4, 4.76)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 13.5, 12.125)"
04-01-2023 12:13:04.444754,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.1, 4.388888888888888)","(3.8, 7.8, 5.942857142857143)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 13.5, 12.125)"
04-01-2023 12:13:05.495552,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.1, 4.388888888888888)","(3.8, 7.4, 5.36)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 13.5, 12.125)"
04-01-2023 12:13:06.563677,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.1, 4.388888888888888)","(3.8, 7.4, 5.36)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 13.5, 12.4)"
04-01-2023 12:13:07.614862,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.1, 4.388888888888888)","(3.8, 7.4, 5.36)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.4)"
04-01-2023 12:13:08.625440,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.1, 4.388888888888888)","(3.8, 7.4, 5.36)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.4)"
04-01-2023 12:13:09.638422,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.1, 4.333333333333333)","(3.8, 7.4, 5.36)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.4)"
04-01-2023 12:13:10.690921,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.333333333333333)","(3.8, 7.4, 5.36)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.4)"
04-01-2023 12:13:11.732945,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.333333333333333)","(3.8, 7.4, 5.085714285714285)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.622222222222222)"
04-01-2023 12:13:12.802993,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.333333333333333)","(3.8, 7.8, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.622222222222222)"
04-01-2023 12:13:13.817841,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.333333333333333)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.622222222222222)"
04-01-2023 12:13:14.849514,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.333333333333333)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.622222222222222)"
04-01-2023 12:13:15.850568,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.333333333333333)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.622222222222222)"
04-01-2023 12:13:16.824510,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.0, 4.333333333333333)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.622222222222222)"
04-01-2023 12:13:17.820075,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 4.277777777777778)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 12.622222222222222)"
04-01-2023 12:13:18.793607,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 4.277777777777778)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 14.0, 14.5375)"
04-01-2023 12:13:19.765727,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 4.277777777777778)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.5375)"
04-01-2023 12:13:20.753620,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 4.277777777777778)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.5375)"
04-01-2023 12:13:21.708339,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 4.277777777777778)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.4)"
04-01-2023 12:13:22.697783,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 4.277777777777778)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.4)"
04-01-2023 12:13:23.682781,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 4.277777777777778)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.5625)"
04-01-2023 12:13:24.699577,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 4.9, 3.7325581395348837)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.5625)"
04-01-2023 12:13:25.720459,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.5, 4.1923076923076925)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.5625)"
04-01-2023 12:13:26.776648,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.3, 4.208333333333334)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.5625)"
04-01-2023 12:13:27.792882,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.2, 4.208333333333334)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.875)"
04-01-2023 12:13:28.838435,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.2, 4.208333333333334)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.875)"
04-01-2023 12:13:29.890424,"(4.6, 8.0, 6.966666666666667)","(6.5, 10.0, 9.142857142857142)","(11.0, 19.0, 15.8)","(3.3, 5.2, 4.208333333333334)","(3.8, 7.6, 5.2)","(15.0, 36.0, 27.799999999999997)","(12.0, 22.0, 14.32258064516129)","(6.5, 15.5, 14.875)"
