,Great Fantasy Nz,Winsome Ruby,Orlandos Gift,Meet Michaelangelo,Lovelorn,My Bad Habits,Scenic Sky,Muscletonian,Barhoon,Super Angus
12-01-2023 14:46:57.769007,"(10.0, 99999, 99990)","(21.0, 28.0, 24.5)","(4.6, 5.8, 5.475)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.324999999999999)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.8)","(101.0, 170.0, 154.44444444444446)","(3.2, 4.1, 4.0249999999999995)","(5.5, 8.4, 7.955555555555556)"
12-01-2023 14:46:59.398567,"(10.0, 99999, 99990)","(21.0, 28.0, 24.5)","(4.6, 5.8, 5.475)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.324999999999999)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.8)","(101.0, 170.0, 154.44444444444446)","(3.2, 4.1, 4.05)","(5.5, 8.4, 7.955555555555556)"
12-01-2023 14:47:01.033620,"(10.0, 99999, 99990)","(21.0, 28.0, 25.5)","(4.6, 5.8, 5.637499999999999)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.233333333333333)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 154.44444444444446)","(3.2, 4.1, 4.06)","(5.5, 8.4, 7.68)"
12-01-2023 14:47:02.480796,"(10.0, 99999, 99990)","(21.0, 27.0, 25.5)","(4.6, 5.8, 5.725)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 154.44444444444446)","(3.2, 4.1, 4.06)","(5.5, 8.4, 8.4)"
12-01-2023 14:47:04.140902,"(10.0, 99999, 99990)","(21.0, 27.0, 25.0)","(4.6, 5.8, 5.54)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 154.44444444444446)","(3.2, 4.1, 4.05)","(5.5, 8.8, 8.236363636363636)"
12-01-2023 14:47:05.584362,"(10.0, 99999, 99990)","(21.0, 27.0, 25.0)","(4.6, 5.9, 5.75)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.233333333333333)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.05)","(5.5, 8.6, 8.236363636363636)"
12-01-2023 14:47:07.105957,"(10.0, 99999, 99990)","(21.0, 27.0, 25.0)","(4.6, 5.9, 5.835294117647059)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.05)","(5.5, 8.6, 8.236363636363636)"
12-01-2023 14:47:08.574491,"(10.0, 99999, 99990)","(21.0, 27.0, 25.0)","(4.6, 5.9, 5.835294117647059)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.05)","(5.5, 8.6, 8.236363636363636)"
12-01-2023 14:47:10.076972,"(10.0, 99999, 99990)","(21.0, 27.0, 25.0)","(4.6, 5.9, 5.733333333333333)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.05)","(5.5, 8.6, 7.446153846153846)"
12-01-2023 14:47:11.501942,"(10.0, 99999, 99990)","(21.0, 27.0, 25.0)","(4.6, 5.9, 5.828571428571429)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.233333333333333)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.06)","(5.5, 8.0, 7.446153846153846)"
12-01-2023 14:47:13.087005,"(10.0, 99999, 99990)","(21.0, 27.0, 23.0)","(4.6, 5.9, 5.828571428571429)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.014285714285714)","(5.5, 8.0, 7.446153846153846)"
12-01-2023 14:47:14.605554,"(10.0, 99999, 99990)","(21.0, 27.0, 23.0)","(4.6, 5.9, 5.828571428571429)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.04)","(5.5, 8.0, 7.446153846153846)"
12-01-2023 14:47:16.015210,"(10.0, 99999, 99990)","(21.0, 27.0, 23.0)","(4.6, 5.9, 5.828571428571429)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 11.8)","(11.0, 15.5, 12.852941176470589)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.04)","(5.5, 8.0, 7.446153846153846)"
12-01-2023 14:47:17.436676,"(10.0, 99999, 99990)","(21.0, 27.0, 23.0)","(4.6, 5.9, 5.7875000000000005)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 12.225)","(11.0, 15.5, 12.09375)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:18.871650,"(10.0, 99999, 99990)","(21.0, 27.0, 22.384615384615383)","(4.6, 5.9, 5.818181818181818)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 12.225)","(11.0, 13.5, 12.09375)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:20.311604,"(10.0, 99999, 99990)","(21.0, 27.0, 22.384615384615383)","(4.6, 5.9, 5.818181818181818)","(31.0, 48.0, 39.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 12.225)","(11.0, 13.5, 11.625)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:21.673932,"(10.0, 99999, 99990)","(21.0, 27.0, 22.555555555555557)","(4.6, 5.9, 5.800000000000001)","(31.0, 48.0, 44.0)","(5.0, 6.6, 6.233333333333333)","(8.5, 13.5, 12.683333333333334)","(11.0, 13.5, 11.625)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:23.101895,"(10.0, 99999, 99990)","(21.0, 27.0, 22.555555555555557)","(4.6, 5.9, 5.842857142857143)","(31.0, 48.0, 44.0)","(5.0, 6.6, 6.442857142857142)","(8.5, 13.5, 12.683333333333334)","(11.0, 13.5, 11.625)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:24.593240,"(10.0, 99999, 99990)","(21.0, 27.0, 20.076923076923077)","(4.6, 5.9, 6.307142857142857)","(31.0, 48.0, 42.90909090909091)","(5.0, 6.6, 6.266666666666667)","(8.5, 13.5, 12.52)","(11.0, 13.5, 11.625)","(101.0, 170.0, 156.0)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:25.992974,"(10.0, 99999, 99990)","(21.0, 27.0, 19.4375)","(4.6, 6.4, 6.088888888888889)","(31.0, 46.0, 41.0)","(5.0, 6.6, 6.516666666666667)","(8.5, 13.5, 12.52)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.04)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:27.265002,"(10.0, 99999, 99990)","(21.0, 26.0, 19.4375)","(4.6, 6.2, 6.088888888888889)","(31.0, 46.0, 33.6)","(5.0, 6.6, 6.516666666666667)","(8.5, 13.5, 12.955555555555556)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:28.758442,"(10.0, 99999, 99990)","(21.0, 24.0, 21.857142857142858)","(4.6, 6.4, 6.2666666666666675)","(31.0, 42.0, 34.5)","(5.0, 6.6, 6.516666666666667)","(8.5, 13.5, 12.955555555555556)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:30.107323,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.2666666666666675)","(31.0, 42.0, 33.333333333333336)","(5.0, 6.6, 6.516666666666667)","(8.5, 13.5, 12.955555555555556)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:31.510412,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.2666666666666675)","(31.0, 40.0, 33.333333333333336)","(5.0, 6.6, 6.04)","(8.5, 13.5, 13.01)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.2)"
12-01-2023 14:47:32.873854,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.28)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 8.0, 7.175)"
12-01-2023 14:47:34.276207,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.28)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 7.8, 7.175)"
12-01-2023 14:47:35.547700,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.28)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 7.8, 7.175)"
12-01-2023 14:47:36.760387,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.28)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 7.8, 7.175)"
12-01-2023 14:47:38.023044,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.28)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 7.8, 7.175)"
12-01-2023 14:47:39.336268,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.2)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 7.8, 7.175)"
12-01-2023 14:47:40.804442,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.275)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.057142857142857)","(5.5, 7.8, 7.175)"
12-01-2023 14:47:42.098667,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.275)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.0249999999999995)","(5.5, 7.8, 7.175)"
12-01-2023 14:47:43.442274,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.275)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.976470588235294)","(8.5, 13.5, 12.955555555555556)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.1, 4.15)","(5.5, 7.8, 7.085714285714285)"
12-01-2023 14:47:44.808175,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.175000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 13.091666666666667)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.2, 4.2299999999999995)","(5.5, 7.8, 6.533333333333333)"
12-01-2023 14:47:46.113819,"(10.0, 99999, 99990)","(21.0, 23.0, 21.857142857142858)","(4.6, 6.4, 6.2875000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.25625)","(5.5, 7.6, 6.984615384615385)"
12-01-2023 14:47:47.336251,"(10.0, 99999, 99990)","(21.0, 23.0, 22.272727272727273)","(4.6, 6.4, 6.2875000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.279411764705882)","(5.5, 7.6, 6.984615384615385)"
12-01-2023 14:47:48.574089,"(10.0, 99999, 99990)","(21.0, 23.0, 22.272727272727273)","(4.6, 6.4, 6.2875000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.279411764705882)","(5.5, 7.6, 6.984615384615385)"
12-01-2023 14:47:49.861623,"(10.0, 99999, 99990)","(21.0, 23.0, 22.272727272727273)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.625)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.216666666666667)","(5.5, 7.6, 6.984615384615385)"
12-01-2023 14:47:51.076924,"(10.0, 99999, 99990)","(21.0, 23.0, 22.272727272727273)","(4.6, 6.4, 6.311111111111112)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.5)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.154166666666667)","(5.5, 7.6, 6.984615384615385)"
12-01-2023 14:47:52.329730,"(10.0, 99999, 99990)","(21.0, 23.0, 22.272727272727273)","(4.6, 6.4, 6.311111111111112)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.5)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.216666666666667)","(5.5, 7.6, 6.984615384615385)"
12-01-2023 14:47:53.575288,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.311111111111112)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.5)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.216666666666667)","(5.5, 7.6, 6.984615384615385)"
12-01-2023 14:47:54.904384,"(10.0, 99999, 99990)","(21.0, 23.0, 21.0)","(4.6, 6.4, 6.311111111111112)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 5.827272727272727)","(8.5, 13.5, 11.15)","(11.0, 13.5, 11.5)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.216666666666667)","(5.5, 7.6, 6.914285714285714)"
12-01-2023 14:47:56.255629,"(10.0, 99999, 99990)","(21.0, 23.0, 20.666666666666668)","(4.6, 6.4, 6.311111111111112)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.216666666666667)","(5.5, 7.6, 6.914285714285714)"
12-01-2023 14:47:57.582726,"(10.0, 99999, 99990)","(21.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.2250000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.2)"
12-01-2023 14:47:58.921803,"(10.0, 99999, 99990)","(21.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.2250000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:00.210218,"(10.0, 99999, 99990)","(21.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.2250000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:01.437866,"(10.0, 99999, 99990)","(21.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.2250000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:02.754255,"(10.0, 99999, 99990)","(21.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.2250000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:03.974854,"(10.0, 99999, 99990)","(21.0, 23.0, 20.333333333333332)","(4.6, 6.4, 6.2250000000000005)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:05.281904,"(10.0, 99999, 99990)","(21.0, 23.0, 20.77777777777778)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0888888888888895)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:06.572968,"(10.0, 99999, 99990)","(21.0, 23.0, 20.77777777777778)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:07.819670,"(10.0, 99999, 99990)","(21.0, 23.0, 20.77777777777778)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.197058823529412)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:09.129407,"(10.0, 99999, 99990)","(21.0, 23.0, 20.77777777777778)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 11.15)","(11.0, 13.5, 12.176470588235293)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.01875)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:10.498562,"(10.0, 99999, 99990)","(21.0, 23.0, 21.133333333333333)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0888888888888895)","(8.5, 13.5, 13.20625)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 3.966666666666667)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:11.784857,"(10.0, 99999, 99990)","(21.0, 23.0, 20.77777777777778)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 12.6)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.2, 4.3, 4.042857142857143)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:13.050601,"(11.0, 99999, 99990)","(21.0, 23.0, 20.77777777777778)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 13.178571428571429)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.3, 4.3, 4.042857142857143)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:14.303562,"(11.0, 99999, 99990)","(21.0, 23.0, 20.55)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 13.022222222222222)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.3, 4.3, 4.042857142857143)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:15.557030,"(11.0, 99999, 99990)","(21.0, 23.0, 20.55)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 12.133333333333333)","(11.0, 13.5, 12.0)","(101.0, 170.0, 152.85714285714286)","(3.3, 4.3, 4.042857142857143)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:16.772108,"(11.0, 99999, 99990)","(21.0, 23.0, 20.55)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 12.133333333333333)","(11.0, 13.5, 12.0)","(101.0, 170.0, 158.33333333333331)","(3.3, 4.3, 4.0)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:18.102340,"(11.0, 99999, 99990)","(21.0, 23.0, 20.307692307692307)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 13.09)","(11.0, 13.5, 12.0)","(101.0, 170.0, 156.0)","(3.3, 4.3, 3.9850000000000003)","(5.5, 7.6, 7.066666666666666)"
12-01-2023 14:48:19.392998,"(11.0, 99999, 99990)","(21.0, 23.0, 20.307692307692307)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 12.9875)","(11.0, 13.5, 12.0)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.146052631578947)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:20.596254,"(11.0, 99999, 99990)","(21.0, 23.0, 20.77777777777778)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0888888888888895)","(8.5, 13.5, 12.9875)","(11.0, 13.5, 12.176470588235293)","(101.0, 170.0, 150.0)","(3.3, 4.3, 3.8000000000000003)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:21.838123,"(11.0, 99999, 99990)","(21.0, 23.0, 21.133333333333333)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 12.9875)","(11.0, 13.5, 12.176470588235293)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.0)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:23.100957,"(11.0, 99999, 99990)","(21.0, 23.0, 21.133333333333333)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0)","(8.5, 13.5, 12.525)","(11.0, 13.5, 12.176470588235293)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.0)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:24.350192,"(11.0, 99999, 99990)","(21.0, 23.0, 20.958333333333332)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0888888888888895)","(8.5, 13.5, 12.525)","(11.0, 13.5, 12.176470588235293)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.1)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:25.554401,"(11.0, 99999, 99990)","(21.0, 23.0, 20.958333333333332)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 36.333333333333336)","(5.0, 6.4, 6.0888888888888895)","(8.5, 13.5, 12.525)","(11.0, 13.5, 12.0)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.216666666666667)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:26.692703,"(11.0, 99999, 99990)","(21.0, 23.0, 21.46875)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 34.92307692307692)","(5.0, 6.4, 6.0)","(8.5, 13.5, 11.35)","(11.0, 13.5, 12.071428571428571)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.216666666666667)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:27.928125,"(11.0, 99999, 99990)","(21.0, 23.0, 20.666666666666668)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 34.92307692307692)","(5.0, 6.4, 6.0)","(8.5, 13.5, 12.885714285714286)","(11.0, 13.5, 12.214285714285714)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.216666666666667)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:29.227045,"(11.0, 99999, 99990)","(21.0, 23.0, 21.25)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 37.55555555555556)","(5.0, 6.4, 6.0888888888888895)","(8.5, 13.5, 12.133333333333333)","(11.0, 13.5, 12.272727272727273)","(101.0, 170.0, 150.0)","(3.3, 4.3, 4.1)","(5.5, 7.6, 7.3)"
12-01-2023 14:48:30.506653,"(11.0, 99999, 99990)","(21.0, 23.0, 20.666666666666668)","(4.6, 6.4, 6.300000000000001)","(31.0, 40.0, 37.55555555555556)","(5.0, 6.4, 6.109090909090909)","(8.5, 13.5, 12.133333333333333)","(11.0, 13.5, 12.272727272727273)","(101.0, 170.0, 150.0)","(3.3, 4.3, 3.8499999999999996)","(5.5, 7.6, 7.3)"
