,Bogie Bandit,Rutland Fred,Johns Call,Turbo Worm,Cold Justice,White Ticket,Jimmy Joe
15-12-2022 15:17:30.117976,"(13.0, 32.0, 25.5)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5729411764705883)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:31.243202,"(13.0, 32.0, 26.090909090909093)","(6.5, 13.0, 12.0)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5628125000000002)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:32.431731,"(13.0, 32.0, 26.8)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5628125000000002)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:33.617556,"(13.0, 32.0, 26.8)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5628125000000002)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:34.720721,"(13.0, 32.0, 26.8)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5628125000000002)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:35.803703,"(13.0, 32.0, 26.8)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5628125000000002)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:36.984339,"(13.0, 32.0, 26.8)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5628125000000002)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:38.108787,"(13.0, 32.0, 26.8)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5628125000000002)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:39.255729,"(13.0, 32.0, 26.8)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5757377049180328)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:40.411622,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5729411764705883)","(15.0, 46.0, 32.0)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:41.471274,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.59, 1.5729411764705883)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 15:17:42.574615,"(13.0, 32.0, 28.75)","(6.5, 12.0, 11.333333333333334)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.590983606557377)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 8.066666666666666)"
15-12-2022 15:17:43.668569,"(13.0, 32.0, 28.75)","(6.5, 12.0, 11.5)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 8.454545454545455)"
15-12-2022 15:17:44.826182,"(13.0, 32.0, 28.75)","(6.5, 12.0, 11.5)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 8.454545454545455)"
15-12-2022 15:17:46.018554,"(13.0, 32.0, 28.75)","(6.5, 12.0, 11.5)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 8.454545454545455)"
15-12-2022 15:17:47.200670,"(13.0, 32.0, 28.75)","(6.5, 12.0, 11.5)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 11.0, 7.933333333333334)"
15-12-2022 15:17:48.379168,"(13.0, 32.0, 28.75)","(6.5, 12.0, 11.5)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5646875)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.933333333333334)"
15-12-2022 15:17:49.485367,"(13.0, 32.0, 28.75)","(6.5, 12.0, 11.5)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.933333333333334)"
15-12-2022 15:17:50.558314,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.7368421052631575)"
15-12-2022 15:17:51.591712,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.7368421052631575)"
15-12-2022 15:17:52.672814,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5758823529411765)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.933333333333334)"
15-12-2022 15:17:53.672977,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.581)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.933333333333334)"
15-12-2022 15:17:54.586522,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5929411764705883)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.933333333333334)"
15-12-2022 15:17:55.640877,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5929411764705883)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.933333333333334)"
15-12-2022 15:17:56.752411,"(13.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(6.5, 15.0, 14.6)","(1.55, 1.61, 1.5929411764705883)","(15.0, 46.0, 27.333333333333336)","(41.0, 290.0, 140.88888888888889)","(5.5, 10.5, 7.933333333333334)"
15-12-2022 15:17:57.787015,"(14.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(7.0, 15.0, 14.6)","(1.55, 1.61, 1.5929411764705883)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.5, 8.333333333333334)"
15-12-2022 15:17:58.764806,"(14.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(7.0, 15.0, 14.6)","(1.55, 1.61, 1.581)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.705882352941177)"
15-12-2022 15:17:59.727009,"(14.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(7.0, 15.0, 14.6)","(1.55, 1.61, 1.5929411764705883)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.705882352941177)"
15-12-2022 15:18:00.736275,"(14.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(7.0, 15.0, 14.6)","(1.55, 1.61, 1.5929411764705883)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.705882352941177)"
15-12-2022 15:18:01.722415,"(14.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(7.0, 15.0, 14.6)","(1.55, 1.61, 1.5929411764705883)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.705882352941177)"
15-12-2022 15:18:02.731625,"(14.0, 32.0, 28.75)","(6.5, 12.5, 11.75)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6068421052631578)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:03.770130,"(14.0, 32.0, 28.75)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5985714285714285)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:04.863790,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.23076923076923)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:05.994915,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.23076923076923)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:06.970597,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.23076923076923)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:07.960808,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.23076923076923)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:09.041126,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.23076923076923)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:10.111979,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.23076923076923)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 10.0, 7.571428571428571)"
15-12-2022 15:18:11.141438,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.333333333333334)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 24.4)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:12.113984,"(14.0, 34.0, 27.18181818181818)","(6.5, 13.0, 11.333333333333334)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:13.084750,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.333333333333334)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:14.204307,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.333333333333334)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:15.318339,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.333333333333334)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:16.349806,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.333333333333334)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:17.247513,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.333333333333334)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:18.274406,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.595625)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:19.255118,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:20.257801,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:21.237511,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:22.256247,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:23.366600,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.533333333333333)"
15-12-2022 15:18:24.407252,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.8, 7.693333333333333)"
15-12-2022 15:18:25.480410,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:26.479392,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:27.518657,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:28.512924,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:29.476881,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:30.415744,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:31.447182,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:32.445509,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 50.0, 21.555555555555557)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:33.457756,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 27.333333333333336)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.5473684210526315)"
15-12-2022 15:18:34.409864,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 8.28)"
15-12-2022 15:18:35.417249,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 8.28)"
15-12-2022 15:18:36.543203,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.6, 7.933333333333334)"
15-12-2022 15:18:37.575097,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:38.641614,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:39.701699,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:40.731434,"(14.0, 34.0, 27.75)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:41.787609,"(14.0, 34.0, 24.9375)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:42.812258,"(14.0, 34.0, 23.454545454545453)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:43.784904,"(14.0, 34.0, 25.42857142857143)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:44.742494,"(14.0, 34.0, 24.333333333333332)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 23.6)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:45.760267,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 34.22222222222222)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:46.772014,"(14.0, 34.0, 23.81818181818182)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 34.22222222222222)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:47.778452,"(14.0, 34.0, 23.81818181818182)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 34.22222222222222)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:48.791778,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 34.22222222222222)","(51.0, 290.0, 140.88888888888889)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:49.829122,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 34.888888888888886)","(51.0, 290.0, 143.33333333333334)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:50.923215,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 34.888888888888886)","(51.0, 290.0, 143.33333333333334)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 15:18:51.985582,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 37.27272727272727)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:18:52.908106,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 14.6)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:18:53.896846,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.95)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:18:54.984899,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:18:56.068766,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:18:57.142761,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:18:58.100667,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:18:59.126558,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:19:00.215862,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.5841666666666667)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:19:01.276520,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:19:02.346237,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:19:03.281350,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:19:04.244049,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.6025)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 151.05263157894737)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:19:05.242891,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.545454545454545)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.592105263157895)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 109.28571428571428)","(5.5, 9.4, 7.9714285714285715)"
15-12-2022 15:19:06.180759,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.5826315789473684)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 149.44444444444446)","(5.5, 9.4, 7.584615384615385)"
15-12-2022 15:19:07.217489,"(14.0, 34.0, 26.0)","(6.5, 13.0, 11.428571428571429)","(7.0, 15.0, 13.23157894736842)","(1.55, 1.63, 1.598695652173913)","(15.0, 46.0, 35.77777777777778)","(51.0, 290.0, 149.44444444444446)","(5.5, 8.6, 7.584615384615385)"
