,Heart Of The Arts,My Precious Mama,Caribbean Times,Sweet Suzi,Heart Of Sahara,Times Tickin,Torrevean Veloce,Mata Ole Le Afa,Goldngalaxy
1521,"[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 2.15, 3.1]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 101.0, 110.0]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 42, 628844), 11.0, 17.0]"
1522,"[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 2.15, 3.1]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 101.0, 110.0]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 43, 879978), 11.0, 17.5]"
1523,"[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 3.2, 4.5]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 2.15, 3.1]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 101.0, 110.0]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 45, 116113), 11.0, 17.5]"
1524,"[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 2.15, 3.1]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 101.0, 110.0]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 46, 332063), 11.0, 17.5]"
1525,"[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 101.0, 110.0]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 47, 549001), 11.0, 17.5]"
1526,"[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 48, 761798), 11.0, 17.5]"
1527,"[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 49, 980906), 11.0, 17.5]"
1528,"[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 51, 208530), 11.0, 17.5]"
1529,"[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 52, 464495), 11.0, 17.5]"
1530,"[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 56, 53, 673071), 11.0, 17.5]"
1531,"[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 8.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 56, 54, 885856), 11.0, 17.5]"
1532,"[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 56, 56, 155070), 11.0, 17.5]"
1533,"[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 56, 57, 411822), 11.0, 17.5]"
1534,"[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 56, 58, 688459), 11.0, 17.5]"
1535,"[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 56, 59, 928465), 11.0, 17.5]"
1536,"[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 1, 259311), 11.0, 17.5]"
1537,"[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 2.15, 3.05]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 2, 502213), 11.0, 17.5]"
1538,"[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 2.15, 3.1]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 3, 764611), 11.0, 17.5]"
1539,"[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 5, 37854), 11.0, 17.5]"
1540,"[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 6, 283129), 11.0, 17.5]"
1541,"[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 4.0, 4.8]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 7, 497485), 11.0, 17.5]"
1542,"[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 8, 759021), 11.0, 17.5]"
1543,"[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 9, 996768), 11.0, 17.5]"
1544,"[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 31.0, 90.0]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 11, 231637), 11.0, 17.5]"
1545,"[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 12, 440217), 11.0, 17.5]"
1546,"[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 31.0, 80.0]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 13, 657850), 11.0, 17.5]"
1547,"[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 31.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 14, 883502), 11.0, 17.5]"
1548,"[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 31.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 16, 94633), 11.0, 17.5]"
1549,"[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 31.0, 75.0]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 17, 337003), 11.0, 17.5]"
1550,"[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 18, 560989), 11.0, 17.5]"
1551,"[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 19, 845503), 11.0, 17.5]"
1552,"[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 31.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 21, 137590), 11.0, 17.5]"
1553,"[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 22, 432318), 11.0, 17.5]"
1554,"[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 4.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 23, 652174), 11.0, 17.5]"
1555,"[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 24, 877240), 11.0, 17.5]"
1556,"[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 3.2, 4.3]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 81.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 101.0, 120.0]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 4.0, 5.1]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 31.0, 85.0]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 18, 57, 26, 84673), 11.0, 17.5]"
