,Master Copy,Portnoy,Winter Thorn,Oakfield Redgum,Isla,Allthehills,Thailand,My Naughty Boy,Every Effort
14-12-2022 13:13:22.136589,"(1.65, 1.76, 1.754375)","(7.5, 11.5, 10.844262295081966)","(17.0, 22.0, 21.724137931034484)","(8.0, 10.5, 10.122641509433961)","(11.0, 14.0, 13.907335907335908)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:23.707583,"(1.65, 1.76, 1.7548039215686275)","(7.5, 11.5, 10.618181818181819)","(17.0, 22.0, 21.724137931034484)","(8.0, 10.5, 10.122641509433961)","(11.0, 14.0, 13.907335907335908)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:24.967248,"(1.65, 1.77, 1.7677916666666667)","(7.5, 11.0, 10.618181818181819)","(17.0, 22.0, 21.724137931034484)","(8.0, 10.5, 10.122641509433961)","(11.0, 14.0, 13.88345864661654)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:26.493507,"(1.65, 1.78, 1.7663931623931624)","(7.5, 11.0, 10.574712643678161)","(17.0, 22.0, 21.724137931034484)","(8.0, 10.5, 10.09433962264151)","(11.0, 14.0, 13.88345864661654)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:27.885518,"(1.65, 1.78, 1.7681194029850746)","(7.5, 11.0, 10.574712643678161)","(17.0, 22.0, 21.724137931034484)","(8.0, 10.5, 10.09433962264151)","(11.0, 14.0, 14.462655601659751)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:29.162200,"(1.65, 1.78, 1.7678101071975498)","(7.5, 11.0, 10.531645569620252)","(17.0, 22.0, 21.724137931034484)","(8.0, 10.5, 10.09433962264151)","(11.0, 14.5, 14.41566265060241)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:30.576715,"(1.65, 1.78, 1.768082408874802)","(7.5, 11.0, 10.531645569620252)","(17.0, 22.0, 21.724137931034484)","(8.0, 10.5, 10.09433962264151)","(11.0, 14.5, 14.41566265060241)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:32.139316,"(1.65, 1.78, 1.768082408874802)","(7.5, 11.0, 10.531645569620252)","(17.0, 22.0, 21.666666666666668)","(8.0, 10.5, 10.09433962264151)","(11.0, 14.5, 14.026315789473685)","(81.0, 240.0, 216.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.26315789473685)"
14-12-2022 13:13:33.625522,"(1.65, 1.78, 1.7547916666666667)","(7.5, 11.0, 10.542168674698795)","(17.0, 22.0, 21.85)","(8.0, 10.5, 10.15)","(11.0, 14.5, 14.05)","(81.0, 240.0, 216.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:34.891330,"(1.65, 1.78, 1.7546938775510204)","(7.5, 11.0, 10.542168674698795)","(17.0, 22.0, 21.85)","(8.0, 10.5, 10.15)","(11.0, 14.5, 14.05)","(81.0, 240.0, 216.0)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:36.332799,"(1.65, 1.78, 1.7546938775510204)","(7.5, 11.0, 10.542168674698795)","(17.0, 22.0, 21.85)","(8.0, 10.5, 10.15)","(11.0, 14.5, 14.05)","(81.0, 240.0, 222.22222222222223)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:37.771303,"(1.65, 1.78, 1.7546938775510204)","(7.5, 11.0, 10.538461538461538)","(17.0, 22.0, 21.85)","(8.0, 10.5, 10.256060606060606)","(11.0, 14.5, 14.05)","(81.0, 240.0, 222.22222222222223)","(8.0, 11.0, 10.7)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:39.207750,"(1.65, 1.78, 1.7546938775510204)","(7.5, 11.0, 10.5)","(17.0, 22.0, 21.833333333333332)","(8.0, 10.5, 10.089285714285714)","(11.0, 14.5, 14.090909090909092)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.647058823529411)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:40.712918,"(1.65, 1.78, 1.7668125000000001)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.833333333333332)","(8.0, 10.5, 10.089285714285714)","(11.0, 14.5, 14.2)","(81.0, 240.0, 222.22222222222223)","(8.0, 11.0, 10.647058823529411)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:42.241871,"(1.65, 1.77, 1.7668125000000001)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.85)","(8.0, 10.5, 10.089285714285714)","(11.0, 14.5, 14.2)","(81.0, 240.0, 222.22222222222223)","(8.0, 11.0, 10.647058823529411)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:43.687842,"(1.65, 1.77, 1.7668125000000001)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.85)","(8.0, 10.5, 10.089285714285714)","(11.0, 14.5, 14.2)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.61111111111111)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:45.222020,"(1.65, 1.77, 1.7680536912751679)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.85)","(8.0, 10.5, 10.047169811320755)","(11.0, 14.5, 14.2)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.61111111111111)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:46.519038,"(1.65, 1.77, 1.7680536912751679)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.872340425531913)","(8.0, 10.5, 10.033980582524272)","(11.0, 14.5, 14.2)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.867924528301886)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:47.775143,"(1.65, 1.77, 1.7680536912751679)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.872340425531913)","(8.0, 10.5, 10.033980582524272)","(11.0, 14.5, 14.2)","(81.0, 240.0, 220.0)","(8.0, 11.0, 10.844827586206897)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:49.047062,"(1.65, 1.77, 1.7680536912751679)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.872340425531913)","(8.0, 10.5, 10.033980582524272)","(11.0, 14.5, 14.153846153846153)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.836363636363636)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:50.298089,"(1.65, 1.77, 1.7693525179856116)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.872340425531913)","(8.0, 10.5, 10.033980582524272)","(11.0, 14.5, 14.227272727272727)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.836363636363636)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:51.480490,"(1.65, 1.77, 1.7693283582089552)","(7.5, 10.5, 10.44308943089431)","(17.0, 22.0, 21.872340425531913)","(8.0, 10.5, 10.033980582524272)","(11.0, 14.5, 14.227272727272727)","(81.0, 240.0, 222.22222222222223)","(8.0, 11.0, 10.836363636363636)","(61.0, 170.0, 160.0)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:52.887915,"(1.65, 1.77, 1.7693283582089552)","(7.5, 10.5, 10.463963963963964)","(17.0, 22.0, 22.782608695652172)","(8.0, 10.5, 10.032710280373832)","(11.0, 14.5, 14.227272727272727)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.836363636363636)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:54.249304,"(1.65, 1.77, 1.7668729641693812)","(7.5, 10.5, 10.463963963963964)","(17.0, 23.0, 22.79591836734694)","(8.0, 10.5, 10.033018867924529)","(11.0, 14.5, 14.227272727272727)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.836363636363636)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:55.577435,"(1.65, 1.77, 1.7668729641693812)","(7.5, 10.5, 10.463963963963964)","(17.0, 23.0, 22.79591836734694)","(8.0, 10.5, 10.033018867924529)","(11.0, 14.5, 14.153846153846153)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.8)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:56.953853,"(1.65, 1.77, 1.7573786407766991)","(7.5, 10.5, 10.463963963963964)","(17.0, 23.0, 22.79591836734694)","(8.0, 10.5, 10.033018867924529)","(11.0, 14.5, 14.153846153846153)","(81.0, 240.0, 217.77777777777777)","(8.0, 11.0, 10.8)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:58.220487,"(1.65, 1.78, 1.7610679611650486)","(7.5, 10.5, 10.463963963963964)","(17.0, 23.0, 22.79591836734694)","(8.0, 10.5, 10.033018867924529)","(11.0, 14.5, 14.153846153846153)","(81.0, 240.0, 217.77777777777777)","(8.0, 11.0, 10.8)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.71428571428572)"
14-12-2022 13:13:59.580855,"(1.65, 1.78, 1.7610679611650486)","(7.5, 10.5, 10.463963963963964)","(17.0, 23.0, 22.79591836734694)","(8.0, 10.5, 10.033018867924529)","(11.0, 14.5, 14.443983402489627)","(81.0, 240.0, 200.0)","(8.0, 11.0, 10.8)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:01.132995,"(1.65, 1.78, 1.7620936639118456)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.772727272727273)","(8.0, 10.5, 10.152173913043478)","(11.0, 14.5, 14.426229508196721)","(81.0, 240.0, 206.66666666666666)","(8.0, 11.0, 10.804347826086957)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:02.381386,"(1.65, 1.78, 1.7620936639118456)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.772727272727273)","(8.0, 10.5, 10.152173913043478)","(11.0, 14.5, 14.426229508196721)","(81.0, 240.0, 206.66666666666666)","(8.0, 11.0, 10.804347826086957)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:03.702383,"(1.65, 1.78, 1.7620936639118456)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.772727272727273)","(8.0, 10.5, 10.152173913043478)","(11.0, 14.5, 14.426229508196721)","(81.0, 240.0, 206.66666666666666)","(8.0, 11.0, 10.804347826086957)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:05.013347,"(1.65, 1.78, 1.7636363636363637)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.782608695652172)","(8.0, 10.5, 10.04245283018868)","(11.0, 14.0, 13.875471698113207)","(81.0, 240.0, 224.0)","(8.0, 10.5, 10.183168316831683)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:06.402380,"(1.65, 1.78, 1.7636363636363637)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.782608695652172)","(8.0, 10.5, 10.04245283018868)","(11.0, 14.0, 13.875471698113207)","(81.0, 240.0, 224.0)","(8.0, 10.5, 10.183168316831683)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:07.818587,"(1.65, 1.77, 1.765528455284553)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.782608695652172)","(8.0, 10.5, 10.102459016393443)","(11.0, 14.0, 13.875471698113207)","(81.0, 240.0, 213.33333333333334)","(8.0, 10.5, 10.23404255319149)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:09.175897,"(1.65, 1.77, 1.765528455284553)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.782608695652172)","(8.0, 10.5, 10.19496855345912)","(11.0, 14.0, 14.3)","(81.0, 240.0, 237.03703703703704)","(8.0, 10.5, 10.179487179487179)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:10.471895,"(1.65, 1.77, 1.765528455284553)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.782608695652172)","(8.0, 10.5, 10.19496855345912)","(11.0, 14.5, 14.3)","(81.0, 240.0, 220.0)","(8.0, 10.5, 10.179487179487179)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:11.687614,"(1.65, 1.77, 1.765528455284553)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.782608695652172)","(8.0, 10.5, 10.19496855345912)","(11.0, 14.5, 14.3)","(81.0, 240.0, 220.0)","(8.0, 10.5, 10.179487179487179)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:13.263644,"(1.65, 1.77, 1.765528455284553)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.782608695652172)","(8.0, 10.5, 10.19496855345912)","(11.0, 14.5, 14.357142857142858)","(81.0, 240.0, 220.0)","(8.0, 10.5, 10.179487179487179)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:14.669232,"(1.65, 1.77, 1.765528455284553)","(7.5, 10.5, 10.463302752293577)","(17.0, 23.0, 22.444444444444443)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.5, 13.523696682464456)","(81.0, 240.0, 220.0)","(8.0, 10.5, 10.179487179487179)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:16.124828,"(1.65, 1.77, 1.7696774193548388)","(7.5, 10.5, 10.465217391304348)","(17.0, 23.0, 22.545454545454547)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.523696682464456)","(81.0, 240.0, 220.0)","(8.0, 10.5, 10.037037037037036)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:17.527316,"(1.65, 1.77, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 23.0, 22.545454545454547)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.514492753623188)","(81.0, 240.0, 220.0)","(8.0, 10.5, 10.039024390243902)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:18.878974,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 23.0, 22.814814814814813)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.519108280254777)","(81.0, 240.0, 212.22222222222223)","(8.0, 10.5, 10.0)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:20.126954,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 23.0, 22.886363636363637)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.519108280254777)","(81.0, 230.0, 212.22222222222223)","(8.0, 10.5, 10.0)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:21.424983,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 23.0, 22.897959183673468)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.518072289156626)","(81.0, 230.0, 212.22222222222223)","(8.0, 10.5, 10.0)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:22.739750,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 23.0, 23.466666666666665)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.525862068965518)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 9.872058823529413)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.9090909090909)"
14-12-2022 13:14:23.943259,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 24.0, 23.466666666666665)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.525862068965518)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 9.872058823529413)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:25.186292,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 24.0, 23.5)","(8.0, 10.5, 10.181818181818182)","(11.0, 14.0, 13.525862068965518)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 9.872058823529413)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:26.460178,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 24.0, 23.5)","(8.0, 10.5, 10.181818181818182)","(11.0, 14.0, 13.525862068965518)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 9.864473684210527)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:27.755832,"(1.65, 1.78, 1.7629315960912053)","(7.5, 10.5, 10.465217391304348)","(17.0, 24.0, 23.5)","(8.0, 10.5, 10.181818181818182)","(11.0, 14.0, 13.517543859649123)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 9.9)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:29.045494,"(1.65, 1.78, 1.770187265917603)","(7.5, 10.5, 10.465217391304348)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.517543859649123)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 9.9)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:30.443177,"(1.65, 1.78, 1.770187265917603)","(7.5, 10.5, 10.465217391304348)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 10.170731707317072)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:31.842971,"(1.65, 1.78, 1.770187265917603)","(7.5, 10.5, 10.462616822429906)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 10.170731707317072)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:33.165981,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.461904761904762)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 10.170731707317072)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:34.479987,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.461904761904762)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.19108280254777)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 10.170731707317072)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:35.842280,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.46)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 214.44444444444446)","(8.0, 10.5, 10.25)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:37.200850,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.461904761904762)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 214.44444444444446)","(8.0, 11.0, 10.210526315789474)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:38.562917,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.461904761904762)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 214.44444444444446)","(8.0, 11.0, 10.619047619047619)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:39.882775,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.461904761904762)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 217.27272727272728)","(8.0, 11.0, 10.733333333333333)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:41.149046,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.46)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 217.27272727272728)","(8.0, 11.0, 10.789473684210526)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:42.533939,"(1.65, 1.78, 1.7702293577981651)","(7.5, 10.5, 10.452631578947368)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 217.27272727272728)","(8.0, 11.0, 10.555555555555555)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:43.782709,"(1.65, 1.78, 1.7702232142857144)","(7.5, 10.5, 10.452631578947368)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 217.27272727272728)","(8.0, 11.0, 10.555555555555555)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:45.100901,"(1.65, 1.78, 1.7702232142857144)","(7.5, 10.5, 10.452631578947368)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.162068965517241)","(11.0, 14.0, 13.549180327868852)","(81.0, 230.0, 239.56521739130434)","(8.0, 11.0, 10.623076923076923)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:46.370509,"(1.65, 1.78, 1.766258064516129)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.549180327868852)","(81.0, 240.0, 239.56521739130434)","(8.0, 11.0, 10.719999999999999)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:47.598692,"(1.65, 1.77, 1.7695471698113208)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.583333333333334)","(81.0, 290.0, 285.0)","(8.0, 11.0, 10.719999999999999)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:48.880442,"(1.65, 1.77, 1.7695471698113208)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 290.0, 285.0)","(8.0, 11.0, 10.673333333333334)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:50.241439,"(1.65, 1.78, 1.771632183908046)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 290.0, 242.5)","(8.0, 11.0, 9.896969696969697)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:51.515629,"(1.65, 1.78, 1.771632183908046)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 280.0, 242.5)","(8.0, 11.0, 10.227272727272727)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:52.816549,"(1.65, 1.78, 1.7730268199233716)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 280.0, 242.5)","(8.0, 10.5, 10.310526315789474)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:54.074978,"(1.65, 1.78, 1.772972972972973)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 280.0, 242.5)","(8.0, 10.5, 10.310526315789474)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:55.306446,"(1.65, 1.78, 1.772972972972973)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 280.0, 242.5)","(8.0, 10.0, 9.978947368421053)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:56.433999,"(1.65, 1.78, 1.7707142857142857)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 280.0, 242.5)","(8.0, 10.0, 9.985714285714286)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:57.664390,"(1.65, 1.78, 1.7707142857142857)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.625)","(81.0, 280.0, 242.5)","(8.0, 10.0, 9.988235294117647)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
14-12-2022 13:14:58.819308,"(1.65, 1.78, 1.7707142857142857)","(7.5, 10.5, 10.45959595959596)","(17.0, 24.0, 23.75862068965517)","(8.0, 10.5, 10.163194444444445)","(11.0, 14.0, 13.63855421686747)","(81.0, 280.0, 242.5)","(8.0, 10.5, 10.130357142857143)","(61.0, 170.0, 157.3684210526316)","(51.0, 100.0, 95.0)"
