,Shes Our Cruze,Piazza Farnese,Urana Lot,Cry Wolf,Shanes Pick,Perfect Pacific,Tarantula
07-12-2022 19:59:59.124226,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.3125)","(6.5, 22.0, 18.458333333333336)"
07-12-2022 20:00:00.117688,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.3125)","(6.5, 22.0, 18.458333333333336)"
07-12-2022 20:00:01.232820,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.3125)","(6.5, 22.0, 18.458333333333336)"
07-12-2022 20:00:02.166696,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.3125)","(6.5, 22.0, 18.458333333333336)"
07-12-2022 20:00:03.102688,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.3125)","(6.5, 22.0, 18.458333333333336)"
07-12-2022 20:00:04.103188,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.355)","(6.5, 22.0, 18.458333333333336)"
07-12-2022 20:00:05.131068,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.355)","(6.5, 22.0, 18.458333333333336)"
07-12-2022 20:00:06.210297,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.355)","(6.5, 22.0, 17.3125)"
07-12-2022 20:00:07.308660,"(21.0, 250.0, 59.2)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 71.0)","(4.2, 5.3, 5.0375000000000005)","(6.5, 22.0, 21.75)"
07-12-2022 20:00:08.346666,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 7.300000000000001)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 5.0375000000000005)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:09.302864,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 5.0375000000000005)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:10.250481,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 4.345454545454546)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:11.299775,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 4.318181818181818)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:12.256634,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.318181818181818)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:13.322406,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.318181818181818)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:14.339645,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.318181818181818)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:15.393611,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 5.0375000000000005)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:16.434796,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 4.325)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:17.452622,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.2, 4.325)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:18.418309,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.2, 4.325)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:19.463208,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.2, 4.345454545454546)","(6.5, 24.0, 21.75)"
07-12-2022 20:00:20.547489,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 4.345454545454546)","(6.5, 24.0, 19.5)"
07-12-2022 20:00:21.634754,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 4.3375)","(6.5, 21.0, 19.5)"
07-12-2022 20:00:22.748864,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.1825)","(6.5, 21.0, 19.5)"
07-12-2022 20:00:23.677339,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.1825)","(6.5, 21.0, 19.75)"
07-12-2022 20:00:24.664735,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.175)","(6.5, 21.0, 19.75)"
07-12-2022 20:00:25.747244,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.175)","(6.5, 21.0, 19.75)"
07-12-2022 20:00:26.858137,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.175)","(6.5, 21.0, 19.75)"
07-12-2022 20:00:27.994478,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 5.1125)","(6.5, 21.0, 19.75)"
07-12-2022 20:00:29.048670,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.3375)","(6.5, 21.0, 20.0625)"
07-12-2022 20:00:30.080519,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 7.433333333333334)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.3375)","(6.5, 21.0, 20.0625)"
07-12-2022 20:00:31.216071,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 5.877777777777777)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.385)","(6.5, 21.0, 19.375)"
07-12-2022 20:00:32.262270,"(21.0, 250.0, 65.11111111111111)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.6, 5.877777777777777)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 57.72727272727273)","(4.2, 5.4, 4.385)","(6.5, 21.0, 19.375)"
07-12-2022 20:00:33.287334,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.385)","(6.5, 21.0, 19.375)"
07-12-2022 20:00:34.303409,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.385)","(6.5, 21.0, 19.375)"
07-12-2022 20:00:35.378261,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.3375)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:00:36.471708,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.3375)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:00:37.515269,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.385)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:00:38.527745,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.318181818181818)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:00:39.502085,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.318181818181818)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:00:40.549490,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.318181818181818)","(6.5, 21.0, 19.8)"
07-12-2022 20:00:41.641497,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.318181818181818)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:42.690513,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.3375)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:43.821123,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.325)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:44.996040,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.2, 4.325)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:46.086403,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.2, 4.345454545454546)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:47.156903,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.4, 4.345454545454546)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:48.285846,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.1, 4.295)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:49.261912,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.1, 4.295)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:50.228411,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.512499999999999)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.1, 4.3375)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:51.392218,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.985714285714285)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.3375)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:52.481782,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 5.381818181818182)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.1825)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:53.565820,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 5.381818181818182)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.1825)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:54.515431,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 5.381818181818182)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.318181818181818)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:55.510069,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 5.381818181818182)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.318181818181818)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:56.644778,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.318181818181818)","(6.5, 21.0, 20.214285714285715)"
07-12-2022 20:00:57.816479,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.3, 4.3375)","(6.5, 21.0, 20.0)"
07-12-2022 20:00:58.904606,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.325)","(6.5, 21.0, 20.0)"
07-12-2022 20:00:59.944683,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.2, 4.325)","(6.5, 21.0, 20.0)"
07-12-2022 20:01:00.966780,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.2, 4.325)","(6.5, 21.0, 20.0)"
07-12-2022 20:01:02.040590,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.2, 4.325)","(6.5, 21.0, 20.0625)"
07-12-2022 20:01:03.181975,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.2, 4.3375)","(6.5, 21.0, 20.0625)"
07-12-2022 20:01:04.196004,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.1947368421052635)","(6.5, 21.0, 19.375)"
07-12-2022 20:01:05.121155,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.1947368421052635)","(6.5, 21.0, 19.375)"
07-12-2022 20:01:06.142191,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.7749999999999995)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 57.72727272727273)","(4.2, 5.5, 4.1947368421052635)","(6.5, 21.0, 19.375)"
07-12-2022 20:01:07.291384,"(21.0, 250.0, 62.8)","(21.0, 220.0, 95.28571428571429)","(4.6, 7.8, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 85.0, 71.0)","(4.2, 5.5, 4.122222222222223)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:01:08.372645,"(21.0, 250.0, 66.4)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.1825)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:01:09.361924,"(21.0, 250.0, 66.4)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.1825)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:01:10.369669,"(21.0, 250.0, 66.4)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.318181818181818)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:01:11.378618,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.318181818181818)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:01:12.497454,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.175)","(6.5, 21.0, 20.07142857142857)"
07-12-2022 20:01:13.644097,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.175)","(6.5, 21.0, 19.625)"
07-12-2022 20:01:14.715756,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.175)","(6.5, 21.0, 19.333333333333332)"
07-12-2022 20:01:15.704113,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.318181818181818)","(6.5, 21.0, 19.333333333333332)"
07-12-2022 20:01:16.811457,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.3375)","(6.5, 21.0, 19.333333333333332)"
07-12-2022 20:01:17.925460,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.3375)","(6.5, 21.0, 19.333333333333332)"
07-12-2022 20:01:19.012606,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.4, 5.925)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.3375)","(6.5, 21.0, 19.333333333333332)"
07-12-2022 20:01:20.187800,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 7.166666666666666)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.5, 4.385)","(6.5, 21.0, 19.333333333333332)"
07-12-2022 20:01:21.148610,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 7.166666666666666)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.4, 4.2875)","(6.5, 21.0, 20.25)"
07-12-2022 20:01:22.220330,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 7.166666666666666)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.2875)","(6.5, 21.0, 20.25)"
07-12-2022 20:01:23.314028,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 7.166666666666666)","(1.7, 2.06, 1.9433333333333334)","(21.0, 140.0, 71.0)","(4.2, 5.3, 4.2875)","(6.5, 21.0, 20.59090909090909)"
07-12-2022 20:01:24.444241,"(21.0, 250.0, 68.66666666666667)","(21.0, 220.0, 95.28571428571429)","(4.6, 8.2, 7.683333333333333)","(1.7, 2.06, 1.935)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.3, 4.57)","(6.5, 21.0, 20.59090909090909)"
07-12-2022 20:01:25.433098,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 8.2, 7.683333333333333)","(1.7, 2.06, 1.935)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.5, 4.57)","(6.5, 21.0, 20.4375)"
07-12-2022 20:01:26.601246,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 8.2, 5.875)","(1.7, 2.06, 1.9963636363636366)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.5, 4.61923076923077)","(6.5, 21.0, 18.8)"
07-12-2022 20:01:27.803147,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 8.2, 5.584375)","(1.7, 2.06, 1.81125)","(21.0, 140.0, 116.0)","(4.2, 5.4, 4.385)","(6.5, 21.0, 20.153846153846153)"
07-12-2022 20:01:28.870022,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 8.2, 5.584375)","(1.7, 2.16, 1.9221428571428572)","(21.0, 130.0, 92.95454545454545)","(4.2, 5.4, 4.61923076923077)","(6.5, 21.0, 18.6)"
07-12-2022 20:01:29.875589,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 7.8, 7.35)","(1.7, 2.04, 1.9221428571428572)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.4, 4.61923076923077)","(6.5, 19.5, 17.625)"
07-12-2022 20:01:30.981539,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 7.8, 7.35)","(1.7, 2.04, 1.93)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.4, 4.082)","(6.5, 19.5, 17.75)"
07-12-2022 20:01:32.269433,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 7.8, 7.35)","(1.7, 2.04, 1.9967567567567568)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.6, 4.57)","(6.5, 19.5, 18.5)"
07-12-2022 20:01:33.436715,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 7.8, 7.35)","(1.7, 2.04, 1.9967567567567568)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.5, 4.57)","(6.5, 19.5, 18.5)"
07-12-2022 20:01:34.537435,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 7.8, 7.35)","(1.7, 2.04, 1.9967567567567568)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.4, 4.230645161290322)","(6.5, 19.5, 19.25)"
07-12-2022 20:01:35.660031,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 7.8, 7.35)","(1.7, 2.04, 1.885)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.4, 4.230645161290322)","(6.5, 21.0, 19.25)"
07-12-2022 20:01:36.703839,"(21.0, 250.0, 61.69230769230769)","(21.0, 220.0, 75.25)","(4.6, 7.8, 7.35)","(1.7, 2.04, 1.885)","(21.0, 140.0, 92.95454545454545)","(4.2, 5.4, 4.3125)","(6.5, 21.0, 20.0)"
