,El Fernanda,Why Not Bryce,Rear View Mirror,Four Aces,Green Can Lad,Team Staffing,No Tax,Billy Bob Jordan
07-12-2022 19:49:47.935157,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:48.980730,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:50.128781,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:51.261863,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:52.412242,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:53.549252,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:54.650490,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:55.718693,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:56.790250,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:57.881556,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:49:58.992015,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:00.112287,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:01.229382,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:02.349073,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:03.480594,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:04.527282,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:05.534035,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.125)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:06.617335,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 20.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:07.640225,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 20.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:08.767094,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:09.906628,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.375)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:11.018834,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:12.143863,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:13.202054,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:14.206272,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:15.267900,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:16.348012,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:17.440561,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:18.581142,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:19.686664,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:20.814603,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:21.920713,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:23.039759,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:24.086507,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:25.230804,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:26.383867,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:27.599625,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:28.788478,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:29.939418,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:31.082990,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:32.303451,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:33.402458,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:34.526689,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:35.616323,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 17.0625)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:36.737240,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:37.911957,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:39.051926,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:40.164682,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:41.235095,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:42.288890,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:43.398679,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:44.514349,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:45.692788,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:46.852532,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:48.055063,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:49.324432,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:50.496998,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:51.638875,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:52.752798,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:53.892068,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:55.069261,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:56.213800,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:57.318750,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:58.397391,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 15.666666666666668)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:50:59.525599,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.6)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:00.696503,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.6)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:01.922655,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.6)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:03.197369,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:04.361372,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:05.494659,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:06.590465,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 12.642857142857142)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 17.11111111111111)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:07.775562,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:08.943274,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:10.180033,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:11.387143,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:12.582395,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:13.764642,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:14.974972,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:16.122335,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:17.352426,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:18.567914,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:19.773125,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:21.022275,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
07-12-2022 19:51:22.180325,"(5.0, 13.0, 9.133333333333333)","(8.5, 14.5, 13.90909090909091)","(3.0, 3.9, 3.387272727272727)","(11.0, 22.0, 19.5)","(10.0, 19.0, 15.6)","(3.8, 6.2, 5.95)","(10.0, 18.0, 16.375)","(9.0, 16.0, 13.600000000000001)"
