,Because The Night,Cyclone Gus,Hangonhangon,Maxs Source,Hot Or Not,Kiss The Lass,Leery,Mcphersons Image,The Real Saint,Miss De Boom,King Of Wanchai,Beyondtastic
05-01-2023 13:02:31.197196,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 127.5)","(41.0, 140.0, 83.75)","(41.0, 110.0, 98.0)","(10.0, 17.0, 15.125)","(26.0, 50.0, 39.5)","(81.0, 200.0, 168.57142857142856)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 33.333333333333336)","(7.5, 10.5, 10.09375)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:32.564884,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 127.5)","(41.0, 140.0, 83.75)","(41.0, 110.0, 98.0)","(10.0, 17.0, 15.125)","(26.0, 50.0, 39.5)","(81.0, 200.0, 168.57142857142856)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 33.333333333333336)","(7.5, 10.5, 10.09375)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:33.945716,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 127.5)","(41.0, 140.0, 83.75)","(41.0, 110.0, 98.0)","(10.0, 17.0, 15.125)","(26.0, 50.0, 39.5)","(81.0, 200.0, 168.57142857142856)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 33.333333333333336)","(7.5, 10.5, 10.09375)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:35.357234,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.666666666666666)","(26.0, 50.0, 39.5)","(81.0, 200.0, 156.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 10.5, 10.15)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:36.798930,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.666666666666666)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 10.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:38.211164,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:39.817586,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:41.494796,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:43.064372,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 16.03846153846154)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:44.661182,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 16.147058823529413)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:46.232797,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 16.147058823529413)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:47.693551,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:49.222988,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 113.33333333333334)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:02:50.658697,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 140.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 130.0)"
05-01-2023 13:02:52.247880,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:02:53.832974,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:02:55.348064,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:02:56.837472,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:02:58.308048,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 15.6)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:02:59.875873,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 16.147058823529413)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:01.337349,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 105.0)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 16.5, 16.147058823529413)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.0)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:02.848562,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.14)","(51.0, 150.0, 127.5)","(41.0, 130.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 16.125)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 33.333333333333336)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:04.426059,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1254545454545455)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 16.125)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 33.333333333333336)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:06.074892,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1254545454545455)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 16.125)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 33.333333333333336)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:07.776592,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1254545454545455)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 16.125)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 33.333333333333336)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:09.369636,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1254545454545455)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 33.333333333333336)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:10.831866,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1254545454545455)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:12.418840,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:13.860636,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 120.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:15.311061,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:16.758334,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1763636363636367)","(51.0, 150.0, 132.0)","(41.0, 120.0, 92.5)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:18.262610,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.229024390243903)","(51.0, 150.0, 132.0)","(41.0, 120.0, 83.75)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.75)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:19.770572,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.229024390243903)","(51.0, 150.0, 132.0)","(41.0, 140.0, 83.75)","(41.0, 110.0, 98.0)","(10.0, 16.5, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:21.378295,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.22448275862069)","(51.0, 150.0, 132.0)","(41.0, 140.0, 83.75)","(41.0, 110.0, 98.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:22.899009,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.1458823529411766)","(51.0, 150.0, 132.0)","(41.0, 140.0, 86.66666666666667)","(41.0, 110.0, 98.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.5625)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:24.406997,"(3.0, 3.6, 3.5125)","(2.0, 2.24, 2.144)","(51.0, 150.0, 135.0)","(41.0, 130.0, 86.66666666666667)","(41.0, 110.0, 100.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:25.980898,"(3.0, 3.6, 3.522222222222222)","(2.0, 2.24, 2.144)","(51.0, 150.0, 135.0)","(41.0, 130.0, 86.66666666666667)","(41.0, 110.0, 100.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 130.0)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:27.434406,"(3.0, 3.6, 3.522222222222222)","(2.0, 2.24, 2.144)","(51.0, 150.0, 135.0)","(41.0, 130.0, 86.66666666666667)","(41.0, 110.0, 100.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:28.942703,"(3.0, 3.6, 3.522222222222222)","(2.0, 2.24, 2.144)","(51.0, 150.0, 135.0)","(41.0, 130.0, 86.66666666666667)","(41.0, 110.0, 100.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:30.423080,"(3.0, 3.6, 3.522222222222222)","(2.0, 2.24, 2.108235294117647)","(51.0, 150.0, 135.0)","(41.0, 130.0, 86.66666666666667)","(41.0, 110.0, 100.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:31.925111,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.108235294117647)","(51.0, 150.0, 135.0)","(41.0, 130.0, 86.66666666666667)","(41.0, 110.0, 100.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:33.685194,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.108235294117647)","(51.0, 150.0, 127.5)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:35.187184,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.108235294117647)","(51.0, 150.0, 127.5)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:36.861761,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.108235294117647)","(51.0, 150.0, 127.5)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:38.383243,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:40.330329,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 67.33333333333333)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 106.66666666666666)"
05-01-2023 13:03:42.100279,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 130.0, 112.5)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 110.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 180.0, 130.0)"
05-01-2023 13:03:43.747094,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:45.472848,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:47.142824,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:48.801001,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:50.368703,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:51.826470,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:53.261845,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:54.682243,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:56.101650,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:57.671404,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:03:59.146421,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:04:00.879324,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 127.5)","(41.0, 120.0, 92.72727272727272)","(41.0, 110.0, 95.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 147.5)","(31.0, 120.0, 83.0)","(19.0, 38.0, 31.5)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
05-01-2023 13:04:02.568434,"(3.0, 3.6, 3.5481481481481483)","(2.0, 2.24, 2.1993548387096777)","(51.0, 150.0, 135.0)","(41.0, 120.0, 87.5)","(41.0, 110.0, 100.0)","(10.0, 17.0, 15.636363636363637)","(26.0, 50.0, 39.5)","(81.0, 200.0, 165.0)","(31.0, 120.0, 83.0)","(19.0, 38.0, 33.666666666666664)","(7.5, 11.5, 10.666666666666666)","(61.0, 190.0, 130.0)"
