,Snowy Rose,Udella Bale,Never Sweet,Julipa Bale,Zipping Newman
09-01-2023 15:37:30.042216,"(5.0, 8.4, 7.694117647058824)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.8461538461538463)","(2.6, 2.98, 2.83)","(4.0, 6.4, 6.24)"
09-01-2023 15:37:31.075872,"(5.0, 8.4, 7.694117647058824)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.8461538461538463)","(2.6, 2.98, 2.83)","(4.0, 6.4, 6.24)"
09-01-2023 15:37:32.063967,"(5.0, 8.4, 7.694117647058824)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.8461538461538463)","(2.6, 2.98, 2.813846153846154)","(4.0, 6.4, 5.65)"
09-01-2023 15:37:32.891321,"(5.0, 8.4, 7.694117647058824)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.8461538461538463)","(2.6, 2.98, 2.813846153846154)","(4.0, 6.4, 5.65)"
09-01-2023 15:37:33.906107,"(5.0, 8.4, 7.694117647058824)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.8461538461538463)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 5.65)"
09-01-2023 15:37:34.859044,"(5.0, 8.4, 7.694117647058824)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.8461538461538463)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 6.1000000000000005)"
09-01-2023 15:37:35.714469,"(5.0, 8.4, 7.550000000000001)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.8461538461538463)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 6.263636363636364)"
09-01-2023 15:37:36.553486,"(5.0, 8.4, 7.511111111111111)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7777777777777777)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 6.263636363636364)"
09-01-2023 15:37:37.478468,"(5.0, 8.4, 7.511111111111111)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7777777777777777)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 6.263636363636364)"
09-01-2023 15:37:38.426012,"(5.0, 8.4, 7.511111111111111)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7777777777777777)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:39.314369,"(5.0, 8.4, 7.511111111111111)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7600000000000002)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:40.144830,"(5.0, 8.4, 7.511111111111111)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7333333333333334)","(2.6, 2.98, 2.833333333333333)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:41.027955,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.73)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:41.976995,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.73)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:43.039337,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.73)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:44.014361,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7750000000000004)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:44.819835,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:45.733518,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:46.734750,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:47.669141,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:48.617434,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.6, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:49.465284,"(5.0, 8.4, 7.9)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:50.398584,"(5.0, 8.4, 7.963636363636364)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:51.407146,"(5.0, 8.4, 7.963636363636364)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.275)"
09-01-2023 15:37:52.276258,"(5.0, 8.4, 7.963636363636364)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.8857142857142857)","(4.0, 6.4, 6.1692307692307695)"
09-01-2023 15:37:53.168637,"(5.0, 9.8, 9.475000000000001)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.854285714285714)","(4.0, 6.4, 6.078571428571429)"
09-01-2023 15:37:54.116235,"(5.0, 9.8, 8.200000000000001)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.8510344827586205)","(4.0, 6.4, 5.816666666666667)"
09-01-2023 15:37:55.091295,"(5.0, 9.8, 8.388235294117647)","(5.5, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.8510344827586205)","(4.0, 6.4, 5.189473684210527)"
09-01-2023 15:37:55.942292,"(5.0, 9.6, 8.3625)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.8510344827586205)","(4.0, 6.4, 5.189473684210527)"
09-01-2023 15:37:56.767481,"(5.0, 9.6, 8.17)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.791111111111111)","(4.0, 6.4, 5.189473684210527)"
09-01-2023 15:37:57.652488,"(5.0, 9.6, 7.896774193548387)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.791111111111111)","(4.0, 6.4, 5.189473684210527)"
09-01-2023 15:37:58.549948,"(5.0, 9.4, 8.476923076923077)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.791111111111111)","(4.0, 6.4, 5.189473684210527)"
09-01-2023 15:37:59.454193,"(5.0, 9.4, 8.036363636363637)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.4, 5.694444444444445)"
09-01-2023 15:38:00.310459,"(5.0, 9.4, 8.036363636363637)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.45)"
09-01-2023 15:38:01.115133,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.45)"
09-01-2023 15:38:01.998425,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.765263157894737)","(4.0, 6.2, 5.45)"
09-01-2023 15:38:02.924120,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:03.841352,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:04.694507,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:05.504678,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:06.392926,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:07.305945,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:08.176887,"(5.0, 9.2, 8.975)","(6.0, 11.5, 11.16)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:08.970411,"(5.0, 9.2, 8.975)","(6.0, 12.0, 11.908333333333333)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:09.881007,"(5.0, 9.2, 9.0)","(6.0, 12.0, 11.75)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:10.845701,"(5.0, 9.2, 8.399999999999999)","(6.0, 12.0, 11.923076923076923)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:11.788258,"(5.0, 9.2, 8.399999999999999)","(6.0, 12.0, 11.923076923076923)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:12.619484,"(5.0, 9.2, 8.399999999999999)","(6.0, 12.0, 11.923076923076923)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:13.512559,"(5.0, 9.2, 8.399999999999999)","(6.0, 12.0, 11.7)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:14.493813,"(5.0, 9.2, 8.399999999999999)","(6.0, 12.0, 11.7)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:15.434637,"(5.0, 9.2, 8.399999999999999)","(6.0, 12.0, 11.7)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:16.246959,"(5.0, 9.2, 7.684210526315789)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:17.106783,"(5.0, 9.2, 7.68)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:18.088030,"(5.0, 9.2, 7.68)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:18.996472,"(5.0, 9.2, 7.657142857142857)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:19.857316,"(5.0, 9.2, 7.657142857142857)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:20.734053,"(5.0, 9.2, 7.657142857142857)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:21.623760,"(5.0, 9.0, 7.739999999999999)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:22.509393,"(5.0, 9.0, 7.739999999999999)","(6.0, 12.0, 11.921052631578947)","(3.6, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.0, 6.2, 5.116666666666667)"
09-01-2023 15:38:23.394185,"(5.0, 9.0, 7.739999999999999)","(6.0, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:24.276650,"(5.0, 9.0, 7.6875)","(6.0, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:25.116549,"(5.0, 9.0, 7.6875)","(6.0, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.5, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:26.234922,"(5.0, 9.0, 7.6875)","(6.0, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:27.140706,"(5.0, 9.0, 7.6875)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:28.142236,"(5.0, 9.0, 7.6875)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:29.071456,"(5.0, 9.0, 7.6875)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:29.916351,"(5.0, 9.0, 7.6875)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:30.816965,"(5.0, 9.0, 7.6875)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:31.753939,"(5.0, 9.0, 7.6875)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:32.691668,"(5.0, 9.0, 7.6875)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:33.545579,"(5.0, 9.0, 7.9565217391304355)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:34.438123,"(5.0, 9.0, 7.9565217391304355)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:35.320321,"(5.0, 9.0, 7.9565217391304355)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:36.160948,"(5.0, 9.0, 7.9565217391304355)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:36.975054,"(5.0, 9.0, 7.9565217391304355)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:37.830440,"(5.0, 9.0, 7.9565217391304355)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:38.682856,"(5.0, 9.0, 7.9565217391304355)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:39.539933,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:40.409049,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:41.271783,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:42.127165,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7533333333333334)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:43.025735,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.0, 11.921052631578947)","(3.7, 4.0, 3.7375)","(2.6, 2.98, 2.7675)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:43.922299,"(5.0, 9.0, 7.981818181818182)","(6.5, 13.0, 12.545454545454545)","(3.7, 4.0, 3.7375)","(2.6, 2.96, 2.75375)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:44.839321,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.786111111111111)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:45.746005,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.786111111111111)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:46.616977,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.786111111111111)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:47.434043,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.7265625)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:48.362300,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.7265625)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:49.361751,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.7265625)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:50.385049,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.7265625)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:51.273208,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.394736842105264)","(3.7, 4.0, 3.7265625)","(2.6, 2.96, 2.7529411764705882)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:52.174105,"(5.0, 9.0, 7.981818181818182)","(6.5, 12.5, 12.41304347826087)","(3.7, 4.0, 3.730769230769231)","(2.6, 2.94, 2.7511111111111113)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:53.060881,"(5.0, 8.8, 8.022222222222222)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.78125)","(2.6, 2.92, 2.75)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:53.924405,"(5.0, 8.8, 7.90909090909091)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.78125)","(2.6, 2.92, 2.7494736842105265)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:54.786765,"(5.0, 8.8, 7.886956521739131)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.750666666666667)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:55.791518,"(5.0, 8.8, 7.886956521739131)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.750666666666667)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:56.756746,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.416666666666666)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.750666666666667)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:57.621970,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.416666666666666)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.750666666666667)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:58.555614,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.416666666666666)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.750666666666667)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:38:59.574562,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.710526315789474)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:00.463909,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.710526315789474)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:01.393934,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.710526315789474)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:02.380666,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.710526315789474)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:03.298170,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.710526315789474)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:04.218412,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.717741935483871)","(2.6, 2.9, 2.710526315789474)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:05.231663,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.788157894736842)","(2.6, 2.88, 2.635294117647059)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:06.248559,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.788157894736842)","(2.6, 2.88, 2.635294117647059)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:07.146555,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.8127906976744184)","(2.6, 2.86, 2.654666666666667)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:08.024949,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.7535714285714286)","(2.6, 2.84, 2.7182608695652175)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:08.980224,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.7535714285714286)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:10.094727,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.7604166666666665)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:11.109179,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.4)","(3.7, 4.0, 3.7604166666666665)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:12.059666,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.416666666666666)","(3.7, 4.0, 3.7346153846153847)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:13.013500,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.77)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:14.079096,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.77)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:15.215878,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.77)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:16.344464,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.7774193548387096)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:17.318795,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.7774193548387096)","(2.6, 2.84, 2.7169230769230768)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:18.374797,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.7774193548387096)","(2.6, 2.84, 2.7169230769230768)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:19.434644,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.7774193548387096)","(2.6, 2.84, 2.7169230769230768)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:20.377069,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.7774193548387096)","(2.6, 2.84, 2.7169230769230768)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:21.268426,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.7774193548387096)","(2.6, 2.84, 2.7169230769230768)","(4.2, 6.2, 5.116666666666667)"
09-01-2023 15:39:22.229855,"(5.0, 8.8, 8.100000000000001)","(6.5, 12.5, 12.404761904761905)","(3.7, 4.0, 3.7774193548387096)","(2.6, 2.84, 2.694545454545455)","(4.2, 6.2, 5.116666666666667)"
