,Filly Thirteen,Back To Betoota,Gwyneth P Nz,Reds Star Deal,Hurrikane King,Swooping Eagle,Blue Bloodz,Moonan Nina,Nineteenthirtyfour,Sarasun
06-01-2023 12:30:13.661921,"(10.0, 16.0, 15.1)","(2.45, 3.5, 3.315384615384615)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:15.581357,"(10.0, 16.0, 15.1)","(2.45, 3.5, 3.3453333333333335)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:17.234218,"(10.0, 16.0, 15.1)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:18.916550,"(10.0, 16.0, 15.1)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:20.532973,"(10.0, 16.0, 14.0)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:22.181389,"(10.0, 16.0, 15.833333333333332)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:23.801697,"(10.0, 16.5, 16.25)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:25.399633,"(10.0, 17.0, 15.3125)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:27.059959,"(10.0, 17.0, 15.3125)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:29.278908,"(10.0, 17.0, 15.3125)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:31.557452,"(10.0, 17.0, 15.3125)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:33.230691,"(10.0, 17.0, 15.3125)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:34.960138,"(10.0, 17.0, 15.3125)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:36.744999,"(10.0, 17.0, 15.3125)","(2.45, 3.5, 3.2557894736842106)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:38.596395,"(10.0, 17.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:40.468318,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:42.257200,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:44.171911,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:45.816013,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:47.547708,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:49.256223,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:51.183618,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:52.953813,"(10.0, 13.0, 12.916666666666666)","(2.45, 3.5, 3.1266666666666665)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:54.549996,"(10.0, 13.0, 12.666666666666666)","(2.45, 3.5, 3.4157894736842107)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 156.66666666666666)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:56.179704,"(10.0, 13.5, 12.666666666666666)","(2.45, 3.5, 3.4529411764705884)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 156.66666666666666)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:57.837816,"(10.0, 13.5, 12.666666666666666)","(2.45, 3.5, 3.4529411764705884)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 156.66666666666666)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:30:59.483947,"(10.0, 13.5, 12.666666666666666)","(2.45, 3.5, 3.4529411764705884)","(1.9, 99999, 99990)","(17.0, 29.0, 27.61111111111111)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 156.66666666666666)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:01.080158,"(10.0, 13.5, 12.666666666666666)","(2.45, 3.5, 3.2714285714285714)","(1.9, 99999, 99990)","(17.0, 29.0, 27.61111111111111)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:02.617447,"(10.0, 13.5, 12.666666666666666)","(2.45, 3.5, 3.2714285714285714)","(1.9, 99999, 99990)","(17.0, 29.0, 27.61111111111111)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:04.297409,"(10.0, 13.5, 12.666666666666666)","(2.45, 3.5, 3.2714285714285714)","(1.9, 99999, 99990)","(17.0, 29.0, 27.61111111111111)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:05.998502,"(10.0, 13.5, 12.666666666666666)","(2.45, 3.5, 3.2714285714285714)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:07.604067,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.355)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:09.224473,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.355)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:10.895199,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.333846153846154)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:12.284844,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.2942857142857145)","(1.9, 99999, 99990)","(17.0, 29.0, 23.0)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:13.706139,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 29.0, 20.25)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:15.168415,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:16.553852,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:17.856268,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:19.173392,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:20.567652,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 167.14285714285714)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:21.942621,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 163.33333333333331)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:23.306444,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 163.33333333333331)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:24.678566,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 163.33333333333331)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:25.949921,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.3729411764705883)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 163.33333333333331)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 162.5)","(15.0, 25.0, 17.666666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:27.192308,"(10.0, 13.5, 12.160714285714286)","(2.45, 3.5, 3.446)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 200.0, 156.66666666666669)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 180.0, 154.16666666666669)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:28.551300,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.2688888888888887)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 190.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 170.0, 145.83333333333331)","(15.0, 24.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:29.942938,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.34)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 74.25)","(71.0, 160.0, 145.83333333333331)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:31.312188,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.4466666666666668)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:32.570122,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.4466666666666668)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:33.792367,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:35.051902,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:36.264017,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:37.479897,"(10.0, 13.5, 12.513157894736842)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:38.760948,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:40.073267,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:41.355179,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 20.25)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 17.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:42.600995,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:43.787734,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:45.058043,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.1)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:46.322578,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.3)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:47.615461,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.45)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 117.5)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:48.932941,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.4454545454545453)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 117.5)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:50.230105,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.4454545454545453)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 117.5)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:51.583682,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.4454545454545453)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 117.5)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:52.800145,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.4454545454545453)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 117.5)","(15.0, 23.0, 20.166666666666668)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:54.050974,"(10.0, 13.5, 12.627906976744185)","(2.45, 3.5, 3.4454545454545453)","(1.9, 99999, 99990)","(17.0, 30.0, 23.75)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 63.5)","(71.0, 160.0, 117.5)","(15.0, 23.0, 18.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:55.240294,"(10.0, 13.5, 12.647727272727273)","(2.45, 3.5, 3.480952380952381)","(1.9, 99999, 99990)","(17.0, 30.0, 24.642857142857142)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 63.5)","(71.0, 160.0, 117.5)","(15.0, 23.0, 18.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:56.407831,"(10.0, 13.5, 12.647727272727273)","(2.45, 3.5, 3.480952380952381)","(1.9, 99999, 99990)","(17.0, 30.0, 24.642857142857142)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 63.5)","(71.0, 160.0, 117.5)","(15.0, 23.0, 18.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:57.782634,"(10.0, 13.5, 12.647727272727273)","(2.45, 3.5, 3.480952380952381)","(1.9, 99999, 99990)","(17.0, 30.0, 24.642857142857142)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 63.5)","(71.0, 160.0, 135.71428571428572)","(15.0, 23.0, 18.0)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:31:59.047046,"(10.0, 13.5, 12.647727272727273)","(2.45, 3.5, 3.480952380952381)","(1.9, 99999, 99990)","(17.0, 30.0, 24.642857142857142)","(81.0, 180.0, 160.0)","(21.0, 42.0, 32.0)","(31.0, 85.0, 56.333333333333336)","(71.0, 160.0, 131.66666666666666)","(15.0, 23.0, 18.0)","(20.0, 36.0, 25.333333333333332)"
