,Filly Thirteen,Back To Betoota,Gwyneth P Nz,Reds Star Deal,Hurrikane King,Swooping Eagle,Blue Bloodz,Moonan Nina,Nineteenthirtyfour,Sarasun
06-01-2023 12:23:21.768508,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 30.666666666666668)","(31.0, 110.0, 63.25)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:23.148781,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 30.666666666666668)","(31.0, 110.0, 63.25)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:24.649837,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 30.666666666666668)","(31.0, 110.0, 63.25)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:26.199118,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 30.666666666666668)","(31.0, 110.0, 63.25)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:27.653135,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 63.25)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:29.108401,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:30.531017,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:31.973273,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:33.484387,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:35.091272,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:36.517965,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:38.160845,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:39.654630,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:41.486380,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 64.70588235294117)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:42.857535,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:44.314511,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:45.766237,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:47.143952,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:48.532416,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:49.989712,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:51.396002,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 38.333333333333336)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:52.668118,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 37.6)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:53.951322,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 37.6)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:55.173720,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 37.6)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:56.498212,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 37.6)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:57.915801,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:23:59.187722,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:00.490552,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:01.799290,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:03.212780,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:04.590738,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:05.847056,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:07.121566,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:08.385724,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:09.618829,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:10.799253,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:12.012331,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:13.237291,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:14.452120,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:15.638862,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:17.061761,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:18.479645,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:19.718648,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:21.173416,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:22.622090,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:23.947935,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:25.411588,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:26.841462,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:28.295042,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:29.658013,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:30.978345,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:32.322151,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:33.705186,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:35.014633,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:36.307968,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:37.546896,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 39.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:38.875955,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:40.183880,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:41.500044,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:42.933212,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:44.285740,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:45.595047,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:46.944794,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:48.256353,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:49.597362,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:51.065438,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
06-01-2023 12:24:52.374985,"(10.0, 18.5, 15.7)","(2.45, 3.5, 3.1100000000000003)","(1.9, 99999, 99990)","(18.0, 30.0, 25.333333333333336)","(81.0, 200.0, 164.28571428571428)","(21.0, 46.0, 32.0)","(31.0, 110.0, 60.13333333333333)","(71.0, 220.0, 168.21428571428572)","(15.0, 25.0, 17.333333333333332)","(20.0, 36.0, 25.333333333333332)"
