,Why Not Pearl,Aston Floyd,Mahogany Flame,Dark Label,Ultra Bale,Silver Taquisha,Sunny Love,Pretty With It
10-01-2023 16:05:58.298966,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:05:59.549921,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:00.770565,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:02.049541,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:03.307347,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:04.640727,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:05.867439,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:07.219005,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:08.499405,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:09.709225,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:10.868177,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:12.010184,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:13.221098,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:14.841786,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:16.229185,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 365.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:17.730561,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:19.076425,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 36.94444444444444)","(16.0, 40.0, 28.40909090909091)"
10-01-2023 16:06:20.349411,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:21.613101,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2466666666666666)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:22.832867,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.4299999999999997)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:24.120998,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:25.422598,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:26.626922,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:27.840790,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:29.029746,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:30.231636,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.166666666666668)"
10-01-2023 16:06:31.456623,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 40.0, 19.5)"
10-01-2023 16:06:32.662407,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 42.0, 19.5)"
10-01-2023 16:06:33.855684,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 42.0, 19.5)"
10-01-2023 16:06:35.047558,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 42.0, 19.5)"
10-01-2023 16:06:36.202352,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 42.0, 19.5)"
10-01-2023 16:06:37.415864,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 42.0, 19.5)"
10-01-2023 16:06:38.699771,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 42.0, 19.5)"
10-01-2023 16:06:39.967948,"(8.5, 17.0, 13.272727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 360.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 39.25)","(16.0, 42.0, 19.5)"
10-01-2023 16:06:41.377115,"(8.5, 17.0, 13.355555555555556)","(5.0, 7.6, 6.925)","(91.0, 650.0, 536.0)","(2.45, 4.1, 3.2199999999999998)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.5)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:43.377990,"(8.5, 17.0, 11.799999999999999)","(5.0, 7.6, 6.733333333333333)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.6575)","(4.8, 7.8, 7.199999999999999)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 25.5)"
10-01-2023 16:06:44.728829,"(8.5, 17.0, 11.799999999999999)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.8222222222222224)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 36.65625)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:46.009842,"(8.5, 17.0, 11.472727272727273)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.8222222222222224)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:47.246251,"(8.5, 17.0, 10.066666666666666)","(5.0, 7.6, 6.925)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.17)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:48.472283,"(8.5, 17.0, 10.066666666666666)","(5.0, 7.6, 6.925)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.17)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:49.736241,"(8.5, 17.0, 11.472727272727273)","(5.0, 7.6, 6.733333333333333)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.8222222222222224)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:50.862262,"(8.5, 17.0, 11.618181818181817)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.8222222222222224)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:52.064662,"(8.5, 17.0, 11.618181818181817)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.8222222222222224)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:53.322186,"(8.5, 17.0, 11.618181818181817)","(5.0, 7.6, 6.925)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.5733333333333333)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:54.558415,"(8.5, 17.0, 12.200000000000001)","(5.0, 7.6, 6.925)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 7.357142857142857)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:55.867838,"(8.5, 17.0, 11.90909090909091)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 7.199999999999999)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:57.127619,"(8.5, 17.0, 11.90909090909091)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:58.496670,"(8.5, 17.0, 11.618181818181817)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:06:59.816522,"(8.5, 17.0, 11.763636363636364)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 7.075)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:07:01.139119,"(8.5, 17.0, 11.763636363636364)","(5.0, 7.6, 6.8)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 7.24)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:07:02.459357,"(8.5, 17.0, 10.066666666666666)","(5.0, 7.6, 6.68)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 7.24)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 17.7)"
10-01-2023 16:07:03.764441,"(8.5, 17.0, 10.066666666666666)","(5.0, 7.6, 6.68)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:05.004097,"(8.5, 17.0, 12.542857142857143)","(5.0, 7.6, 6.68)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 38.029411764705884)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:06.238972,"(8.5, 17.0, 11.472727272727273)","(5.0, 7.6, 6.925)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 31.96153846153846)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:07.560122,"(8.5, 16.0, 12.7)","(5.0, 7.6, 6.733333333333333)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 31.96153846153846)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:08.832668,"(8.5, 16.0, 10.333333333333332)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:10.049914,"(8.5, 16.0, 12.90909090909091)","(5.0, 7.6, 6.6)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:11.333380,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.925)","(91.0, 650.0, 536.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:12.650389,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.733333333333333)","(91.0, 650.0, 510.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 24.32142857142857)"
10-01-2023 16:07:13.885168,"(8.5, 16.0, 12.727272727272727)","(5.0, 7.6, 6.56)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 24.32142857142857)"
10-01-2023 16:07:15.240677,"(8.5, 16.0, 10.166666666666666)","(5.0, 7.6, 6.6)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:16.565874,"(8.5, 16.0, 10.166666666666666)","(5.0, 7.6, 6.925)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:17.886599,"(8.5, 16.0, 11.75)","(5.0, 7.6, 6.925)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:19.131606,"(8.5, 16.0, 11.75)","(5.0, 7.6, 6.925)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:20.405329,"(8.5, 16.0, 12.5)","(5.0, 7.6, 6.6)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:21.735103,"(8.5, 16.0, 12.5)","(5.0, 7.6, 6.6)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:23.015505,"(8.5, 16.0, 12.222222222222221)","(5.0, 7.6, 6.975)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:24.361072,"(8.5, 16.0, 10.166666666666666)","(5.0, 7.6, 6.733333333333333)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:25.727454,"(8.5, 16.0, 12.5)","(5.0, 7.6, 6.6)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:27.118770,"(8.5, 16.0, 12.222222222222221)","(5.0, 7.6, 6.6)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:28.707359,"(8.5, 16.0, 12.222222222222221)","(5.0, 7.6, 6.6)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:30.231286,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.925)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:31.610377,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.8)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:32.892248,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.8)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:34.094767,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.68)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:35.335751,"(8.5, 16.0, 12.5)","(5.0, 7.6, 6.68)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:36.569237,"(8.5, 16.0, 12.222222222222221)","(5.0, 7.6, 6.68)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:37.796691,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.925)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:39.110713,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.925)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:40.441078,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.733333333333333)","(91.0, 650.0, 593.5)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:41.785981,"(8.5, 16.0, 11.875)","(5.0, 7.6, 6.6)","(91.0, 650.0, 556.6666666666666)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:43.056480,"(8.5, 16.0, 12.5)","(5.0, 7.6, 6.6)","(91.0, 650.0, 538.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:44.358763,"(8.5, 16.0, 12.444444444444445)","(5.0, 7.6, 6.6)","(91.0, 650.0, 539.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:45.708699,"(8.5, 16.0, 12.125)","(5.0, 7.6, 6.6)","(91.0, 650.0, 539.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:47.006952,"(8.5, 16.0, 12.125)","(5.0, 7.6, 6.52)","(91.0, 650.0, 594.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
10-01-2023 16:07:48.290359,"(8.5, 16.0, 12.125)","(5.0, 7.6, 6.68)","(91.0, 650.0, 380.0)","(2.45, 3.95, 3.21)","(4.8, 7.8, 6.018181818181818)","(3.7, 6.4, 5.516666666666667)","(20.0, 60.0, 32.30769230769231)","(16.0, 42.0, 25.5)"
