,Barry Bowler,Big Time Audi,Goldstar Phoenix,Big Time Girly,Phantom Pixie,Shaun The Chaser,Elite Bubble
11-01-2023 13:11:22.607806,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:23.691579,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:24.691464,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:25.645326,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:26.672721,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:27.612159,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:28.611370,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:29.744425,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:30.761761,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.8)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:31.697245,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.8)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:32.676500,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:33.657965,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(4.8, 8.2, 6.892307692307692)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:34.705102,"(2.5, 3.6, 2.6833333333333336)","(3.1, 7.2, 4.307142857142857)","(17.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(5.0, 8.2, 6.311111111111111)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:35.658228,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 4.307142857142857)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(5.0, 8.2, 6.311111111111111)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:36.624462,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 4.307142857142857)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(5.0, 8.2, 6.311111111111111)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:37.535698,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 4.307142857142857)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(5.0, 8.2, 6.311111111111111)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:38.435453,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 4.307142857142857)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:39.336482,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 4.307142857142857)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:40.270464,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 4.307142857142857)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.825)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:41.296706,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.8)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:42.595418,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:43.785335,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:44.820905,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:45.847602,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:46.906058,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:47.869069,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:48.844012,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.105172413793104)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:50.086169,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.787209302325582)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:51.186876,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 3.45)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 9.975)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:52.302614,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 3.45)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.8)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:53.509415,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 3.45)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:54.550807,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.30769230769231)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:55.596377,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:56.590302,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:57.594793,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:58.645555,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:11:59.734970,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:00.723922,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:01.767774,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:02.801366,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:03.843854,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 60.65384615384615)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 6.231578947368421)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:04.781827,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.2, 5.2)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 13.854545454545454)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:05.797277,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:06.802385,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:07.764334,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:08.701733,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:09.736401,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:10.771757,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:11.857370,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:12.875003,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:13.928570,"(2.5, 3.6, 3.176923076923077)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:14.953009,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:16.036068,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:17.030395,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:17.947741,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.0, 5.59375)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.706666666666666)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:18.846928,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 5.96875)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 6.814814814814815)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:19.783825,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 5.96875)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 6.814814814814815)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:20.742664,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 5.96875)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 14.883333333333333)","(5.0, 8.2, 5.78)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:21.913970,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 5.96875)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.78)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:22.933940,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 5.96875)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.78)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:23.946973,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 5.96875)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.78)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:24.935235,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 6.357142857142857)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.78)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:25.879205,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 6.357142857142857)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.78)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:26.846719,"(2.5, 3.45, 3.1333333333333333)","(3.2, 7.6, 6.357142857142857)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.654285714285715)","(26.0, 290.0, 170.0)"
11-01-2023 13:12:27.928691,"(2.5, 3.6, 3.477777777777778)","(3.2, 7.6, 6.357142857142857)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.654285714285715)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:29.022871,"(2.5, 3.6, 3.477777777777778)","(3.2, 7.6, 6.357142857142857)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.775)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.8)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:30.068064,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 160.0, 43.0)","(5.5, 7.6, 6.105882352941177)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:31.044090,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 160.0, 43.0)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:31.941186,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 160.0, 43.0)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:32.875225,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 160.0, 43.0)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:33.904528,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 160.0, 43.0)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:34.972528,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 160.0, 43.0)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:36.017840,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 160.0, 43.0)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 15.044999999999998)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:37.027953,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 15.142857142857142)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:38.019049,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 120.0, 37.6)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 10.92)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:39.028883,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 120.0, 37.6)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 10.92)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:40.046572,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 120.0, 37.6)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 9.825)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:41.043090,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 120.0, 37.6)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 9.525)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:42.020024,"(2.5, 3.6, 3.477777777777778)","(3.2, 8.0, 6.642857142857143)","(18.0, 120.0, 37.6)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 13.466666666666667)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:43.024703,"(2.5, 3.6, 3.04)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 13.1625)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:44.008433,"(2.5, 3.6, 3.545714285714286)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 13.1625)","(5.0, 8.2, 5.864864864864865)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:45.083639,"(2.5, 3.6, 3.545714285714286)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 13.1625)","(5.0, 8.0, 6.2)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:46.070875,"(2.5, 3.6, 3.04)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 13.1625)","(5.0, 8.0, 6.2)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:47.030899,"(2.5, 3.6, 2.554666666666667)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 13.1625)","(5.0, 8.0, 6.2)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:48.025332,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.5, 13.1625)","(5.0, 8.0, 6.764705882352941)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:48.975222,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.0, 13.6)","(5.0, 8.0, 6.764705882352941)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:49.936901,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.0, 13.6)","(5.0, 8.0, 6.764705882352941)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:50.942631,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.0, 13.6)","(5.0, 8.0, 6.764705882352941)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:51.876978,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.0, 13.6)","(5.0, 8.0, 6.764705882352941)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:52.816183,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.0, 13.6)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:53.811571,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.0, 13.6)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:54.872435,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.105882352941177)","(8.0, 16.0, 13.6)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:55.948307,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:57.054435,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:12:58.120386,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
