,Good Chat Sam,Kouta Marjen,Hearts Denied,Echo Chamber,Sun Ace,Golden Coast
09-01-2023 14:41:54.082321,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:41:55.069094,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:41:56.073231,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:41:57.141672,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:41:58.190945,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:41:59.224904,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:00.189463,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:01.223567,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:02.404642,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:03.497463,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:04.490603,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:05.515908,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:06.435805,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:07.484838,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:08.567822,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 34.0)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:09.566703,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 65.0, 32.333333333333336)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 10.575)"
09-01-2023 14:42:10.616166,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.725)","(19.0, 60.0, 32.333333333333336)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.866666666666667)"
09-01-2023 14:42:11.678764,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 8.5)","(19.0, 60.0, 27.2)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 12.75)"
09-01-2023 14:42:12.673160,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 8.5)","(19.0, 60.0, 27.2)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.285714285714285)"
09-01-2023 14:42:13.626911,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 60.0, 27.2)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.285714285714285)"
09-01-2023 14:42:14.580850,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 60.0, 27.2)","(3.1, 5.2, 3.4222222222222225)","(8.0, 16.5, 13.285714285714285)"
09-01-2023 14:42:15.613961,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 60.0, 30.714285714285715)","(3.1, 5.2, 3.4000000000000004)","(8.0, 16.5, 13.571428571428571)"
09-01-2023 14:42:16.650002,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 60.0, 30.714285714285715)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:17.642661,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 60.0, 30.714285714285715)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:18.614984,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 60.0, 30.714285714285715)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:19.591780,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 90.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:20.584352,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:21.502769,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:22.422653,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:23.410812,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 9.75)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:24.500917,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 8.5)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:25.480568,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 8.5)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:26.447656,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:27.385094,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:28.451728,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:29.549594,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:30.575938,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:31.532821,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:32.551967,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.7, 1.9115384615384614)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:33.533167,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:34.475515,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:35.516818,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:36.565352,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:37.525321,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:38.454555,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:39.484847,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:40.467356,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:41.526439,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:42.497119,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:42:43.492753,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:44.676203,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:45.861131,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:46.918730,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:48.104854,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 28.2)","(3.1, 5.0, 3.4000000000000004)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:49.299471,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 30.714285714285715)","(3.1, 5.0, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:50.300003,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:51.287379,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:52.348132,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:53.363047,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:54.318370,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:55.367581,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:56.458171,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:57.561358,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:58.545457,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 30.714285714285715)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:42:59.559271,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 60.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:00.700934,"(12.0, 26.0, 15.642857142857142)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:01.717187,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:02.753721,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:03.876744,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:04.907513,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:05.916731,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:06.897130,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:07.830952,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:08.821267,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:10.071339,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:11.613913,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:12.669068,"(12.0, 26.0, 16.9375)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:13.685712,"(12.0, 26.0, 17.666666666666668)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:14.706064,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 32.14285714285714)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.149999999999999)"
09-01-2023 14:43:15.788811,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:43:16.868537,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 13.571428571428571)"
09-01-2023 14:43:18.056526,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:19.151800,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:20.084161,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:21.259172,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:22.390172,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:23.418244,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:24.429449,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.444444444444445)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.37)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:25.393761,"(12.0, 26.0, 13.5)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.722222222222221)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.8071428571428574)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:26.404043,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.722222222222221)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.91)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:27.445193,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.722222222222221)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.46)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:28.352356,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.722222222222221)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.46)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:29.314795,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.722222222222221)","(19.0, 65.0, 26.666666666666668)","(3.1, 4.9, 3.46)","(8.0, 17.0, 11.3)"
09-01-2023 14:43:30.327621,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 11.0, 10.722222222222221)","(19.0, 65.0, 22.53846153846154)","(3.1, 4.9, 3.4666666666666663)","(8.0, 17.0, 11.6)"
09-01-2023 14:43:31.398184,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.9527272727272726)","(6.0, 8.6, 8.009090909090908)","(19.0, 65.0, 22.53846153846154)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:32.445672,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 8.6, 8.009090909090908)","(19.0, 65.0, 22.53846153846154)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:33.393943,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 8.6, 8.009090909090908)","(19.0, 65.0, 22.53846153846154)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:34.665814,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 8.6, 8.009090909090908)","(19.0, 65.0, 22.53846153846154)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:35.728574,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 8.6, 8.009090909090908)","(19.0, 65.0, 22.53846153846154)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:36.685987,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 8.6, 8.009090909090908)","(19.0, 65.0, 22.53846153846154)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:37.861396,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 8.6, 9.825)","(19.0, 65.0, 21.875)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:38.984699,"(12.0, 26.0, 13.916666666666666)","(1.9, 2.68, 1.92)","(6.0, 10.5, 9.825)","(19.0, 65.0, 21.875)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:40.266519,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 10.5, 9.825)","(19.0, 65.0, 21.875)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:41.382879,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 10.5, 9.825)","(19.0, 65.0, 21.875)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.6)"
09-01-2023 14:43:42.533071,"(12.0, 26.0, 14.75)","(1.9, 2.68, 1.92)","(6.0, 10.5, 9.825)","(19.0, 65.0, 21.875)","(3.1, 4.8, 3.4666666666666663)","(8.0, 16.0, 11.466666666666667)"
