,Lincoln River,Midfrew Lucre,Ohoka Creed,Malaka Miss,Neptune,Tugawar,Acushla Machree
16-12-2022 15:45:22.282003,"(2.9, 3.85, 3.8283333333333336)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 17.642857142857142)","(5.0, 6.2, 5.6000000000000005)","(17.0, 40.0, 25.0)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:23.493527,"(2.9, 3.85, 3.8283333333333336)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.2, 5.323076923076923)","(17.0, 40.0, 29.75)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:24.751643,"(2.9, 3.85, 3.385)","(2.9, 4.5, 3.9857142857142858)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.8, 6.285714285714286)","(17.0, 42.0, 29.75)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:25.959950,"(2.9, 3.85, 3.385)","(2.9, 4.5, 3.9857142857142858)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.8, 6.285714285714286)","(17.0, 42.0, 29.75)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:27.188772,"(2.9, 3.85, 3.385)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 14.857142857142858)","(5.0, 6.8, 5.323076923076923)","(17.0, 42.0, 29.75)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:28.511464,"(2.9, 3.85, 3.385)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 17.642857142857142)","(5.0, 6.8, 5.323076923076923)","(17.0, 42.0, 29.75)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:29.759317,"(2.9, 3.85, 3.8283333333333336)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 17.642857142857142)","(5.0, 6.8, 5.323076923076923)","(17.0, 42.0, 29.75)","(19.0, 95.0, 76.5)"
16-12-2022 15:45:31.103247,"(2.9, 3.85, 3.8283333333333336)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 20.0, 15.833333333333334)","(5.0, 6.8, 5.323076923076923)","(17.0, 42.0, 22.8)","(19.0, 95.0, 58.63636363636363)"
16-12-2022 15:45:32.701004,"(2.9, 3.9, 3.5896666666666666)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.916666666666666)","(5.0, 6.8, 6.251428571428571)","(17.0, 44.0, 30.75)","(19.0, 90.0, 58.18181818181818)"
16-12-2022 15:45:34.093029,"(2.9, 3.9, 3.5896666666666666)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.916666666666666)","(5.0, 6.8, 6.2823529411764705)","(17.0, 44.0, 30.75)","(19.0, 90.0, 59.09090909090909)"
16-12-2022 15:45:35.327722,"(2.9, 3.9, 3.6121212121212123)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.916666666666666)","(5.0, 6.8, 6.2823529411764705)","(17.0, 44.0, 30.75)","(19.0, 90.0, 76.25)"
16-12-2022 15:45:36.536148,"(2.9, 3.9, 3.6121212121212123)","(2.9, 4.5, 4.172727272727273)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.916666666666666)","(5.0, 6.8, 6.387096774193548)","(17.0, 44.0, 30.75)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:45:37.748572,"(2.9, 3.9, 3.6580645161290324)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.916666666666666)","(5.0, 6.8, 6.387096774193548)","(17.0, 44.0, 30.75)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:45:38.925904,"(2.9, 3.9, 3.6580645161290324)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.916666666666666)","(5.0, 6.8, 6.387096774193548)","(17.0, 44.0, 30.75)","(19.0, 95.0, 65.0)"
16-12-2022 15:45:40.082871,"(2.9, 3.9, 3.6580645161290324)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.916666666666666)","(5.0, 6.8, 6.387096774193548)","(17.0, 44.0, 30.75)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:45:41.323590,"(2.9, 3.9, 3.41)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.785714285714286)","(5.0, 6.8, 6.052)","(17.0, 44.0, 30.75)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:45:42.515979,"(2.9, 3.9, 3.41)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.785714285714286)","(5.0, 6.8, 6.052)","(17.0, 44.0, 30.75)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:45:43.720970,"(2.9, 3.9, 3.41)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.785714285714286)","(5.0, 6.8, 6.052)","(17.0, 44.0, 30.75)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:45:44.950521,"(2.9, 3.9, 3.41)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 14.785714285714286)","(5.0, 6.8, 6.052)","(17.0, 44.0, 30.75)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:45:46.187732,"(2.9, 3.9, 3.516)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.5, 16.5)","(5.0, 6.8, 5.530769230769231)","(17.0, 44.0, 30.75)","(19.0, 95.0, 64.8)"
16-12-2022 15:45:47.431471,"(2.9, 3.85, 3.1825)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 16.5)","(5.0, 6.8, 5.514285714285714)","(17.0, 44.0, 30.75)","(19.0, 95.0, 64.8)"
16-12-2022 15:45:48.635552,"(2.9, 3.8, 3.2399999999999998)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 16.5)","(5.0, 6.8, 5.514285714285714)","(17.0, 44.0, 30.75)","(19.0, 95.0, 64.8)"
16-12-2022 15:45:49.883053,"(2.9, 3.8, 3.2399999999999998)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 16.5)","(5.0, 6.8, 5.514285714285714)","(17.0, 44.0, 30.75)","(19.0, 95.0, 64.8)"
16-12-2022 15:45:51.099232,"(2.9, 3.8, 3.08)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.8, 5.733333333333333)","(17.0, 44.0, 30.75)","(19.0, 95.0, 76.25)"
16-12-2022 15:45:52.252238,"(2.9, 3.8, 3.17)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.454545454545455)","(5.0, 6.6, 5.733333333333333)","(17.0, 44.0, 30.75)","(19.0, 95.0, 65.4)"
16-12-2022 15:45:53.575290,"(2.9, 3.8, 3.17)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.454545454545455)","(5.0, 6.6, 5.733333333333333)","(17.0, 44.0, 30.75)","(19.0, 95.0, 64.8)"
16-12-2022 15:45:55.334421,"(2.9, 3.8, 3.08)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.454545454545455)","(5.0, 6.6, 5.733333333333333)","(17.0, 44.0, 30.75)","(19.0, 95.0, 76.25)"
16-12-2022 15:45:56.709062,"(2.9, 3.8, 3.08)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.454545454545455)","(5.0, 6.6, 5.733333333333333)","(16.0, 44.0, 30.75)","(19.0, 95.0, 76.25)"
16-12-2022 15:45:58.025426,"(2.9, 3.8, 3.08)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.454545454545455)","(5.0, 6.6, 5.733333333333333)","(16.0, 44.0, 30.75)","(19.0, 95.0, 76.25)"
16-12-2022 15:45:59.353866,"(2.9, 3.8, 3.08)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.454545454545455)","(5.0, 6.6, 5.733333333333333)","(16.0, 44.0, 30.75)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:00.574047,"(2.9, 3.8, 3.08)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.5)","(5.0, 6.6, 5.733333333333333)","(16.0, 44.0, 25.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:01.793727,"(2.9, 3.8, 3.08)","(2.9, 4.5, 4.26)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.5)","(5.0, 6.6, 6.133333333333334)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:03.038052,"(2.9, 3.8, 3.7581395348837208)","(2.9, 4.5, 4.1)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.5)","(5.0, 6.4, 5.5)","(16.0, 42.0, 36.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:04.216883,"(2.9, 3.8, 3.632727272727273)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.8, 6.3)","(12.0, 19.0, 15.0)","(5.0, 6.6, 5.5)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:05.475844,"(2.9, 3.8, 3.365)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 15.0)","(5.0, 6.6, 5.56)","(16.0, 42.0, 36.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:07.050188,"(2.9, 3.85, 3.23)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 15.0)","(5.0, 6.6, 5.56)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:08.513493,"(2.9, 3.85, 3.385)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.833333333333334)","(5.0, 6.6, 5.56)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:46:09.744304,"(2.9, 3.85, 3.385)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.833333333333334)","(5.0, 6.6, 5.56)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:46:11.190434,"(2.9, 3.85, 3.23)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.833333333333334)","(5.0, 6.6, 6.181818181818182)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:46:12.563720,"(2.9, 3.85, 3.23)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.833333333333334)","(5.0, 6.8, 5.6)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 81.36363636363637)"
16-12-2022 15:46:14.616867,"(2.9, 3.85, 3.23)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.833333333333334)","(5.0, 6.8, 5.530769230769231)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 65.0)"
16-12-2022 15:46:16.427261,"(2.9, 3.85, 3.365)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.833333333333334)","(5.0, 6.8, 5.530769230769231)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 64.8)"
16-12-2022 15:46:17.623549,"(2.9, 3.85, 3.365)","(2.9, 4.5, 4.3428571428571425)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.8, 5.514285714285714)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 64.8)"
16-12-2022 15:46:18.804312,"(2.9, 3.85, 3.336470588235294)","(2.9, 4.5, 4.28)","(4.2, 6.8, 6.3)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.8, 5.514285714285714)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 64.8)"
16-12-2022 15:46:19.998951,"(2.9, 3.85, 3.336470588235294)","(2.9, 4.5, 4.28)","(4.2, 6.8, 6.199999999999999)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.8, 5.733333333333333)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 64.8)"
16-12-2022 15:46:21.186775,"(2.9, 3.85, 3.336470588235294)","(2.9, 4.5, 4.28)","(4.2, 6.6, 6.199999999999999)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.6, 5.733333333333333)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:23.015058,"(2.9, 3.85, 3.476923076923077)","(2.9, 4.5, 4.28)","(4.2, 6.6, 6.199999999999999)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.6, 6.415384615384616)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:24.657255,"(2.9, 3.85, 3.6790000000000003)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 6.199999999999999)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.6, 6.415384615384616)","(16.0, 42.0, 36.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:25.888925,"(2.9, 3.85, 2.977)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.6, 6.415384615384616)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:27.310453,"(2.9, 3.85, 3.3333333333333335)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 19.0, 14.714285714285714)","(5.0, 6.6, 6.4206896551724135)","(16.0, 42.0, 36.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:28.646522,"(2.9, 3.85, 3.3333333333333335)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 19.0, 15.5)","(5.0, 6.6, 6.428571428571429)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:29.834493,"(2.9, 3.85, 3.3333333333333335)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.6, 5.948148148148148)","(16.0, 42.0, 25.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:31.034685,"(2.9, 3.85, 3.3333333333333335)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.6, 5.566666666666667)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 76.25)"
16-12-2022 15:46:32.259152,"(2.9, 3.85, 3.3333333333333335)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 18.5, 14.666666666666666)","(5.0, 6.4, 6.092307692307693)","(17.0, 42.0, 36.666666666666664)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:46:33.400326,"(2.9, 3.85, 3.769111111111111)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 18.0, 14.444444444444445)","(5.0, 6.2, 5.7)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:46:34.539116,"(2.9, 3.85, 3.385)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 18.0, 14.666666666666666)","(5.0, 6.0, 5.953846153846154)","(17.0, 42.0, 36.666666666666664)","(19.0, 95.0, 65.0)"
16-12-2022 15:46:35.676885,"(2.9, 3.85, 3.54)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 18.0, 15.5)","(5.0, 6.0, 5.75)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 76.5)"
16-12-2022 15:46:36.829139,"(2.9, 3.85, 3.355)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.851612903225806)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(17.0, 42.0, 36.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:38.046629,"(2.9, 3.85, 3.8059090909090907)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.6, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:39.208588,"(2.9, 3.85, 3.355)","(2.9, 4.5, 4.133333333333334)","(4.2, 6.4, 5.909090909090909)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.75)","(17.0, 42.0, 36.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:40.400541,"(2.9, 3.85, 3.8058139534883724)","(2.9, 4.5, 4.383333333333333)","(4.2, 6.4, 5.909090909090909)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.75)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:41.655567,"(2.9, 3.85, 3.8076744186046514)","(2.9, 4.5, 4.383333333333333)","(4.2, 6.4, 5.909090909090909)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.75)","(17.0, 42.0, 36.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:42.830955,"(2.9, 3.85, 3.6175)","(2.9, 4.5, 4.45625)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.75)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:44.060930,"(2.9, 3.85, 3.6175)","(2.9, 4.5, 4.175)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:45.185971,"(2.9, 3.85, 3.6175)","(2.9, 4.5, 4.175)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 25.666666666666664)","(19.0, 95.0, 78.22222222222223)"
16-12-2022 15:46:46.307025,"(2.9, 3.85, 3.6175)","(2.9, 4.5, 4.314285714285714)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 57.5)"
16-12-2022 15:46:47.417515,"(2.9, 3.85, 3.8215625)","(2.9, 4.5, 4.1)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 57.5)"
16-12-2022 15:46:48.837909,"(2.9, 3.85, 3.8086046511627907)","(2.9, 4.5, 4.328571428571428)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 57.5)"
16-12-2022 15:46:50.296557,"(2.9, 3.85, 3.56)","(2.9, 4.5, 4.328571428571428)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 57.5)"
16-12-2022 15:46:51.373261,"(2.9, 3.85, 3.56)","(2.9, 4.5, 4.328571428571428)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 36.888888888888886)","(19.0, 95.0, 76.5)"
16-12-2022 15:46:52.464964,"(2.9, 3.85, 3.56)","(2.9, 4.5, 4.328571428571428)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 36.888888888888886)","(19.0, 95.0, 76.5)"
16-12-2022 15:46:53.526910,"(2.9, 3.85, 3.56)","(2.9, 4.5, 4.328571428571428)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 76.5)"
16-12-2022 15:46:54.578889,"(2.9, 3.85, 3.8095238095238093)","(2.9, 4.5, 4.442857142857143)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 76.5)"
16-12-2022 15:46:55.499122,"(2.9, 3.85, 3.8095238095238093)","(2.9, 4.5, 4.442857142857143)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 76.5)"
16-12-2022 15:46:56.495511,"(2.9, 3.85, 3.8095238095238093)","(2.9, 4.5, 4.442857142857143)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 36.888888888888886)","(19.0, 95.0, 76.5)"
16-12-2022 15:46:57.496377,"(2.9, 3.85, 3.56)","(2.9, 4.5, 4.442857142857143)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 95.0, 58.63636363636363)"
16-12-2022 15:46:58.499069,"(2.9, 3.85, 3.8095238095238093)","(2.9, 4.4, 4.0)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 36.888888888888886)","(19.0, 90.0, 58.63636363636363)"
16-12-2022 15:46:59.501784,"(2.9, 3.95, 3.6551724137931036)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 30.25)","(19.0, 90.0, 58.63636363636363)"
16-12-2022 15:47:00.569562,"(2.9, 3.95, 3.6551724137931036)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.9)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 25.666666666666664)","(19.0, 90.0, 58.63636363636363)"
16-12-2022 15:47:01.711516,"(2.9, 3.95, 3.660701754385965)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 36.666666666666664)","(19.0, 90.0, 31.25)"
16-12-2022 15:47:02.918228,"(2.9, 3.95, 3.660701754385965)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.571428571428571)","(17.0, 42.0, 32.6)","(19.0, 90.0, 60.625)"
16-12-2022 15:47:04.008118,"(2.9, 3.9, 3.4749999999999996)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(17.0, 42.0, 36.888888888888886)","(19.0, 90.0, 31.25)"
16-12-2022 15:47:05.089195,"(2.9, 3.9, 3.2928571428571427)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(17.0, 42.0, 36.77777777777778)","(19.0, 90.0, 44.66666666666667)"
16-12-2022 15:47:06.295491,"(2.9, 3.9, 3.8244444444444445)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(17.0, 42.0, 36.77777777777778)","(19.0, 95.0, 44.66666666666667)"
16-12-2022 15:47:07.238088,"(2.9, 3.9, 3.8244444444444445)","(2.9, 4.4, 4.1000000000000005)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 36.77777777777778)","(20.0, 95.0, 44.66666666666667)"
16-12-2022 15:47:08.182439,"(2.9, 3.9, 3.8244444444444445)","(2.9, 4.4, 4.2)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 36.77777777777778)","(20.0, 95.0, 44.66666666666667)"
16-12-2022 15:47:09.147644,"(2.9, 3.9, 3.8244444444444445)","(2.9, 4.4, 4.295238095238096)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 78.22222222222223)"
16-12-2022 15:47:10.062389,"(2.9, 3.9, 3.8244444444444445)","(2.9, 4.4, 4.312)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 36.25)","(20.0, 95.0, 69.83333333333334)"
16-12-2022 15:47:10.973689,"(2.9, 3.9, 3.5)","(2.9, 4.4, 4.312)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 76.25)"
16-12-2022 15:47:11.912008,"(2.9, 3.9, 3.831914893617021)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 76.25)"
16-12-2022 15:47:12.922796,"(2.9, 3.9, 3.5)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 76.25)"
16-12-2022 15:47:13.943779,"(2.9, 3.9, 3.831914893617021)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 69.83333333333334)"
16-12-2022 15:47:14.913876,"(2.9, 3.9, 3.5)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.75)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 44.66666666666667)"
16-12-2022 15:47:15.892211,"(2.9, 3.9, 3.5)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.909090909090909)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:16.919649,"(2.9, 3.9, 3.275)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.9)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
