,Meteorite,Thunder Park,True Nobility,Wanaroo,Sir Domigo,Tillotson,Bull Dust,Gold Logie,Carry On Camping,Anges
06-01-2023 15:40:19.036047,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8352941176470585)","(5.5, 6.2, 6.125)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 4.0, 3.8515625)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 467.1428571428571)"
06-01-2023 15:40:20.411010,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 4.0, 3.8515625)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 467.1428571428571)"
06-01-2023 15:40:21.819897,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 4.0, 3.8515625)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 467.1428571428571)"
06-01-2023 15:40:23.261753,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 4.0, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 467.1428571428571)"
06-01-2023 15:40:24.772721,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 467.1428571428571)"
06-01-2023 15:40:26.031714,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 467.1428571428571)"
06-01-2023 15:40:27.395161,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 467.1428571428571)"
06-01-2023 15:40:28.806503,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 480.0, 447.33333333333337)"
06-01-2023 15:40:30.284485,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:31.680777,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:33.042907,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:34.455219,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:35.911446,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:37.386599,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:38.796335,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:40.240395,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:41.721922,"(10.0, 17.0, 13.666666666666666)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:43.328652,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:44.792756,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.83)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:46.276573,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.83)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:47.772067,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:49.369943,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:51.148226,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:53.190061,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:54.796286,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:57.080294,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8428571428571425)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.8642857142857143)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:40:58.661691,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.83)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.133333333333333)","(3.4, 3.95, 3.89)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:41:00.096399,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.83)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.192307692307692)","(3.7, 5.2, 5.001086956521739)","(3.4, 3.95, 3.89)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:41:01.449338,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 5.8374999999999995)","(5.5, 6.2, 6.12)","(10.0, 14.5, 14.40909090909091)","(3.7, 5.1, 5.001086956521739)","(3.4, 3.95, 3.89)","(15.0, 23.0, 18.454545454545453)","(18.0, 29.0, 27.25)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:41:02.841748,"(10.0, 17.0, 14.142857142857142)","(5.0, 6.4, 6.008695652173913)","(5.5, 6.2, 6.152)","(10.0, 14.5, 14.5)","(3.7, 5.1, 4.83125)","(3.4, 3.95, 3.92)","(15.0, 23.0, 19.25)","(18.0, 29.0, 25.4)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:41:04.174028,"(10.0, 17.0, 14.5)","(5.0, 6.4, 6.008695652173913)","(5.5, 6.2, 6.1454545454545455)","(10.0, 15.0, 14.6)","(3.7, 5.0, 4.865)","(3.4, 3.95, 3.92)","(15.0, 23.0, 19.25)","(18.0, 29.0, 25.4)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:41:05.488313,"(10.0, 17.0, 14.5)","(5.0, 6.4, 6.263636363636364)","(5.5, 6.2, 6.1454545454545455)","(10.0, 15.0, 14.6)","(3.7, 5.0, 4.935714285714286)","(3.4, 3.95, 3.9526315789473685)","(15.0, 23.0, 19.25)","(18.0, 29.0, 25.4)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:41:06.837285,"(10.0, 17.0, 16.326923076923077)","(5.0, 6.4, 6.2272727272727275)","(5.5, 6.2, 6.109090909090909)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.775)","(3.4, 4.0, 5.014285714285714)","(15.0, 23.0, 18.9375)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 470.0, 447.33333333333337)"
06-01-2023 15:41:08.155342,"(10.0, 17.0, 14.857142857142858)","(5.0, 6.4, 6.2272727272727275)","(5.5, 6.2, 6.109090909090909)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.775)","(3.4, 5.1, 4.917391304347826)","(15.0, 23.0, 18.9375)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 470.0, 422.77777777777777)"
06-01-2023 15:41:09.549925,"(10.0, 17.0, 16.125)","(5.0, 6.4, 6.2272727272727275)","(5.5, 6.2, 6.109090909090909)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.550000000000001)","(3.4, 5.3, 4.917391304347826)","(15.0, 23.0, 18.9375)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 470.0, 422.77777777777777)"
06-01-2023 15:41:11.118778,"(10.0, 17.0, 16.125)","(5.0, 6.4, 6.2272727272727275)","(5.5, 6.2, 6.109090909090909)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.775)","(3.4, 5.3, 5.14)","(15.0, 23.0, 18.9375)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 470.0, 422.77777777777777)"
06-01-2023 15:41:17.275284,"(10.0, 17.0, 16.125)","(5.0, 6.4, 6.120588235294118)","(5.5, 6.2, 6.109090909090909)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.82)","(3.4, 5.3, 5.14)","(15.0, 22.0, 20.4)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 460.0, 438.66666666666663)"
06-01-2023 15:41:18.978314,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.103125)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.781818181818182)","(3.4, 5.5, 5.366666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:20.448485,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.103125)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.781818181818182)","(3.4, 5.5, 5.366666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:21.846954,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.103125)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.781818181818182)","(3.4, 5.5, 5.366666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:23.240164,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.103125)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.781818181818182)","(3.4, 5.5, 5.366666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:24.638466,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.103125)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.781818181818182)","(3.4, 5.5, 5.366666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:26.021900,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.103125)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.7)","(3.4, 5.5, 5.366666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:27.449019,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.103125)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.7)","(3.4, 5.5, 5.366666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:28.856192,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.6)","(3.4, 5.5, 5.449999999999999)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:30.303518,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.572222222222222)","(3.4, 5.6, 5.449999999999999)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:31.768254,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.572222222222222)","(3.4, 5.6, 5.449999999999999)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 439.2857142857143)"
06-01-2023 15:41:33.251158,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.572222222222222)","(3.4, 5.6, 5.449999999999999)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 450.0, 421.33333333333337)"
06-01-2023 15:41:34.736858,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.572222222222222)","(3.4, 5.6, 5.449999999999999)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:36.130766,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.572222222222222)","(3.4, 5.6, 5.449999999999999)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:37.614209,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.588235294117647)","(3.4, 5.6, 5.3999999999999995)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:39.060879,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.588235294117647)","(3.4, 5.6, 5.3999999999999995)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:40.475793,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.588235294117647)","(3.4, 5.6, 5.1)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:41.865110,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.136111111111111)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.588235294117647)","(3.4, 5.6, 5.1)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:43.348779,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 5.986956521739131)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.588235294117647)","(3.4, 5.6, 5.1)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:44.939046,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 5.986956521739131)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.588235294117647)","(3.4, 5.6, 5.1)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:46.507071,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 5.986956521739131)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.588235294117647)","(3.4, 5.6, 5.1)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:48.282972,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.207594936708861)","(5.5, 6.2, 6.125)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.65)","(3.4, 5.6, 4.728571428571429)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:49.805500,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.158139534883722)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.65)","(3.4, 5.8, 4.575757575757575)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:51.191878,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.158139534883722)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.65)","(3.4, 5.6, 4.43448275862069)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:52.568251,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.158139534883722)","(5.5, 6.2, 6.1)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.675)","(3.4, 5.6, 4.535714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:53.947191,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.151724137931034)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.4, 4.84)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:55.597235,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.151724137931034)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:57.009382,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.151724137931034)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:58.539804,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.151724137931034)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:41:59.986356,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.151724137931034)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:42:01.408808,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
