,Meteorite,Thunder Park,True Nobility,Wanaroo,Sir Domigo,Tillotson,Bull Dust,Gold Logie,Carry On Camping,Anges
06-01-2023 15:57:26.736625,"(15.0, 21.0, 20.7)","(4.4, 5.2, 5.151923076923077)","(7.5, 9.4, 9.35)","(13.0, 19.5, 18.785714285714285)","(3.2, 3.85, 3.778787878787879)","(3.8, 4.5, 4.4421875)","(12.0, 14.5, 14.23611111111111)","(21.0, 30.0, 28.451612903225808)","(101.0, 330.0, 306.0)","(101.0, 500.0, 460.0)"
06-01-2023 15:57:28.226122,"(15.0, 21.0, 20.7)","(4.4, 5.2, 5.15364238410596)","(7.5, 9.4, 9.35)","(13.0, 19.5, 18.785714285714285)","(3.2, 3.85, 3.7781481481481483)","(3.8, 4.5, 4.4421875)","(12.0, 14.5, 13.990099009900991)","(21.0, 30.0, 28.4)","(101.0, 330.0, 305.0)","(101.0, 500.0, 466.6666666666667)"
06-01-2023 15:57:29.731143,"(15.0, 21.0, 20.7)","(4.4, 5.2, 5.15364238410596)","(7.5, 9.4, 9.336842105263157)","(13.0, 19.5, 18.73076923076923)","(3.2, 3.85, 3.778787878787879)","(3.8, 4.5, 4.4421875)","(12.0, 14.0, 13.98913043478261)","(21.0, 30.0, 28.08)","(101.0, 330.0, 305.0)","(101.0, 500.0, 466.6666666666667)"
06-01-2023 15:57:31.481176,"(15.0, 21.0, 20.3)","(4.4, 5.2, 5.189830508474577)","(7.5, 9.4, 9.257142857142856)","(13.0, 19.5, 19.05)","(3.2, 3.85, 3.765079365079365)","(3.8, 4.5, 4.447783251231527)","(12.0, 14.0, 13.887387387387387)","(21.0, 30.0, 28.08)","(101.0, 330.0, 305.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:33.140824,"(15.0, 21.0, 20.3)","(4.4, 5.2, 5.196803652968036)","(7.5, 9.4, 9.283333333333333)","(13.0, 19.5, 18.233333333333334)","(3.2, 3.8, 3.797482014388489)","(3.8, 4.5, 4.438372093023256)","(12.0, 14.0, 13.98314606741573)","(21.0, 30.0, 28.451612903225808)","(101.0, 330.0, 310.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:34.986472,"(15.0, 21.0, 20.428571428571427)","(4.4, 5.3, 5.196330275229357)","(7.5, 9.4, 9.407843137254902)","(13.0, 18.5, 18.41176470588235)","(3.2, 3.85, 3.7904907975460125)","(3.8, 4.5, 4.441463414634146)","(12.0, 14.0, 13.98314606741573)","(21.0, 30.0, 28.451612903225808)","(101.0, 330.0, 305.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:36.884484,"(15.0, 21.0, 20.3)","(4.4, 5.3, 5.183333333333334)","(7.5, 9.6, 9.208695652173912)","(13.0, 18.5, 18.56)","(3.2, 3.85, 3.77890625)","(3.8, 4.5, 4.44223602484472)","(12.0, 14.0, 13.988372093023255)","(21.0, 30.0, 28.451612903225808)","(101.0, 330.0, 310.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:38.608439,"(15.0, 21.0, 20.3)","(4.4, 5.2, 5.196330275229357)","(7.5, 9.4, 9.272)","(13.0, 19.0, 18.56)","(3.2, 3.85, 3.768181818181818)","(3.8, 4.5, 4.454187192118226)","(12.0, 14.0, 13.9875)","(21.0, 30.0, 29.75)","(101.0, 330.0, 305.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:40.456281,"(15.0, 21.0, 20.3)","(4.4, 5.3, 5.203418803418804)","(7.5, 9.4, 9.3)","(13.0, 19.0, 18.56)","(3.2, 3.8, 3.7226277372262775)","(3.8, 4.5, 4.546551724137931)","(12.0, 14.0, 13.987903225806452)","(21.0, 32.0, 29.6)","(101.0, 330.0, 305.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:42.167492,"(15.0, 21.0, 20.3)","(4.4, 5.3, 5.228571428571429)","(7.5, 9.4, 9.145454545454545)","(13.0, 19.0, 18.56)","(3.2, 3.75, 3.7225694444444444)","(3.8, 4.6, 4.533333333333333)","(12.0, 14.0, 13.987903225806452)","(21.0, 32.0, 28.4375)","(101.0, 330.0, 305.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:43.891388,"(15.0, 21.0, 20.3)","(4.4, 5.3, 5.272972972972973)","(7.5, 9.2, 9.344827586206897)","(13.0, 19.0, 18.586206896551722)","(3.2, 3.75, 3.721376811594203)","(3.8, 4.6, 4.5445652173913045)","(12.0, 14.0, 13.989795918367347)","(21.0, 30.0, 28.636363636363637)","(101.0, 330.0, 305.0)","(101.0, 500.0, 464.44444444444446)"
06-01-2023 15:57:45.379425,"(15.0, 21.0, 20.375)","(4.4, 5.3, 5.25)","(7.5, 9.4, 9.368)","(13.0, 19.0, 17.714285714285715)","(3.2, 3.75, 3.7471014492753625)","(3.8, 4.6, 4.601818181818182)","(12.0, 14.0, 14.157894736842104)","(21.0, 29.0, 28.2)","(101.0, 330.0, 315.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:57:47.156394,"(15.0, 21.0, 20.615384615384617)","(4.4, 5.3, 5.25)","(7.5, 9.4, 9.368)","(13.0, 18.0, 17.44)","(3.2, 3.75, 3.781851851851852)","(3.8, 4.7, 4.485234899328859)","(12.0, 14.5, 14.157894736842104)","(21.0, 30.0, 28.457142857142856)","(101.0, 330.0, 305.0)","(101.0, 500.0, 478.1818181818182)"
06-01-2023 15:57:48.928413,"(15.0, 21.0, 19.571428571428573)","(4.4, 5.3, 5.276056338028169)","(7.5, 9.4, 9.373493975903614)","(13.0, 18.0, 17.44)","(3.2, 3.85, 3.798958333333333)","(3.8, 4.5, 4.472988505747127)","(12.0, 14.5, 14.157894736842104)","(21.0, 30.0, 28.457142857142856)","(101.0, 330.0, 315.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:57:50.685317,"(15.0, 20.0, 19.571428571428573)","(4.4, 5.3, 5.288524590163934)","(7.5, 9.6, 9.373493975903614)","(13.0, 18.0, 17.44)","(3.2, 3.8, 3.7991935483870964)","(3.8, 4.5, 4.474594594594595)","(12.0, 14.5, 14.073170731707316)","(21.0, 30.0, 28.457142857142856)","(101.0, 330.0, 305.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:57:52.701215,"(15.0, 20.0, 19.375)","(4.4, 5.3, 5.257407407407407)","(7.5, 9.6, 9.497142857142856)","(13.0, 18.0, 17.071428571428573)","(3.2, 3.8, 3.799390243902439)","(3.8, 4.5, 4.541333333333333)","(12.0, 14.5, 14.255102040816327)","(21.0, 30.0, 28.54054054054054)","(101.0, 330.0, 305.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:57:54.567508,"(15.0, 19.5, 19.375)","(4.4, 5.3, 5.245762711864407)","(7.5, 9.6, 9.459999999999999)","(13.0, 17.5, 16.875)","(3.2, 3.85, 3.7970338983050844)","(3.8, 4.6, 4.504109589041096)","(12.0, 14.5, 14.264705882352942)","(21.0, 30.0, 28.54054054054054)","(101.0, 330.0, 305.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:57:56.145093,"(15.0, 19.5, 19.375)","(4.4, 5.3, 5.260483870967742)","(7.5, 9.6, 9.47012987012987)","(13.0, 18.0, 16.875)","(3.2, 3.8, 3.7970338983050844)","(3.8, 4.6, 4.481967213114754)","(12.0, 14.5, 14.264705882352942)","(21.0, 30.0, 28.54054054054054)","(101.0, 330.0, 305.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:57:57.811669,"(15.0, 19.5, 19.375)","(4.4, 5.3, 5.271428571428571)","(7.5, 9.6, 9.53076923076923)","(13.0, 18.0, 16.875)","(3.2, 3.8, 3.7970338983050844)","(3.8, 4.5, 4.4714285714285715)","(12.0, 14.5, 14.264705882352942)","(21.0, 30.0, 28.54054054054054)","(101.0, 330.0, 310.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:57:59.421201,"(15.0, 20.0, 19.19047619047619)","(4.4, 5.3, 5.266666666666667)","(7.5, 9.6, 9.555555555555555)","(13.0, 18.0, 16.772727272727273)","(3.2, 3.8, 3.7970338983050844)","(3.8, 4.5, 4.477777777777778)","(12.0, 14.5, 14.432835820895523)","(21.0, 30.0, 28.57894736842105)","(101.0, 330.0, 305.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:58:01.102648,"(15.0, 20.0, 19.19047619047619)","(4.4, 5.3, 5.266666666666667)","(7.5, 9.6, 9.555555555555555)","(13.0, 17.5, 16.583333333333332)","(3.2, 3.8, 3.7970338983050844)","(3.8, 4.5, 4.48641975308642)","(12.0, 14.5, 14.404255319148936)","(21.0, 30.0, 28.57894736842105)","(101.0, 330.0, 310.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:58:02.875488,"(15.0, 20.0, 19.19047619047619)","(4.4, 5.3, 5.1084745762711865)","(7.5, 9.6, 9.64516129032258)","(13.0, 17.0, 16.470588235294116)","(3.2, 3.8, 3.8201923076923077)","(3.8, 4.5, 4.533333333333333)","(12.0, 14.5, 14.426229508196721)","(21.0, 30.0, 28.57894736842105)","(101.0, 330.0, 305.0)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:58:04.486858,"(15.0, 20.0, 19.281690140845072)","(4.4, 5.2, 5.076691729323308)","(7.5, 9.8, 9.662857142857144)","(13.0, 16.5, 16.53125)","(3.2, 3.85, 3.74873417721519)","(3.8, 4.6, 4.522471910112359)","(12.0, 14.5, 14.447761194029852)","(21.0, 30.0, 28.7)","(101.0, 330.0, 305.0)","(101.0, 500.0, 484.0)"
06-01-2023 15:58:06.065390,"(15.0, 20.0, 19.509615384615383)","(4.4, 5.1, 5.108695652173913)","(7.5, 9.8, 9.721951219512196)","(13.0, 17.0, 16.625)","(3.2, 3.75, 3.7767676767676766)","(3.8, 4.6, 4.522619047619047)","(12.0, 14.5, 14.483333333333333)","(21.0, 30.0, 29.103448275862068)","(101.0, 330.0, 305.0)","(101.0, 500.0, 484.0)"
06-01-2023 15:58:07.670863,"(15.0, 20.0, 18.9375)","(4.4, 5.2, 5.121951219512195)","(7.5, 9.8, 9.724444444444444)","(13.0, 17.0, 16.625)","(3.2, 3.8, 3.7886138613861386)","(3.8, 4.6, 4.521590909090909)","(12.0, 14.5, 14.483333333333333)","(21.0, 30.0, 29.037037037037038)","(101.0, 330.0, 305.0)","(101.0, 500.0, 484.0)"
06-01-2023 15:58:09.323604,"(15.0, 19.0, 19.071428571428573)","(4.4, 5.2, 5.092349726775956)","(7.5, 9.8, 9.784313725490197)","(13.0, 17.0, 16.677419354838708)","(3.2, 3.8, 3.7097323600973238)","(3.8, 4.6, 4.627659574468085)","(12.0, 14.5, 14.604166666666666)","(21.0, 30.0, 29.133333333333333)","(101.0, 330.0, 308.57142857142856)","(101.0, 500.0, 484.0)"
06-01-2023 15:58:10.999285,"(15.0, 19.5, 19.00980392156863)","(4.4, 5.1, 5.061855670103093)","(7.5, 9.8, 9.682828282828284)","(13.0, 17.0, 16.73913043478261)","(3.2, 3.75, 3.708760107816712)","(3.8, 4.7, 4.6156250000000005)","(12.0, 15.0, 14.627906976744185)","(21.0, 30.0, 29.133333333333333)","(101.0, 330.0, 325.0)","(101.0, 500.0, 484.0)"
06-01-2023 15:58:12.655852,"(15.0, 20.0, 19.107142857142858)","(4.4, 5.1, 5.061855670103093)","(7.5, 9.8, 9.577215189873417)","(13.0, 17.0, 16.8125)","(3.2, 3.75, 3.7151480637813212)","(3.8, 4.7, 4.6496732026143786)","(12.0, 15.0, 14.692307692307692)","(21.0, 30.0, 28.73170731707317)","(101.0, 330.0, 325.0)","(101.0, 500.0, 485.45454545454544)"
06-01-2023 15:58:14.371839,"(15.0, 20.0, 19.545454545454547)","(4.4, 5.1, 5.090643274853801)","(7.5, 9.6, 9.626666666666667)","(13.0, 17.0, 16.875)","(3.2, 3.75, 3.6571656050955412)","(3.8, 4.7, 4.664900662251656)","(12.0, 15.0, 14.806818181818182)","(21.0, 30.0, 29.103448275862068)","(101.0, 300.0, 290.55555555555554)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:58:16.046074,"(15.0, 20.0, 19.583333333333332)","(4.4, 5.1, 4.997695852534562)","(7.5, 9.8, 9.646376811594203)","(13.0, 17.0, 16.86842105263158)","(3.2, 3.7, 3.6637466307277626)","(3.8, 4.7, 4.674698795180723)","(12.0, 15.0, 14.915094339622641)","(21.0, 30.0, 29.075)","(101.0, 300.0, 290.55555555555554)","(101.0, 500.0, 482.22222222222223)"
06-01-2023 15:58:17.571358,"(15.0, 20.0, 19.66216216216216)","(4.4, 5.0, 5.039130434782608)","(7.5, 9.8, 9.541818181818181)","(13.0, 17.5, 17.15625)","(3.2, 3.7, 3.631470588235294)","(3.8, 4.7, 4.71004016064257)","(12.0, 15.0, 15.134920634920634)","(21.0, 30.0, 29.35)","(101.0, 300.0, 290.55555555555554)","(101.0, 500.0, 484.0)"
06-01-2023 15:58:19.093825,"(15.0, 20.0, 19.68354430379747)","(4.4, 5.1, 5.055932203389831)","(7.5, 9.6, 9.690909090909091)","(13.0, 17.5, 17.431818181818183)","(3.2, 3.65, 3.618333333333333)","(3.8, 4.8, 4.663030303030303)","(12.0, 15.5, 15.207692307692307)","(21.0, 30.0, 29.42222222222222)","(101.0, 300.0, 292.22222222222223)","(101.0, 500.0, 491.1111111111111)"
06-01-2023 15:58:20.555947,"(15.0, 20.0, 19.68354430379747)","(4.4, 5.1, 5.105769230769231)","(7.5, 9.8, 9.75873015873016)","(13.0, 17.5, 17.61904761904762)","(3.2, 3.65, 3.5825396825396827)","(3.8, 4.7, 4.727702702702703)","(12.0, 15.5, 14.633333333333333)","(21.0, 30.0, 29.527272727272727)","(101.0, 300.0, 298.2608695652174)","(101.0, 500.0, 491.1111111111111)"
06-01-2023 15:58:22.098074,"(15.0, 20.0, 19.819444444444443)","(4.4, 5.2, 5.0562499999999995)","(7.5, 9.8, 9.754716981132075)","(13.0, 18.0, 17.625)","(3.2, 3.6, 3.625)","(3.8, 4.8, 4.741025641025641)","(12.0, 15.0, 14.463855421686747)","(21.0, 30.0, 29.527272727272727)","(101.0, 300.0, 298.2608695652174)","(101.0, 500.0, 491.1111111111111)"
06-01-2023 15:58:23.602862,"(15.0, 20.0, 19.819444444444443)","(4.4, 5.1, 5.059712230215827)","(7.5, 9.8, 9.75)","(13.0, 18.0, 16.64788732394366)","(3.2, 3.65, 3.673577235772358)","(3.8, 4.8, 4.6726190476190474)","(12.0, 14.5, 14.442307692307692)","(21.0, 30.0, 29.527272727272727)","(101.0, 300.0, 298.2608695652174)","(101.0, 500.0, 494.0)"
06-01-2023 15:58:25.183954,"(15.0, 20.0, 19.87704918032787)","(4.4, 5.1, 5.0512195121951216)","(7.5, 9.8, 9.780740740740741)","(13.0, 17.0, 16.72)","(3.2, 3.7, 3.707009345794393)","(3.8, 4.7, 4.664925373134328)","(12.0, 14.5, 14.33)","(21.0, 30.0, 29.57377049180328)","(101.0, 300.0, 298.2608695652174)","(101.0, 500.0, 494.54545454545456)"
06-01-2023 15:58:26.732723,"(15.0, 20.0, 19.87704918032787)","(4.4, 5.1, 5.120155038759689)","(7.5, 10.0, 9.81913043478261)","(13.0, 17.0, 16.661290322580644)","(3.2, 3.75, 3.7068627450980394)","(3.8, 4.7, 4.661481481481482)","(12.0, 14.5, 14.26388888888889)","(21.0, 30.0, 29.57377049180328)","(101.0, 300.0, 298.2608695652174)","(101.0, 500.0, 494.54545454545456)"
06-01-2023 15:58:28.284638,"(15.0, 20.0, 21.26923076923077)","(4.4, 5.2, 5.1195488721804505)","(8.0, 10.0, 9.78)","(13.0, 17.0, 16.642857142857142)","(3.2, 3.75, 3.6688340807174886)","(3.9, 4.7, 4.670114942528736)","(12.0, 14.5, 14.256756756756756)","(21.0, 30.0, 29.673076923076923)","(101.0, 300.0, 298.2608695652174)","(101.0, 500.0, 494.54545454545456)"
06-01-2023 15:58:30.090625,"(15.0, 22.0, 20.529411764705884)","(4.4, 5.2, 5.1195488721804505)","(8.0, 10.0, 9.705882352941178)","(13.0, 17.0, 16.66216216216216)","(3.2, 3.7, 3.670483870967742)","(3.9, 4.7, 4.654708520179372)","(12.0, 14.5, 14.065217391304348)","(21.0, 30.0, 29.673076923076923)","(101.0, 300.0, 298.2608695652174)","(101.0, 500.0, 494.54545454545456)"
06-01-2023 15:58:31.861973,"(15.0, 22.0, 20.666666666666668)","(4.4, 5.2, 5.109183673469388)","(8.0, 9.8, 9.555882352941175)","(13.0, 17.0, 16.66216216216216)","(3.3, 3.7, 3.6881188118811883)","(3.9, 4.7, 4.625874125874126)","(12.0, 14.0, 13.93939393939394)","(21.0, 30.0, 29.42168674698795)","(101.0, 290.0, 286.0)","(101.0, 620.0, 580.0)"
06-01-2023 15:58:33.201567,"(15.0, 22.0, 20.666666666666668)","(4.4, 5.2, 5.109183673469388)","(8.0, 9.6, 9.555882352941175)","(13.0, 17.0, 16.66216216216216)","(3.3, 3.7, 3.6906069364161853)","(3.9, 4.7, 4.6307189542483655)","(12.0, 14.0, 13.892307692307693)","(21.0, 30.0, 30.96551724137931)","(101.0, 290.0, 286.0)","(101.0, 620.0, 580.0)"
06-01-2023 15:58:34.734441,"(15.0, 22.0, 20.666666666666668)","(4.4, 5.2, 5.102197802197802)","(8.0, 9.6, 9.794339622641509)","(13.0, 17.0, 16.725274725274726)","(3.3, 3.7, 3.696217105263158)","(3.9, 4.7, 4.553469387755102)","(12.0, 14.0, 13.96788990825688)","(21.0, 32.0, 31.18918918918919)","(101.0, 290.0, 286.0)","(101.0, 620.0, 590.0)"
06-01-2023 15:58:36.420890,"(15.0, 22.0, 21.0)","(4.4, 5.2, 5.140666666666666)","(8.0, 10.5, 10.174679487179487)","(13.0, 17.0, 16.725274725274726)","(3.3, 3.7, 3.684777227722772)","(3.9, 4.6, 4.537234042553191)","(12.0, 14.0, 13.88671875)","(21.0, 32.0, 31.03030303030303)","(101.0, 290.0, 285.0)","(101.0, 620.0, 590.0)"
06-01-2023 15:58:37.919145,"(15.0, 22.0, 21.03448275862069)","(4.4, 5.2, 5.173456790123457)","(8.0, 10.5, 10.174679487179487)","(13.0, 17.0, 17.189655172413794)","(3.3, 3.7, 3.6858455882352943)","(4.0, 4.6, 4.542156862745098)","(12.0, 14.0, 13.93421052631579)","(21.0, 32.0, 27.72222222222222)","(101.0, 290.0, 287.14285714285717)","(101.0, 620.0, 590.0)"
06-01-2023 15:58:39.371159,"(15.0, 22.0, 20.943396226415093)","(4.4, 5.2, 5.173456790123457)","(8.0, 10.5, 10.192424242424243)","(13.0, 17.5, 16.75)","(3.3, 3.7, 3.686101083032491)","(4.0, 4.6, 4.550627615062761)","(12.0, 14.0, 13.883720930232558)","(21.0, 28.0, 29.318181818181817)","(101.0, 290.0, 287.14285714285717)","(101.0, 620.0, 590.0)"
06-01-2023 15:58:40.873636,"(15.0, 22.0, 20.847457627118644)","(4.4, 5.2, 5.108974358974359)","(8.0, 10.5, 10.192424242424243)","(13.0, 17.0, 16.75)","(3.3, 3.7, 3.6801075268817205)","(4.0, 4.6, 4.545871559633027)","(12.0, 14.0, 13.93421052631579)","(21.0, 30.0, 29.318181818181817)","(101.0, 290.0, 287.14285714285717)","(101.0, 620.0, 590.0)"
06-01-2023 15:58:42.295539,"(15.0, 22.0, 20.847457627118644)","(4.4, 5.2, 5.153896103896104)","(8.0, 10.5, 10.192424242424243)","(13.0, 17.0, 16.75)","(3.3, 3.7, 3.6800359712230217)","(4.0, 4.6, 4.542372881355932)","(12.0, 14.0, 13.93421052631579)","(21.0, 30.0, 29.318181818181817)","(101.0, 290.0, 287.14285714285717)","(101.0, 620.0, 592.5)"
06-01-2023 15:58:43.801128,"(15.0, 22.0, 20.7)","(4.4, 5.2, 5.15)","(8.0, 10.5, 10.18380062305296)","(13.0, 17.0, 16.772727272727273)","(3.3, 3.7, 3.672089947089947)","(3.9, 4.6, 4.549019607843137)","(12.0, 14.0, 13.98469387755102)","(21.0, 30.0, 29.0)","(101.0, 290.0, 287.14285714285717)","(101.0, 620.0, 592.5)"
06-01-2023 15:58:45.181783,"(15.0, 21.0, 20.7)","(4.4, 5.2, 5.15)","(8.0, 10.5, 10.70945945945946)","(13.0, 17.0, 17.541666666666668)","(3.3, 3.7, 3.742713567839196)","(3.9, 4.6, 4.484343434343434)","(12.0, 14.5, 14.344827586206897)","(21.0, 30.0, 26.076923076923077)","(101.0, 290.0, 290.0)","(101.0, 620.0, 592.5)"
06-01-2023 15:58:46.772414,"(15.0, 18.5, 16.61111111111111)","(4.4, 5.1, 5.093157894736842)","(8.0, 11.0, 10.763975155279503)","(13.0, 18.0, 17.607142857142858)","(3.3, 3.75, 3.7803571428571425)","(3.9, 4.5, 4.492)","(12.0, 14.5, 14.360824742268042)","(21.0, 27.0, 26.294117647058822)","(101.0, 300.0, 290.90909090909093)","(101.0, 620.0, 598.0)"
06-01-2023 15:58:48.282504,"(15.0, 17.5, 16.61111111111111)","(4.4, 5.1, 5.081944444444444)","(8.0, 11.0, 11.062068965517241)","(13.0, 18.0, 17.689393939393938)","(3.3, 3.8, 3.7882211538461537)","(3.9, 4.5, 4.480451127819549)","(12.0, 14.5, 14.39010989010989)","(21.0, 27.0, 26.333333333333332)","(101.0, 300.0, 292.0)","(101.0, 620.0, 606.0)"
06-01-2023 15:58:49.999331,"(15.0, 16.5, 16.87837837837838)","(4.4, 5.1, 5.132051282051282)","(8.0, 11.5, 11.203947368421053)","(13.0, 18.0, 17.86231884057971)","(3.3, 3.8, 3.6950000000000003)","(3.9, 4.5, 4.539372822299652)","(12.0, 15.0, 14.55084745762712)","(21.0, 25.0, 24.40909090909091)","(101.0, 300.0, 292.0)","(101.0, 830.0, 750.0)"
06-01-2023 15:58:51.433310,"(15.0, 17.0, 16.774509803921568)","(4.4, 5.2, 5.129955947136564)","(8.0, 11.5, 11.2125)","(13.0, 18.0, 16.9247311827957)","(3.3, 3.7, 3.694465648854962)","(3.9, 4.6, 4.556756756756757)","(12.0, 15.0, 14.530973451327434)","(21.0, 25.0, 24.214285714285715)","(101.0, 300.0, 292.0)","(101.0, 830.0, 750.0)"
06-01-2023 15:58:53.439493,"(15.0, 17.5, 17.136363636363637)","(4.4, 5.2, 5.142259414225942)","(8.0, 11.5, 11.253731343283581)","(13.0, 17.0, 16.714285714285715)","(3.3, 3.7, 3.6935840707964602)","(3.9, 4.6, 4.559701492537314)","(12.0, 15.0, 14.535714285714286)","(21.0, 25.0, 24.214285714285715)","(101.0, 300.0, 292.0)","(101.0, 830.0, 750.0)"
06-01-2023 15:59:00.621925,"(14.0, 17.5, 17.136363636363637)","(4.4, 5.2, 5.212328767123288)","(8.0, 11.5, 11.248175182481752)","(13.0, 17.0, 16.6)","(3.3, 3.7, 3.6938818565400844)","(3.9, 4.6, 4.551170568561873)","(12.0, 15.0, 14.535714285714286)","(21.0, 25.0, 24.09375)","(101.0, 300.0, 311.42857142857144)","(101.0, 830.0, 750.0)"
06-01-2023 15:59:03.231799,"(14.0, 17.5, 17.428571428571427)","(4.4, 5.3, 5.216580310880829)","(8.0, 11.5, 11.214975845410628)","(13.0, 17.0, 16.92982456140351)","(3.3, 3.7, 3.6264900662251653)","(3.9, 4.7, 4.608558558558558)","(12.0, 15.0, 14.529411764705882)","(21.0, 24.0, 23.59375)","(101.0, 340.0, 320.0)","(101.0, 980.0, 823.3333333333333)"
06-01-2023 15:59:05.199487,"(14.0, 17.5, 17.64179104477612)","(4.4, 5.3, 5.249253731343283)","(8.0, 11.5, 11.210900473933648)","(13.0, 17.0, 17.05)","(3.3, 3.65, 3.6439119170984453)","(3.9, 4.7, 4.665815760266371)","(12.0, 15.0, 14.455752212389381)","(21.0, 24.0, 22.705882352941178)","(101.0, 340.0, 334.2857142857143)","(101.0, 970.0, 878.0)"
06-01-2023 15:59:07.143666,"(14.0, 18.0, 17.376923076923077)","(4.4, 5.3, 5.256976744186047)","(8.0, 11.5, 11.180628272251308)","(13.0, 17.5, 16.92241379310345)","(3.3, 3.65, 3.6256916996047432)","(3.9, 4.7, 4.735260115606937)","(12.0, 14.5, 14.608910891089108)","(21.0, 23.0, 22.75)","(101.0, 340.0, 326.6666666666667)","(101.0, 970.0, 714.4444444444445)"
06-01-2023 15:59:08.887113,"(14.0, 17.5, 17.357142857142858)","(4.4, 5.3, 5.2650442477876105)","(8.0, 11.5, 11.200980392156863)","(13.0, 17.0, 16.3125)","(3.3, 3.65, 3.6276556776556776)","(3.9, 4.8, 4.734883720930233)","(12.0, 15.0, 14.608910891089108)","(21.0, 24.0, 22.558139534883722)","(101.0, 340.0, 326.6666666666667)","(101.0, 970.0, 816.6666666666667)"
06-01-2023 15:59:10.527509,"(14.0, 17.5, 17.283783783783782)","(4.4, 5.3, 5.318435754189944)","(8.0, 11.5, 11.213615023474178)","(13.0, 16.5, 16.283783783783782)","(3.3, 3.65, 3.6256619144602853)","(3.9, 4.8, 4.733986928104575)","(12.0, 15.0, 14.545454545454545)","(21.0, 24.0, 22.178571428571427)","(101.0, 340.0, 326.6666666666667)","(101.0, 970.0, 714.4444444444445)"
06-01-2023 15:59:12.251459,"(14.0, 17.5, 17.283783783783782)","(4.4, 5.4, 5.323741007194244)","(8.0, 11.5, 11.195)","(13.0, 16.5, 16.305555555555557)","(3.3, 3.65, 3.55754817987152)","(3.9, 4.8, 4.741025641025641)","(12.0, 15.0, 14.495)","(21.0, 23.0, 22.178571428571427)","(101.0, 340.0, 326.6666666666667)","(101.0, 970.0, 816.6666666666667)"
06-01-2023 15:59:13.843743,"(14.0, 17.5, 17.49462365591398)","(4.4, 5.4, 5.3964071856287426)","(8.0, 11.5, 11.270462633451958)","(13.0, 16.5, 16.403225806451612)","(3.3, 3.6, 3.5362987012987013)","(3.9, 4.8, 4.764415584415584)","(12.0, 14.5, 14.641304347826088)","(21.0, 23.0, 22.514285714285712)","(101.0, 340.0, 333.3333333333333)","(101.0, 970.0, 714.4444444444445)"
06-01-2023 15:59:15.761331,"(15.0, 18.0, 17.867924528301888)","(4.4, 5.4, 5.39639175257732)","(8.5, 11.5, 11.283557046979865)","(13.0, 16.5, 16.471698113207548)","(3.3, 3.55, 3.5367399741267787)","(4.2, 4.8, 4.763072776280324)","(12.0, 15.0, 14.35611510791367)","(21.0, 23.0, 22.514285714285712)","(101.0, 400.0, 345.0)","(101.0, 970.0, 838.5714285714286)"
06-01-2023 15:59:17.380707,"(15.0, 17.5, 17.612244897959183)","(4.4, 5.4, 5.395857988165681)","(8.5, 11.5, 11.28135593220339)","(13.0, 16.5, 16.47457627118644)","(3.3, 3.55, 3.5369426751592354)","(4.2, 4.8, 4.766363636363637)","(12.0, 14.5, 14.33739837398374)","(21.0, 23.0, 22.64516129032258)","(101.0, 390.0, 330.0)","(101.0, 970.0, 740.0)"
06-01-2023 15:59:19.097026,"(14.0, 18.0, 17.18032786885246)","(4.4, 5.4, 5.421008403361345)","(8.0, 11.5, 11.278350515463918)","(13.0, 16.5, 16.41176470588235)","(3.3, 3.55, 3.5603076923076924)","(4.2, 4.8, 4.752463768115942)","(12.0, 14.5, 14.341269841269842)","(21.0, 23.0, 23.733333333333334)","(101.0, 390.0, 340.0)","(101.0, 970.0, 740.0)"
06-01-2023 15:59:20.803865,"(14.0, 17.5, 17.217391304347824)","(4.4, 5.5, 5.41522842639594)","(8.5, 11.5, 11.262867647058824)","(13.0, 16.5, 16.47457627118644)","(3.3, 3.6, 3.5508620689655173)","(4.0, 4.8, 4.75111821086262)","(12.0, 14.5, 14.309352517985612)","(20.0, 24.0, 24.027027027027028)","(101.0, 380.0, 340.0)","(101.0, 970.0, 838.5714285714286)"
