,Reliant,Lingering Promise,Palacein,Super Empire,Tiffany Twist,Tacha Gold,Taiga,Peek Factor
15-12-2022 14:42:29.913928,"(3.4, 3.45, 3.3875)","(13.0, 21.0, 18.375)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(16.0, 34.0, 31.375)","(11.0, 22.0, 19.666666666666668)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:30.926899,"(3.4, 3.45, 3.3875)","(13.0, 21.0, 18.375)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(16.0, 34.0, 31.375)","(11.0, 22.0, 19.666666666666668)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:31.899224,"(3.2, 3.45, 3.3875)","(13.0, 21.0, 18.375)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 31.375)","(11.0, 22.0, 19.666666666666668)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:32.938308,"(3.2, 3.45, 3.3875)","(13.0, 22.0, 20.5)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 28.6)","(11.0, 22.0, 17.714285714285715)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:33.913469,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 31.0)","(11.0, 22.0, 17.714285714285715)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:34.879213,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 31.0)","(11.0, 22.0, 17.714285714285715)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:35.866907,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 31.0)","(11.0, 22.0, 17.714285714285715)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:36.888598,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 31.0)","(11.0, 22.0, 19.923076923076923)","(7.5, 8.8, 8.32)"
15-12-2022 14:42:37.926337,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 31.0)","(11.0, 22.0, 17.714285714285715)","(7.5, 8.8, 8.246153846153847)"
15-12-2022 14:42:38.875000,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 31.0)","(11.0, 22.0, 17.714285714285715)","(7.5, 8.8, 8.256)"
15-12-2022 14:42:39.963341,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.5, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(18.0, 34.0, 37.66666666666667)","(11.0, 22.0, 18.571428571428573)","(7.5, 8.8, 8.799999999999999)"
15-12-2022 14:42:40.966223,"(3.2, 3.45, 3.2045454545454546)","(13.0, 20.0, 18.125)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(19.0, 40.0, 37.0)","(11.0, 28.0, 22.0)","(7.5, 9.2, 8.799999999999999)"
15-12-2022 14:42:41.911948,"(3.2, 3.45, 3.27)","(13.0, 20.0, 18.125)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(19.0, 40.0, 37.0)","(11.0, 27.0, 25.8125)","(7.5, 9.2, 8.799999999999999)"
15-12-2022 14:42:42.871001,"(3.2, 3.45, 3.27)","(13.0, 20.0, 18.125)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.7, 5.311111111111111)","(19.0, 40.0, 37.66666666666667)","(11.0, 27.0, 25.8125)","(7.5, 9.2, 8.799999999999999)"
15-12-2022 14:42:43.862586,"(3.2, 3.45, 3.33)","(13.0, 22.0, 20.5)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 37.66666666666667)","(11.0, 27.0, 25.88888888888889)","(7.5, 9.2, 8.533333333333333)"
15-12-2022 14:42:44.978218,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.1)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 36.5)","(11.0, 27.0, 22.0)","(7.5, 9.2, 8.52)"
15-12-2022 14:42:45.981815,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.1)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 36.5)","(11.0, 27.0, 22.0)","(7.5, 9.0, 8.52)"
15-12-2022 14:42:46.947846,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 33.5)","(11.0, 27.0, 20.333333333333332)","(7.5, 9.0, 8.52)"
15-12-2022 14:42:48.008321,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 33.5)","(11.0, 27.0, 20.333333333333332)","(7.5, 9.0, 8.52)"
15-12-2022 14:42:49.249910,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 33.5)","(11.0, 27.0, 20.333333333333332)","(7.5, 9.0, 8.52)"
15-12-2022 14:42:50.321043,"(3.2, 3.45, 3.4071428571428575)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.233333333333333)","(19.0, 40.0, 33.5)","(11.0, 27.0, 20.333333333333332)","(7.5, 9.0, 8.52)"
15-12-2022 14:42:51.368180,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 37.4)","(11.0, 27.0, 24.142857142857142)","(7.5, 9.0, 8.52)"
15-12-2022 14:42:52.421555,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 37.4)","(11.0, 27.0, 24.142857142857142)","(7.5, 9.0, 8.52)"
15-12-2022 14:42:53.540083,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 37.4)","(11.0, 27.0, 24.142857142857142)","(7.5, 9.0, 8.672727272727272)"
15-12-2022 14:42:54.689786,"(3.2, 3.45, 3.4071428571428575)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.333333333333333)","(19.0, 40.0, 37.4)","(11.0, 27.0, 24.88888888888889)","(7.5, 9.0, 8.672727272727272)"
15-12-2022 14:42:55.772972,"(3.2, 3.45, 3.4071428571428575)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.257142857142857)","(18.0, 40.0, 33.5)","(11.0, 27.0, 24.88888888888889)","(7.5, 9.0, 8.672727272727272)"
15-12-2022 14:42:56.908254,"(3.2, 3.45, 3.33)","(13.0, 22.0, 21.55)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.257142857142857)","(18.0, 40.0, 34.666666666666664)","(11.0, 27.0, 20.0)","(7.5, 9.0, 8.775)"
15-12-2022 14:42:58.003922,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.1)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.257142857142857)","(18.0, 38.0, 32.0)","(11.0, 26.0, 24.11111111111111)","(7.5, 9.0, 8.775)"
15-12-2022 14:42:59.138492,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.125)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.257142857142857)","(19.0, 38.0, 32.0)","(11.0, 26.0, 23.42857142857143)","(7.5, 9.0, 8.775)"
15-12-2022 14:43:00.170890,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 19.95)","(3.6, 4.7, 4.5)","(14.0, 26.0, 24.4)","(4.8, 5.6, 5.257142857142857)","(19.0, 38.0, 32.0)","(11.0, 26.0, 23.42857142857143)","(7.5, 9.0, 8.775)"
15-12-2022 14:43:01.296060,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 19.95)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.0)","(4.8, 5.6, 5.257142857142857)","(19.0, 38.0, 32.0)","(11.0, 26.0, 23.714285714285715)","(7.5, 9.0, 8.775)"
15-12-2022 14:43:02.510620,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 19.95)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.0)","(4.8, 5.6, 5.085714285714285)","(19.0, 38.0, 32.0)","(11.0, 26.0, 23.714285714285715)","(7.5, 9.0, 8.4)"
15-12-2022 14:43:03.605601,"(3.2, 3.45, 3.33)","(13.0, 21.0, 19.95)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.0)","(4.8, 5.6, 5.085714285714285)","(19.0, 38.0, 32.0)","(11.0, 26.0, 23.714285714285715)","(7.5, 9.0, 8.4)"
15-12-2022 14:43:04.789121,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.333333333333332)","(4.8, 5.6, 5.085714285714285)","(19.0, 38.0, 32.5)","(11.0, 26.0, 21.75)","(7.5, 9.0, 8.2)"
15-12-2022 14:43:05.908398,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.333333333333332)","(4.8, 5.6, 5.28695652173913)","(19.0, 36.0, 32.5)","(11.0, 23.0, 21.75)","(7.5, 9.0, 8.466666666666667)"
15-12-2022 14:43:06.974547,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.333333333333332)","(4.8, 5.6, 5.28695652173913)","(19.0, 36.0, 32.5)","(11.0, 23.0, 21.75)","(7.5, 9.0, 8.466666666666667)"
15-12-2022 14:43:08.064194,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.333333333333332)","(4.8, 5.6, 5.1684210526315795)","(19.0, 36.0, 30.0)","(11.0, 23.0, 22.0)","(7.5, 9.0, 8.466666666666667)"
15-12-2022 14:43:09.166640,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.333333333333332)","(4.8, 5.4, 5.1684210526315795)","(19.0, 36.0, 30.0)","(11.0, 23.0, 22.0)","(7.5, 9.0, 8.466666666666667)"
15-12-2022 14:43:10.234200,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 26.0, 25.333333333333332)","(4.8, 5.4, 5.1684210526315795)","(19.0, 36.0, 30.0)","(11.0, 23.0, 22.0)","(7.5, 9.0, 8.466666666666667)"
15-12-2022 14:43:11.397772,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 34.0, 28.444444444444443)","(4.8, 5.4, 5.1684210526315795)","(19.0, 36.0, 30.0)","(11.0, 23.0, 21.75)","(7.5, 9.0, 8.466666666666667)"
15-12-2022 14:43:12.543615,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 30.0, 28.0)","(4.8, 5.4, 5.1684210526315795)","(19.0, 36.0, 30.0)","(11.0, 23.0, 21.75)","(7.5, 9.0, 8.466666666666667)"
15-12-2022 14:43:13.759453,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 30.0, 28.0)","(4.8, 5.4, 5.111111111111111)","(19.0, 36.0, 30.0)","(11.0, 23.0, 21.714285714285715)","(7.5, 9.0, 8.2)"
15-12-2022 14:43:15.074144,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 30.0, 28.0)","(4.8, 5.5, 5.111111111111111)","(18.0, 36.0, 30.0)","(11.0, 23.0, 21.714285714285715)","(7.5, 9.0, 8.2)"
15-12-2022 14:43:16.406471,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 30.0, 28.0)","(4.8, 5.5, 5.111111111111111)","(18.0, 36.0, 30.0)","(11.0, 23.0, 21.714285714285715)","(7.5, 9.0, 8.2)"
15-12-2022 14:43:17.575215,"(3.2, 3.45, 3.33)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 30.0, 28.0)","(4.8, 5.5, 5.111111111111111)","(18.0, 36.0, 30.0)","(11.0, 23.0, 19.666666666666668)","(7.5, 9.0, 8.2)"
15-12-2022 14:43:18.684631,"(3.2, 3.45, 3.4071428571428575)","(13.0, 21.0, 20.045454545454547)","(3.6, 4.7, 4.5)","(14.0, 30.0, 28.0)","(4.8, 5.5, 5.111111111111111)","(19.0, 36.0, 30.0)","(11.0, 23.0, 19.666666666666668)","(7.5, 9.0, 8.32)"
15-12-2022 14:43:19.706933,"(3.2, 3.45, 3.4071428571428575)","(13.0, 20.0, 18.928571428571427)","(3.6, 4.7, 4.5)","(14.0, 32.0, 29.333333333333332)","(4.8, 5.5, 5.111111111111111)","(19.0, 36.0, 30.0)","(11.0, 23.0, 19.666666666666668)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:20.720752,"(3.2, 3.45, 3.4071428571428575)","(13.0, 20.0, 18.928571428571427)","(3.6, 4.7, 4.5)","(14.0, 32.0, 29.666666666666668)","(4.8, 5.5, 5.111111111111111)","(19.0, 36.0, 30.0)","(11.0, 23.0, 19.666666666666668)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:21.763926,"(3.2, 3.45, 3.33)","(13.0, 20.0, 18.846153846153847)","(3.6, 4.7, 4.5)","(14.0, 32.0, 29.333333333333332)","(4.8, 5.5, 5.111111111111111)","(19.0, 36.0, 32.5)","(11.0, 23.0, 19.666666666666668)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:22.835827,"(3.2, 3.45, 3.33)","(13.0, 20.0, 18.846153846153847)","(3.6, 4.7, 4.5)","(14.0, 32.0, 29.333333333333332)","(4.8, 5.5, 5.111111111111111)","(19.0, 36.0, 32.5)","(11.0, 23.0, 19.666666666666668)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:24.255434,"(3.2, 3.45, 3.33)","(13.0, 20.0, 18.846153846153847)","(3.6, 4.7, 4.5)","(14.0, 32.0, 29.666666666666668)","(4.8, 5.4, 5.025)","(19.0, 36.0, 32.5)","(11.0, 23.0, 21.571428571428573)","(7.5, 8.8, 8.145454545454546)"
15-12-2022 14:43:25.810884,"(3.2, 3.45, 3.4000000000000004)","(13.0, 20.0, 18.125)","(3.6, 4.7, 4.5)","(14.0, 32.0, 29.666666666666668)","(4.8, 5.4, 5.025)","(19.0, 36.0, 32.5)","(11.0, 23.0, 22.0)","(7.5, 8.8, 8.145454545454546)"
15-12-2022 14:43:27.025101,"(3.2, 3.45, 3.4000000000000004)","(13.0, 20.0, 18.125)","(3.6, 4.7, 4.5)","(14.0, 32.0, 29.666666666666668)","(4.8, 5.4, 5.025)","(19.0, 36.0, 32.5)","(11.0, 23.0, 19.666666666666668)","(7.5, 8.8, 8.145454545454546)"
15-12-2022 14:43:28.217674,"(3.0, 3.45, 3.266666666666667)","(13.0, 20.0, 18.125)","(3.7, 4.7, 4.5)","(14.0, 30.0, 28.4)","(4.6, 5.4, 5.025)","(21.0, 36.0, 32.5)","(13.0, 23.0, 19.666666666666668)","(7.5, 8.8, 8.145454545454546)"
15-12-2022 14:43:29.497630,"(3.0, 3.45, 3.266666666666667)","(13.0, 20.0, 18.125)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 5.025)","(21.0, 36.0, 32.5)","(13.0, 23.0, 22.0)","(7.5, 8.8, 8.145454545454546)"
15-12-2022 14:43:30.775645,"(3.0, 3.45, 3.2555555555555555)","(13.0, 20.0, 18.125)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 5.025)","(21.0, 36.0, 30.0)","(13.0, 23.0, 21.75)","(7.5, 8.8, 8.145454545454546)"
15-12-2022 14:43:32.058855,"(3.0, 3.45, 3.2555555555555555)","(13.0, 20.0, 18.125)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.4, 5.025)","(21.0, 36.0, 30.0)","(13.0, 23.0, 22.0)","(7.5, 8.8, 8.145454545454546)"
15-12-2022 14:43:33.434613,"(3.0, 3.45, 3.2555555555555555)","(13.0, 20.0, 20.5)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.4, 5.025)","(21.0, 36.0, 30.166666666666668)","(13.0, 23.0, 26.142857142857142)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:34.624466,"(3.0, 3.45, 3.2555555555555555)","(13.0, 22.0, 21.6)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.4, 5.025)","(21.0, 36.0, 30.166666666666668)","(13.0, 29.0, 25.75)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:35.692176,"(3.0, 3.45, 3.2555555555555555)","(13.0, 22.0, 20.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 5.025)","(21.0, 36.0, 30.166666666666668)","(13.0, 28.0, 25.75)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:36.775754,"(3.0, 3.45, 3.2555555555555555)","(13.0, 22.0, 20.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 5.025)","(21.0, 36.0, 30.166666666666668)","(13.0, 28.0, 25.75)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:37.895840,"(3.0, 3.45, 3.2555555555555555)","(13.0, 22.0, 20.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 5.025)","(21.0, 36.0, 30.166666666666668)","(13.0, 28.0, 25.75)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:39.011467,"(3.0, 3.45, 3.2555555555555555)","(13.0, 22.0, 20.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 4.93448275862069)","(21.0, 36.0, 30.166666666666668)","(13.0, 28.0, 25.75)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:40.176962,"(3.0, 3.45, 3.2555555555555555)","(13.0, 22.0, 20.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 4.93448275862069)","(21.0, 36.0, 30.166666666666668)","(13.0, 28.0, 25.75)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:41.317837,"(3.0, 3.45, 3.1875)","(13.0, 22.0, 20.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 4.93448275862069)","(21.0, 34.0, 29.833333333333332)","(13.0, 28.0, 25.75)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:42.464874,"(3.0, 3.45, 3.1875)","(13.0, 22.0, 20.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 25.5)","(4.6, 5.4, 4.93448275862069)","(21.0, 34.0, 29.833333333333332)","(13.0, 28.0, 26.11111111111111)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:43.662297,"(3.0, 3.4, 3.286363636363636)","(13.0, 22.0, 21.5)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.4, 4.93448275862069)","(21.0, 34.0, 29.833333333333332)","(13.0, 28.0, 26.4)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:44.870346,"(3.0, 3.4, 3.25)","(13.0, 22.0, 21.5)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.4, 4.93448275862069)","(21.0, 34.0, 29.0)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:46.063856,"(3.0, 3.4, 3.25)","(13.0, 22.0, 21.5)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.4, 4.947058823529412)","(21.0, 34.0, 28.285714285714285)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:47.340563,"(3.0, 3.4, 3.321875)","(13.0, 23.0, 21.26923076923077)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 34.0, 28.285714285714285)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:48.480048,"(3.0, 3.4, 3.321875)","(13.0, 23.0, 21.26923076923077)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 34.0, 28.285714285714285)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:49.567232,"(3.0, 3.4, 3.321875)","(13.0, 23.0, 21.26923076923077)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 34.0, 28.285714285714285)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:50.682235,"(3.0, 3.4, 3.3318181818181816)","(13.0, 23.0, 19.25)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 34.0, 28.285714285714285)","(13.0, 28.0, 24.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:51.763144,"(3.0, 3.35, 3.272222222222222)","(13.0, 22.0, 21.25)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 34.0, 27.0)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:52.769496,"(3.0, 3.35, 3.272222222222222)","(13.0, 22.0, 19.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 32.0, 27.0)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:53.829208,"(3.0, 3.35, 3.272222222222222)","(13.0, 22.0, 19.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 32.0, 27.0)","(13.0, 28.0, 24.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:54.839264,"(3.0, 3.35, 3.272222222222222)","(13.0, 22.0, 19.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 32.0, 27.0)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:55.869467,"(3.0, 3.35, 3.272222222222222)","(13.0, 22.0, 19.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 32.0, 27.0)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:56.970874,"(3.0, 3.35, 3.25)","(13.0, 22.0, 19.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 27.5)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:58.029563,"(3.0, 3.35, 3.25)","(13.0, 22.0, 19.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 27.2)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 27.5)","(13.0, 28.0, 26.0)","(7.5, 8.8, 8.32)"
15-12-2022 14:43:59.054600,"(3.0, 3.35, 3.25)","(13.0, 22.0, 19.666666666666668)","(3.7, 4.7, 4.5)","(14.0, 30.0, 30.666666666666664)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 27.5)","(13.0, 28.0, 27.25)","(7.5, 8.8, 8.666666666666666)"
15-12-2022 14:44:00.126695,"(3.0, 3.35, 3.25)","(13.0, 23.0, 21.875)","(3.7, 4.7, 4.5)","(14.0, 32.0, 30.666666666666664)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 27.5)","(13.0, 29.0, 27.25)","(7.5, 9.0, 8.666666666666666)"
15-12-2022 14:44:01.276515,"(3.0, 3.35, 3.25)","(13.0, 23.0, 21.875)","(3.7, 4.7, 4.5)","(14.0, 32.0, 29.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 27.5)","(13.0, 29.0, 27.0)","(7.5, 9.0, 8.666666666666666)"
15-12-2022 14:44:02.331555,"(3.0, 3.35, 3.25)","(13.0, 23.0, 21.875)","(3.7, 4.7, 4.5)","(14.0, 32.0, 29.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 27.5)","(13.0, 29.0, 27.0)","(7.5, 9.0, 8.25)"
15-12-2022 14:44:03.432037,"(3.0, 3.35, 3.25)","(13.0, 22.0, 20.541666666666668)","(3.7, 4.7, 4.5)","(14.0, 32.0, 29.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 27.5)","(13.0, 30.0, 27.75)","(7.5, 9.0, 8.4)"
15-12-2022 14:44:04.478850,"(3.0, 3.35, 3.25)","(13.0, 22.0, 20.541666666666668)","(3.7, 4.7, 4.5)","(14.0, 32.0, 29.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 28.75)","(13.0, 30.0, 28.0)","(7.5, 8.8, 8.4)"
15-12-2022 14:44:05.513684,"(3.0, 3.35, 3.25)","(13.0, 22.0, 20.541666666666668)","(3.7, 4.7, 4.5)","(14.0, 32.0, 29.714285714285715)","(4.6, 5.3, 4.947058823529412)","(21.0, 30.0, 36.25)","(13.0, 30.0, 28.0)","(7.5, 8.8, 8.4)"
