,Reliant,Lingering Promise,Palacein,Super Empire,Tiffany Twist,Tacha Gold,Taiga,Peek Factor
15-12-2022 14:31:17.190250,"(6.5, 5.6, 4.6)","(7.5, 21.0, 14.0)","(3.5, 5.2, 6.142857142857142)","(6.0, 22.0, 13.600000000000001)","(4.6, 8.2, 5.314285714285714)","(14.0, 32.0, 23.4)","(10.0, 23.0, 16.742857142857144)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:18.754167,"(6.5, 5.6, 4.6)","(7.5, 21.0, 14.0)","(3.5, 6.8, 5.1)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.799999999999999)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:20.327522,"(6.5, 5.6, 4.6)","(7.5, 21.0, 13.7)","(3.5, 6.8, 5.1)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:22.160894,"(6.5, 5.6, 5.1499999999999995)","(7.5, 21.0, 13.7)","(3.5, 6.8, 5.1)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:23.662171,"(6.5, 5.5, 4.336363636363636)","(7.5, 21.0, 13.7)","(3.5, 6.8, 5.1)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:25.062077,"(6.5, 5.5, 4.336363636363636)","(7.5, 21.0, 13.7)","(3.5, 6.8, 5.1)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:26.432927,"(6.5, 5.4, 4.65)","(7.5, 21.0, 13.7)","(3.5, 6.8, 5.1)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:27.790432,"(6.5, 5.4, 4.65)","(7.5, 21.0, 17.35)","(3.5, 6.6, 5.858823529411765)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:29.192002,"(6.5, 5.4, 4.65)","(7.5, 21.0, 17.35)","(3.5, 6.8, 6.321428571428571)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:30.576221,"(6.5, 5.4, 4.65)","(7.5, 21.0, 17.35)","(3.5, 6.8, 6.321428571428571)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.366666666666666)"
15-12-2022 14:31:31.923266,"(6.5, 5.4, 4.65)","(7.5, 21.0, 17.35)","(3.5, 6.8, 6.321428571428571)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.174418604651163)"
15-12-2022 14:31:33.368157,"(6.5, 5.4, 4.65)","(7.5, 21.0, 13.7)","(3.5, 6.8, 5.15)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.174418604651163)"
15-12-2022 14:31:34.790685,"(6.5, 5.3, 4.6)","(7.5, 21.0, 13.7)","(3.5, 6.8, 6.035294117647059)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.081395348837209)"
15-12-2022 14:31:36.225319,"(6.5, 5.3, 4.6)","(7.5, 21.0, 13.7)","(3.5, 6.8, 6.035294117647059)","(6.0, 22.0, 13.600000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.081395348837209)"
15-12-2022 14:31:37.592740,"(6.5, 5.3, 4.6)","(7.5, 21.0, 13.7)","(3.5, 6.8, 6.035294117647059)","(6.0, 22.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 32.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:38.961571,"(6.5, 5.3, 4.525)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.6, 5.729411764705883)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:40.390346,"(6.5, 5.3, 4.835)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.729411764705883)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:41.853429,"(6.5, 5.3, 4.473333333333334)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.729411764705883)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:43.229974,"(6.5, 5.5, 4.566666666666666)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.729411764705883)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:44.617707,"(6.5, 5.5, 4.2272727272727275)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.729411764705883)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:46.205333,"(6.5, 5.4, 4.575)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.729411764705883)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:47.589404,"(6.5, 5.4, 4.575)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.688000000000001)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:48.894775,"(6.5, 5.4, 4.575)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.688000000000001)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 5.8545454545454545)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:50.138650,"(6.5, 5.4, 4.575)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.0)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 6.142857142857142)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:51.403048,"(6.5, 5.4, 5.1000000000000005)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.0)","(6.0, 23.0, 14.100000000000001)","(4.6, 6.8, 6.142857142857142)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 6.267441860465116)"
15-12-2022 14:31:52.685491,"(6.5, 5.4, 4.9)","(7.5, 23.0, 14.700000000000001)","(3.5, 6.4, 5.0)","(6.0, 23.0, 14.100000000000001)","(4.6, 7.0, 5.636363636363637)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 7.030612244897959)"
15-12-2022 14:31:53.963129,"(6.5, 5.3, 4.85)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 5.0)","(6.0, 23.0, 14.100000000000001)","(4.6, 7.0, 5.636363636363637)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 7.030612244897959)"
15-12-2022 14:31:55.169134,"(6.5, 5.3, 4.85)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 4.720000000000001)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 6.416666666666666)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:31:56.377432,"(6.5, 5.3, 4.85)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 4.720000000000001)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 6.416666666666666)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:31:57.587722,"(6.5, 5.3, 4.85)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 4.720000000000001)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 6.416666666666666)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:31:58.863969,"(6.5, 5.3, 4.85)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 4.720000000000001)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 5.0)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:32:00.175017,"(6.5, 5.3, 4.85)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 4.720000000000001)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 4.485714285714286)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:32:01.441112,"(6.5, 5.3, 4.85)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 4.720000000000001)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 5.9)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:32:02.795891,"(6.5, 5.2, 4.800000000000001)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 4.720000000000001)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 5.066666666666666)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:32:04.503109,"(6.5, 5.2, 4.800000000000001)","(7.5, 23.0, 17.46666666666667)","(3.5, 6.4, 5.450909090909091)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 5.882352941176471)","(14.0, 34.0, 24.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.872727272727271)"
15-12-2022 14:32:05.922666,"(6.5, 5.2, 4.800000000000001)","(7.5, 23.0, 16.8)","(3.5, 6.4, 3.805)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 4.657142857142857)","(14.0, 34.0, 23.4)","(10.0, 23.0, 15.1)","(9.0, 12.0, 9.38)"
15-12-2022 14:32:07.281782,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.4, 4.093333333333334)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 4.571428571428571)","(14.0, 32.0, 23.4)","(10.0, 22.0, 15.1)","(9.0, 11.5, 9.38)"
15-12-2022 14:32:08.554788,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.456363636363637)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 4.571428571428571)","(14.0, 32.0, 23.4)","(10.0, 22.0, 15.1)","(9.0, 11.5, 9.38)"
15-12-2022 14:32:09.841360,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.4, 4.1066666666666665)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 5.18)","(14.0, 32.0, 23.4)","(10.0, 22.0, 15.6)","(9.0, 11.5, 9.38)"
15-12-2022 14:32:11.152825,"(6.5, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.456363636363637)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 4.571428571428571)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.38)"
15-12-2022 14:32:12.538106,"(6.5, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.4, 4.1066666666666665)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 4.242105263157894)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.38)"
15-12-2022 14:32:14.099085,"(6.5, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.4, 4.1066666666666665)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 4.242105263157894)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.38)"
15-12-2022 14:32:15.529226,"(6.5, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.4, 3.8200000000000003)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 5.18)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.86923076923077)"
15-12-2022 14:32:16.850838,"(6.5, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.4, 4.821538461538461)","(6.0, 23.0, 14.200000000000001)","(4.6, 6.8, 5.04)","(14.0, 32.0, 23.4)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.86923076923077)"
15-12-2022 14:32:18.198931,"(6.5, 5.1, 4.75)","(7.5, 22.0, 15.314285714285715)","(3.5, 6.4, 5.442857142857143)","(6.0, 23.0, 16.4375)","(4.6, 5.6, 5.04)","(14.0, 32.0, 23.6)","(10.0, 23.0, 16.742857142857144)","(9.0, 11.5, 8.95)"
15-12-2022 14:32:19.388897,"(6.5, 5.0, 4.7)","(7.5, 22.0, 15.4)","(3.5, 6.4, 5.442857142857143)","(6.0, 23.0, 16.475)","(4.6, 5.6, 5.384615384615384)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.799999999999999)","(9.0, 11.5, 10.042857142857143)"
15-12-2022 14:32:20.643394,"(6.5, 5.0, 4.7)","(7.5, 22.0, 16.933333333333334)","(3.5, 6.4, 5.442857142857143)","(6.0, 23.0, 16.475)","(4.6, 5.6, 5.08)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.799999999999999)","(9.0, 11.5, 9.54)"
15-12-2022 14:32:22.025571,"(6.5, 5.0, 4.7)","(7.5, 22.0, 16.933333333333334)","(3.5, 6.4, 5.442857142857143)","(6.0, 23.0, 16.3625)","(4.6, 5.6, 4.6)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.799999999999999)","(9.0, 11.5, 9.54)"
15-12-2022 14:32:23.298811,"(6.5, 5.0, 4.7)","(7.5, 22.0, 14.399999999999999)","(3.5, 6.4, 4.75)","(6.0, 23.0, 14.200000000000001)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.54)"
15-12-2022 14:32:24.471934,"(6.5, 5.0, 4.7)","(7.5, 22.0, 14.200000000000001)","(3.5, 6.4, 4.75)","(6.0, 23.0, 16.4)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 16.742857142857144)","(9.0, 11.5, 9.15)"
15-12-2022 14:32:25.697086,"(6.5, 5.0, 4.7)","(7.5, 22.0, 14.399999999999999)","(3.5, 6.4, 4.75)","(6.0, 23.0, 16.4375)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 16.742857142857144)","(9.0, 11.5, 9.15)"
15-12-2022 14:32:26.979433,"(6.5, 5.0, 4.5636363636363635)","(7.5, 22.0, 16.933333333333334)","(3.5, 6.4, 4.75)","(6.0, 23.0, 14.299999999999999)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.799999999999999)","(9.0, 11.5, 9.0)"
15-12-2022 14:32:28.268185,"(6.5, 5.6, 4.7272727272727275)","(7.5, 22.0, 16.933333333333334)","(3.5, 6.4, 4.75)","(6.0, 23.0, 14.299999999999999)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.799999999999999)","(9.0, 11.0, 9.0)"
15-12-2022 14:32:29.459866,"(6.5, 5.6, 4.7272727272727275)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.4, 4.75)","(6.0, 23.0, 14.200000000000001)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.799999999999999)","(9.0, 11.0, 9.0)"
15-12-2022 14:32:30.717950,"(6.5, 5.5, 4.95)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.4, 4.75)","(6.0, 23.0, 14.200000000000001)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.0, 9.0)"
15-12-2022 14:32:32.009169,"(6.5, 5.5, 4.95)","(7.5, 22.0, 14.600000000000001)","(3.5, 6.4, 4.75)","(6.0, 23.0, 14.200000000000001)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.0, 8.9)"
15-12-2022 14:32:33.203386,"(6.5, 5.5, 4.95)","(7.5, 22.0, 14.200000000000001)","(3.5, 6.4, 4.75)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.0, 8.9)"
15-12-2022 14:32:34.410155,"(6.5, 5.5, 4.95)","(7.5, 22.0, 16.8)","(3.5, 6.4, 4.75)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.0, 8.9)"
15-12-2022 14:32:35.736864,"(6.5, 5.5, 4.95)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.44)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.314285714285714)","(14.0, 32.0, 23.6)","(10.0, 23.0, 14.125)","(9.0, 11.0, 8.65)"
15-12-2022 14:32:37.058521,"(6.5, 5.5, 4.95)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.44)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 10.5, 8.65)"
15-12-2022 14:32:38.281672,"(6.5, 5.5, 4.95)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.44)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 10.5, 9.266666666666666)"
15-12-2022 14:32:39.314523,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.44)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 10.5, 9.266666666666666)"
15-12-2022 14:32:40.398008,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.44)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 24.0, 15.6)","(9.0, 10.5, 9.266666666666666)"
15-12-2022 14:32:41.500919,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.44)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 10.5, 9.266666666666666)"
15-12-2022 14:32:42.684670,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.4, 5.2)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 10.5, 9.266666666666666)"
15-12-2022 14:32:43.746506,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.2)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 10.5, 10.266666666666666)"
15-12-2022 14:32:44.879034,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.428571428571429)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 9.9)"
15-12-2022 14:32:46.041380,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.428571428571429)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.19375)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.2)"
15-12-2022 14:32:47.176233,"(6.5, 5.4, 4.9)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.428571428571429)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.225)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.2)"
15-12-2022 14:32:48.269202,"(6.5, 5.3, 4.85)","(7.5, 22.0, 16.8)","(3.5, 6.0, 4.92)","(6.5, 23.0, 16.475)","(4.6, 5.6, 4.225)","(14.0, 32.0, 23.6)","(10.0, 23.0, 16.742857142857144)","(9.0, 12.0, 9.771428571428572)"
15-12-2022 14:32:49.597665,"(6.5, 5.3, 4.85)","(7.5, 22.0, 17.380000000000003)","(3.5, 6.0, 5.376470588235295)","(6.5, 23.0, 16.475)","(4.6, 5.6, 4.8826086956521735)","(14.0, 32.0, 23.6)","(10.0, 23.0, 16.742857142857144)","(9.0, 12.0, 10.44)"
15-12-2022 14:32:50.934803,"(6.5, 5.3, 4.85)","(7.5, 22.0, 16.933333333333334)","(3.5, 6.0, 5.376470588235295)","(6.5, 23.0, 16.475)","(4.6, 5.6, 4.5)","(14.0, 32.0, 23.6)","(10.0, 23.0, 16.742857142857144)","(9.0, 12.0, 10.44)"
15-12-2022 14:32:52.147469,"(6.5, 5.3, 4.85)","(7.5, 22.0, 14.200000000000001)","(3.5, 6.0, 5.495238095238095)","(6.5, 23.0, 16.3625)","(4.6, 5.6, 4.5)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.799999999999999)","(9.0, 12.0, 9.25)"
15-12-2022 14:32:53.501011,"(6.5, 5.3, 4.85)","(7.5, 22.0, 14.200000000000001)","(3.5, 6.0, 5.495238095238095)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.225)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.25)"
15-12-2022 14:32:54.723142,"(6.5, 5.3, 4.85)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.495238095238095)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.6, 4.38)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.866666666666667)"
15-12-2022 14:32:55.863273,"(6.5, 5.3, 4.85)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.495238095238095)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.5, 4.38)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.866666666666667)"
15-12-2022 14:32:57.073836,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.495238095238095)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.5, 4.38)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.866666666666667)"
15-12-2022 14:32:58.131105,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.0, 5.495238095238095)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.5, 4.38)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.866666666666667)"
15-12-2022 14:32:59.212145,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.4, 6.078947368421053)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.5, 4.38)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.866666666666667)"
15-12-2022 14:33:00.419448,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.4, 4.285714285714286)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 9.866666666666667)"
15-12-2022 14:33:01.648795,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.4, 4.533333333333333)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 11.5, 7.369565217391304)"
15-12-2022 14:33:02.887178,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.4, 4.533333333333333)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 12.5, 10.2)"
15-12-2022 14:33:04.056286,"(6.5, 5.2, 4.800000000000001)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.4, 4.533333333333333)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.2)"
15-12-2022 14:33:05.237423,"(6.5, 5.7, 4.452702702702703)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 23.0, 14.200000000000001)","(4.6, 5.4, 4.533333333333333)","(14.0, 32.0, 23.6)","(10.0, 23.0, 15.6)","(9.0, 12.0, 10.2)"
15-12-2022 14:33:06.414124,"(6.0, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 23.0, 12.375)","(4.6, 5.4, 4.533333333333333)","(14.0, 32.0, 23.6)","(10.0, 23.0, 14.125)","(9.0, 12.0, 10.2)"
15-12-2022 14:33:07.610091,"(6.0, 5.1, 4.75)","(7.5, 22.0, 16.8)","(3.5, 6.2, 5.36875)","(6.5, 24.0, 12.375)","(4.6, 5.4, 4.533333333333333)","(14.0, 32.0, 23.6)","(10.0, 24.0, 14.125)","(9.0, 12.0, 10.2)"
