,Couch King,Typhoon Tony,Wonder Woolly,Wiradjuri Queen,Rutland Bella
08-12-2022 15:52:18.275971,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.525)","(3.4, 3.9, 3.6375)","(2.7, 3.7, 3.6333333333333333)"
08-12-2022 15:52:19.265214,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.525)","(3.4, 3.9, 3.6375)","(2.7, 3.7, 3.6500000000000004)"
08-12-2022 15:52:20.205790,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.525)","(3.4, 3.9, 3.725)","(2.7, 3.7, 3.5500000000000003)"
08-12-2022 15:52:21.094310,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.652173913043478)","(3.4, 3.85, 3.6833333333333336)","(2.7, 3.7, 3.446153846153846)"
08-12-2022 15:52:22.054432,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.652173913043478)","(3.4, 3.9, 3.6375)","(2.7, 3.7, 3.52)"
08-12-2022 15:52:23.008806,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 14.760416666666666)","(10.0, 11.5, 10.652173913043478)","(3.4, 3.9, 3.75)","(2.7, 3.7, 3.5333333333333337)"
08-12-2022 15:52:23.950617,"(2.6, 3.4, 3.3916666666666666)","(11.0, 16.5, 15.166666666666666)","(10.0, 11.5, 10.986842105263158)","(3.4, 3.85, 3.8202380952380954)","(2.7, 3.7, 3.4803030303030305)"
08-12-2022 15:52:24.923839,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.9)","(10.0, 12.5, 12.010204081632653)","(3.4, 3.85, 3.8202380952380954)","(2.7, 3.7, 3.4235294117647057)"
08-12-2022 15:52:25.757054,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.9)","(10.0, 12.5, 12.107843137254902)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.4235294117647057)"
08-12-2022 15:52:26.652036,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.9)","(10.0, 12.5, 11.858490566037736)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.396153846153846)"
08-12-2022 15:52:27.658855,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.833333333333334)","(10.0, 12.5, 11.858490566037736)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.488235294117647)"
08-12-2022 15:52:28.596505,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 15.38888888888889)","(10.0, 12.5, 11.51923076923077)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.545238095238095)"
08-12-2022 15:52:29.463416,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 15.071428571428571)","(10.0, 12.5, 11.76086956521739)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.4987804878048783)"
08-12-2022 15:52:30.345356,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.775862068965518)","(10.0, 12.5, 11.76086956521739)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.4987804878048783)"
08-12-2022 15:52:31.215785,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.82)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.4987804878048783)"
08-12-2022 15:52:32.106783,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.82)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.48921568627451)"
08-12-2022 15:52:33.126534,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.82)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.48921568627451)"
08-12-2022 15:52:34.004789,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.82)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.48921568627451)"
08-12-2022 15:52:34.856899,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.727272727272727)","(3.4, 3.85, 3.81875)","(2.7, 3.65, 3.322)"
08-12-2022 15:52:35.833667,"(2.6, 3.4, 3.3978723404255318)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.727272727272727)","(3.4, 3.85, 3.8134146341463415)","(2.7, 3.65, 3.316279069767442)"
08-12-2022 15:52:37.000424,"(2.6, 3.4, 3.4785714285714286)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.391304347826086)","(3.4, 3.85, 3.8195121951219515)","(2.7, 3.65, 3.388297872340426)"
08-12-2022 15:52:37.892260,"(2.6, 3.5, 3.48953488372093)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.391304347826086)","(3.4, 3.85, 3.8195121951219515)","(2.7, 3.65, 3.4125)"
08-12-2022 15:52:38.854492,"(2.6, 3.55, 3.545121951219512)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.65)","(3.4, 3.85, 3.8134146341463415)","(2.7, 3.6, 3.4125)"
08-12-2022 15:52:39.820122,"(2.6, 3.55, 3.545121951219512)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.65)","(3.4, 3.85, 3.8134146341463415)","(2.7, 3.6, 3.3840909090909093)"
08-12-2022 15:52:40.787304,"(2.6, 3.55, 3.545121951219512)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.69047619047619)","(3.4, 3.85, 3.81875)","(2.7, 3.6, 3.2954545454545454)"
08-12-2022 15:52:41.738269,"(2.6, 3.55, 3.545121951219512)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.69047619047619)","(3.4, 3.85, 3.81875)","(2.7, 3.35, 3.2676470588235293)"
08-12-2022 15:52:42.676862,"(2.6, 3.55, 3.545121951219512)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.82)","(3.4, 3.85, 3.7363636363636363)","(2.7, 3.55, 3.2642857142857142)"
08-12-2022 15:52:43.715876,"(2.6, 3.55, 3.545121951219512)","(11.0, 16.5, 14.681818181818182)","(10.0, 12.5, 11.727272727272727)","(3.4, 3.85, 3.8)","(2.7, 3.55, 3.375)"
08-12-2022 15:52:44.691394,"(2.6, 3.55, 3.545121951219512)","(11.0, 16.5, 14.63953488372093)","(10.0, 12.5, 11.727272727272727)","(3.4, 3.85, 3.802380952380952)","(2.7, 3.5, 3.375)"
08-12-2022 15:52:45.545506,"(2.6, 3.7, 3.6808510638297873)","(11.0, 16.0, 15.0625)","(10.0, 12.5, 11.555555555555555)","(3.4, 3.85, 3.802380952380952)","(2.7, 3.5, 3.375)"
08-12-2022 15:52:46.563961,"(2.6, 3.7, 3.6625)","(11.0, 16.0, 14.75)","(10.0, 12.5, 11.36)","(3.4, 3.85, 3.825609756097561)","(2.7, 3.5, 3.3189655172413794)"
08-12-2022 15:52:47.566498,"(2.6, 3.7, 3.6625)","(11.0, 16.0, 14.75)","(10.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.825609756097561)","(2.7, 3.5, 3.301282051282051)"
08-12-2022 15:52:48.385724,"(2.6, 3.7, 3.6625)","(11.0, 16.0, 14.660714285714286)","(10.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.825609756097561)","(2.7, 3.5, 3.301282051282051)"
08-12-2022 15:52:49.249653,"(2.6, 3.7, 3.6625)","(11.0, 16.0, 14.660714285714286)","(10.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8107843137254904)","(2.7, 3.5, 3.2960526315789473)"
08-12-2022 15:52:50.239357,"(2.6, 3.7, 3.6625)","(11.0, 16.0, 14.660714285714286)","(10.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8282608695652174)","(2.7, 3.45, 3.2625)"
08-12-2022 15:52:51.153466,"(2.6, 3.7, 3.676)","(11.0, 16.0, 14.660714285714286)","(10.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2729166666666667)"
08-12-2022 15:52:52.081954,"(2.6, 3.7, 3.685)","(11.0, 16.0, 14.660714285714286)","(10.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2729166666666667)"
08-12-2022 15:52:52.938423,"(2.6, 3.7, 3.685)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.36)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2729166666666667)"
08-12-2022 15:52:53.862363,"(2.6, 3.7, 3.685)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.866666666666667)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2625)"
08-12-2022 15:52:54.851605,"(2.6, 3.7, 3.65)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.204545454545455)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2397727272727272)"
08-12-2022 15:52:55.870995,"(2.6, 3.7, 3.667857142857143)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.636363636363637)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2324074074074076)"
08-12-2022 15:52:56.922097,"(2.6, 3.7, 3.667857142857143)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.636363636363637)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.0952830188679243)"
08-12-2022 15:52:57.848498,"(2.6, 3.7, 3.667857142857143)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.636363636363637)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.0952830188679243)"
08-12-2022 15:52:58.826498,"(2.6, 3.7, 3.6625)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.708333333333334)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2754545454545454)"
08-12-2022 15:52:59.756284,"(2.6, 3.7, 3.685483870967742)","(11.0, 16.0, 14.59375)","(10.0, 12.5, 11.708333333333334)","(3.4, 3.85, 3.805555555555556)","(2.7, 3.45, 3.2754545454545454)"
08-12-2022 15:53:00.845222,"(2.7, 3.7, 3.6875)","(12.0, 16.0, 14.59375)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8125)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:01.856254,"(2.7, 3.7, 3.6875)","(12.0, 16.0, 14.563829787234043)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8200000000000003)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:02.879976,"(2.7, 3.7, 3.6875)","(12.0, 16.0, 14.563829787234043)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8200000000000003)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:03.818754,"(2.7, 3.7, 3.6875)","(12.0, 16.0, 14.563829787234043)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8200000000000003)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:04.789500,"(2.7, 3.7, 3.6875)","(12.0, 16.0, 14.563829787234043)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:05.787946,"(2.7, 3.7, 3.6875)","(12.0, 16.0, 14.563829787234043)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:06.773752,"(2.7, 3.7, 3.6875)","(12.0, 15.5, 14.681818181818182)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:07.588486,"(2.7, 3.7, 3.6875)","(12.0, 15.5, 14.785714285714286)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.45, 3.2536363636363634)"
08-12-2022 15:53:08.496075,"(2.7, 3.7, 3.6875)","(12.0, 15.5, 14.642857142857142)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.4, 3.2578947368421054)"
08-12-2022 15:53:09.515834,"(2.7, 3.7, 3.6875)","(12.0, 15.5, 14.583333333333334)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.4, 3.257142857142857)"
08-12-2022 15:53:10.517245,"(2.7, 3.7, 3.6795454545454547)","(12.0, 15.5, 14.583333333333334)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.35, 3.255)"
08-12-2022 15:53:11.517987,"(2.7, 3.7, 3.6795454545454547)","(12.0, 15.5, 14.545454545454545)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.35, 3.2527777777777778)"
08-12-2022 15:53:12.504029,"(2.7, 3.7, 3.6871428571428573)","(12.0, 15.5, 14.55)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8285714285714287)","(2.7, 3.35, 3.25)"
08-12-2022 15:53:13.443456,"(2.7, 3.7, 3.6871428571428573)","(12.0, 15.5, 14.528571428571428)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.85, 3.8333333333333335)","(2.7, 3.25, 3.1045454545454545)"
08-12-2022 15:53:14.467082,"(2.7, 3.7, 3.68421052631579)","(12.0, 15.5, 14.528571428571428)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.9, 3.802941176470588)","(2.7, 3.25, 3.125)"
08-12-2022 15:53:15.446142,"(2.7, 3.7, 3.6863636363636365)","(12.0, 15.5, 14.514492753623188)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.9, 3.802941176470588)","(2.7, 3.25, 3.1045454545454545)"
08-12-2022 15:53:16.341721,"(2.7, 3.7, 3.6863636363636365)","(12.0, 15.5, 14.513698630136986)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.9, 3.8484374999999997)","(2.7, 3.25, 3.1045454545454545)"
08-12-2022 15:53:17.405178,"(2.7, 3.7, 3.6863636363636365)","(12.0, 15.0, 14.516666666666667)","(9.0, 12.5, 11.595238095238095)","(3.4, 3.9, 3.7625)","(2.7, 3.25, 3.1314814814814813)"
08-12-2022 15:53:18.427230,"(2.7, 3.7, 3.6863636363636365)","(12.0, 15.0, 14.508928571428571)","(9.0, 12.5, 11.617647058823529)","(3.4, 3.9, 3.8554054054054054)","(2.7, 3.25, 3.109459459459459)"
08-12-2022 15:53:19.374183,"(2.7, 3.7, 3.682352941176471)","(12.0, 15.0, 14.506578947368421)","(9.0, 12.5, 11.617647058823529)","(3.4, 3.9, 3.8554054054054054)","(2.7, 3.25, 3.08859649122807)"
08-12-2022 15:53:20.374688,"(2.7, 3.7, 3.682352941176471)","(12.0, 15.0, 14.506578947368421)","(9.0, 12.5, 11.617647058823529)","(3.4, 3.9, 3.875373134328358)","(2.7, 3.25, 3.0785714285714283)"
08-12-2022 15:53:21.360450,"(2.7, 3.7, 3.682352941176471)","(12.0, 15.0, 14.507575757575758)","(9.0, 12.5, 11.617647058823529)","(3.4, 3.9, 3.875373134328358)","(2.7, 3.25, 3.075287356321839)"
08-12-2022 15:53:22.361395,"(2.7, 3.7, 3.682352941176471)","(12.0, 15.0, 14.507575757575758)","(9.0, 12.5, 11.625)","(3.4, 3.9, 3.875373134328358)","(2.7, 3.25, 3.075287356321839)"
08-12-2022 15:53:23.334361,"(2.6, 3.7, 3.6884615384615387)","(12.0, 15.0, 14.506578947368421)","(9.0, 12.5, 12.033333333333333)","(3.4, 3.9, 3.875373134328358)","(2.7, 3.25, 3.075287356321839)"
08-12-2022 15:53:24.447350,"(2.6, 3.7, 3.69375)","(12.0, 15.0, 14.506578947368421)","(9.0, 12.5, 12.033333333333333)","(3.4, 3.9, 3.887704918032787)","(2.7, 3.25, 2.9416666666666664)"
08-12-2022 15:53:25.626359,"(2.6, 4.0, 3.8000000000000003)","(12.0, 15.0, 14.506756756756756)","(9.0, 12.5, 12.038461538461538)","(3.4, 3.9, 3.887704918032787)","(2.7, 3.05, 2.926190476190476)"
08-12-2022 15:53:26.645899,"(2.6, 4.0, 3.95)","(12.0, 15.0, 14.506756756756756)","(9.0, 12.5, 12.038461538461538)","(3.4, 3.9, 3.887704918032787)","(2.7, 3.05, 2.923611111111111)"
08-12-2022 15:53:27.664481,"(2.6, 4.1, 3.96)","(12.0, 15.0, 14.549382716049383)","(9.0, 12.5, 11.794117647058824)","(3.4, 3.9, 3.887704918032787)","(2.7, 3.05, 2.9227659574468086)"
08-12-2022 15:53:28.846822,"(2.6, 4.1, 3.9949999999999997)","(12.0, 15.0, 13.197530864197532)","(9.0, 12.5, 11.794117647058824)","(3.4, 3.9, 3.887704918032787)","(2.7, 3.05, 2.9227659574468086)"
08-12-2022 15:53:29.866035,"(2.6, 4.1, 3.971428571428571)","(12.0, 15.0, 13.197530864197532)","(9.0, 12.5, 11.794117647058824)","(3.4, 3.9, 3.8403225806451613)","(2.7, 3.05, 2.9229629629629628)"
08-12-2022 15:53:30.862051,"(2.6, 4.1, 4.005263157894737)","(12.0, 15.0, 13.197530864197532)","(9.0, 12.5, 11.794117647058824)","(3.4, 4.1, 3.966666666666667)","(2.7, 3.0, 2.9217391304347826)"
08-12-2022 15:53:31.935313,"(2.6, 4.1, 3.9695652173913043)","(12.0, 15.0, 13.197530864197532)","(9.0, 12.5, 11.794117647058824)","(3.4, 4.0, 3.975)","(2.7, 3.0, 2.9217391304347826)"
08-12-2022 15:53:32.940201,"(2.6, 4.1, 3.9695652173913043)","(12.0, 15.0, 13.175)","(9.0, 12.5, 11.794117647058824)","(3.4, 4.0, 3.975)","(2.7, 3.0, 2.9214285714285713)"
08-12-2022 15:53:33.975911,"(2.6, 4.1, 3.9695652173913043)","(12.0, 15.0, 13.54)","(9.0, 12.5, 11.794117647058824)","(3.4, 4.0, 3.9904761904761905)","(2.7, 3.0, 2.921212121212121)"
08-12-2022 15:53:34.945021,"(2.6, 4.1, 3.9695652173913043)","(12.0, 15.0, 13.648148148148149)","(9.0, 12.5, 11.794117647058824)","(3.4, 4.0, 3.9904761904761905)","(2.7, 3.0, 2.921212121212121)"
08-12-2022 15:53:35.863726,"(2.6, 4.1, 3.9695652173913043)","(12.0, 15.0, 13.648148148148149)","(9.0, 12.5, 11.794117647058824)","(3.4, 4.0, 3.995121951219512)","(2.7, 2.98, 2.848)"
08-12-2022 15:53:36.913835,"(2.6, 4.1, 3.9857142857142853)","(12.0, 15.0, 13.680722891566266)","(9.0, 12.5, 12.071428571428571)","(3.4, 4.0, 3.9904761904761905)","(2.7, 2.96, 2.8266666666666667)"
08-12-2022 15:53:37.962363,"(2.6, 4.1, 4.016666666666667)","(12.0, 15.0, 13.680722891566266)","(9.0, 12.5, 12.071428571428571)","(3.4, 4.0, 3.9904761904761905)","(2.7, 2.96, 2.8266666666666667)"
08-12-2022 15:53:38.903099,"(2.6, 4.1, 3.9593749999999996)","(12.0, 15.0, 13.7)","(9.0, 12.5, 12.071428571428571)","(3.4, 4.0, 3.9904761904761905)","(2.7, 2.96, 2.824516129032258)"
08-12-2022 15:53:39.889429,"(2.6, 4.1, 3.875)","(12.0, 15.0, 13.7)","(9.0, 12.5, 12.071428571428571)","(3.4, 4.0, 3.9904761904761905)","(2.7, 2.96, 2.8251851851851852)"
08-12-2022 15:53:40.849476,"(2.6, 4.1, 3.958870967741935)","(12.0, 15.0, 13.7)","(9.0, 12.5, 12.071428571428571)","(3.4, 4.0, 3.990625)","(2.7, 2.96, 2.822456140350877)"
08-12-2022 15:53:41.843437,"(2.6, 4.1, 3.821428571428571)","(12.0, 15.0, 13.7)","(9.0, 12.5, 12.071428571428571)","(3.4, 4.0, 3.925)","(2.7, 2.96, 2.821818181818182)"
08-12-2022 15:53:42.878722,"(2.6, 4.1, 3.821428571428571)","(12.0, 15.0, 13.7)","(9.0, 12.5, 11.928571428571429)","(3.4, 4.0, 3.925)","(2.7, 2.96, 2.821818181818182)"
08-12-2022 15:53:43.885422,"(2.6, 4.1, 3.813235294117647)","(12.0, 15.0, 13.7)","(9.0, 13.0, 12.210526315789474)","(3.4, 4.0, 3.9575)","(2.7, 2.96, 2.821818181818182)"
08-12-2022 15:53:44.850060,"(2.6, 4.1, 3.821428571428571)","(12.0, 15.0, 13.7)","(9.0, 13.0, 12.210526315789474)","(3.4, 4.1, 3.956060606060606)","(2.7, 2.96, 2.821818181818182)"
08-12-2022 15:53:45.772529,"(2.6, 4.1, 3.9266666666666667)","(12.0, 15.0, 13.7)","(9.0, 13.0, 12.473684210526315)","(3.4, 4.1, 3.9618421052631576)","(2.7, 2.96, 2.821818181818182)"
08-12-2022 15:53:46.764377,"(2.6, 4.1, 3.914285714285714)","(12.0, 15.0, 13.7)","(9.0, 13.0, 12.473684210526315)","(3.4, 4.1, 3.9642857142857144)","(2.7, 2.96, 2.88)"
08-12-2022 15:53:47.802889,"(2.6, 4.1, 3.9266666666666667)","(12.0, 15.0, 13.697368421052632)","(9.0, 13.0, 12.545454545454545)","(3.4, 4.1, 4.037837837837838)","(2.7, 2.94, 2.88)"
08-12-2022 15:53:48.843502,"(2.6, 4.1, 3.914285714285714)","(12.0, 15.0, 13.746835443037975)","(9.0, 13.0, 12.545454545454545)","(3.4, 4.2, 4.12)","(2.7, 2.94, 2.821875)"
08-12-2022 15:53:49.713222,"(2.6, 4.1, 3.9140845070422534)","(12.0, 15.0, 13.697368421052632)","(9.0, 13.0, 12.545454545454545)","(3.4, 4.2, 4.12)","(2.6, 2.94, 2.8387499999999997)"
08-12-2022 15:53:50.699889,"(2.8, 4.1, 3.926315789473684)","(11.0, 15.0, 13.746835443037975)","(9.0, 13.0, 12.411764705882353)","(3.5, 4.2, 4.12)","(2.6, 2.92, 2.82)"
08-12-2022 15:53:51.725115,"(2.8, 4.0, 3.9076923076923076)","(11.0, 15.0, 13.746835443037975)","(9.0, 13.0, 12.411764705882353)","(3.5, 4.2, 4.133333333333334)","(2.6, 2.9, 2.8099999999999996)"
08-12-2022 15:53:52.790331,"(2.8, 4.0, 3.870967741935484)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.583333333333334)","(3.5, 4.2, 4.152380952380953)","(2.6, 2.9, 2.815)"
08-12-2022 15:53:53.699505,"(2.8, 3.95, 3.9125)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.583333333333334)","(3.5, 4.2, 4.152380952380953)","(2.6, 2.82, 2.8)"
08-12-2022 15:53:54.609910,"(2.8, 3.95, 3.9125)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.583333333333334)","(3.5, 4.2, 4.175308641975309)","(2.6, 2.82, 2.8066666666666666)"
08-12-2022 15:53:55.615465,"(2.8, 3.95, 3.926923076923077)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.583333333333334)","(3.5, 4.2, 4.175)","(2.6, 2.84, 2.8)"
08-12-2022 15:53:56.656861,"(2.8, 3.95, 3.9125)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.615384615384615)","(3.5, 4.2, 4.1875)","(2.6, 2.84, 2.8344444444444443)"
08-12-2022 15:53:57.697510,"(2.8, 3.95, 3.926923076923077)","(11.0, 15.0, 13.714285714285714)","(9.0, 13.0, 12.615384615384615)","(3.5, 4.2, 4.1875)","(2.6, 2.84, 2.837037037037037)"
08-12-2022 15:53:58.629157,"(2.8, 3.95, 3.9125)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.615384615384615)","(3.5, 4.2, 4.1875)","(2.6, 2.84, 2.837037037037037)"
08-12-2022 15:53:59.655506,"(2.8, 3.95, 3.917857142857143)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.545454545454545)","(3.5, 4.2, 4.1869565217391305)","(2.6, 2.84, 2.837142857142857)"
08-12-2022 15:54:00.925327,"(2.8, 3.95, 3.917857142857143)","(11.0, 15.0, 13.777777777777779)","(9.0, 13.0, 12.545454545454545)","(3.5, 4.3, 4.282278481012658)","(2.6, 2.86, 2.78)"
08-12-2022 15:54:01.992537,"(2.8, 3.95, 3.917857142857143)","(11.0, 15.0, 13.625)","(9.0, 13.0, 12.545454545454545)","(3.5, 4.3, 4.281818181818181)","(2.6, 2.86, 2.797142857142857)"
08-12-2022 15:54:03.107033,"(2.8, 3.95, 3.8794117647058823)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.545454545454545)","(3.5, 4.3, 4.272839506172839)","(2.7, 2.9, 2.797142857142857)"
08-12-2022 15:54:04.215021,"(2.8, 3.95, 3.905555555555556)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.545454545454545)","(3.5, 4.3, 4.281818181818181)","(2.7, 2.9, 2.816)"
08-12-2022 15:54:05.345782,"(2.8, 3.95, 3.926923076923077)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.545454545454545)","(3.5, 4.3, 4.282278481012658)","(2.7, 2.84, 2.8)"
08-12-2022 15:54:06.504680,"(2.8, 3.95, 3.9125)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.545454545454545)","(3.5, 4.3, 4.272839506172839)","(2.7, 2.84, 2.7885714285714283)"
08-12-2022 15:54:07.586609,"(2.8, 3.95, 3.926923076923077)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.545454545454545)","(3.5, 4.3, 4.274117647058823)","(2.7, 2.84, 2.7885714285714283)"
08-12-2022 15:54:08.701914,"(2.8, 3.95, 3.921875)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.274117647058823)","(2.7, 2.84, 2.83)"
08-12-2022 15:54:09.743599,"(3.0, 3.95, 3.921875)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.274117647058823)","(2.6, 2.88, 2.855)"
08-12-2022 15:54:10.823016,"(3.0, 3.95, 3.8833333333333333)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.274117647058823)","(2.6, 2.88, 2.855)"
08-12-2022 15:54:11.886314,"(3.0, 3.95, 3.8833333333333333)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.274117647058823)","(2.6, 2.88, 2.855)"
08-12-2022 15:54:12.838447,"(3.0, 3.95, 3.9250000000000003)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.264705882352941)","(2.6, 2.88, 2.789090909090909)"
08-12-2022 15:54:13.881005,"(3.0, 3.95, 3.916666666666667)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.273809523809524)","(2.6, 2.78, 2.761153846153846)"
08-12-2022 15:54:14.988658,"(3.0, 3.95, 3.916666666666667)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.273809523809524)","(2.6, 2.78, 2.7607142857142857)"
08-12-2022 15:54:16.074136,"(3.0, 3.95, 3.9250000000000003)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.272839506172839)","(2.6, 2.78, 2.7628571428571425)"
08-12-2022 15:54:17.093123,"(3.0, 4.0, 3.93)","(11.0, 15.0, 13.625)","(10.0, 13.0, 12.541666666666666)","(3.5, 4.3, 4.272839506172839)","(2.6, 2.78, 2.773333333333333)"
