,Double Thunder,Goldstar Charm,Goldstar Justice,Homebush Shadow,Opawa Andrew,Lonely Guy,Replica Rosco
06-01-2023 11:31:48.287563,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 23.75)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:49.340685,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 23.75)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:50.364699,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 23.75)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:51.378554,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 24.8)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:52.336603,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 32.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:53.335261,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:54.390194,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:55.448182,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.166666666666666)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:56.414560,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:57.337817,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.633333333333333)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:58.260820,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.633333333333333)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:31:59.194034,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:00.159394,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:01.090888,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:02.068168,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:03.134579,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:04.199806,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:05.223130,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:06.144744,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.475)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:07.091360,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 10.3)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:08.049134,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:08.996282,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:10.016125,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:10.964270,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:11.912598,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:12.897440,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:13.935703,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:14.996622,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:16.087682,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:17.134434,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:18.117894,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 9.766666666666667)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:19.150209,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:20.118223,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:21.149181,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:22.130294,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:23.141924,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:24.079287,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:25.098327,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:26.078328,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:27.120646,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:28.159347,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:29.151517,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:30.169318,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:31.152159,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:32.150855,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:33.121869,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:34.177727,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:35.132646,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:36.075442,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:37.066989,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:38.138521,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:39.179270,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:40.160998,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:41.125023,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:42.073738,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 21.0)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:43.102237,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 34.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:44.162366,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:45.194554,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:46.190105,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:47.165458,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:48.096046,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:49.075218,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 13.383333333333333)"
06-01-2023 11:32:50.021106,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:51.046888,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:52.104118,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:53.071738,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.274999999999999)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:54.085358,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 14.236363636363636)","(5.0, 7.8, 5.682352941176471)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:55.087583,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 14.290909090909091)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:56.143435,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.575)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:57.192641,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.575)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:58.155852,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.575)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:32:59.158566,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.575)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:33:00.131877,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.575)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:33:01.233139,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.575)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 20.333333333333332)","(8.5, 14.5, 11.522222222222222)"
06-01-2023 11:33:02.195110,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 11.45)","(13.0, 26.0, 17.0)","(9.0, 16.5, 10.575)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.845454545454546)"
06-01-2023 11:33:03.110757,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 14.879999999999999)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:04.103316,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:05.079987,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:06.075779,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:07.071150,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:08.019973,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:08.936761,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:09.915697,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:11.145277,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.905263157894737)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:12.091811,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 26.0, 22.625)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.953846153846154)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:13.062498,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.953846153846154)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:14.082489,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.953846153846154)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:15.023980,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.953846153846154)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:16.011305,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 16.5, 15.027272727272727)","(5.0, 7.8, 5.953846153846154)","(15.0, 32.0, 29.42857142857143)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:17.039889,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 16.5, 15.845454545454546)","(5.0, 7.8, 5.953846153846154)","(15.0, 32.0, 29.6)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:18.078995,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 17.5, 15.845454545454546)","(5.0, 7.8, 5.953846153846154)","(15.0, 40.0, 29.6)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:19.118825,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 17.5, 15.845454545454546)","(5.0, 7.8, 5.953846153846154)","(15.0, 40.0, 29.6)","(8.5, 14.5, 10.591666666666667)"
06-01-2023 11:33:20.043589,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 13.066666666666666)","(13.0, 27.0, 23.375)","(9.0, 17.5, 15.845454545454546)","(5.0, 7.8, 5.953846153846154)","(15.0, 40.0, 29.6)","(8.5, 14.5, 9.89375)"
06-01-2023 11:33:21.012223,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 27.0, 23.375)","(9.0, 17.5, 15.845454545454546)","(5.0, 7.8, 5.953846153846154)","(15.0, 40.0, 29.6)","(8.5, 14.5, 9.770588235294117)"
06-01-2023 11:33:21.971837,"(1.8, 2.92, 1.96625)","(6.5, 16.5, 14.783333333333335)","(13.0, 27.0, 23.375)","(9.0, 17.5, 15.845454545454546)","(5.0, 7.8, 5.953846153846154)","(15.0, 40.0, 29.6)","(8.5, 14.5, 9.770588235294117)"
