,Electric Heidi,Claretown Ann,Aston Jasper,Smiling Quartile,Mythical Queen,Stopped Short,Aston Esme,Caesars Palace
16-12-2022 14:51:01.999536,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 74.52631578947368)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6000000000000005)"
16-12-2022 14:51:03.439609,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 74.52631578947368)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6000000000000005)"
16-12-2022 14:51:04.930800,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 74.52631578947368)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6000000000000005)"
16-12-2022 14:51:06.284955,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 74.52631578947368)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:07.716060,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 74.52631578947368)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:09.040846,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 74.52631578947368)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:10.373977,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 55.0)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:11.761632,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 55.0)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:13.060547,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:14.356672,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:15.629159,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:16.914978,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:18.239277,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:19.558298,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:20.823374,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:22.159986,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:23.456908,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:24.645579,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0268852459016395)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 9.120000000000001)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:25.884206,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 9.120000000000001)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:27.108933,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:28.328261,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:29.676431,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:31.242581,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:32.489524,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:33.735355,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:34.950698,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:36.085186,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.061860465116279)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:37.413469,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.035)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:38.981992,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.035)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:40.245978,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.035)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:41.513517,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.035)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:42.858745,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.642857142857142)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.68)"
16-12-2022 14:51:44.161920,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.5)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.747368421052632)"
16-12-2022 14:51:45.438269,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0515)","(8.5, 17.5, 16.5)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.747368421052632)"
16-12-2022 14:51:47.016351,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0390243902439025)","(8.5, 17.5, 16.5)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.747368421052632)"
16-12-2022 14:51:48.453746,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0390243902439025)","(8.5, 17.5, 16.5)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.907692307692308)"
16-12-2022 14:51:49.762366,"(4.4, 6.2, 5.6875)","(2.7, 3.2, 3.0390243902439025)","(8.5, 17.5, 16.5)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.907692307692308)"
16-12-2022 14:51:51.102336,"(4.4, 6.2, 5.6626865671641795)","(2.7, 3.2, 3.0390243902439025)","(8.5, 17.5, 16.5)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 8.98)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.907692307692308)"
16-12-2022 14:51:52.747311,"(4.4, 6.2, 5.6626865671641795)","(2.7, 3.2, 3.0390243902439025)","(8.5, 17.5, 16.5)","(51.0, 90.0, 72.5)","(4.4, 6.4, 6.12)","(9.0, 9.4, 9.514285714285714)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.938461538461539)"
16-12-2022 14:51:55.224452,"(4.4, 6.2, 5.6626865671641795)","(2.7, 3.2, 3.036)","(8.5, 17.5, 16.5)","(51.0, 90.0, 74.6875)","(4.4, 6.4, 5.91)","(9.0, 9.6, 9.581818181818182)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.938461538461539)"
16-12-2022 14:51:56.819557,"(4.4, 6.2, 5.666666666666667)","(2.7, 3.05, 3.0940000000000003)","(8.5, 17.5, 16.5)","(51.0, 90.0, 78.33333333333334)","(4.4, 6.4, 5.91)","(9.0, 9.8, 9.24)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.828571428571428)"
16-12-2022 14:51:58.117929,"(4.4, 6.2, 5.613953488372093)","(2.7, 3.1, 3.0940000000000003)","(8.5, 17.5, 16.5)","(51.0, 90.0, 73.84615384615384)","(4.4, 6.4, 5.855555555555556)","(9.0, 9.8, 9.24)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.828571428571428)"
16-12-2022 14:51:59.424360,"(4.4, 6.2, 5.75)","(2.7, 3.1, 3.0940000000000003)","(8.5, 17.5, 16.5)","(51.0, 90.0, 73.84615384615384)","(4.4, 6.4, 5.855555555555556)","(9.0, 9.8, 9.24)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.828571428571428)"
16-12-2022 14:52:00.763953,"(4.4, 6.2, 5.75)","(2.7, 3.1, 3.09)","(8.5, 17.5, 17.071428571428573)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.751351351351351)","(9.0, 9.8, 9.4)","(26.0, 60.0, 56.55172413793103)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:02.140101,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.1, 3.0941176470588236)","(8.5, 17.5, 15.714285714285714)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.7696969696969695)","(9.0, 9.8, 9.4)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:03.426862,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.1, 3.0941176470588236)","(8.5, 17.5, 16.71875)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.7696969696969695)","(9.0, 9.8, 9.177777777777777)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:04.734060,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.1, 3.0941176470588236)","(8.5, 17.5, 16.842105263157894)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.7696969696969695)","(9.0, 9.8, 9.177777777777777)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:06.031466,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.1, 3.0941176470588236)","(8.5, 17.5, 16.842105263157894)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.694117647058823)","(9.0, 9.8, 9.4)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:07.371671,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.1, 3.0941176470588236)","(8.5, 17.5, 16.70689655172414)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.771428571428571)","(9.0, 9.8, 9.4)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:08.689598,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.1, 3.0941176470588236)","(8.5, 18.0, 16.557692307692307)","(51.0, 90.0, 77.5)","(4.4, 6.2, 5.771428571428571)","(9.0, 9.8, 9.177777777777777)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:10.096689,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.1, 3.0704545454545453)","(8.5, 18.0, 16.369565217391305)","(51.0, 90.0, 77.5)","(4.4, 6.2, 5.866666666666666)","(9.0, 9.8, 9.177777777777777)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:11.629316,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.0839999999999996)","(8.5, 18.0, 16.96551724137931)","(51.0, 90.0, 77.5)","(4.4, 6.2, 5.771428571428571)","(9.0, 9.8, 9.4)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.825531914893617)"
16-12-2022 14:52:12.983189,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.0954545454545452)","(8.5, 18.0, 20.157894736842106)","(51.0, 90.0, 77.5)","(4.4, 6.2, 5.771428571428571)","(9.0, 9.8, 9.022222222222222)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.509803921568627)"
16-12-2022 14:52:14.291214,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.1166666666666667)","(8.5, 22.0, 19.847826086956523)","(51.0, 90.0, 77.5)","(4.4, 6.2, 5.699999999999999)","(9.0, 9.8, 9.450000000000001)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.658461538461538)"
16-12-2022 14:52:15.642605,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.121875)","(8.5, 22.0, 19.847826086956523)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.699999999999999)","(9.0, 9.8, 9.450000000000001)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.6499999999999995)"
16-12-2022 14:52:16.928694,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.121875)","(8.5, 22.0, 19.576923076923077)","(51.0, 90.0, 77.5)","(4.4, 6.4, 5.694117647058823)","(9.0, 9.8, 9.292307692307693)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.6499999999999995)"
16-12-2022 14:52:18.193878,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.116279069767442)","(8.5, 22.0, 19.576923076923077)","(51.0, 90.0, 77.5)","(4.2, 6.4, 5.694117647058823)","(9.0, 9.8, 9.299999999999999)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.6499999999999995)"
16-12-2022 14:52:19.442509,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.116279069767442)","(8.5, 22.0, 19.26086956521739)","(51.0, 90.0, 77.5)","(4.2, 6.4, 5.6702702702702705)","(9.0, 9.6, 9.16)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:20.638281,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.116279069767442)","(8.5, 22.0, 19.26086956521739)","(51.0, 90.0, 77.5)","(4.2, 6.4, 5.6702702702702705)","(9.0, 9.6, 9.16)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:21.923024,"(4.4, 6.2, 5.737096774193549)","(2.7, 3.15, 3.1233333333333335)","(8.5, 22.0, 20.157894736842106)","(51.0, 90.0, 77.5)","(4.2, 6.4, 5.826666666666667)","(9.0, 9.6, 9.141666666666666)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:23.114828,"(4.4, 6.2, 5.719402985074627)","(2.7, 3.15, 3.1233333333333335)","(8.5, 22.0, 20.157894736842106)","(51.0, 90.0, 77.5)","(4.2, 6.2, 5.444444444444445)","(9.0, 9.6, 9.176923076923076)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:24.323694,"(4.4, 6.2, 5.719402985074627)","(2.7, 3.15, 3.1395833333333334)","(8.5, 22.0, 20.157894736842106)","(51.0, 90.0, 77.5)","(4.2, 6.2, 5.51304347826087)","(9.0, 9.6, 9.24516129032258)","(26.0, 60.0, 56.0)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:25.525365,"(4.4, 6.2, 5.719402985074627)","(2.7, 3.15, 3.1395833333333334)","(8.5, 22.0, 20.157894736842106)","(51.0, 90.0, 77.5)","(4.2, 6.0, 5.4959999999999996)","(9.0, 9.6, 9.24516129032258)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:26.723626,"(4.4, 6.2, 5.719402985074627)","(2.7, 3.15, 3.131666666666667)","(8.5, 22.0, 20.157894736842106)","(51.0, 90.0, 77.5)","(4.2, 6.0, 5.64)","(9.0, 9.6, 9.24516129032258)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:27.920869,"(4.4, 6.2, 5.719402985074627)","(2.7, 3.15, 3.131666666666667)","(8.5, 22.0, 19.375)","(51.0, 90.0, 77.5)","(4.2, 6.0, 5.64)","(9.0, 9.6, 9.24516129032258)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:29.014737,"(4.4, 6.2, 5.719402985074627)","(2.7, 3.15, 3.1310344827586207)","(8.5, 22.0, 19.375)","(51.0, 90.0, 77.5)","(4.2, 6.0, 5.64)","(9.0, 9.6, 9.24516129032258)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:30.070448,"(4.4, 6.2, 5.719402985074627)","(2.6, 3.15, 3.1310344827586207)","(10.0, 22.0, 19.375)","(51.0, 90.0, 77.5)","(4.4, 6.0, 5.64)","(8.5, 9.6, 9.24516129032258)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:31.173818,"(4.4, 6.2, 5.719402985074627)","(2.6, 3.15, 3.1310344827586207)","(10.0, 22.0, 20.541666666666668)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.5636363636363635)","(8.5, 9.6, 9.05)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:32.312340,"(4.4, 6.2, 5.719402985074627)","(2.6, 3.15, 3.1310344827586207)","(10.0, 22.0, 20.333333333333332)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.533333333333333)","(8.5, 9.6, 9.18095238095238)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:33.479400,"(4.4, 6.0, 5.532608695652174)","(2.6, 3.15, 3.1310344827586207)","(10.0, 22.0, 20.8)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.427272727272728)","(8.5, 9.6, 9.05)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:34.654641,"(4.4, 6.0, 5.529230769230769)","(2.6, 3.15, 3.1310344827586207)","(10.0, 22.0, 20.8)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.427272727272728)","(8.5, 9.6, 9.05)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:35.774669,"(4.4, 6.0, 5.529230769230769)","(2.6, 3.15, 3.1310344827586207)","(10.0, 22.0, 20.8)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.427272727272728)","(8.5, 9.6, 9.18095238095238)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:36.864975,"(4.4, 6.0, 5.529230769230769)","(2.6, 3.15, 3.1310344827586207)","(10.0, 22.0, 20.8)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.427272727272728)","(8.5, 9.6, 9.05)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:38.272223,"(4.4, 6.0, 5.529230769230769)","(2.6, 3.15, 3.100874635568513)","(10.0, 22.0, 20.8)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.452173913043478)","(8.5, 9.6, 9.18095238095238)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:39.760449,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.15, 3.022222222222222)","(10.0, 22.0, 21.625)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.452173913043478)","(8.5, 9.6, 9.371428571428572)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:40.943206,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.1, 3.022222222222222)","(10.0, 22.0, 21.625)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.629411764705883)","(8.5, 9.6, 9.15)","(26.0, 60.0, 56.666666666666664)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:42.096347,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.984074074074074)","(10.0, 22.0, 21.75)","(51.0, 90.0, 72.0)","(4.4, 6.0, 5.629411764705883)","(8.5, 9.6, 9.15)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:43.280210,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.980674157303371)","(10.0, 22.0, 21.75)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.629411764705883)","(8.5, 9.6, 9.323076923076924)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:44.465873,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.9817021276595743)","(10.0, 22.0, 23.7)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.661290322580645)","(8.5, 9.6, 9.15)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:45.676318,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.9817021276595743)","(10.0, 24.0, 24.5)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.661290322580645)","(8.5, 9.6, 9.266666666666666)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:46.997119,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.9893181818181818)","(10.0, 25.0, 23.333333333333332)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.7)","(8.5, 9.6, 9.4)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:48.274555,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.9893181818181818)","(10.0, 25.0, 22.647058823529413)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.65)","(8.5, 9.6, 9.4)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:49.422226,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.9893181818181818)","(10.0, 25.0, 23.76923076923077)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.596153846153846)","(8.5, 9.6, 9.4)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:50.706437,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.9893181818181818)","(10.0, 25.0, 23.76923076923077)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.58)","(8.5, 9.6, 9.4)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
16-12-2022 14:52:51.960069,"(4.4, 6.0, 5.528787878787878)","(2.6, 3.0, 2.9893181818181818)","(10.0, 25.0, 23.76923076923077)","(51.0, 90.0, 76.36363636363636)","(4.4, 6.0, 5.58)","(8.5, 9.6, 9.4)","(26.0, 60.0, 58.888888888888886)","(5.5, 7.2, 6.661224489795918)"
