,Electric Heidi,Claretown Ann,Aston Jasper,Smiling Quartile,Mythical Queen,Stopped Short,Aston Esme,Caesars Palace
16-12-2022 14:49:02.613971,"(4.4, 6.0, 5.560975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 8.0, 6.720000000000001)","(8.5, 9.8, 8.9)","(21.0, 60.0, 46.55172413793103)","(5.5, 7.0, 6.5875)"
16-12-2022 14:49:03.736621,"(4.4, 6.0, 5.560975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 8.0, 6.720000000000001)","(8.5, 9.8, 8.9)","(21.0, 60.0, 46.55172413793103)","(5.5, 7.0, 6.536842105263158)"
16-12-2022 14:49:04.815440,"(4.4, 6.0, 5.560975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 8.0, 6.720000000000001)","(8.5, 9.8, 8.9)","(21.0, 60.0, 46.55172413793103)","(5.5, 7.0, 6.536842105263158)"
16-12-2022 14:49:05.888192,"(4.4, 6.0, 5.560975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 8.0, 6.720000000000001)","(8.5, 9.8, 8.9)","(21.0, 60.0, 46.55172413793103)","(5.5, 7.0, 6.536842105263158)"
16-12-2022 14:49:06.902255,"(4.4, 5.9, 5.433333333333334)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 8.0, 6.720000000000001)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.536842105263158)"
16-12-2022 14:49:07.993621,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 8.0, 6.491428571428572)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.536842105263158)"
16-12-2022 14:49:09.139213,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 8.0, 6.491428571428572)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.5600000000000005)"
16-12-2022 14:49:10.333330,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.8, 6.428571428571429)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.5600000000000005)"
16-12-2022 14:49:11.403364,"(4.4, 5.8, 5.328571428571428)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.8, 6.428571428571429)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.5600000000000005)"
16-12-2022 14:49:12.541008,"(4.4, 5.8, 5.328571428571428)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.8, 6.428571428571429)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.640000000000001)"
16-12-2022 14:49:13.676347,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.8, 6.306666666666667)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.6571428571428575)"
16-12-2022 14:49:14.809102,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.8, 6.306666666666667)","(8.5, 9.8, 8.9)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.6571428571428575)"
16-12-2022 14:49:16.060926,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.8, 6.523076923076923)","(8.5, 9.8, 9.157142857142857)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.6571428571428575)"
16-12-2022 14:49:17.257190,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.6, 6.4625)","(8.5, 9.8, 9.157142857142857)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.6571428571428575)"
16-12-2022 14:49:18.559709,"(4.4, 5.8, 5.328571428571428)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.6, 6.310526315789474)","(8.5, 9.8, 9.157142857142857)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.672727272727273)"
16-12-2022 14:49:19.790485,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.6, 6.310526315789474)","(8.5, 9.8, 9.157142857142857)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.672727272727273)"
16-12-2022 14:49:21.044137,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.6, 6.310526315789474)","(8.5, 9.8, 9.179310344827586)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.672727272727273)"
16-12-2022 14:49:22.298692,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.6, 6.310526315789474)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.6000000000000005)"
16-12-2022 14:49:23.409215,"(4.4, 5.8, 5.328571428571428)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.6, 6.310526315789474)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.723076923076923)"
16-12-2022 14:49:24.679352,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.6, 6.114285714285715)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.640000000000001)"
16-12-2022 14:49:25.957297,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.4, 6.009756097560976)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.7)"
16-12-2022 14:49:27.380507,"(4.4, 5.8, 5.5394736842105265)","(2.7, 3.2, 3.154)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.4, 6.009756097560976)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.7)"
16-12-2022 14:49:28.609316,"(4.4, 5.8, 5.328571428571428)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.4, 6.009756097560976)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:29.785793,"(4.4, 6.0, 5.610526315789473)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.4, 6.009756097560976)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:30.993127,"(4.4, 6.0, 5.610526315789473)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.4, 6.2)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:32.281875,"(4.4, 6.0, 5.610526315789473)","(2.7, 3.2, 3.154)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.2, 5.876470588235295)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:33.594611,"(4.4, 6.2, 5.618181818181818)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.2, 5.930769230769231)","(8.5, 9.8, 9.285714285714286)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:34.876509,"(4.4, 6.2, 5.760975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.2, 5.785714285714286)","(8.5, 9.8, 9.08)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:36.117194,"(4.4, 6.2, 5.760975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.2, 5.785714285714286)","(8.5, 9.8, 9.08)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:37.417697,"(4.4, 6.2, 5.760975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.2, 5.785714285714286)","(8.5, 9.8, 9.08)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:38.673804,"(4.4, 6.2, 5.347368421052631)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.2, 5.785714285714286)","(8.5, 9.8, 9.08)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:40.034277,"(4.4, 6.2, 5.760975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.2, 5.96)","(8.5, 9.8, 9.08)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:41.326771,"(4.4, 6.2, 5.760975609756097)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.0, 5.792857142857143)","(8.5, 9.8, 8.814285714285715)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:42.798629,"(4.4, 6.2, 5.650847457627119)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.0, 5.792857142857143)","(8.5, 9.8, 8.814285714285715)","(21.0, 55.0, 53.529411764705884)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:44.264357,"(4.4, 6.2, 5.650847457627119)","(2.7, 3.2, 3.108)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.0, 5.9437500000000005)","(8.5, 9.8, 8.814285714285715)","(21.0, 55.0, 54.34782608695652)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:45.672125,"(4.4, 6.2, 5.767567567567568)","(2.7, 3.2, 3.1589285714285715)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 7.0, 6.114285714285714)","(8.5, 9.8, 8.830769230769231)","(21.0, 60.0, 54.8)","(5.5, 7.0, 6.7)"
16-12-2022 14:49:47.126524,"(4.4, 6.2, 5.771428571428571)","(2.7, 3.2, 2.994666666666667)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.32)","(8.5, 9.8, 8.830769230769231)","(21.0, 60.0, 54.8)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:48.596504,"(4.4, 6.2, 5.760975609756097)","(2.7, 3.2, 2.994666666666667)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.055172413793104)","(8.5, 9.8, 9.2)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:49.948989,"(4.4, 5.7, 5.5311111111111115)","(2.7, 3.2, 2.994666666666667)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.055172413793104)","(8.5, 9.6, 9.2)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:51.289254,"(4.4, 5.7, 5.5634146341463415)","(2.7, 3.2, 3.015)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.125)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.82)"
16-12-2022 14:49:52.590940,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.015)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.199999999999999)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.470000000000001)"
16-12-2022 14:49:53.779603,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.015)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.199999999999999)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.470000000000001)"
16-12-2022 14:49:55.163493,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.022777777777778)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.199999999999999)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.470000000000001)"
16-12-2022 14:49:56.598118,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.022777777777778)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.199999999999999)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:49:58.088820,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.0275675675675675)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.220689655172413)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:49:59.560225,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.0275675675675675)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.8, 6.35)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:00.953638,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.6, 6.041176470588235)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:02.318147,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.6, 6.041176470588235)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:03.657797,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(41.0, 95.0, 63.5)","(4.6, 6.6, 6.041176470588235)","(8.5, 9.4, 8.933333333333334)","(21.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:05.008147,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 63.5)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:06.308879,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 63.5)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:07.622324,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:08.809842,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:10.059739,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:11.572744,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:12.944700,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:14.714120,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:16.178772,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:17.813589,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:19.256378,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.041176470588235)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:20.675335,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.6, 6.2)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.516666666666667)"
16-12-2022 14:50:22.069628,"(4.4, 5.7, 5.6)","(2.7, 3.2, 3.044)","(8.5, 17.0, 16.25)","(51.0, 95.0, 66.1)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:23.550366,"(4.4, 5.7, 5.492307692307692)","(2.7, 3.2, 3.035)","(8.5, 18.0, 15.407407407407407)","(51.0, 90.0, 75.47368421052632)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:24.894896,"(4.4, 5.7, 5.541176470588235)","(2.7, 3.2, 3.035)","(8.5, 18.0, 15.407407407407407)","(51.0, 90.0, 75.47368421052632)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:26.277502,"(4.4, 5.7, 5.565)","(2.7, 3.2, 3.035)","(8.5, 18.0, 15.613636363636363)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:27.707870,"(4.4, 5.7, 5.622857142857143)","(2.7, 3.2, 3.035)","(8.5, 18.0, 15.613636363636363)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:29.057529,"(4.4, 5.7, 5.622857142857143)","(2.7, 3.2, 3.035)","(8.5, 18.0, 15.9)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:30.454321,"(4.4, 5.7, 5.622857142857143)","(2.7, 3.2, 3.035)","(8.5, 18.0, 15.9)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:31.837363,"(4.4, 5.7, 5.622857142857143)","(2.7, 3.2, 3.035)","(8.5, 18.0, 15.9)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.0)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:33.277376,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:37.536686,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:39.001623,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:40.399799,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:41.836179,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:43.223396,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:44.903639,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.5826086956521745)"
16-12-2022 14:50:47.561203,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6625000000000005)"
16-12-2022 14:50:49.180429,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6625000000000005)"
16-12-2022 14:50:51.018592,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 5.9)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6625000000000005)"
16-12-2022 14:50:52.748487,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.2, 6.08)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6625000000000005)"
16-12-2022 14:50:54.506023,"(4.4, 6.2, 5.758620689655173)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6625000000000005)"
16-12-2022 14:50:55.939443,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.035)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6625000000000005)"
16-12-2022 14:50:57.704340,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 73.9)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.85)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6625000000000005)"
16-12-2022 14:50:59.056926,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 69.0)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6000000000000005)"
16-12-2022 14:51:00.428609,"(4.4, 6.2, 5.734545454545454)","(2.7, 3.2, 3.0268852459016395)","(8.5, 18.0, 16.055555555555557)","(51.0, 90.0, 74.52631578947368)","(4.4, 6.4, 6.08)","(9.0, 9.4, 8.933333333333334)","(26.0, 60.0, 56.0)","(5.5, 7.0, 6.6000000000000005)"
