,Apollo Dreamz,Miki Magic,Jilliby Typhoon,Bronski Delight,Isntthatright,Captain Braveheart,Turbo Bromac Nz,Lancelot Bromac Nz,Jay Tee Tyron Nz,English Dance
10-01-2023 16:49:21.527465,"(1.5, 1.75, 1.7007009345794393)","(12.0, 25.0, 23.09090909090909)","(12.0, 19.5, 18.5)","(10.0, 11.0, 10.818181818181818)","(4.8, 6.8, 6.886956521739131)","(41.0, 70.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:23.002620,"(1.5, 1.74, 1.7020338983050847)","(12.0, 25.0, 23.09090909090909)","(12.0, 19.5, 18.25)","(10.0, 11.0, 10.804347826086957)","(4.8, 7.0, 7.006896551724138)","(41.0, 70.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:24.450315,"(1.5, 1.74, 1.7039130434782608)","(12.0, 25.0, 23.09090909090909)","(12.0, 20.0, 18.5)","(10.0, 11.0, 10.65)","(4.8, 7.2, 6.7749999999999995)","(41.0, 70.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:25.850492,"(1.5, 1.73, 1.7039130434782608)","(12.0, 25.0, 23.09090909090909)","(12.0, 19.5, 18.25)","(10.0, 11.0, 10.62)","(4.8, 7.0, 6.977777777777778)","(41.0, 70.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:27.279435,"(1.5, 1.73, 1.7039130434782608)","(12.0, 25.0, 23.09090909090909)","(12.0, 20.0, 18.25)","(10.0, 11.0, 10.62)","(4.8, 7.0, 6.977777777777778)","(41.0, 70.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:28.765178,"(1.5, 1.73, 1.7039130434782608)","(12.0, 25.0, 23.6)","(12.0, 20.0, 18.25)","(10.0, 11.0, 10.62)","(4.8, 7.0, 6.695833333333333)","(41.0, 70.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:30.246468,"(1.5, 1.73, 1.7248275862068965)","(12.0, 25.0, 23.5)","(12.0, 20.0, 18.5)","(10.0, 11.0, 10.303030303030303)","(4.8, 6.8, 7.098360655737705)","(41.0, 70.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:31.736597,"(1.5, 1.74, 1.705625)","(12.0, 25.0, 23.5)","(12.0, 19.5, 18.214285714285715)","(10.0, 11.0, 10.32)","(4.8, 7.2, 6.756521739130434)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:33.230050,"(1.5, 1.75, 1.707051282051282)","(12.0, 25.0, 23.5)","(12.0, 19.5, 18.3)","(10.0, 10.5, 10.32)","(4.8, 7.2, 6.990769230769231)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:34.631316,"(1.5, 1.75, 1.701111111111111)","(12.0, 25.0, 23.5)","(12.0, 19.5, 17.653846153846153)","(10.0, 10.5, 10.25)","(4.8, 7.2, 7.322580645161291)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:36.133833,"(1.5, 1.75, 1.7107547169811321)","(12.0, 25.0, 23.5)","(12.0, 19.5, 18.285714285714285)","(10.0, 10.5, 10.18421052631579)","(4.8, 7.4, 7.3047619047619055)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:37.579405,"(1.5, 1.74, 1.7121428571428572)","(12.0, 25.0, 23.5)","(12.0, 19.0, 17.636363636363637)","(10.0, 10.5, 10.038461538461538)","(4.8, 7.4, 7.3999999999999995)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:39.072175,"(1.5, 1.74, 1.7267441860465116)","(12.0, 25.0, 23.384615384615383)","(12.0, 19.0, 17.40909090909091)","(10.0, 10.5, 10.25294117647059)","(4.8, 7.6, 7.51)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 25.0, 23.444444444444443)"
10-01-2023 16:49:40.539702,"(1.5, 1.74, 1.7223255813953489)","(12.0, 25.0, 23.384615384615383)","(12.0, 18.5, 17.5)","(10.0, 10.5, 10.25294117647059)","(4.8, 7.6, 7.566037735849057)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 24.0, 23.555555555555557)"
10-01-2023 16:49:41.962591,"(1.5, 1.74, 1.7230588235294118)","(12.0, 25.0, 23.384615384615383)","(12.0, 18.0, 17.1)","(10.0, 10.5, 10.175609756097561)","(4.8, 7.8, 7.526315789473684)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 23.0, 22.53846153846154)"
10-01-2023 16:49:43.410070,"(1.5, 1.74, 1.7156521739130435)","(12.0, 25.0, 23.384615384615383)","(12.0, 18.0, 20.705128205128204)","(10.0, 10.5, 10.120000000000001)","(4.8, 7.8, 7.466666666666667)","(41.0, 70.0, 59.09090909090909)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 23.0, 21.692307692307693)"
10-01-2023 16:49:45.118900,"(1.5, 1.74, 1.7156521739130435)","(12.0, 25.0, 23.384615384615383)","(12.0, 21.0, 20.692307692307693)","(10.0, 10.5, 10.043478260869566)","(4.8, 7.8, 7.788571428571428)","(41.0, 70.0, 59.714285714285715)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(61.0, 99999, 99990)","(14.0, 24.0, 23.666666666666668)"
10-01-2023 16:49:46.691989,"(1.5, 1.74, 1.7156521739130435)","(13.0, 25.0, 23.384615384615383)","(12.0, 21.0, 20.5)","(9.0, 10.5, 9.945454545454545)","(5.0, 7.8, 7.788571428571428)","(41.0, 70.0, 65.2)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 23.0, 22.53846153846154)"
10-01-2023 16:49:48.229840,"(1.5, 1.74, 1.7156521739130435)","(13.0, 25.0, 23.384615384615383)","(12.0, 21.0, 20.5)","(9.0, 10.0, 10.007407407407408)","(5.0, 7.8, 7.788571428571428)","(41.0, 70.0, 65.2)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 23.0, 21.692307692307693)"
10-01-2023 16:49:49.725909,"(1.5, 1.74, 1.6927232142857143)","(13.0, 25.0, 23.384615384615383)","(12.0, 21.0, 20.51923076923077)","(9.0, 10.5, 9.95)","(5.0, 7.8, 7.751724137931034)","(41.0, 70.0, 65.2)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 22.0, 21.692307692307693)"
10-01-2023 16:49:51.279179,"(1.5, 1.7, 1.69244)","(13.0, 25.0, 23.384615384615383)","(12.0, 21.0, 20.5)","(9.0, 10.0, 9.88)","(5.0, 8.0, 7.751724137931034)","(41.0, 70.0, 65.2)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 22.0, 23.666666666666668)"
10-01-2023 16:49:52.782826,"(1.5, 1.7, 1.6757142857142857)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 20.5)","(9.0, 10.0, 9.858333333333334)","(5.0, 8.0, 7.8)","(31.0, 70.0, 65.2)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.142857142857142)"
10-01-2023 16:49:54.166936,"(1.5, 1.69, 1.6649253731343283)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 20.5)","(9.0, 10.5, 9.853846153846154)","(5.0, 8.0, 7.914285714285715)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.53846153846154)"
10-01-2023 16:49:55.729777,"(1.5, 1.69, 1.664153846153846)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 20.5)","(9.0, 10.5, 9.858333333333334)","(5.0, 8.0, 7.914285714285715)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 22.53846153846154)"
10-01-2023 16:49:57.418418,"(1.5, 1.69, 1.664153846153846)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 20.5)","(9.0, 10.5, 9.858333333333334)","(5.0, 8.0, 7.933333333333334)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.75)"
10-01-2023 16:49:59.079688,"(1.5, 1.69, 1.6652941176470588)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 20.51923076923077)","(9.0, 10.5, 10.15)","(5.0, 8.0, 8.008333333333333)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.625)"
10-01-2023 16:50:00.763353,"(1.5, 1.69, 1.666338028169014)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 20.5)","(9.0, 10.5, 10.015384615384615)","(5.0, 8.2, 7.88)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.75)"
10-01-2023 16:50:02.316872,"(1.5, 1.69, 1.6864444444444444)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 20.5)","(9.0, 10.5, 10.200000000000001)","(5.0, 8.0, 8.008333333333333)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 23.625)"
10-01-2023 16:50:03.827520,"(1.5, 1.69, 1.6865054602184086)","(13.0, 25.0, 23.384615384615383)","(13.0, 21.0, 19.90909090909091)","(9.0, 10.5, 9.9)","(5.0, 8.2, 7.893333333333333)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.625)"
10-01-2023 16:50:05.280472,"(1.5, 1.69, 1.6865054602184086)","(13.0, 25.0, 23.384615384615383)","(13.0, 20.0, 19.833333333333332)","(9.0, 10.5, 10.261538461538462)","(5.0, 8.2, 8.114285714285714)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 22.75)"
10-01-2023 16:50:06.678147,"(1.5, 1.69, 1.6776923076923076)","(13.0, 25.0, 23.384615384615383)","(13.0, 20.0, 19.863636363636363)","(9.0, 10.5, 10.24074074074074)","(5.0, 8.2, 8.271428571428572)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 23.0, 23.53846153846154)"
10-01-2023 16:50:08.139585,"(1.5, 1.69, 1.6783333333333332)","(13.0, 25.0, 23.384615384615383)","(13.0, 20.0, 19.8125)","(9.0, 10.5, 10.24074074074074)","(5.0, 8.4, 8.166666666666666)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.625)"
10-01-2023 16:50:09.530788,"(1.5, 1.69, 1.6783333333333332)","(13.0, 25.0, 23.384615384615383)","(13.0, 20.0, 19.8125)","(9.0, 10.5, 10.232142857142858)","(5.0, 8.4, 8.1)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 22.692307692307693)"
10-01-2023 16:50:11.052427,"(1.5, 1.69, 1.6745714285714286)","(13.0, 25.0, 23.384615384615383)","(13.0, 20.0, 19.653846153846153)","(9.0, 10.5, 10.232142857142858)","(5.0, 8.4, 8.1)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:12.447095,"(1.5, 1.69, 1.6617258883248731)","(13.0, 25.0, 22.75)","(13.0, 20.0, 19.653846153846153)","(9.0, 10.5, 10.25)","(5.0, 8.4, 8.166666666666666)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:13.831316,"(1.5, 1.67, 1.6608426966292134)","(13.0, 24.0, 22.75)","(13.0, 20.0, 19.653846153846153)","(9.0, 10.5, 10.277777777777779)","(5.0, 8.4, 8.25)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:15.290436,"(1.5, 1.67, 1.660909090909091)","(13.0, 24.0, 22.75)","(13.0, 20.0, 19.653846153846153)","(9.0, 10.5, 10.277777777777779)","(5.0, 8.4, 8.225)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:16.805482,"(1.5, 1.67, 1.6659514170040486)","(13.0, 24.0, 22.75)","(13.0, 20.0, 19.653846153846153)","(9.0, 10.5, 10.092105263157896)","(5.0, 8.4, 8.225)","(31.0, 70.0, 66.57142857142857)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:18.345197,"(1.5, 1.67, 1.6659514170040486)","(13.0, 24.0, 22.75)","(13.0, 20.0, 19.653846153846153)","(9.0, 10.5, 10.1)","(5.0, 8.4, 8.325000000000001)","(31.0, 70.0, 63.53846153846153)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(14.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:19.853905,"(1.5, 1.67, 1.6578471138845552)","(13.0, 24.0, 22.75)","(13.0, 20.0, 19.833333333333332)","(9.0, 10.5, 10.016666666666667)","(5.0, 8.4, 8.16)","(31.0, 65.0, 58.0)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:21.417850,"(1.5, 1.66, 1.6693090211132438)","(13.0, 24.0, 22.75)","(13.0, 20.0, 19.3125)","(9.0, 10.5, 10.015151515151516)","(5.0, 8.6, 8.5)","(31.0, 60.0, 58.0)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:22.937681,"(1.5, 1.67, 1.673185185185185)","(13.0, 24.0, 22.75)","(13.0, 21.0, 19.54054054054054)","(9.0, 10.5, 9.933333333333334)","(5.0, 8.6, 8.36923076923077)","(31.0, 60.0, 57.2)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:24.430559,"(1.5, 1.68, 1.673185185185185)","(13.0, 24.0, 23.0)","(13.0, 21.0, 19.54054054054054)","(9.0, 10.0, 9.933333333333334)","(5.0, 8.6, 8.36923076923077)","(31.0, 60.0, 56.18181818181818)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.555555555555557)"
10-01-2023 16:50:25.956432,"(1.5, 1.68, 1.6749999999999998)","(13.0, 24.0, 23.875)","(13.0, 21.0, 19.54054054054054)","(9.0, 10.0, 9.933333333333334)","(5.0, 8.6, 8.32)","(31.0, 60.0, 56.18181818181818)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:27.474432,"(1.5, 1.68, 1.6753768844221104)","(13.0, 27.0, 28.9)","(13.0, 21.0, 20.2)","(9.0, 10.0, 9.736842105263158)","(5.0, 8.6, 8.32)","(31.0, 60.0, 56.18181818181818)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:29.081026,"(1.45, 1.68, 1.6753768844221104)","(14.0, 30.0, 30.42105263157895)","(13.0, 21.0, 20.5)","(8.5, 9.8, 9.666666666666668)","(5.5, 8.6, 8.32)","(31.0, 60.0, 56.18181818181818)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:30.573698,"(1.45, 1.68, 1.666583850931677)","(14.0, 32.0, 29.5)","(13.0, 21.0, 20.5)","(8.5, 9.8, 9.533333333333333)","(5.5, 8.6, 8.046153846153846)","(31.0, 60.0, 57.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:32.071251,"(1.45, 1.68, 1.659706546275395)","(14.0, 32.0, 33.06666666666667)","(13.0, 21.0, 20.454545454545453)","(8.5, 9.8, 9.47)","(5.5, 8.6, 8.044444444444444)","(31.0, 60.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.666666666666668)"
10-01-2023 16:50:33.546337,"(1.45, 1.66, 1.6576923076923076)","(14.0, 36.0, 31.6)","(13.0, 21.0, 20.25)","(8.5, 9.8, 9.411764705882353)","(5.5, 8.6, 8.044444444444444)","(31.0, 65.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.666666666666668)"
10-01-2023 16:50:35.004857,"(1.45, 1.66, 1.6576923076923076)","(14.0, 34.0, 31.0)","(13.0, 21.0, 20.166666666666668)","(8.5, 9.8, 9.283333333333333)","(5.5, 8.6, 8.023076923076923)","(31.0, 65.0, 61.2)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.666666666666668)"
10-01-2023 16:50:36.459156,"(1.45, 1.66, 1.6568362480127186)","(14.0, 34.0, 31.0)","(13.0, 21.0, 19.846153846153847)","(8.5, 9.4, 9.283333333333333)","(5.5, 8.6, 8.112195121951219)","(31.0, 65.0, 57.69230769230769)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.625)"
10-01-2023 16:50:37.963033,"(1.45, 1.66, 1.6573415492957746)","(14.0, 34.0, 31.0)","(13.0, 21.0, 20.0)","(8.5, 9.4, 9.283333333333333)","(5.5, 8.6, 8.165217391304347)","(31.0, 65.0, 57.69230769230769)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 23.333333333333332)"
10-01-2023 16:50:39.519886,"(1.45, 1.66, 1.655650406504065)","(14.0, 34.0, 32.0)","(13.0, 21.0, 20.0)","(8.5, 9.4, 9.283333333333333)","(5.5, 8.6, 8.165217391304347)","(31.0, 65.0, 59.411764705882355)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.733333333333334)"
10-01-2023 16:50:41.002394,"(1.45, 1.66, 1.655650406504065)","(14.0, 34.0, 35.333333333333336)","(13.0, 21.0, 19.846153846153847)","(8.5, 9.4, 9.283333333333333)","(5.5, 8.6, 8.165217391304347)","(31.0, 65.0, 59.411764705882355)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 22.733333333333334)"
10-01-2023 16:50:42.447888,"(1.45, 1.66, 1.655650406504065)","(16.0, 36.0, 36.333333333333336)","(14.0, 21.0, 19.846153846153847)","(7.5, 9.4, 9.575)","(6.0, 8.6, 8.446153846153846)","(31.0, 65.0, 58.66666666666667)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(16.0, 23.0, 20.34375)"
10-01-2023 16:50:43.928849,"(1.45, 1.65, 1.6337062937062936)","(16.0, 38.0, 36.7)","(14.0, 21.0, 19.846153846153847)","(7.5, 9.6, 9.492857142857142)","(6.0, 8.6, 8.446153846153846)","(31.0, 65.0, 55.333333333333336)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(16.0, 21.0, 20.4)"
10-01-2023 16:50:45.405942,"(1.45, 1.64, 1.6372602739726025)","(15.0, 38.0, 36.8235294117647)","(13.0, 21.0, 19.846153846153847)","(8.5, 9.6, 9.4)","(5.5, 8.8, 8.441379310344828)","(31.0, 60.0, 55.333333333333336)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 21.0, 20.4)"
10-01-2023 16:50:46.990672,"(1.45, 1.64, 1.6371014492753622)","(15.0, 38.0, 36.8235294117647)","(13.0, 21.0, 19.846153846153847)","(8.5, 9.6, 9.4)","(5.5, 8.8, 8.511111111111111)","(31.0, 60.0, 55.333333333333336)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 21.0, 20.4)"
10-01-2023 16:50:48.508565,"(1.5, 1.64, 1.6220454545454546)","(16.0, 38.0, 32.8)","(13.0, 21.0, 20.166666666666668)","(7.5, 9.6, 9.288888888888888)","(5.5, 8.8, 8.622222222222224)","(31.0, 60.0, 54.0)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)"
10-01-2023 16:50:50.025081,"(1.5, 1.63, 1.623913043478261)","(16.0, 36.0, 32.57142857142857)","(13.0, 21.0, 19.857142857142858)","(7.5, 9.8, 9.466666666666667)","(5.5, 8.8, 8.618181818181817)","(31.0, 55.0, 51.5)","(101.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.363636363636363)"
10-01-2023 16:50:51.549000,"(1.45, 1.63, 1.6256716417910448)","(18.0, 36.0, 34.92307692307692)","(13.0, 22.0, 19.75)","(7.5, 9.8, 9.5)","(6.0, 8.8, 8.239999999999998)","(31.0, 55.0, 50.0)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.4)"
10-01-2023 16:50:53.017621,"(1.45, 1.63, 1.6256716417910448)","(18.0, 38.0, 35.0)","(13.0, 21.0, 19.75)","(7.5, 9.8, 9.5)","(6.0, 8.6, 8.52)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.666666666666668)"
10-01-2023 16:50:54.510618,"(1.45, 1.63, 1.6167619047619048)","(17.0, 36.0, 35.0)","(13.0, 22.0, 19.75)","(7.5, 9.8, 9.5)","(6.0, 8.6, 8.22962962962963)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.545454545454547)"
10-01-2023 16:50:56.002376,"(1.45, 1.63, 1.6175892857142857)","(17.0, 38.0, 35.5)","(13.0, 22.0, 19.708333333333332)","(7.5, 9.8, 9.5)","(6.0, 8.4, 8.211940298507463)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.545454545454547)"
10-01-2023 16:50:57.450526,"(1.45, 1.63, 1.619779411764706)","(17.0, 38.0, 36.0)","(13.0, 22.0, 20.434782608695652)","(7.5, 9.8, 9.504347826086956)","(6.0, 8.4, 8.113043478260868)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.857142857142858)"
10-01-2023 16:50:59.029796,"(1.45, 1.63, 1.619779411764706)","(17.0, 38.0, 36.333333333333336)","(13.0, 22.0, 21.1)","(7.5, 9.8, 9.504347826086956)","(6.0, 8.2, 8.13888888888889)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.857142857142858)"
10-01-2023 16:51:00.575333,"(1.45, 1.63, 1.6133333333333335)","(17.0, 38.0, 36.333333333333336)","(13.0, 22.0, 21.1)","(7.5, 9.8, 9.966666666666667)","(6.0, 8.2, 8.05)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 21.545454545454547)"
10-01-2023 16:51:02.221637,"(1.45, 1.62, 1.61)","(17.0, 38.0, 36.333333333333336)","(13.0, 22.0, 20.352941176470587)","(7.5, 10.0, 10.0234375)","(6.0, 8.2, 8.169230769230769)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 23.0, 22.8)"
10-01-2023 16:51:03.846423,"(1.45, 1.61, 1.604755244755245)","(17.0, 38.0, 36.333333333333336)","(13.0, 22.0, 20.833333333333332)","(7.5, 10.5, 9.856451612903227)","(6.0, 8.2, 8.17142857142857)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.8)"
10-01-2023 16:51:05.579213,"(1.45, 1.62, 1.606393442622951)","(17.0, 38.0, 36.333333333333336)","(13.0, 22.0, 20.74074074074074)","(7.5, 10.5, 9.856451612903227)","(6.0, 8.2, 8.163636363636362)","(31.0, 60.0, 50.4)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.8)"
10-01-2023 16:51:07.079880,"(1.45, 1.62, 1.606393442622951)","(19.0, 38.0, 36.333333333333336)","(13.0, 22.0, 20.9375)","(7.5, 10.5, 9.853030303030303)","(6.0, 8.2, 8.163636363636362)","(31.0, 60.0, 50.0)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.08)"
10-01-2023 16:51:08.640313,"(1.45, 1.62, 1.6118543046357616)","(19.0, 38.0, 36.333333333333336)","(13.0, 22.0, 20.9375)","(7.5, 10.5, 9.853030303030303)","(6.0, 8.2, 8.163636363636362)","(31.0, 60.0, 50.0)","(91.0, 99999, 99990)","(51.0, 99999, 99990)","(71.0, 99999, 99990)","(15.0, 24.0, 22.08)"
