,Frosty Helen,Frostbite Hux,Blue Mystique,Thornbird,Emmeline Vance,Monza,Rosdue Swagman,Frankies Vision
0,"[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 3, 453756), 9.0, 17.0]"
1,"[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 4, 573483), 9.0, 17.0]"
2,"[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 5, 699909), 9.0, 17.0]"
3,"[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 6, 824764), 9.0, 17.0]"
4,"[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 7, 952407), 9.0, 17.0]"
5,"[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 9, 83162), 9.0, 17.0]"
6,"[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 10, 204373), 9.0, 17.0]"
7,"[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 11, 344015), 9.0, 17.0]"
8,"[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 12, 480499), 9.0, 17.0]"
9,"[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 13, 618762), 9.0, 17.0]"
10,"[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 14, 748005), 9.0, 17.0]"
11,"[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 15, 876303), 9.0, 17.0]"
12,"[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 17, 10432), 9.0, 17.0]"
13,"[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 18, 130089), 9.0, 17.0]"
14,"[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 19, 257723), 9.0, 17.0]"
15,"[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 20, 378963), 9.0, 17.0]"
16,"[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 21, 506843), 9.0, 17.0]"
17,"[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 22, 625637), 9.0, 17.0]"
18,"[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 23, 753168), 9.0, 17.0]"
19,"[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 24, 872826), 9.0, 17.0]"
20,"[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 26, 8471), 9.0, 17.0]"
21,"[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 27, 128010), 9.0, 17.0]"
22,"[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 28, 255790), 9.0, 17.0]"
23,"[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 29, 390388), 9.0, 17.0]"
24,"[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 30, 513462), 9.0, 17.0]"
25,"[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 31, 643843), 9.0, 17.0]"
26,"[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 32, 765358), 9.0, 17.0]"
27,"[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 33, 900653), 9.0, 17.0]"
28,"[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 35, 25718), 9.0, 17.0]"
29,"[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 36, 158245), 9.0, 17.0]"
30,"[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 37, 283158), 9.0, 17.0]"
31,"[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 38, 414796), 9.0, 17.0]"
32,"[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 39, 545391), 9.0, 17.0]"
33,"[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 40, 663584), 9.0, 17.0]"
34,"[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 41, 792712), 9.0, 17.0]"
35,"[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 42, 912618), 9.0, 17.0]"
36,"[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 44, 50258), 9.0, 17.0]"
37,"[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 45, 176036), 9.0, 17.0]"
38,"[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 46, 319566), 9.0, 17.0]"
39,"[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 3.3, 5.8]","[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 13, 26, 47, 458164), 9.0, 17.0]"
