,Miss Scallywag,Rather,Spring Phoebe,Queen Of Scotch,Two Hands George,Cosmic Kid,Lot Of Poise
156,"[datetime.datetime(2022, 11, 28, 20, 4, 15, 199561), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 15, 199561), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 15, 199561), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 15, 199561), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 15, 199561), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 15, 199561), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 15, 199561), 21.0, 75.0]"
157,"[datetime.datetime(2022, 11, 28, 20, 4, 16, 363102), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 16, 363102), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 16, 363102), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 16, 363102), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 16, 363102), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 16, 363102), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 16, 363102), 21.0, 75.0]"
158,"[datetime.datetime(2022, 11, 28, 20, 4, 17, 547254), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 17, 547254), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 17, 547254), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 17, 547254), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 17, 547254), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 17, 547254), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 17, 547254), 21.0, 75.0]"
159,"[datetime.datetime(2022, 11, 28, 20, 4, 18, 733889), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 18, 733889), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 18, 733889), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 18, 733889), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 18, 733889), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 18, 733889), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 18, 733889), 21.0, 75.0]"
160,"[datetime.datetime(2022, 11, 28, 20, 4, 19, 910083), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 19, 910083), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 19, 910083), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 19, 910083), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 19, 910083), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 19, 910083), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 19, 910083), 21.0, 75.0]"
161,"[datetime.datetime(2022, 11, 28, 20, 4, 21, 78482), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 21, 78482), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 21, 78482), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 21, 78482), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 21, 78482), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 21, 78482), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 21, 78482), 21.0, 75.0]"
162,"[datetime.datetime(2022, 11, 28, 20, 4, 22, 236727), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 22, 236727), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 22, 236727), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 22, 236727), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 22, 236727), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 22, 236727), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 22, 236727), 21.0, 75.0]"
163,"[datetime.datetime(2022, 11, 28, 20, 4, 23, 372948), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 23, 372948), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 23, 372948), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 23, 372948), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 23, 372948), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 23, 372948), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 23, 372948), 21.0, 75.0]"
164,"[datetime.datetime(2022, 11, 28, 20, 4, 24, 500816), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 24, 500816), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 24, 500816), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 24, 500816), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 24, 500816), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 24, 500816), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 24, 500816), 21.0, 75.0]"
165,"[datetime.datetime(2022, 11, 28, 20, 4, 25, 626550), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 25, 626550), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 25, 626550), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 25, 626550), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 25, 626550), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 25, 626550), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 25, 626550), 21.0, 75.0]"
166,"[datetime.datetime(2022, 11, 28, 20, 4, 26, 782507), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 26, 782507), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 26, 782507), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 26, 782507), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 26, 782507), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 26, 782507), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 26, 782507), 21.0, 75.0]"
167,"[datetime.datetime(2022, 11, 28, 20, 4, 27, 916392), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 27, 916392), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 27, 916392), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 27, 916392), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 27, 916392), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 27, 916392), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 27, 916392), 21.0, 75.0]"
168,"[datetime.datetime(2022, 11, 28, 20, 4, 29, 35926), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 29, 35926), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 29, 35926), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 29, 35926), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 29, 35926), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 29, 35926), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 29, 35926), 21.0, 75.0]"
169,"[datetime.datetime(2022, 11, 28, 20, 4, 30, 220943), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 30, 220943), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 30, 220943), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 30, 220943), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 30, 220943), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 30, 220943), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 30, 220943), 21.0, 75.0]"
170,"[datetime.datetime(2022, 11, 28, 20, 4, 31, 372838), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 31, 372838), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 31, 372838), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 31, 372838), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 31, 372838), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 31, 372838), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 31, 372838), 21.0, 75.0]"
171,"[datetime.datetime(2022, 11, 28, 20, 4, 32, 533084), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 32, 533084), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 32, 533084), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 32, 533084), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 32, 533084), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 32, 533084), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 32, 533084), 21.0, 75.0]"
172,"[datetime.datetime(2022, 11, 28, 20, 4, 33, 910636), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 33, 910636), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 33, 910636), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 33, 910636), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 33, 910636), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 33, 910636), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 33, 910636), 21.0, 75.0]"
173,"[datetime.datetime(2022, 11, 28, 20, 4, 35, 163828), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 35, 163828), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 35, 163828), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 35, 163828), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 35, 163828), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 35, 163828), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 35, 163828), 21.0, 75.0]"
174,"[datetime.datetime(2022, 11, 28, 20, 4, 36, 303452), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 36, 303452), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 36, 303452), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 36, 303452), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 36, 303452), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 36, 303452), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 36, 303452), 21.0, 75.0]"
175,"[datetime.datetime(2022, 11, 28, 20, 4, 37, 443169), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 37, 443169), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 37, 443169), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 37, 443169), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 37, 443169), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 37, 443169), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 37, 443169), 21.0, 75.0]"
176,"[datetime.datetime(2022, 11, 28, 20, 4, 38, 568257), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 38, 568257), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 38, 568257), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 38, 568257), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 38, 568257), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 38, 568257), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 38, 568257), 21.0, 75.0]"
177,"[datetime.datetime(2022, 11, 28, 20, 4, 39, 691581), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 39, 691581), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 39, 691581), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 39, 691581), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 39, 691581), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 39, 691581), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 39, 691581), 21.0, 75.0]"
178,"[datetime.datetime(2022, 11, 28, 20, 4, 40, 813000), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 40, 813000), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 40, 813000), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 40, 813000), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 40, 813000), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 40, 813000), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 40, 813000), 21.0, 75.0]"
179,"[datetime.datetime(2022, 11, 28, 20, 4, 41, 934425), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 41, 934425), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 41, 934425), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 41, 934425), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 41, 934425), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 41, 934425), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 41, 934425), 21.0, 75.0]"
180,"[datetime.datetime(2022, 11, 28, 20, 4, 43, 78387), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 43, 78387), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 43, 78387), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 43, 78387), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 43, 78387), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 43, 78387), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 43, 78387), 21.0, 75.0]"
181,"[datetime.datetime(2022, 11, 28, 20, 4, 44, 213396), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 44, 213396), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 44, 213396), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 44, 213396), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 44, 213396), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 44, 213396), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 44, 213396), 21.0, 75.0]"
182,"[datetime.datetime(2022, 11, 28, 20, 4, 45, 335531), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 45, 335531), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 45, 335531), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 45, 335531), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 45, 335531), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 45, 335531), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 45, 335531), 21.0, 75.0]"
183,"[datetime.datetime(2022, 11, 28, 20, 4, 46, 493785), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 46, 493785), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 46, 493785), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 46, 493785), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 46, 493785), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 46, 493785), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 46, 493785), 21.0, 75.0]"
184,"[datetime.datetime(2022, 11, 28, 20, 4, 47, 636333), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 47, 636333), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 47, 636333), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 47, 636333), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 47, 636333), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 47, 636333), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 47, 636333), 21.0, 75.0]"
185,"[datetime.datetime(2022, 11, 28, 20, 4, 48, 769576), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 48, 769576), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 48, 769576), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 48, 769576), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 48, 769576), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 48, 769576), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 48, 769576), 21.0, 75.0]"
186,"[datetime.datetime(2022, 11, 28, 20, 4, 50, 36433), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 50, 36433), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 50, 36433), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 50, 36433), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 50, 36433), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 50, 36433), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 50, 36433), 21.0, 75.0]"
187,"[datetime.datetime(2022, 11, 28, 20, 4, 51, 288957), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 51, 288957), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 51, 288957), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 51, 288957), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 51, 288957), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 51, 288957), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 51, 288957), 21.0, 75.0]"
188,"[datetime.datetime(2022, 11, 28, 20, 4, 52, 476238), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 52, 476238), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 52, 476238), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 52, 476238), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 52, 476238), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 52, 476238), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 52, 476238), 21.0, 75.0]"
189,"[datetime.datetime(2022, 11, 28, 20, 4, 53, 719825), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 53, 719825), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 53, 719825), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 53, 719825), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 53, 719825), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 53, 719825), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 53, 719825), 21.0, 75.0]"
190,"[datetime.datetime(2022, 11, 28, 20, 4, 54, 889802), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 54, 889802), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 54, 889802), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 54, 889802), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 54, 889802), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 54, 889802), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 54, 889802), 21.0, 75.0]"
191,"[datetime.datetime(2022, 11, 28, 20, 4, 56, 10750), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 56, 10750), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 56, 10750), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 56, 10750), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 56, 10750), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 56, 10750), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 56, 10750), 21.0, 75.0]"
192,"[datetime.datetime(2022, 11, 28, 20, 4, 57, 133989), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 57, 133989), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 57, 133989), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 57, 133989), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 57, 133989), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 57, 133989), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 57, 133989), 21.0, 75.0]"
193,"[datetime.datetime(2022, 11, 28, 20, 4, 58, 274127), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 58, 274127), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 58, 274127), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 58, 274127), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 58, 274127), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 58, 274127), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 58, 274127), 21.0, 75.0]"
194,"[datetime.datetime(2022, 11, 28, 20, 4, 59, 433642), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 4, 59, 433642), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 4, 59, 433642), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 4, 59, 433642), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 4, 59, 433642), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 4, 59, 433642), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 4, 59, 433642), 21.0, 75.0]"
195,"[datetime.datetime(2022, 11, 28, 20, 5, 0, 603512), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 5, 0, 603512), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 5, 0, 603512), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 5, 0, 603512), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 5, 0, 603512), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 5, 0, 603512), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 5, 0, 603512), 21.0, 75.0]"
196,"[datetime.datetime(2022, 11, 28, 20, 5, 1, 751927), 2.7, 4.3]","[datetime.datetime(2022, 11, 28, 20, 5, 1, 751927), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 5, 1, 751927), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 5, 1, 751927), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 5, 1, 751927), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 5, 1, 751927), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 5, 1, 751927), 21.0, 75.0]"
197,"[datetime.datetime(2022, 11, 28, 20, 5, 2, 913245), 2.7, 4.2]","[datetime.datetime(2022, 11, 28, 20, 5, 2, 913245), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 5, 2, 913245), 2.5, 3.45]","[datetime.datetime(2022, 11, 28, 20, 5, 2, 913245), 3.1, 4.6]","[datetime.datetime(2022, 11, 28, 20, 5, 2, 913245), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 5, 2, 913245), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 5, 2, 913245), 21.0, 70.0]"
198,"[datetime.datetime(2022, 11, 28, 20, 5, 4, 45900), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 5, 4, 45900), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 5, 4, 45900), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 5, 4, 45900), 3.1, 4.6]","[datetime.datetime(2022, 11, 28, 20, 5, 4, 45900), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 5, 4, 45900), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 5, 4, 45900), 21.0, 70.0]"
199,"[datetime.datetime(2022, 11, 28, 20, 5, 5, 198731), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 5, 5, 198731), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 5, 5, 198731), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 5, 5, 198731), 3.1, 4.6]","[datetime.datetime(2022, 11, 28, 20, 5, 5, 198731), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 5, 5, 198731), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 5, 5, 198731), 21.0, 70.0]"
200,"[datetime.datetime(2022, 11, 28, 20, 5, 6, 318642), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 5, 6, 318642), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 5, 6, 318642), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 5, 6, 318642), 3.1, 4.6]","[datetime.datetime(2022, 11, 28, 20, 5, 6, 318642), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 5, 6, 318642), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 5, 6, 318642), 21.0, 70.0]"
201,"[datetime.datetime(2022, 11, 28, 20, 5, 7, 446856), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 5, 7, 446856), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 20, 5, 7, 446856), 2.5, 3.5]","[datetime.datetime(2022, 11, 28, 20, 5, 7, 446856), 3.1, 4.6]","[datetime.datetime(2022, 11, 28, 20, 5, 7, 446856), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 5, 7, 446856), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 5, 7, 446856), 21.0, 70.0]"
