,Aha Reaction Nz,Young Rooster,Aqua Sancta Nz,Mighty Flying Art Nz,Franco Hampton Nz,Hes Ideal,Cullenburn Nz,Diamonds N Cash Nz,Sunny Sanz,Like A Wildfire Nz,Ryley Major,The Shallows
08-01-2023 19:23:48.725196,"(41.0, 99999, 99990)","(91.0, 140.0, 120.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 18.0)","(17.0, 30.0, 26.8)"
08-01-2023 19:23:50.103505,"(41.0, 99999, 99990)","(91.0, 140.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 17.7)","(17.0, 30.0, 26.8)"
08-01-2023 19:23:51.416797,"(41.0, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 18.5, 17.5)","(17.0, 30.0, 26.8)"
08-01-2023 19:23:52.768559,"(41.0, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 18.5, 17.9)","(17.0, 30.0, 26.8)"
08-01-2023 19:23:54.184707,"(41.0, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 18.5, 15.5)","(17.0, 30.0, 26.8)"
08-01-2023 19:23:55.557991,"(41.0, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.0)","(2.6, 99999, 99990)","(10.0, 17.5, 15.5)","(17.0, 30.0, 23.333333333333332)"
08-01-2023 19:23:56.882258,"(41.0, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.0)","(2.6, 99999, 99990)","(10.0, 17.5, 16.5)","(17.0, 30.0, 23.333333333333332)"
08-01-2023 19:23:58.304203,"(41.0, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 34.77777777777778)","(2.6, 99999, 99990)","(10.0, 17.5, 15.75)","(17.0, 30.0, 23.333333333333332)"
08-01-2023 19:23:59.691260,"(41.0, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 42.0, 34.77777777777778)","(2.6, 99999, 99990)","(10.0, 17.0, 15.642857142857142)","(17.0, 30.0, 23.333333333333332)"
08-01-2023 19:24:01.013160,"(41.0, 99999, 99990)","(91.0, 130.0, 114.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 42.0, 34.77777777777778)","(2.6, 99999, 99990)","(10.0, 16.5, 15.642857142857142)","(17.0, 30.0, 23.333333333333332)"
08-01-2023 19:24:02.425860,"(41.0, 99999, 99990)","(91.0, 120.0, 99.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 42.0, 34.77777777777778)","(2.6, 99999, 99990)","(10.0, 16.5, 15.25)","(17.0, 30.0, 23.333333333333332)"
08-01-2023 19:24:03.819533,"(41.0, 99999, 99990)","(91.0, 120.0, 99.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9581818181818182)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 42.0, 34.77777777777778)","(2.6, 99999, 99990)","(10.0, 16.0, 15.25)","(17.0, 30.0, 23.333333333333332)"
08-01-2023 19:24:05.156001,"(41.0, 99999, 99990)","(91.0, 120.0, 99.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9542857142857142)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 42.0, 34.77777777777778)","(2.6, 99999, 99990)","(10.0, 16.0, 15.25)","(17.0, 30.0, 23.25)"
08-01-2023 19:24:06.521869,"(41.0, 99999, 99990)","(91.0, 200.0, 177.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9542857142857142)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 42.0, 34.77777777777778)","(2.6, 99999, 99990)","(10.0, 16.0, 16.5)","(17.0, 30.0, 23.25)"
08-01-2023 19:24:07.858884,"(41.0, 99999, 99990)","(91.0, 200.0, 177.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.95)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 42.0, 35.0)","(2.6, 99999, 99990)","(10.0, 18.0, 14.15)","(17.0, 30.0, 23.25)"
08-01-2023 19:24:09.299790,"(41.0, 99999, 99990)","(91.0, 200.0, 177.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.95)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 14.5, 15.8)","(17.0, 30.0, 23.25)"
08-01-2023 19:24:10.639242,"(41.0, 99999, 99990)","(91.0, 200.0, 177.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.95)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 17.0, 14.9)","(17.0, 30.0, 23.25)"
08-01-2023 19:24:11.992095,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.95)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 15.5, 14.9)","(17.0, 30.0, 25.2)"
08-01-2023 19:24:13.313655,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9495238095238094)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 15.5, 15.071428571428571)","(17.0, 30.0, 25.2)"
08-01-2023 19:24:14.699905,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9577777777777778)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.5, 14.857142857142858)","(17.0, 30.0, 25.2)"
08-01-2023 19:24:16.039798,"(41.0, 99999, 99990)","(91.0, 200.0, 163.33333333333331)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.98, 1.9414285714285713)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 30.0, 25.2)"
08-01-2023 19:24:17.383119,"(41.0, 99999, 99990)","(91.0, 200.0, 163.33333333333331)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9414285714285713)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 15.333333333333334)","(17.0, 30.0, 25.333333333333332)"
08-01-2023 19:24:18.763557,"(41.0, 99999, 99990)","(91.0, 200.0, 163.33333333333331)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9414285714285713)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 15.0)","(17.0, 30.0, 25.333333333333332)"
08-01-2023 19:24:20.198398,"(41.0, 99999, 99990)","(91.0, 200.0, 163.33333333333331)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9414285714285713)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 15.5, 15.0)","(17.0, 30.0, 25.625)"
08-01-2023 19:24:21.586781,"(41.0, 99999, 99990)","(91.0, 200.0, 163.33333333333331)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9414285714285713)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 15.5, 15.0)","(17.0, 30.0, 25.625)"
08-01-2023 19:24:22.984937,"(41.0, 99999, 99990)","(91.0, 200.0, 163.33333333333331)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9415384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 15.5, 16.4)","(17.0, 30.0, 25.625)"
08-01-2023 19:24:24.339023,"(41.0, 99999, 99990)","(91.0, 200.0, 163.33333333333331)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9415384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 17.0, 16.4)","(17.0, 30.0, 26.666666666666668)"
08-01-2023 19:24:25.723533,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9415384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 17.0, 16.4)","(17.0, 30.0, 27.428571428571427)"
08-01-2023 19:24:27.039500,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9224999999999999)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 17.0, 15.666666666666666)","(17.0, 30.0, 32.0)"
08-01-2023 19:24:28.395327,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9224999999999999)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.5, 15.666666666666666)","(17.0, 36.0, 30.666666666666668)"
08-01-2023 19:24:29.734204,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9224999999999999)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.5, 15.666666666666666)","(17.0, 34.0, 29.333333333333332)"
08-01-2023 19:24:31.068796,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9733333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.5, 15.333333333333334)","(17.0, 32.0, 29.333333333333332)"
08-01-2023 19:24:32.374117,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.9733333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 15.333333333333334)","(17.0, 32.0, 29.333333333333332)"
08-01-2023 19:24:33.677259,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.99, 1.953877551020408)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 15.333333333333334)","(17.0, 32.0, 29.333333333333332)"
08-01-2023 19:24:34.963396,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9544444444444444)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 29.333333333333332)"
08-01-2023 19:24:36.292230,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9445454545454546)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 29.333333333333332)"
08-01-2023 19:24:37.612565,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9445454545454546)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 28.4)"
08-01-2023 19:24:39.085552,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9445454545454546)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 27.2)"
08-01-2023 19:24:40.540554,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9445454545454546)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 30.0, 27.5)"
08-01-2023 19:24:41.924151,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9089999999999998)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 30.0, 30.5)"
08-01-2023 19:24:43.336383,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9089999999999998)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 36.0, 29.5)"
08-01-2023 19:24:44.761299,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.9089999999999998)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:46.246375,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.912)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:47.753865,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.912)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:49.173873,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.912)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:50.614613,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.912)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:52.131150,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.96, 1.875)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:53.527960,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.895)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:54.913572,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.895)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:56.331721,"(41.0, 99999, 99990)","(91.0, 200.0, 145.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.895)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 34.0, 29.5)"
08-01-2023 19:24:57.875489,"(41.0, 99999, 99990)","(91.0, 200.0, 123.33333333333334)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.895)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 28.5)"
08-01-2023 19:24:59.363928,"(41.0, 99999, 99990)","(91.0, 190.0, 112.5)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.0)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 29.2)"
08-01-2023 19:25:00.953943,"(41.0, 99999, 99990)","(91.0, 180.0, 108.75)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 32.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 27.625)"
08-01-2023 19:25:02.694743,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 27.333333333333332)"
08-01-2023 19:25:04.463410,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 40.0, 31.933333333333334)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:06.193504,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 40.0, 31.933333333333334)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:07.693370,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 40.0, 31.933333333333334)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:09.240813,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 40.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:10.888818,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8915384615384614)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:12.388811,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8741176470588237)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:13.884507,"(41.0, 99999, 99990)","(91.0, 180.0, 140.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8741176470588237)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:15.363711,"(41.0, 99999, 99990)","(91.0, 180.0, 135.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8741176470588237)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:16.849262,"(41.0, 99999, 99990)","(91.0, 180.0, 135.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8676470588235294)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 26.666666666666668)"
08-01-2023 19:25:18.367584,"(41.0, 99999, 99990)","(91.0, 180.0, 141.42857142857144)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8676470588235294)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 27.0)"
08-01-2023 19:25:19.933644,"(41.0, 99999, 99990)","(91.0, 180.0, 141.42857142857144)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8676470588235294)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 27.0)"
08-01-2023 19:25:21.390620,"(41.0, 99999, 99990)","(91.0, 180.0, 141.42857142857144)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8676470588235294)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 33.5)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 27.0)"
08-01-2023 19:25:22.787186,"(41.0, 99999, 99990)","(91.0, 180.0, 141.42857142857144)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8676470588235294)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 30.866666666666667)","(2.6, 99999, 99990)","(10.0, 16.0, 14.857142857142858)","(17.0, 32.0, 27.0)"
