,Aha Reaction Nz,Young Rooster,Aqua Sancta Nz,Mighty Flying Art Nz,Franco Hampton Nz,Hes Ideal,Cullenburn Nz,Diamonds N Cash Nz,Sunny Sanz,Like A Wildfire Nz,Ryley Major,The Shallows
08-01-2023 19:16:11.803291,"(41.0, 99999, 99990)","(91.0, 140.0, 120.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.221702127659574)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.333333333333332)","(2.6, 99999, 99990)","(10.0, 12.0, 11.2)","(17.0, 27.0, 21.05)"
08-01-2023 19:16:14.202966,"(41.0, 99999, 99990)","(91.0, 140.0, 120.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.221702127659574)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.333333333333332)","(2.6, 99999, 99990)","(10.0, 12.0, 11.2)","(17.0, 27.0, 21.05)"
08-01-2023 19:16:16.476800,"(41.0, 99999, 99990)","(91.0, 140.0, 120.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.221702127659574)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.333333333333332)","(2.6, 99999, 99990)","(10.0, 12.0, 11.2)","(17.0, 27.0, 21.05)"
08-01-2023 19:16:18.272305,"(41.0, 99999, 99990)","(91.0, 140.0, 112.5)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.221702127659574)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.333333333333332)","(2.6, 99999, 99990)","(10.0, 12.0, 11.2)","(17.0, 27.0, 21.05)"
08-01-2023 19:16:20.106633,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.054444444444444)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.333333333333332)","(2.6, 99999, 99990)","(10.0, 12.0, 10.577777777777778)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:21.873338,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.054444444444444)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.333333333333332)","(2.6, 99999, 99990)","(10.0, 12.0, 10.577777777777778)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:23.669163,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.054444444444444)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.333333333333332)","(2.6, 99999, 99990)","(10.0, 12.0, 10.577777777777778)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:25.392241,"(41.0, 99999, 99990)","(91.0, 140.0, 126.25)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.26, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 28.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.577777777777778)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:27.180846,"(41.0, 99999, 99990)","(91.0, 140.0, 126.25)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 34.0, 26.5)","(2.6, 99999, 99990)","(10.0, 12.0, 11.146666666666667)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:28.940257,"(41.0, 99999, 99990)","(91.0, 140.0, 126.25)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.666666666666668)","(2.6, 99999, 99990)","(10.0, 12.0, 11.146666666666667)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:30.707115,"(41.0, 99999, 99990)","(91.0, 140.0, 126.25)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.666666666666668)","(2.6, 99999, 99990)","(10.0, 12.0, 10.870588235294118)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:32.621601,"(41.0, 99999, 99990)","(91.0, 140.0, 126.25)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.870588235294118)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:34.447735,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.2173333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.875)","(17.0, 27.0, 21.90909090909091)"
08-01-2023 19:16:36.370797,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.2173333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.399999999999999)","(17.0, 27.0, 21.75)"
08-01-2023 19:16:38.191823,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.2173333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.399999999999999)","(17.0, 27.0, 21.75)"
08-01-2023 19:16:40.074170,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.2173333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.399999999999999)","(17.0, 27.0, 21.75)"
08-01-2023 19:16:41.891529,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.2173333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.399999999999999)","(17.0, 27.0, 21.75)"
08-01-2023 19:16:43.628204,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.2173333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 11.377777777777776)","(17.0, 27.0, 21.75)"
08-01-2023 19:16:45.344287,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.2173333333333334)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 11.377777777777776)","(17.0, 27.0, 21.75)"
08-01-2023 19:16:47.076563,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.628571428571428)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:16:48.853596,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.628571428571428)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:16:50.531738,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 2.09)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.628571428571428)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:16:52.240602,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 2.24, 1.8901960784313725)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.933333333333334)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:16:53.984960,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8901960784313725)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.628571428571428)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:16:55.770713,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8901960784313725)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 25.5)","(2.6, 99999, 99990)","(10.0, 12.0, 10.08)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:16:57.455634,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8901960784313725)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 30.0, 26.0)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:16:59.187383,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8901960784313725)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.0)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:17:00.920282,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8901960784313725)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 29.0)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.545454545454547)"
08-01-2023 19:17:02.645963,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8211822660098522)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 29.9)","(2.6, 99999, 99990)","(10.0, 12.0, 10.777777777777779)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:04.566399,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.9, 1.8846153846153846)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 29.9)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:06.370940,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.845925925925926)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 29.9)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:08.402046,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8442307692307693)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 29.9)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:10.290832,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8489655172413793)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 29.9)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:12.101165,"(41.0, 99999, 99990)","(91.0, 140.0, 121.66666666666666)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.856)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 30.09090909090909)","(2.6, 99999, 99990)","(10.0, 12.0, 10.9)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:13.882425,"(41.0, 99999, 99990)","(91.0, 140.0, 115.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8805882352941177)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.75)","(2.6, 99999, 99990)","(10.0, 12.0, 11.285714285714285)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:15.763160,"(41.0, 99999, 99990)","(91.0, 140.0, 117.5)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.75)","(2.6, 99999, 99990)","(10.0, 12.0, 11.285714285714285)","(17.0, 27.0, 22.333333333333332)"
08-01-2023 19:17:17.564143,"(41.0, 99999, 99990)","(91.0, 140.0, 117.5)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.75)","(2.6, 99999, 99990)","(10.0, 12.0, 11.285714285714285)","(17.0, 27.0, 22.8)"
08-01-2023 19:17:19.240283,"(41.0, 99999, 99990)","(91.0, 140.0, 117.5)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.75)","(2.6, 99999, 99990)","(10.0, 12.0, 11.285714285714285)","(17.0, 27.0, 22.8)"
08-01-2023 19:17:20.821775,"(41.0, 99999, 99990)","(91.0, 140.0, 117.5)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 26.75)","(2.6, 99999, 99990)","(10.0, 12.0, 11.285714285714285)","(17.0, 27.0, 18.6875)"
08-01-2023 19:17:22.530741,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 32.0, 32.857142857142854)","(2.6, 99999, 99990)","(10.0, 12.0, 11.166666666666666)","(17.0, 27.0, 20.7)"
08-01-2023 19:17:24.095341,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.857142857142854)","(2.6, 99999, 99990)","(10.0, 12.0, 11.166666666666666)","(17.0, 27.0, 20.7)"
08-01-2023 19:17:25.708396,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.857142857142854)","(2.6, 99999, 99990)","(10.0, 12.0, 11.166666666666666)","(17.0, 27.0, 20.7)"
08-01-2023 19:17:27.339241,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8592307692307692)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.857142857142854)","(2.6, 99999, 99990)","(10.0, 12.0, 11.166666666666666)","(17.0, 27.0, 21.428571428571427)"
08-01-2023 19:17:29.181507,"(41.0, 99999, 99990)","(91.0, 140.0, 126.66666666666667)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8851807228915662)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.8125)","(17.0, 26.0, 22.2)"
08-01-2023 19:17:31.128693,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8851807228915662)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 24.0, 21.6)"
08-01-2023 19:17:32.992152,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8851807228915662)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 24.0, 21.6)"
08-01-2023 19:17:34.754525,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8851807228915662)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 24.0, 21.6)"
08-01-2023 19:17:36.400103,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8851807228915662)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 24.0, 21.6)"
08-01-2023 19:17:37.990232,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8851807228915662)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 24.0, 21.6)"
08-01-2023 19:17:39.527959,"(41.0, 99999, 99990)","(91.0, 140.0, 125.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8853488372093024)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 24.0, 21.6)"
08-01-2023 19:17:41.128265,"(41.0, 99999, 99990)","(91.0, 140.0, 135.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8837254901960783)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 24.0, 22.428571428571427)"
08-01-2023 19:17:42.616722,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8837254901960783)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 25.0, 23.142857142857142)"
08-01-2023 19:17:44.075628,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8837254901960783)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 25.0, 23.142857142857142)"
08-01-2023 19:17:45.526706,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8865591397849462)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.666666666666664)","(2.6, 99999, 99990)","(10.0, 12.0, 11.7)","(17.0, 25.0, 23.142857142857142)"
08-01-2023 19:17:47.033363,"(41.0, 99999, 99990)","(91.0, 140.0, 135.71428571428572)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8865591397849462)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.5)","(2.6, 99999, 99990)","(10.0, 12.0, 11.6)","(17.0, 24.0, 22.166666666666668)"
08-01-2023 19:17:48.513294,"(41.0, 99999, 99990)","(91.0, 140.0, 135.71428571428572)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8865591397849462)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.5)","(2.6, 99999, 99990)","(10.0, 12.0, 11.6)","(17.0, 24.0, 22.428571428571427)"
08-01-2023 19:17:49.925595,"(41.0, 99999, 99990)","(91.0, 140.0, 135.71428571428572)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8865591397849462)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.5)","(2.6, 99999, 99990)","(10.0, 12.0, 11.6)","(17.0, 24.0, 22.428571428571427)"
08-01-2023 19:17:51.285300,"(41.0, 99999, 99990)","(91.0, 140.0, 135.71428571428572)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8865591397849462)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 31.5)","(2.6, 99999, 99990)","(10.0, 12.0, 11.6)","(17.0, 24.0, 22.428571428571427)"
08-01-2023 19:17:52.719206,"(41.0, 99999, 99990)","(91.0, 140.0, 135.71428571428572)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8865591397849462)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.4)","(2.6, 99999, 99990)","(10.0, 12.0, 11.6)","(17.0, 24.0, 22.428571428571427)"
08-01-2023 19:17:54.186679,"(41.0, 99999, 99990)","(91.0, 140.0, 135.71428571428572)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8836)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 32.4)","(2.6, 99999, 99990)","(10.0, 12.0, 11.6)","(17.0, 24.0, 22.428571428571427)"
08-01-2023 19:17:55.735288,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8852941176470588)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 34.22222222222222)","(2.6, 99999, 99990)","(10.0, 12.0, 11.85)","(17.0, 24.0, 22.428571428571427)"
08-01-2023 19:17:57.233306,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8852941176470588)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 36.0, 35.77777777777778)","(2.6, 99999, 99990)","(10.0, 12.0, 11.85)","(17.0, 24.0, 22.0)"
08-01-2023 19:17:58.692763,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8852941176470588)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.77777777777778)","(2.6, 99999, 99990)","(10.0, 12.0, 11.85)","(17.0, 24.0, 22.0)"
08-01-2023 19:18:00.288606,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8854285714285715)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.77777777777778)","(2.6, 99999, 99990)","(10.0, 12.0, 11.884615384615385)","(17.0, 24.0, 22.0)"
08-01-2023 19:18:01.857096,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8854285714285715)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.77777777777778)","(2.6, 99999, 99990)","(10.0, 12.0, 11.884615384615385)","(17.0, 24.0, 20.875)"
08-01-2023 19:18:03.355954,"(41.0, 99999, 99990)","(91.0, 140.0, 130.0)","(101.0, 99999, 99990)","(71.0, 99999, 99990)","(101.0, 99999, 99990)","(1.55, 1.89, 1.8854285714285715)","(61.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 38.0, 35.77777777777778)","(2.6, 99999, 99990)","(10.0, 12.0, 11.884615384615385)","(17.0, 24.0, 20.875)"
