,Luskin Hero,King Of The Desert,Buying Time,Lilli Lights Out,Single Memo
11-01-2023 14:42:31.265761,"(6.5, 7.2, 7.1175)","(17.0, 22.0, 20.576923076923077)","(1.65, 1.91, 1.9069396551724138)","(31.0, 42.0, 41.26315789473684)","(3.4, 3.9, 3.881818181818182)"
11-01-2023 14:42:32.311079,"(6.5, 7.2, 7.129032258064516)","(17.0, 22.0, 21.575757575757574)","(1.65, 1.91, 1.901659192825112)","(31.0, 42.0, 41.170731707317074)","(3.4, 3.9, 3.881818181818182)"
11-01-2023 14:42:33.272472,"(6.5, 7.2, 7.128)","(17.0, 22.0, 21.617977528089888)","(1.65, 1.91, 1.901659192825112)","(31.0, 42.0, 43.95348837209302)","(3.4, 3.9, 3.85875)"
11-01-2023 14:42:34.223795,"(6.5, 7.2, 7.11764705882353)","(17.0, 22.0, 21.63953488372093)","(1.65, 1.91, 1.9035869565217391)","(31.0, 44.0, 43.95348837209302)","(3.4, 3.9, 3.8504761904761904)"
11-01-2023 14:42:35.220205,"(6.5, 7.2, 7.120300751879699)","(17.0, 22.0, 21.654761904761905)","(1.65, 1.91, 1.9064705882352941)","(31.0, 46.0, 45.57446808510638)","(3.4, 3.9, 3.8504761904761904)"
11-01-2023 14:42:36.230231,"(6.5, 7.2, 7.120300751879699)","(17.0, 22.0, 21.654761904761905)","(1.65, 1.91, 1.9086153846153846)","(31.0, 46.0, 45.906976744186046)","(3.4, 3.9, 3.850625)"
11-01-2023 14:42:37.249278,"(6.5, 7.2, 7.128)","(17.0, 22.0, 21.72)","(1.65, 1.91, 1.906)","(31.0, 46.0, 45.906976744186046)","(3.4, 3.9, 3.850625)"
11-01-2023 14:42:38.267473,"(6.5, 7.2, 7.120353982300885)","(17.0, 22.0, 21.377777777777776)","(1.65, 1.91, 1.9063503649635036)","(31.0, 46.0, 45.91489361702128)","(3.4, 3.9, 3.8396039603960395)"
11-01-2023 14:42:39.241268,"(6.5, 7.2, 7.1192982456140355)","(17.0, 22.0, 21.23611111111111)","(1.65, 1.91, 1.9016666666666666)","(31.0, 46.0, 45.91489361702128)","(3.4, 3.85, 3.83125)"
11-01-2023 14:42:40.256993,"(6.5, 7.2, 7.115254237288136)","(17.0, 22.0, 21.23611111111111)","(1.65, 1.91, 1.9036538461538461)","(31.0, 46.0, 45.91489361702128)","(3.4, 3.85, 3.83125)"
11-01-2023 14:42:41.271733,"(6.5, 7.2, 7.115254237288136)","(17.0, 22.0, 21.23611111111111)","(1.65, 1.91, 1.903)","(31.0, 46.0, 45.91489361702128)","(3.4, 3.85, 3.83125)"
11-01-2023 14:42:42.445228,"(6.5, 7.2, 7.116239316239317)","(17.0, 22.0, 21.214285714285715)","(1.65, 1.91, 1.8976923076923076)","(31.0, 46.0, 46.36363636363636)","(3.4, 3.85, 3.835267857142857)"
11-01-2023 14:42:43.553171,"(6.5, 7.2, 7.128455284552846)","(17.0, 22.0, 21.214285714285715)","(1.65, 1.9, 1.8967567567567567)","(31.0, 48.0, 45.729729729729726)","(3.4, 3.85, 3.8351351351351353)"
11-01-2023 14:42:44.630199,"(6.5, 7.2, 7.1338842975206616)","(17.0, 22.0, 21.164383561643834)","(1.65, 1.9, 1.8907692307692308)","(31.0, 46.0, 45.91489361702128)","(3.4, 3.85, 3.872413793103448)"
11-01-2023 14:42:45.545753,"(6.5, 7.2, 7.193548387096774)","(17.0, 22.0, 21.257142857142856)","(1.65, 1.88, 1.8781818181818182)","(31.0, 46.0, 45.91489361702128)","(3.4, 3.9, 3.8836734693877553)"
11-01-2023 14:42:46.759169,"(6.5, 7.4, 7.222222222222222)","(17.0, 22.0, 21.132075471698112)","(1.65, 1.88, 1.8712765957446809)","(31.0, 46.0, 45.90909090909091)","(3.4, 3.9, 3.8836734693877553)"
11-01-2023 14:42:47.813170,"(6.5, 7.4, 7.2250000000000005)","(17.0, 22.0, 21.132075471698112)","(1.65, 1.88, 1.8910469314079421)","(31.0, 46.0, 45.11764705882353)","(3.4, 3.9, 3.8666666666666667)"
11-01-2023 14:42:48.680917,"(6.5, 7.4, 7.2250000000000005)","(17.0, 21.0, 20.82758620689655)","(1.65, 1.9, 1.8910469314079421)","(31.0, 46.0, 45.11764705882353)","(3.4, 3.9, 3.8596153846153847)"
11-01-2023 14:42:49.627668,"(6.5, 7.4, 7.2250000000000005)","(17.0, 21.0, 20.82758620689655)","(1.65, 1.89, 1.8884905660377358)","(31.0, 46.0, 44.84615384615385)","(3.4, 3.9, 3.799285714285714)"
11-01-2023 14:42:50.676467,"(6.5, 7.6, 7.47719298245614)","(17.0, 21.0, 20.72222222222222)","(1.7, 1.89, 1.8845454545454545)","(31.0, 46.0, 44.84615384615385)","(3.5, 3.8, 3.846067415730337)"
11-01-2023 14:42:51.738834,"(6.5, 7.4, 7.385263157894737)","(17.0, 21.0, 20.711111111111112)","(1.7, 1.89, 1.8862758620689655)","(31.0, 46.0, 42.92307692307692)","(3.5, 3.9, 3.865079365079365)"
11-01-2023 14:42:52.642988,"(6.5, 7.6, 7.468354430379747)","(17.0, 21.0, 20.675)","(1.7, 1.89, 1.8862758620689655)","(31.0, 46.0, 42.92307692307692)","(3.5, 3.9, 3.865079365079365)"
11-01-2023 14:42:53.591709,"(6.5, 7.6, 7.468354430379747)","(17.0, 21.0, 20.771929824561404)","(1.7, 1.89, 1.8879470198675496)","(31.0, 44.0, 41.142857142857146)","(3.5, 3.9, 3.865079365079365)"
11-01-2023 14:42:54.676370,"(6.5, 7.6, 7.470807453416149)","(17.0, 21.0, 20.602739726027398)","(1.7, 1.89, 1.887876712328767)","(31.0, 44.0, 40.8)","(3.5, 3.9, 3.865079365079365)"
11-01-2023 14:42:55.649098,"(6.5, 7.6, 7.450359712230216)","(17.0, 21.0, 20.602739726027398)","(1.7, 1.89, 1.887876712328767)","(31.0, 42.0, 40.8)","(3.5, 3.9, 3.8470588235294114)"
11-01-2023 14:42:56.596128,"(6.5, 7.6, 7.4174999999999995)","(17.0, 22.0, 21.457142857142856)","(1.7, 1.89, 1.887876712328767)","(31.0, 42.0, 41.142857142857146)","(3.4, 3.9, 3.871153846153846)"
11-01-2023 14:42:57.649241,"(6.5, 7.4, 7.341860465116279)","(17.0, 22.0, 21.2)","(1.7, 1.89, 1.8854945054945054)","(31.0, 42.0, 41.2)","(3.4, 3.9, 3.871153846153846)"
11-01-2023 14:42:58.638529,"(6.5, 7.4, 7.341860465116279)","(17.0, 22.0, 21.2)","(1.7, 1.89, 1.8843103448275862)","(31.0, 42.0, 42.15384615384615)","(3.4, 3.9, 3.869047619047619)"
11-01-2023 14:42:59.532433,"(6.5, 7.4, 7.311111111111112)","(17.0, 22.0, 21.325301204819276)","(1.7, 1.89, 1.8851824817518248)","(31.0, 44.0, 42.15384615384615)","(3.4, 3.9, 3.869047619047619)"
11-01-2023 14:43:00.408606,"(6.5, 7.4, 7.311111111111112)","(17.0, 22.0, 21.325301204819276)","(1.7, 1.89, 1.8851694915254236)","(31.0, 44.0, 41.21739130434783)","(3.4, 3.9, 3.8657894736842104)"
11-01-2023 14:43:01.433436,"(6.5, 7.4, 7.3364705882352945)","(17.0, 22.0, 21.29113924050633)","(1.7, 1.89, 1.882627450980392)","(31.0, 44.0, 41.21739130434783)","(3.4, 3.9, 3.8542857142857145)"
11-01-2023 14:43:02.439420,"(6.5, 7.4, 7.324731182795699)","(17.0, 21.0, 20.915254237288135)","(1.7, 1.89, 1.8832129963898916)","(31.0, 44.0, 41.333333333333336)","(3.4, 3.9, 3.854861111111111)"
11-01-2023 14:43:03.539145,"(6.5, 7.4, 7.324731182795699)","(17.0, 21.0, 20.93103448275862)","(1.7, 1.89, 1.8802830188679245)","(31.0, 44.0, 42.0)","(3.4, 3.9, 3.8534313725490197)"
11-01-2023 14:43:04.478451,"(6.5, 7.4, 7.303571428571429)","(17.0, 21.0, 20.92156862745098)","(1.7, 1.89, 1.8802830188679245)","(31.0, 44.0, 42.0)","(3.4, 3.9, 3.861065573770492)"
11-01-2023 14:43:05.367906,"(6.5, 7.4, 7.301818181818182)","(17.0, 21.0, 20.92156862745098)","(1.7, 1.88, 1.8787896253602305)","(31.0, 44.0, 42.0)","(3.5, 3.9, 3.861065573770492)"
11-01-2023 14:43:06.300182,"(6.5, 7.4, 7.336231884057971)","(17.0, 21.0, 20.87037037037037)","(1.7, 1.89, 1.8828145695364238)","(31.0, 44.0, 41.793103448275865)","(3.5, 3.9, 3.871276595744681)"
11-01-2023 14:43:07.326303,"(6.5, 7.4, 7.336231884057971)","(17.0, 21.0, 20.62135922330097)","(1.7, 1.89, 1.883560830860534)","(31.0, 44.0, 41.793103448275865)","(3.5, 3.9, 3.852439024390244)"
11-01-2023 14:43:08.146109,"(6.5, 7.4, 7.336231884057971)","(17.0, 21.0, 20.580645161290324)","(1.7, 1.89, 1.8862131147540984)","(31.0, 40.0, 39.666666666666664)","(3.5, 3.9, 3.852439024390244)"
11-01-2023 14:43:08.937698,"(6.5, 7.4, 7.336231884057971)","(17.0, 21.0, 20.580645161290324)","(1.7, 1.89, 1.8860034602076123)","(31.0, 40.0, 39.65)","(3.5, 3.9, 3.8746753246753247)"
11-01-2023 14:43:09.782561,"(6.5, 7.4, 7.3843137254901965)","(17.0, 21.0, 20.580645161290324)","(1.7, 1.89, 1.8860138648180242)","(31.0, 40.0, 39.65)","(3.5, 3.9, 3.8746753246753247)"
11-01-2023 14:43:10.948307,"(6.5, 7.4, 7.3847619047619055)","(17.0, 21.0, 20.580645161290324)","(1.7, 1.88, 1.8744144144144144)","(31.0, 40.0, 39.5)","(3.5, 3.9, 3.901440329218107)"
11-01-2023 14:43:11.889932,"(6.5, 7.6, 7.530851063829787)","(17.0, 21.0, 20.580645161290324)","(1.7, 1.88, 1.8747313237221495)","(31.0, 40.0, 39.5)","(3.5, 3.95, 3.9099236641221373)"
11-01-2023 14:43:12.683917,"(6.5, 7.6, 7.526923076923077)","(17.0, 21.0, 20.472972972972972)","(1.7, 1.88, 1.87509900990099)","(31.0, 40.0, 38.78787878787879)","(3.5, 3.95, 3.869847328244275)"
11-01-2023 14:43:13.529510,"(6.5, 7.6, 7.519277108433735)","(17.0, 21.0, 20.472972972972972)","(1.7, 1.88, 1.8750800582241631)","(31.0, 40.0, 39.01960784313725)","(3.5, 3.95, 3.904032258064516)"
11-01-2023 14:43:14.482211,"(6.5, 7.6, 7.513636363636364)","(17.0, 21.0, 20.443037974683545)","(1.7, 1.88, 1.8749497847919656)","(31.0, 40.0, 38.96296296296296)","(3.5, 3.95, 3.8705128205128205)"
11-01-2023 14:43:15.337998,"(6.5, 7.6, 7.523456790123457)","(17.0, 21.0, 20.49425287356322)","(1.7, 1.88, 1.8746341463414635)","(31.0, 40.0, 38.88135593220339)","(3.5, 3.9, 3.8688775510204083)"
11-01-2023 14:43:16.292896,"(6.5, 7.6, 7.523456790123457)","(17.0, 21.0, 20.49425287356322)","(1.7, 1.88, 1.8748316251830162)","(31.0, 40.0, 38.88135593220339)","(3.5, 3.9, 3.8688775510204083)"
11-01-2023 14:43:17.249690,"(6.5, 7.6, 7.5376884422110555)","(17.0, 21.0, 20.447916666666668)","(1.7, 1.88, 1.8748316251830162)","(31.0, 40.0, 38.88135593220339)","(3.5, 3.9, 3.8688775510204083)"
11-01-2023 14:43:18.140200,"(6.5, 7.8, 7.636111111111111)","(17.0, 21.0, 20.729166666666668)","(1.7, 1.89, 1.8797058823529411)","(31.0, 40.0, 36.76190476190476)","(3.5, 3.9, 3.8456204379562045)"
11-01-2023 14:43:19.003919,"(6.5, 7.6, 7.576100628930817)","(17.0, 21.0, 20.48611111111111)","(1.7, 1.89, 1.8828571428571428)","(31.0, 40.0, 37.76)","(3.5, 3.85, 3.8456204379562045)"
11-01-2023 14:43:19.943044,"(6.5, 7.6, 7.576100628930817)","(17.0, 21.0, 20.54320987654321)","(1.7, 1.89, 1.882691415313225)","(31.0, 40.0, 37.76)","(3.5, 3.85, 3.8497854077253217)"
11-01-2023 14:43:20.856065,"(6.5, 7.6, 7.576100628930817)","(17.0, 21.0, 20.54320987654321)","(1.7, 1.89, 1.8828078817733989)","(31.0, 40.0, 37.76)","(3.5, 3.9, 3.8111464968152866)"
11-01-2023 14:43:21.793607,"(6.5, 7.8, 7.653846153846153)","(17.0, 21.0, 20.54320987654321)","(1.7, 1.89, 1.8834085778781038)","(31.0, 40.0, 37.833333333333336)","(3.5, 3.85, 3.793298969072165)"
11-01-2023 14:43:22.602553,"(6.5, 7.8, 7.686075949367089)","(17.0, 21.0, 20.54320987654321)","(1.7, 1.89, 1.8831805157593122)","(31.0, 40.0, 37.833333333333336)","(3.5, 3.8, 3.793298969072165)"
11-01-2023 14:43:23.469581,"(6.5, 7.8, 7.686075949367089)","(17.0, 21.0, 20.5)","(1.7, 1.89, 1.8868749999999999)","(31.0, 36.0, 35.04347826086956)","(3.5, 3.8, 3.777586206896552)"
11-01-2023 14:43:24.421277,"(6.5, 7.8, 7.728070175438596)","(17.0, 21.0, 20.525641025641026)","(1.7, 1.9, 1.8903823529411763)","(31.0, 38.0, 34.96)","(3.5, 3.8, 3.7771929824561403)"
11-01-2023 14:43:25.450853,"(6.5, 7.8, 7.727152317880795)","(17.0, 21.0, 20.525641025641026)","(1.7, 1.9, 1.8922877358490564)","(31.0, 38.0, 34.96)","(3.4, 3.8, 3.777433628318584)"
11-01-2023 14:43:26.426057,"(6.5, 7.8, 7.737142857142857)","(17.0, 21.0, 20.525641025641026)","(1.7, 1.9, 1.8922877358490564)","(31.0, 38.0, 34.96)","(3.4, 3.8, 3.74375)"
11-01-2023 14:43:27.219008,"(6.5, 7.8, 7.694444444444444)","(17.0, 21.0, 20.493150684931507)","(1.7, 1.91, 1.9009236947791164)","(31.0, 38.0, 34.96)","(3.4, 3.75, 3.74375)"
11-01-2023 14:43:28.062249,"(6.5, 7.8, 7.694444444444444)","(17.0, 21.0, 20.493150684931507)","(1.7, 1.91, 1.9001869158878504)","(31.0, 38.0, 34.96)","(3.4, 3.75, 3.7445054945054945)"
11-01-2023 14:43:29.011295,"(6.5, 7.8, 7.735766423357664)","(17.0, 21.0, 20.439393939393938)","(1.7, 1.91, 1.9074757281553398)","(31.0, 36.0, 35.2)","(3.4, 3.75, 3.705479452054795)"
11-01-2023 14:43:29.928839,"(6.5, 7.8, 7.735766423357664)","(17.0, 21.0, 20.439393939393938)","(1.7, 1.92, 1.9142261904761904)","(31.0, 38.0, 35.0)","(3.4, 3.75, 3.700757575757576)"
11-01-2023 14:43:30.770895,"(6.5, 7.8, 7.735766423357664)","(17.0, 21.0, 20.439393939393938)","(1.7, 1.92, 1.9123936170212765)","(31.0, 38.0, 35.0)","(3.4, 3.75, 3.700757575757576)"
11-01-2023 14:43:31.621306,"(6.5, 7.8, 7.735766423357664)","(17.0, 21.0, 20.439393939393938)","(1.7, 1.92, 1.9120725388601036)","(31.0, 38.0, 35.04347826086956)","(3.4, 3.75, 3.7142857142857144)"
11-01-2023 14:43:32.767011,"(6.5, 7.8, 7.694444444444444)","(17.0, 23.0, 22.0)","(1.7, 1.92, 1.9221653543307087)","(31.0, 38.0, 34.19512195121951)","(3.4, 3.7, 3.68080985915493)"
11-01-2023 14:43:33.700287,"(6.5, 7.8, 7.602985074626865)","(17.0, 22.0, 21.676470588235293)","(1.7, 1.93, 1.9221653543307087)","(31.0, 38.0, 34.75)","(3.4, 3.7, 3.685840707964602)"
11-01-2023 14:43:34.585142,"(6.5, 7.8, 7.602631578947368)","(17.0, 22.0, 21.666666666666668)","(1.7, 1.93, 1.923576923076923)","(31.0, 36.0, 34.75)","(3.4, 3.7, 3.7094444444444448)"
11-01-2023 14:43:35.641758,"(6.5, 7.8, 7.6504504504504505)","(17.0, 22.0, 21.4468085106383)","(1.7, 1.92, 1.9169832402234637)","(31.0, 36.0, 34.57142857142857)","(3.4, 3.75, 3.7094444444444448)"
11-01-2023 14:43:36.636539,"(6.5, 7.8, 7.6504504504504505)","(17.0, 22.0, 21.4468085106383)","(1.7, 1.92, 1.9170129870129868)","(31.0, 36.0, 35.45945945945946)","(3.4, 3.75, 3.71304347826087)"
11-01-2023 14:43:37.603430,"(6.5, 7.8, 7.658604651162791)","(17.0, 22.0, 21.34426229508197)","(1.7, 1.92, 1.9170129870129868)","(31.0, 36.0, 35.42857142857143)","(3.4, 3.75, 3.7157894736842105)"
11-01-2023 14:43:38.478421,"(6.5, 7.8, 7.657943925233645)","(17.0, 22.0, 21.16)","(1.7, 1.92, 1.9156603773584906)","(31.0, 36.0, 35.42857142857143)","(3.4, 3.75, 3.725)"
11-01-2023 14:43:39.524874,"(6.5, 7.8, 7.671052631578947)","(17.0, 22.0, 21.02173913043478)","(1.75, 1.91, 1.916404109589041)","(31.0, 36.0, 33.8)","(3.4, 3.75, 3.757037037037037)"
11-01-2023 14:43:40.502312,"(6.5, 7.8, 7.6606741573033705)","(17.0, 22.0, 21.02173913043478)","(1.75, 1.92, 1.9178531073446328)","(31.0, 34.0, 32.55172413793103)","(3.4, 3.8, 3.7227272727272727)"
11-01-2023 14:43:41.444786,"(6.5, 7.8, 7.659459459459459)","(17.0, 22.0, 21.019607843137255)","(1.75, 1.92, 1.9178531073446328)","(31.0, 36.0, 32.55172413793103)","(3.4, 3.75, 3.7227272727272727)"
11-01-2023 14:43:42.341505,"(6.5, 7.8, 7.659459459459459)","(17.0, 22.0, 21.494949494949495)","(1.75, 1.92, 1.9176373626373626)","(31.0, 36.0, 32.666666666666664)","(3.4, 3.75, 3.7342105263157896)"
11-01-2023 14:43:43.147636,"(6.5, 7.8, 7.697029702970297)","(17.0, 22.0, 21.617021276595743)","(1.75, 1.92, 1.9143859649122805)","(31.0, 36.0, 33.0)","(3.4, 3.75, 3.7342105263157896)"
11-01-2023 14:43:44.041584,"(6.5, 7.8, 7.697029702970297)","(17.0, 22.0, 21.884615384615383)","(1.75, 1.91, 1.9069565217391304)","(31.0, 36.0, 34.51851851851852)","(3.4, 3.8, 3.7645)"
11-01-2023 14:43:45.101846,"(6.5, 7.8, 7.68436018957346)","(17.0, 22.0, 21.208333333333332)","(1.75, 1.91, 1.9049999999999998)","(31.0, 36.0, 31.766666666666666)","(3.4, 3.8, 3.764851485148515)"
11-01-2023 14:43:46.053193,"(6.5, 7.8, 7.637333333333333)","(17.0, 22.0, 21.530864197530864)","(1.75, 1.91, 1.9025185185185185)","(31.0, 32.0, 31.446153846153848)","(3.4, 3.8, 3.773076923076923)"
11-01-2023 14:43:46.921649,"(6.5, 7.8, 7.678260869565217)","(17.0, 22.0, 21.525)","(1.75, 1.92, 1.9096410256410257)","(31.0, 32.0, 31.446153846153848)","(3.4, 3.8, 3.773076923076923)"
11-01-2023 14:43:47.882684,"(6.5, 7.8, 7.713846153846154)","(17.0, 22.0, 21.506493506493506)","(1.75, 1.92, 1.9089895470383274)","(31.0, 32.0, 31.357142857142858)","(3.4, 3.85, 3.7808333333333333)"
11-01-2023 14:43:48.884872,"(6.5, 7.8, 7.699999999999999)","(17.0, 22.0, 21.636363636363637)","(1.75, 1.93, 1.9211973392461197)","(31.0, 32.0, 31.23076923076923)","(3.4, 3.8, 3.724742268041237)"
11-01-2023 14:43:49.864854,"(6.5, 8.6, 8.30181818181818)","(17.0, 21.0, 20.847058823529412)","(1.75, 1.89, 1.8823999999999999)","(31.0, 34.0, 33.07692307692308)","(3.4, 3.75, 3.7208695652173915)"
11-01-2023 14:43:50.658372,"(6.5, 8.4, 8.283333333333333)","(17.0, 22.0, 21.4)","(1.75, 1.88, 1.8799502487562187)","(31.0, 34.0, 33.666666666666664)","(3.4, 3.75, 3.724812030075188)"
11-01-2023 14:43:51.600652,"(6.5, 8.4, 8.266666666666666)","(17.0, 22.0, 21.384615384615383)","(1.75, 1.89, 1.8808108108108108)","(31.0, 36.0, 33.3)","(3.4, 3.75, 3.759731543624161)"
11-01-2023 14:43:52.643529,"(6.5, 8.4, 8.257142857142856)","(17.0, 22.0, 21.142857142857142)","(1.75, 1.88, 1.8764214046822743)","(31.0, 36.0, 33.3)","(3.4, 3.8, 3.7508196721311475)"
11-01-2023 14:43:53.621992,"(6.5, 8.4, 8.36551724137931)","(17.0, 22.0, 21.275862068965516)","(1.75, 1.88, 1.874120879120879)","(31.0, 36.0, 33.3)","(3.4, 3.8, 3.7526315789473683)"
11-01-2023 14:43:54.534723,"(6.5, 8.4, 8.3375)","(17.0, 22.0, 21.013698630136986)","(1.75, 1.87, 1.8672112676056338)","(31.0, 34.0, 33.6)","(3.4, 3.8, 3.794705882352941)"
11-01-2023 14:43:55.414864,"(6.5, 8.4, 8.38)","(17.0, 22.0, 20.822222222222223)","(1.75, 1.87, 1.8656353591160222)","(31.0, 34.0, 33.6)","(3.4, 3.8, 3.773529411764706)"
11-01-2023 14:43:56.330018,"(6.5, 8.4, 8.27142857142857)","(17.0, 22.0, 20.822222222222223)","(1.75, 1.88, 1.8765384615384615)","(31.0, 34.0, 33.857142857142854)","(3.4, 3.75, 3.725109170305677)"
11-01-2023 14:43:57.267697,"(6.5, 8.4, 8.27142857142857)","(17.0, 22.0, 21.158730158730158)","(1.75, 1.88, 1.87775)","(31.0, 34.0, 33.0)","(3.4, 3.75, 3.7255364806866953)"
11-01-2023 14:43:58.138320,"(6.5, 8.2, 8.166666666666666)","(17.0, 22.0, 21.625)","(1.75, 1.89, 1.8855851063829787)","(31.0, 34.0, 33.705882352941174)","(3.4, 3.75, 3.7082901554404146)"
11-01-2023 14:43:59.011541,"(6.5, 8.2, 8.164179104477611)","(17.0, 22.0, 21.63736263736264)","(1.75, 1.9, 1.895070422535211)","(31.0, 32.0, 31.25)","(3.4, 3.75, 3.7056756756756757)"
11-01-2023 14:43:59.947299,"(6.5, 8.2, 8.139240506329113)","(17.0, 22.0, 21.63736263736264)","(1.75, 1.9, 1.8946527777777777)","(31.0, 32.0, 31.25)","(3.4, 3.75, 3.7064024390243904)"
11-01-2023 14:44:00.898818,"(6.5, 8.2, 8.116483516483516)","(17.0, 23.0, 22.285714285714285)","(1.75, 1.9, 1.8953614457831325)","(31.0, 32.0, 30.333333333333332)","(3.4, 3.75, 3.703846153846154)"
11-01-2023 14:44:01.739920,"(6.5, 8.0, 7.97)","(17.0, 23.0, 22.16216216216216)","(1.75, 1.9, 1.8989349112426035)","(26.0, 32.0, 30.666666666666668)","(3.4, 3.75, 3.722455089820359)"
11-01-2023 14:44:02.652597,"(6.5, 8.0, 7.901639344262295)","(17.0, 23.0, 22.625)","(1.75, 1.91, 1.9043243243243242)","(26.0, 34.0, 30.551724137931036)","(3.4, 3.75, 3.717688679245283)"
11-01-2023 14:44:03.614089,"(6.5, 8.0, 7.842424242424242)","(17.0, 23.0, 22.386363636363637)","(1.75, 1.91, 1.9029310344827586)","(26.0, 32.0, 31.64)","(3.4, 3.75, 3.7180981595092026)"
11-01-2023 14:44:04.463800,"(6.5, 8.0, 7.916666666666667)","(17.0, 22.0, 21.86)","(1.75, 1.91, 1.9029310344827586)","(26.0, 32.0, 31.64)","(3.4, 3.75, 3.7195364238410598)"
11-01-2023 14:44:05.375362,"(6.5, 8.0, 7.928301886792453)","(17.0, 22.0, 21.533333333333335)","(1.75, 1.91, 1.9043589743589742)","(26.0, 32.0, 31.64)","(3.4, 3.75, 3.7195364238410598)"
11-01-2023 14:44:06.324126,"(6.5, 8.0, 7.928301886792453)","(17.0, 22.0, 21.533333333333335)","(1.75, 1.91, 1.9046874999999999)","(26.0, 32.0, 31.64)","(3.4, 3.75, 3.7195364238410598)"
11-01-2023 14:44:07.241385,"(6.5, 8.0, 7.959574468085107)","(17.0, 22.0, 21.61111111111111)","(1.75, 1.92, 1.910566801619433)","(26.0, 32.0, 31.64)","(3.4, 3.75, 3.736138613861386)"
11-01-2023 14:44:08.170258,"(6.5, 8.0, 7.959574468085107)","(17.0, 22.0, 21.784615384615385)","(1.75, 1.9, 1.8883703703703703)","(26.0, 32.0, 31.759999999999998)","(3.4, 3.85, 3.8246527777777777)"
11-01-2023 14:44:09.082629,"(6.5, 8.0, 7.987640449438202)","(17.0, 22.0, 21.708333333333332)","(1.75, 1.9, 1.8851685393258426)","(26.0, 32.0, 31.75)","(3.4, 3.85, 3.8118749999999997)"
11-01-2023 14:44:10.130148,"(6.5, 8.0, 7.987640449438202)","(17.0, 22.0, 21.45)","(1.75, 1.89, 1.8022153465346535)","(26.0, 32.0, 34.25)","(3.3, 3.85, 4.070689655172414)"
11-01-2023 14:44:11.086992,"(6.5, 8.6, 8.366101694915255)","(17.0, 22.0, 17.346153846153847)","(1.75, 1.81, 1.8022153465346535)","(26.0, 36.0, 34.25)","(3.3, 4.1, 4.070689655172414)"
11-01-2023 14:44:11.914504,"(6.5, 8.4, 8.273684210526316)","(17.0, 19.0, 17.92)","(1.75, 1.84, 1.8352000000000002)","(26.0, 36.0, 34.857142857142854)","(3.3, 4.1, 4.05390625)"
11-01-2023 14:44:12.782426,"(6.5, 8.4, 8.2625)","(17.0, 18.0, 17.604166666666668)","(1.75, 1.84, 1.8369465648854963)","(26.0, 36.0, 34.714285714285715)","(3.3, 4.1, 4.054117647058823)"
11-01-2023 14:44:13.728440,"(6.5, 8.4, 8.3075)","(17.0, 17.0, 16.12121212121212)","(1.75, 1.84, 1.8372368421052632)","(26.0, 36.0, 34.714285714285715)","(3.3, 4.1, 4.085074626865671)"
11-01-2023 14:44:14.758455,"(6.5, 8.6, 8.477987421383649)","(17.0, 17.0, 16.66867469879518)","(1.75, 1.83, 1.8281746031746033)","(26.0, 36.0, 35.27272727272727)","(3.3, 4.1, 4.085074626865671)"
11-01-2023 14:44:15.652880,"(6.5, 8.6, 8.477018633540373)","(17.0, 17.0, 16.67948717948718)","(1.75, 1.83, 1.8292052980132452)","(26.0, 36.0, 35.224489795918366)","(3.3, 4.1, 4.097602739726027)"
11-01-2023 14:44:16.592891,"(6.5, 8.6, 8.483798882681564)","(15.0, 17.0, 16.771428571428572)","(1.75, 1.83, 1.8216923076923077)","(26.0, 36.0, 35.224489795918366)","(3.4, 4.1, 4.149854227405248)"
11-01-2023 14:44:17.527131,"(6.5, 8.6, 8.474698795180723)","(15.0, 17.0, 16.579710144927535)","(1.75, 1.82, 1.8187387387387388)","(26.0, 36.0, 35.19047619047619)","(3.4, 4.2, 4.162837837837838)"
11-01-2023 14:44:18.389735,"(6.5, 8.6, 8.48)","(15.0, 17.0, 16.442307692307693)","(1.75, 1.82, 1.8186149584487534)","(26.0, 36.0, 35.19047619047619)","(3.4, 4.2, 4.162837837837838)"
11-01-2023 14:44:19.298306,"(6.5, 8.6, 8.532758620689656)","(15.0, 16.0, 15.560747663551401)","(1.75, 1.81, 1.808252427184466)","(26.0, 36.0, 35.142857142857146)","(3.4, 4.3, 4.259656652360515)"
11-01-2023 14:44:20.297455,"(6.5, 8.6, 8.542105263157895)","(16.0, 16.0, 15.62828947368421)","(1.75, 1.8, 1.7980869565217392)","(26.0, 36.0, 35.39393939393939)","(3.4, 4.3, 4.286363636363636)"
11-01-2023 14:44:21.409651,"(6.5, 8.6, 8.541721854304635)","(16.0, 16.0, 15.628787878787879)","(1.75, 1.8, 1.796094674556213)","(26.0, 36.0, 35.39393939393939)","(3.4, 4.3, 4.332997481108313)"
11-01-2023 14:44:22.537137,"(6.5, 8.6, 8.546575342465752)","(16.0, 16.0, 15.618881118881118)","(1.75, 1.79, 1.7817543859649123)","(26.0, 36.0, 35.42857142857143)","(3.4, 4.4, 4.345701357466063)"
11-01-2023 14:44:23.505662,"(6.5, 8.6, 8.540606060606061)","(16.0, 16.0, 15.621794871794872)","(1.7, 1.78, 1.7778217821782178)","(26.0, 36.0, 35.42857142857143)","(3.4, 4.4, 4.309302325581395)"
