,Secretly Slick,Bugs,Real Talent,Zambora Jade,Joyous Moment,Royal Ability,Amlin Princess,Ozark Bale
139,"[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 20, 483777), 4.4, 7.0]"
140,"[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 610209), 4.4, 7.0]"
141,"[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 743487), 4.4, 7.0]"
142,"[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 888661), 4.4, 7.0]"
143,"[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 25, 18586), 4.4, 7.0]"
144,"[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 167574), 4.4, 7.0]"
145,"[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 312671), 4.4, 7.0]"
146,"[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 470256), 4.4, 7.0]"
147,"[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 29, 607755), 4.4, 7.0]"
148,"[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 754279), 4.4, 7.0]"
149,"[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 886545), 4.4, 7.0]"
150,"[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 33, 25120), 4.4, 7.0]"
151,"[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 34, 183970), 4.4, 7.0]"
152,"[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 35, 327525), 4.4, 7.0]"
153,"[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 36, 506349), 4.4, 7.0]"
154,"[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 37, 676077), 4.4, 7.0]"
155,"[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 38, 853091), 4.4, 7.0]"
156,"[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 39, 988507), 4.4, 7.0]"
157,"[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 41, 114828), 4.4, 7.0]"
158,"[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 42, 253711), 4.4, 7.0]"
159,"[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 43, 377231), 4.4, 7.0]"
160,"[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 44, 505266), 4.4, 7.0]"
161,"[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 45, 677047), 4.4, 7.0]"
162,"[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 46, 840275), 4.4, 7.0]"
163,"[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 47, 991098), 4.4, 7.0]"
164,"[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 49, 119291), 4.4, 7.0]"
165,"[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 50, 262817), 4.4, 7.0]"
166,"[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 51, 396917), 4.4, 7.0]"
167,"[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 52, 545465), 4.4, 7.0]"
168,"[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 53, 672880), 4.4, 7.0]"
169,"[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 54, 816937), 4.4, 7.0]"
170,"[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 55, 947931), 4.4, 7.0]"
171,"[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 57, 83443), 4.4, 7.0]"
172,"[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 58, 206953), 4.4, 7.0]"
173,"[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 55, 59, 336977), 4.4, 7.0]"
174,"[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 56, 0, 464683), 4.4, 7.0]"
175,"[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 56, 1, 601240), 4.4, 7.0]"
176,"[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 56, 2, 737633), 4.4, 7.0]"
177,"[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 56, 3, 872315), 4.4, 7.0]"
178,"[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 56, 5, 24272), 4.4, 7.0]"
179,"[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 56, 6, 149639), 4.4, 7.0]"
