,Collays Spirit,My Snow Queen,Paperclip,Bandit,Chilliwack,Gulf Of Saros,He Knows,Tranquil Bay,Neds Gully,Sacca,Michigan,Cracking Thunder
08-01-2023 15:52:29.039167,"(12.0, 14.5, 14.25)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 132.5)","(11.0, 18.0, 16.75)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.382978723404255)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:30.378063,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.4, 6.382978723404255)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:31.756616,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.4, 6.383333333333334)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:33.120581,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.4, 6.377142857142857)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:34.457943,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.547916666666667)","(5.0, 6.4, 6.377142857142857)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:35.763732,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.6, 4.658620689655173)","(5.0, 6.4, 6.466666666666667)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:37.164435,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.466666666666667)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:38.565373,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.020833333333334)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.466666666666667)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 75.0)"
08-01-2023 15:52:39.966744,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 11.977272727272727)","(81.0, 140.0, 135.5)","(11.0, 18.0, 17.11764705882353)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.466666666666667)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:41.315635,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 11.965116279069768)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.894736842105264)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:42.756168,"(12.0, 14.5, 14.416666666666666)","(17.0, 24.0, 21.5)","(10.0, 12.5, 11.965116279069768)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.894736842105264)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.833333333333334)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:44.165879,"(12.0, 14.5, 14.452380952380953)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.5)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.666666666666666)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:45.498518,"(12.0, 14.5, 14.452380952380953)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.5)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.658620689655173)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.666666666666666)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:47.246865,"(12.0, 14.5, 14.452380952380953)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.5)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.666666666666666)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:48.750667,"(12.0, 14.5, 14.452380952380953)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.5)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.666666666666666)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:50.334313,"(12.0, 14.5, 14.4)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.5)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 58.0)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.666666666666666)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:51.738579,"(12.0, 14.5, 14.4)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.5)","(13.0, 18.0, 17.764705882352942)","(31.0, 70.0, 58.0)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.142857142857142)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:53.050553,"(12.0, 14.5, 14.4)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.458333333333332)","(13.0, 18.0, 20.0)","(31.0, 70.0, 58.888888888888886)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.1)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:54.383709,"(12.0, 14.5, 14.4)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 17.5, 16.458333333333332)","(13.0, 21.0, 19.40909090909091)","(31.0, 70.0, 58.888888888888886)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.052631578947368)","(41.0, 80.0, 71.0)"
08-01-2023 15:52:55.750771,"(12.0, 14.5, 14.4)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 17.5, 16.458333333333332)","(13.0, 21.0, 19.40909090909091)","(31.0, 70.0, 53.333333333333336)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.052631578947368)","(41.0, 80.0, 69.28571428571429)"
08-01-2023 15:52:57.167897,"(12.0, 14.5, 14.4)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 17.5, 16.75)","(13.0, 21.0, 19.40909090909091)","(31.0, 70.0, 53.333333333333336)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.052631578947368)","(41.0, 80.0, 72.5)"
08-01-2023 15:52:58.509836,"(12.0, 14.5, 14.25)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.75)","(13.0, 21.0, 18.857142857142858)","(31.0, 70.0, 53.333333333333336)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.666666666666667)","(8.0, 12.0, 11.052631578947368)","(41.0, 80.0, 72.5)"
08-01-2023 15:52:59.958922,"(12.0, 13.5, 13.25)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.75)","(13.0, 21.0, 18.857142857142858)","(31.0, 70.0, 53.333333333333336)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.6571428571428575)","(8.0, 12.0, 11.052631578947368)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:01.403111,"(12.0, 13.5, 13.11111111111111)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.75)","(13.0, 21.0, 19.636363636363637)","(31.0, 70.0, 62.5)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.6571428571428575)","(8.0, 12.0, 11.052631578947368)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:02.849964,"(12.0, 13.5, 13.11111111111111)","(17.0, 24.0, 21.5)","(10.0, 12.5, 12.110169491525424)","(81.0, 140.0, 135.5)","(11.0, 18.0, 16.75)","(13.0, 21.0, 19.636363636363637)","(31.0, 75.0, 62.5)","(4.2, 4.7, 4.666197183098592)","(5.0, 6.6, 6.56056338028169)","(4.6, 5.8, 5.6571428571428575)","(8.0, 12.0, 11.052631578947368)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:04.222651,"(12.0, 13.5, 13.11111111111111)","(17.0, 24.0, 21.214285714285715)","(10.0, 12.5, 11.795081967213115)","(81.0, 140.0, 130.0)","(11.0, 18.0, 15.933333333333334)","(13.0, 21.0, 20.77777777777778)","(31.0, 75.0, 72.14285714285714)","(4.2, 4.7, 4.5414414414414415)","(5.0, 6.6, 6.496296296296296)","(4.6, 5.8, 5.663636363636363)","(8.0, 12.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:05.556964,"(12.0, 13.5, 13.390625)","(17.0, 23.0, 21.142857142857142)","(10.0, 12.0, 11.764705882352942)","(81.0, 140.0, 133.33333333333334)","(11.0, 17.0, 15.933333333333334)","(13.0, 21.0, 20.77777777777778)","(31.0, 75.0, 72.14285714285714)","(4.2, 4.6, 4.537096774193548)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.663636363636363)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:06.983058,"(12.0, 14.0, 13.541666666666666)","(16.0, 22.0, 21.25)","(10.0, 12.0, 11.764705882352942)","(81.0, 140.0, 133.33333333333334)","(11.0, 17.0, 16.75)","(14.0, 21.0, 20.77777777777778)","(31.0, 75.0, 72.14285714285714)","(4.2, 4.6, 4.534453781512605)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.663636363636363)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:08.355673,"(12.0, 14.0, 13.541666666666666)","(16.0, 22.0, 21.25)","(10.0, 12.0, 11.75)","(81.0, 140.0, 133.33333333333334)","(11.0, 18.0, 16.75)","(14.0, 21.0, 20.789473684210527)","(31.0, 75.0, 72.14285714285714)","(4.2, 4.6, 4.5445652173913045)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:09.693489,"(12.0, 14.0, 13.541666666666666)","(16.0, 22.0, 21.25)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.75)","(14.0, 21.0, 20.789473684210527)","(31.0, 75.0, 72.14285714285714)","(4.2, 4.6, 4.5445652173913045)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:11.140784,"(12.0, 14.0, 13.541666666666666)","(16.0, 22.0, 21.25)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.75)","(14.0, 21.0, 20.571428571428573)","(31.0, 75.0, 72.14285714285714)","(4.2, 4.6, 4.5445652173913045)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:12.517620,"(12.0, 14.0, 13.541666666666666)","(16.0, 22.0, 20.76923076923077)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.75)","(14.0, 21.0, 20.625)","(31.0, 75.0, 72.14285714285714)","(4.2, 4.6, 4.501818181818182)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:13.817529,"(12.0, 14.0, 13.541666666666666)","(16.0, 21.0, 20.76923076923077)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.75)","(14.0, 21.0, 20.0)","(31.0, 75.0, 67.5)","(4.2, 4.6, 4.499065420560748)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:15.165561,"(12.0, 14.0, 13.541666666666666)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.0)","(31.0, 75.0, 67.5)","(4.2, 4.6, 4.483870967741936)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:16.501847,"(12.0, 14.0, 13.541666666666666)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.375)","(31.0, 75.0, 67.5)","(4.2, 4.6, 4.483870967741936)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:17.850109,"(12.0, 14.0, 13.5)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.375)","(31.0, 75.0, 67.5)","(4.2, 4.6, 4.483870967741936)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:19.175565,"(12.0, 14.0, 13.5)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.375)","(31.0, 75.0, 70.0)","(4.2, 4.6, 4.48)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:20.511547,"(12.0, 14.0, 13.5)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 134.28571428571428)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.375)","(31.0, 75.0, 70.0)","(4.2, 4.6, 4.48)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 72.5)"
08-01-2023 15:53:21.827573,"(12.0, 14.0, 13.5)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.894736842105264)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.48)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 74.0)"
08-01-2023 15:53:23.198704,"(12.0, 14.0, 13.53061224489796)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.894736842105264)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.48)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.7)","(41.0, 80.0, 74.0)"
08-01-2023 15:53:24.583713,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.728813559322035)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.25)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.506896551724138)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.76923076923077)","(41.0, 80.0, 74.0)"
08-01-2023 15:53:25.892838,"(12.0, 14.0, 13.566037735849056)","(17.0, 21.0, 20.625)","(10.0, 12.0, 11.630434782608695)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.5)","(13.0, 21.0, 20.25)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.76923076923077)","(41.0, 80.0, 74.0)"
08-01-2023 15:53:27.235446,"(12.0, 14.0, 13.566037735849056)","(17.0, 21.0, 20.625)","(10.0, 12.0, 11.630434782608695)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.5)","(13.0, 21.0, 20.25)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.0)"
08-01-2023 15:53:28.633997,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.0)"
08-01-2023 15:53:30.136203,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.5)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.675)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.0)"
08-01-2023 15:53:31.626972,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 18.0, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.0)"
08-01-2023 15:53:33.350691,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.125)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:35.068752,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 72.85714285714286)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:36.449562,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 72.85714285714286)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:37.879217,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 72.85714285714286)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:39.328016,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 135.0)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 72.85714285714286)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:40.772100,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 136.66666666666669)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.25)","(31.0, 75.0, 72.85714285714286)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.733333333333333)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:42.142378,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 136.66666666666669)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.333333333333332)","(31.0, 75.0, 73.33333333333333)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.590909090909092)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:43.551634,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 136.66666666666669)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.33333333333333)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.653846153846153)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:44.936783,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 136.66666666666669)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.33333333333333)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.7)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:46.315535,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 136.66666666666669)","(11.0, 17.5, 16.75)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.33333333333333)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.7)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:47.705941,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 136.66666666666669)","(11.0, 17.5, 16.458333333333332)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.33333333333333)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.7)","(41.0, 80.0, 76.84210526315789)"
08-01-2023 15:53:49.050925,"(12.0, 14.0, 13.566037735849056)","(16.0, 21.0, 20.625)","(10.0, 12.0, 11.790123456790123)","(81.0, 140.0, 136.66666666666669)","(11.0, 17.5, 16.458333333333332)","(14.0, 21.0, 20.375)","(31.0, 75.0, 73.33333333333333)","(4.2, 4.6, 4.527083333333334)","(5.0, 6.6, 6.515151515151515)","(4.6, 5.8, 5.692857142857143)","(8.0, 11.0, 10.7)","(41.0, 80.0, 76.84210526315789)"
