,Marrying,Banjo Black,Pretty Reef,Our Ruby,Tingle,Disorder,Prince Of Melton,Ramstein Bale
04-01-2023 15:31:03.994221,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:05.388020,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:06.817038,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:08.187691,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:09.404468,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:10.556881,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:11.801659,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:13.005729,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:14.127599,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:15.327911,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:16.555735,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:17.816553,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:19.085575,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:20.416577,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:21.837689,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:23.168796,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:24.511606,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:25.735786,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:27.213543,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:28.651509,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:29.823755,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:31.040559,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:32.287639,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:33.472167,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:34.679434,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:35.927113,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:37.145576,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:38.360990,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:39.837046,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:41.195708,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:42.440994,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:43.668652,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:44.866306,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:45.996642,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:47.196700,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:48.445193,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:49.665134,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:50.822861,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:52.327593,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:54.112800,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:55.317099,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:56.586088,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:57.812535,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:31:59.005519,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:00.232524,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:01.426350,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:02.555858,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:03.715771,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:04.908238,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:06.083226,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:07.228533,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:08.389982,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:09.564264,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:10.843593,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:12.105189,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:13.532734,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:14.801892,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:16.143652,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:17.374014,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:18.611826,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:19.837890,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:20.996650,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:22.141984,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:23.348344,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:24.478903,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:25.675323,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:26.906789,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:28.192740,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:29.526878,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:30.781274,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:32.051541,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:33.320731,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:34.544623,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:35.727474,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:36.935397,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:38.135111,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:39.263657,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:40.440835,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:41.646807,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:42.902455,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:44.139466,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:45.370855,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:46.576138,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:47.841841,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:49.144964,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:50.382712,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:51.636804,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
04-01-2023 15:32:52.921976,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 5.4, 3.5685185185185184)"
