,Marrying,Banjo Black,Pretty Reef,Our Ruby,Tingle,Disorder,Prince Of Melton,Ramstein Bale
04-01-2023 15:39:18.313355,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 34.0, 28.75)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:19.381183,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 34.0, 28.75)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:20.357736,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 34.0, 28.75)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:21.436032,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 34.0, 28.75)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:22.633675,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 34.0, 28.75)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:23.693354,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 34.0, 28.75)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:24.733497,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 34.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:25.790187,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:26.803641,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:27.852627,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:29.064406,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:30.168099,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:31.219316,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:32.291753,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:33.402547,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:34.441911,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:35.646921,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:36.797649,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:37.905456,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:39.105096,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:40.246423,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:41.393362,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:42.462172,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:43.559691,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:44.627093,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:45.703385,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:46.815259,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:47.921300,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:49.021461,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:50.103354,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:51.160888,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:52.233014,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:53.389461,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:54.583637,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:55.723908,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:56.790572,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:57.940754,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:39:59.031109,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:00.179670,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:01.355339,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:02.517398,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:03.621004,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:04.784997,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:05.917735,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:06.939266,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:07.992270,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:09.108024,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:10.234353,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:11.350933,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:12.458478,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:13.860724,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:15.242171,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:16.528664,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:17.679829,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:18.875803,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:20.120491,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:21.327837,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:22.457355,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 44.72727272727273)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:23.593130,"(21.0, 100.0, 44.72727272727273)","(21.0, 100.0, 43.27272727272727)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 44.72727272727273)","(13.0, 32.0, 27.25)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:24.779143,"(21.0, 100.0, 52.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:25.849537,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:27.023129,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:28.226524,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:29.418501,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:30.586322,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:31.757617,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:33.012438,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:34.271127,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:35.466041,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:36.866387,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:38.275172,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:39.466188,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:40.693634,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:41.966751,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:43.063513,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:44.179680,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:45.360994,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:46.539149,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:47.823242,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:49.300128,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:50.656764,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:51.973247,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
04-01-2023 15:40:53.259956,"(21.0, 100.0, 61.5)","(21.0, 100.0, 60.5)","(2.9, 4.7, 3.10625)","(7.0, 12.5, 11.7125)","(3.1, 5.4, 3.2880000000000003)","(21.0, 100.0, 61.5)","(13.0, 32.0, 30.05)","(3.2, 4.6, 3.3400000000000003)"
