,Capital Reign,Miss Fox,Not Another Reiby,Goofy Mick,Zains Girl,Command Approved,Suprina,Esteemed Lady,Vegas Raider,Boomsong
11-01-2023 15:59:22.067771,"(7.0, 8.6, 8.262295081967212)","(11.0, 15.5, 14.948717948717949)","(10.0, 17.5, 13.75)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.5, 3.8, 3.7575)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(8.5, 15.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:23.379434,"(7.0, 8.6, 8.262295081967212)","(11.0, 15.0, 14.840909090909092)","(10.0, 17.5, 15.25)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.5, 3.8, 3.7575)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(8.5, 17.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:24.691366,"(7.0, 8.6, 8.262295081967212)","(11.0, 15.0, 14.840909090909092)","(10.0, 17.5, 15.25)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.5, 3.8, 3.7575)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(8.5, 17.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:26.261405,"(7.0, 8.6, 8.262295081967212)","(10.0, 15.0, 14.840909090909092)","(11.0, 17.5, 15.25)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.4, 3.8, 3.7575)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(9.0, 17.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:27.603697,"(7.0, 8.6, 8.262295081967212)","(10.0, 15.0, 14.840909090909092)","(11.0, 17.5, 15.25)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.4, 3.8, 3.7575)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(9.0, 17.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:29.271456,"(7.0, 8.6, 8.262295081967212)","(10.0, 15.0, 14.840909090909092)","(11.0, 17.5, 15.25)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.4, 3.8, 3.7575)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(9.0, 17.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:31.292264,"(7.0, 8.6, 8.262295081967212)","(10.0, 15.0, 14.840909090909092)","(11.0, 17.5, 15.399999999999999)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.4, 3.8, 3.753688524590164)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(9.0, 17.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:32.794695,"(7.0, 8.6, 8.262295081967212)","(10.0, 15.0, 14.840909090909092)","(11.0, 17.5, 15.399999999999999)","(9.0, 12.0, 11.568965517241379)","(7.0, 9.4, 9.0875)","(3.4, 3.8, 3.753688524590164)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 37.333333333333336)","(9.0, 17.0, 14.5)","(8.5, 12.0, 11.193548387096774)"
11-01-2023 15:59:34.282586,"(7.0, 8.6, 8.262295081967212)","(10.0, 15.0, 14.272058823529411)","(11.0, 17.5, 14.928571428571429)","(9.0, 12.0, 11.557692307692308)","(7.0, 9.4, 9.312280701754386)","(3.4, 3.8, 3.753688524590164)","(9.0, 11.0, 10.142276422764228)","(26.0, 40.0, 32.92307692307692)","(9.0, 16.0, 14.0)","(8.5, 12.0, 11.09375)"
11-01-2023 15:59:35.828244,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.25)","(11.0, 17.5, 14.928571428571429)","(9.0, 13.0, 11.636363636363637)","(7.0, 9.4, 11.8)","(3.4, 3.8, 3.7564285714285712)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.92307692307692)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.018518518518519)"
11-01-2023 15:59:37.214373,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.272058823529411)","(11.0, 17.5, 14.928571428571429)","(9.0, 13.0, 11.636363636363637)","(7.0, 12.0, 11.033333333333333)","(3.4, 3.8, 3.658771929824561)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.92307692307692)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.018518518518519)"
11-01-2023 15:59:38.644595,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.272058823529411)","(11.0, 17.5, 14.928571428571429)","(9.0, 13.0, 12.047619047619047)","(7.0, 11.5, 11.033333333333333)","(3.4, 3.75, 3.6963917525773193)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.92307692307692)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.018518518518519)"
11-01-2023 15:59:39.976776,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.272058823529411)","(11.0, 17.5, 14.928571428571429)","(9.0, 13.0, 12.047619047619047)","(7.0, 11.5, 11.033333333333333)","(3.4, 3.75, 3.6963917525773193)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.018518518518519)"
11-01-2023 15:59:41.379106,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.272058823529411)","(11.0, 17.5, 14.928571428571429)","(9.0, 13.0, 12.047619047619047)","(7.0, 11.5, 11.033333333333333)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.018518518518519)"
11-01-2023 15:59:42.789876,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.272058823529411)","(11.0, 17.5, 14.928571428571429)","(9.0, 13.0, 12.047619047619047)","(7.0, 11.5, 11.033333333333333)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.018518518518519)"
11-01-2023 15:59:44.154316,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.272058823529411)","(11.0, 17.5, 14.928571428571429)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 11.033333333333333)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:45.507447,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.5, 14.272058823529411)","(11.0, 17.5, 14.2)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 10.957142857142857)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:46.826713,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.569230769230769)","(11.0, 17.5, 14.2)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 10.866666666666667)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:48.542133,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.726027397260275)","(11.0, 17.5, 14.2)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 10.866666666666667)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:50.079366,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.726027397260275)","(11.0, 17.5, 14.2)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 9.714285714285714)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:51.682341,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 17.5, 14.2)","(9.0, 13.0, 11.636363636363637)","(7.0, 10.0, 10.866666666666667)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:53.181826,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 17.5, 14.2)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 10.066666666666666)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:54.992413,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 17.5, 14.2)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 10.066666666666666)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:56.643091,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 17.5, 14.5)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 10.066666666666666)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 15:59:58.195784,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 17.5, 15.25)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 9.894736842105264)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:00.013095,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 17.5, 15.5)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 9.894736842105264)","(3.4, 3.75, 3.7142857142857144)","(9.0, 11.0, 10.142276422764228)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:01.664190,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 17.5, 16.8)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 9.894736842105264)","(3.4, 3.75, 3.7152173913043476)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:03.398766,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 19.0, 16.0)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 9.894736842105264)","(3.4, 3.75, 3.7152173913043476)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:04.989827,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.637614678899082)","(7.0, 11.0, 9.894736842105264)","(3.4, 3.75, 3.7152173913043476)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:06.589550,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 9.894736842105264)","(3.4, 3.75, 3.713380281690141)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.0)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:08.146176,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 17.456521739130434)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 9.894736842105264)","(3.4, 3.85, 3.713380281690141)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.4)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:09.701719,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 16.166666666666668)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 10.15)","(3.4, 3.85, 3.713380281690141)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.4)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:11.260974,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 14.3)","(9.0, 13.0, 11.636363636363637)","(7.0, 10.5, 10.15)","(3.4, 3.85, 3.713380281690141)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.4)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:12.874259,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 14.6)","(9.0, 13.0, 11.636363636363637)","(7.0, 10.5, 10.15)","(3.4, 3.85, 3.713380281690141)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.4)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:14.485812,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 14.6)","(9.0, 13.0, 11.636363636363637)","(7.0, 10.5, 10.15)","(3.4, 3.85, 3.713380281690141)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.4)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:16.840071,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 14.6)","(9.0, 13.0, 11.636363636363637)","(7.0, 10.5, 10.15)","(3.4, 3.85, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.4)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:18.368599,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 15.5)","(9.0, 13.0, 11.636363636363637)","(7.0, 10.5, 10.15)","(3.4, 3.7, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.4)","(8.5, 11.5, 11.015625)"
11-01-2023 16:00:19.944563,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 15.5)","(9.0, 13.0, 11.636363636363637)","(7.0, 10.5, 9.673076923076923)","(3.4, 3.7, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 14.5)","(8.5, 11.5, 11.030303030303031)"
11-01-2023 16:00:21.781286,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 12.743243243243244)","(11.0, 18.5, 15.5)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 9.673076923076923)","(3.4, 3.7, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 32.857142857142854)","(9.0, 16.0, 15.833333333333334)","(8.5, 11.5, 11.030303030303031)"
11-01-2023 16:00:23.482062,"(7.0, 8.6, 8.262295081967212)","(10.0, 14.0, 13.205882352941176)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.5, 10.066666666666666)","(3.4, 3.7, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 38.0, 37.333333333333336)","(9.0, 17.5, 13.875)","(8.5, 11.5, 11.375)"
11-01-2023 16:00:25.139087,"(7.0, 8.6, 8.262295081967212)","(10.0, 13.5, 13.205882352941176)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 10.066666666666666)","(3.4, 3.7, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 40.0, 37.333333333333336)","(9.0, 16.5, 13.875)","(8.5, 11.5, 11.375)"
11-01-2023 16:00:26.707832,"(7.0, 8.6, 8.262295081967212)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 10.066666666666666)","(3.4, 3.7, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 40.0, 37.333333333333336)","(9.0, 16.5, 13.875)","(8.5, 11.5, 11.375)"
11-01-2023 16:00:28.295001,"(7.0, 8.6, 8.262295081967212)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.636363636363637)","(7.0, 11.0, 10.066666666666666)","(3.4, 3.7, 3.67710843373494)","(9.0, 11.0, 10.142857142857142)","(26.0, 40.0, 37.333333333333336)","(9.0, 16.5, 13.875)","(8.5, 11.5, 11.375)"
11-01-2023 16:00:29.966635,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(10.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 11.0, 10.3)","(3.4, 3.7, 3.7136363636363634)","(9.0, 11.0, 10.16)","(21.0, 40.0, 38.0)","(9.0, 16.5, 15.1875)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:31.583450,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(10.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 11.0, 10.3)","(3.4, 4.0, 3.5855072463768116)","(9.0, 11.0, 10.16)","(21.0, 40.0, 41.0)","(9.0, 16.5, 15.1875)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:33.059475,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 11.0, 10.3)","(3.4, 3.65, 3.5855072463768116)","(9.0, 11.0, 10.232558139534884)","(21.0, 50.0, 44.0)","(9.0, 16.5, 15.1875)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:34.583288,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 11.0, 10.3)","(3.4, 3.65, 3.5855072463768116)","(9.0, 11.0, 10.232558139534884)","(21.0, 48.0, 40.4)","(9.0, 16.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:36.118455,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 11.0, 10.3)","(3.4, 3.65, 3.577049180327869)","(9.0, 11.0, 10.232558139534884)","(21.0, 46.0, 45.5)","(9.0, 16.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:37.643356,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 11.0, 10.15)","(3.4, 3.65, 3.577049180327869)","(9.0, 11.0, 10.232558139534884)","(21.0, 50.0, 41.0)","(9.0, 16.5, 14.833333333333334)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:39.224887,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 10.5, 10.15)","(3.4, 3.65, 3.577049180327869)","(9.0, 11.0, 10.232558139534884)","(21.0, 50.0, 44.0)","(9.0, 17.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:40.857110,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 10.5, 10.15)","(3.4, 3.65, 3.5777310924369745)","(9.0, 11.0, 10.232558139534884)","(21.0, 48.0, 40.4)","(9.0, 17.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:42.704681,"(7.0, 8.6, 8.26774193548387)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 10.5, 10.15)","(3.4, 3.65, 3.5777310924369745)","(9.0, 11.0, 10.232558139534884)","(21.0, 46.0, 43.5)","(9.0, 17.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:44.417535,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 10.5, 10.15)","(3.4, 3.65, 3.5777310924369745)","(9.0, 11.0, 10.232558139534884)","(21.0, 55.0, 42.8)","(9.0, 17.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:46.129798,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 10.5, 10.15)","(3.4, 3.65, 3.5479949874686714)","(9.0, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 17.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:48.011053,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.0, 10.5, 10.15)","(3.4, 3.55, 3.5479949874686714)","(9.0, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 17.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:49.783025,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.55, 3.5479949874686714)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 17.5, 15.25)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:51.515512,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.55, 3.5479949874686714)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 17.5, 15.25)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:53.157677,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.55, 3.5479949874686714)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 17.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:54.758235,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.55, 3.568867924528302)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:56.485102,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.65, 3.592289156626506)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:58.167942,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.6, 3.592289156626506)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:00:59.780990,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.6, 3.592289156626506)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:01:01.368063,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.6, 3.592289156626506)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 42.8)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:01:02.959371,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 16.0)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.6, 3.592289156626506)","(8.5, 11.0, 10.232558139534884)","(21.0, 50.0, 45.33333333333333)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:01:04.624027,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 13.045454545454545)","(11.0, 18.5, 17.785714285714285)","(9.0, 13.0, 11.68421052631579)","(7.5, 10.5, 10.15)","(3.4, 3.6, 3.592289156626506)","(8.5, 11.0, 10.232558139534884)","(21.0, 48.0, 42.0)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:01:06.341236,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.5, 12.235294117647058)","(11.0, 18.5, 16.0)","(9.0, 13.0, 12.27536231884058)","(7.5, 10.5, 10.476190476190476)","(3.4, 3.6, 3.592289156626506)","(8.5, 11.0, 10.232558139534884)","(21.0, 46.0, 42.0)","(9.0, 15.5, 15.0)","(8.5, 11.5, 11.38888888888889)"
11-01-2023 16:01:08.044411,"(7.0, 8.6, 8.271713147410358)","(10.0, 13.0, 12.235294117647058)","(11.0, 18.5, 15.5)","(9.0, 13.0, 12.27536231884058)","(7.5, 10.5, 10.428571428571429)","(3.4, 3.6, 3.8147058823529414)","(8.5, 11.0, 10.232558139534884)","(21.0, 46.0, 43.25)","(9.0, 15.5, 14.833333333333334)","(8.5, 11.5, 11.38888888888889)"
