,Luvtoo,Flying Banyula,R N R Beach Nz,Call Me Dragon,Shez Bettors Babe,Imperious,Esther Rising,Desmond,Shooin
06-01-2023 15:30:01.466062,"(4.6, 8.8, 7.466666666666667)","(2.9, 3.95, 3.8800000000000003)","(1.95, 99999, 99990)","(14.0, 26.0, 20.6)","(81.0, 210.0, 165.0)","(17.0, 32.0, 28.77777777777778)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 93.0)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:30:02.741993,"(4.6, 8.8, 7.466666666666667)","(2.9, 3.95, 3.8800000000000003)","(1.95, 99999, 99990)","(14.0, 25.0, 21.5)","(81.0, 210.0, 165.0)","(17.0, 32.0, 28.77777777777778)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 93.0)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:30:04.245742,"(4.6, 8.8, 7.466666666666667)","(2.9, 3.95, 3.8800000000000003)","(1.95, 99999, 99990)","(14.0, 24.0, 19.142857142857142)","(81.0, 210.0, 165.0)","(17.0, 32.0, 28.77777777777778)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 93.0)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:30:05.604592,"(4.6, 8.8, 7.466666666666667)","(2.9, 3.95, 3.8800000000000003)","(1.95, 99999, 99990)","(14.0, 26.0, 19.142857142857142)","(81.0, 210.0, 165.0)","(17.0, 32.0, 28.77777777777778)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 93.0)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:30:06.911997,"(4.6, 8.8, 7.6000000000000005)","(2.9, 4.0, 3.8666666666666667)","(1.95, 99999, 99990)","(14.0, 25.0, 21.333333333333332)","(81.0, 210.0, 120.0)","(17.0, 32.0, 29.1)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 108.0)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:30:08.382494,"(4.6, 7.8, 7.4)","(2.9, 4.0, 3.8666666666666667)","(1.95, 99999, 99990)","(14.0, 25.0, 21.333333333333332)","(71.0, 210.0, 163.33333333333331)","(18.0, 32.0, 25.0)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 86.66666666666666)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:30:09.845856,"(4.6, 7.8, 7.166666666666667)","(2.9, 4.0, 3.671875)","(1.95, 99999, 99990)","(14.0, 25.0, 21.333333333333332)","(71.0, 210.0, 163.33333333333331)","(18.0, 32.0, 25.0)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 86.66666666666666)","(41.0, 90.0, 61.5)"
06-01-2023 15:30:11.181180,"(4.6, 7.8, 7.166666666666667)","(2.9, 3.7, 3.671875)","(1.95, 99999, 99990)","(14.0, 25.0, 21.333333333333332)","(71.0, 210.0, 113.33333333333334)","(18.0, 32.0, 28.142857142857142)","(51.0, 95.0, 83.33333333333333)","(41.0, 140.0, 86.66666666666666)","(41.0, 85.0, 61.5)"
06-01-2023 15:30:12.444563,"(4.6, 7.8, 7.166666666666667)","(2.9, 3.7, 3.9)","(1.95, 99999, 99990)","(14.0, 25.0, 21.333333333333332)","(71.0, 200.0, 113.33333333333334)","(18.0, 32.0, 29.3)","(51.0, 95.0, 89.16666666666666)","(41.0, 140.0, 72.85714285714286)","(41.0, 85.0, 61.5)"
06-01-2023 15:30:13.699604,"(4.6, 7.8, 7.166666666666667)","(2.9, 4.0, 3.9)","(1.95, 99999, 99990)","(14.0, 25.0, 20.666666666666668)","(71.0, 200.0, 113.33333333333334)","(18.0, 32.0, 29.3)","(51.0, 95.0, 89.16666666666666)","(41.0, 140.0, 72.85714285714286)","(41.0, 85.0, 61.5)"
06-01-2023 15:30:14.854396,"(4.6, 7.8, 7.166666666666667)","(2.9, 4.0, 3.9)","(1.95, 99999, 99990)","(14.0, 24.0, 19.0)","(71.0, 200.0, 113.33333333333334)","(18.0, 32.0, 29.3)","(51.0, 95.0, 89.16666666666666)","(41.0, 140.0, 72.85714285714286)","(41.0, 85.0, 61.5)"
06-01-2023 15:30:16.056285,"(4.6, 7.8, 7.166666666666667)","(2.9, 4.0, 3.9)","(1.95, 99999, 99990)","(13.0, 24.0, 19.0)","(71.0, 200.0, 113.33333333333334)","(17.0, 32.0, 29.3)","(51.0, 95.0, 89.16666666666666)","(41.0, 140.0, 94.0)","(41.0, 85.0, 61.5)"
06-01-2023 15:30:17.424553,"(4.6, 7.8, 7.166666666666667)","(2.9, 4.0, 3.9)","(1.95, 99999, 99990)","(13.0, 24.0, 19.0)","(71.0, 200.0, 167.5)","(17.0, 32.0, 28.142857142857142)","(51.0, 95.0, 89.16666666666666)","(41.0, 140.0, 94.0)","(41.0, 85.0, 61.5)"
06-01-2023 15:30:18.724473,"(4.6, 7.8, 7.166666666666667)","(2.9, 4.0, 3.6666666666666665)","(1.95, 99999, 99990)","(13.0, 24.0, 19.0)","(71.0, 200.0, 104.0)","(17.0, 32.0, 24.2)","(51.0, 95.0, 89.16666666666666)","(41.0, 140.0, 90.0)","(41.0, 85.0, 47.4)"
06-01-2023 15:30:19.971829,"(4.8, 7.8, 7.42)","(3.0, 4.0, 3.725)","(1.95, 99999, 99990)","(13.0, 24.0, 19.0)","(71.0, 200.0, 104.0)","(17.0, 32.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 90.0)","(31.0, 85.0, 47.4)"
06-01-2023 15:30:21.246480,"(4.8, 7.8, 7.609999999999999)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 24.0, 19.0)","(71.0, 200.0, 104.0)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 90.0)","(31.0, 85.0, 47.4)"
06-01-2023 15:30:22.536893,"(4.8, 7.8, 7.609999999999999)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 24.0, 19.0)","(71.0, 200.0, 104.0)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 90.0)","(31.0, 85.0, 47.4)"
06-01-2023 15:30:23.737825,"(4.8, 7.8, 7.609999999999999)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 24.0, 19.0)","(71.0, 200.0, 116.66666666666666)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 90.0)","(31.0, 85.0, 47.4)"
06-01-2023 15:30:24.925821,"(4.8, 7.8, 7.68)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 24.0, 19.4)","(71.0, 190.0, 116.66666666666666)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 90.0)","(31.0, 85.0, 53.666666666666664)"
06-01-2023 15:30:26.221986,"(4.8, 7.8, 7.654545454545454)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 23.0, 18.8)","(71.0, 190.0, 113.33333333333334)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 90.0)","(31.0, 85.0, 53.666666666666664)"
06-01-2023 15:30:27.595235,"(4.8, 7.8, 7.654545454545454)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 22.0, 18.8)","(71.0, 180.0, 113.33333333333334)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 90.0)","(31.0, 85.0, 53.666666666666664)"
06-01-2023 15:30:28.896100,"(4.8, 7.8, 7.66)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 22.0, 18.8)","(71.0, 180.0, 142.0)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 111.25)","(31.0, 85.0, 53.666666666666664)"
06-01-2023 15:30:30.045758,"(4.8, 7.8, 7.1875)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 22.0, 18.8)","(71.0, 180.0, 142.0)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 111.25)","(31.0, 85.0, 53.666666666666664)"
06-01-2023 15:30:31.414584,"(4.8, 7.6, 7.0)","(3.0, 3.95, 3.725)","(1.95, 99999, 99990)","(13.0, 22.0, 18.8)","(71.0, 180.0, 142.0)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 111.25)","(31.0, 85.0, 53.666666666666664)"
06-01-2023 15:30:32.672981,"(4.8, 7.6, 6.866666666666667)","(3.0, 3.95, 3.9647058823529413)","(1.95, 99999, 99990)","(13.0, 22.0, 18.8)","(71.0, 180.0, 142.0)","(17.0, 30.0, 26.333333333333332)","(51.0, 95.0, 89.16666666666666)","(41.0, 130.0, 111.25)","(31.0, 85.0, 53.666666666666664)"
06-01-2023 15:30:33.877671,"(4.8, 7.6, 6.866666666666667)","(3.0, 4.0, 3.9647058823529413)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 30.0, 23.333333333333332)","(51.0, 95.0, 77.5)","(41.0, 130.0, 86.875)","(31.0, 85.0, 61.5)"
06-01-2023 15:30:35.586266,"(4.8, 7.6, 6.866666666666667)","(3.0, 3.75, 3.7383333333333333)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 32.0, 23.333333333333332)","(51.0, 95.0, 77.5)","(41.0, 140.0, 86.875)","(31.0, 85.0, 61.5)"
06-01-2023 15:30:37.157119,"(4.8, 7.6, 6.866666666666667)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 32.0, 23.333333333333332)","(51.0, 95.0, 77.5)","(41.0, 140.0, 86.875)","(31.0, 85.0, 61.5)"
06-01-2023 15:30:38.775349,"(4.8, 7.6, 6.866666666666667)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 32.0, 23.333333333333332)","(51.0, 95.0, 77.5)","(41.0, 140.0, 82.85714285714286)","(31.0, 85.0, 61.5)"
06-01-2023 15:30:40.388093,"(4.8, 7.6, 6.866666666666667)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 32.0, 23.333333333333332)","(51.0, 95.0, 77.5)","(41.0, 120.0, 82.85714285714286)","(31.0, 85.0, 61.5)"
06-01-2023 15:30:41.876301,"(4.8, 7.6, 7.24)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 32.0, 23.333333333333332)","(51.0, 95.0, 77.5)","(41.0, 120.0, 82.85714285714286)","(31.0, 85.0, 61.5)"
06-01-2023 15:30:43.217838,"(4.8, 7.6, 7.371428571428571)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 32.0, 23.333333333333332)","(51.0, 95.0, 77.5)","(41.0, 120.0, 82.85714285714286)","(31.0, 85.0, 61.5)"
06-01-2023 15:30:44.578596,"(4.8, 7.4, 7.0)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 32.0, 24.166666666666668)","(51.0, 95.0, 77.5)","(41.0, 120.0, 82.85714285714286)","(31.0, 85.0, 49.75)"
06-01-2023 15:30:45.871574,"(4.8, 7.4, 7.0)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 50.0, 24.166666666666668)","(51.0, 95.0, 77.5)","(41.0, 120.0, 82.85714285714286)","(31.0, 85.0, 49.75)"
06-01-2023 15:30:47.182050,"(4.8, 7.4, 7.0)","(3.0, 3.75, 3.7)","(1.95, 99999, 99990)","(13.0, 22.0, 18.0)","(71.0, 180.0, 142.0)","(17.0, 50.0, 28.0)","(51.0, 95.0, 77.5)","(41.0, 120.0, 82.85714285714286)","(31.0, 85.0, 49.75)"
06-01-2023 15:30:48.518312,"(4.8, 7.4, 7.28)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 22.0, 19.25)","(71.0, 180.0, 116.66666666666667)","(17.0, 46.0, 29.8)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 85.0, 47.4)"
06-01-2023 15:30:49.717777,"(4.8, 7.4, 7.28)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 116.66666666666667)","(17.0, 46.0, 24.4)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 85.0, 47.4)"
06-01-2023 15:30:50.982466,"(4.8, 7.4, 7.28)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 116.66666666666667)","(17.0, 46.0, 24.4)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 85.0, 47.4)"
06-01-2023 15:30:52.363035,"(4.8, 7.4, 7.3)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 150.0)","(17.0, 46.0, 24.4)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 85.0, 44.714285714285715)"
06-01-2023 15:30:53.738386,"(4.8, 7.6, 7.24)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 150.0)","(17.0, 46.0, 24.4)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 85.0, 50.333333333333336)"
06-01-2023 15:30:55.162069,"(4.8, 7.8, 7.7894736842105265)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 150.0)","(17.0, 46.0, 24.4)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 75.0, 50.333333333333336)"
06-01-2023 15:30:56.558892,"(4.8, 7.8, 7.625)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 150.0)","(17.0, 46.0, 24.4)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 75.0, 50.333333333333336)"
06-01-2023 15:30:57.777381,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 150.0)","(17.0, 46.0, 24.4)","(51.0, 95.0, 77.5)","(41.0, 120.0, 70.0)","(31.0, 75.0, 50.333333333333336)"
06-01-2023 15:30:59.131516,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 170.0, 142.5)","(17.0, 46.0, 31.5)","(51.0, 95.0, 77.5)","(41.0, 120.0, 76.66666666666667)","(31.0, 75.0, 48.666666666666664)"
06-01-2023 15:31:00.499817,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 160.0, 142.5)","(17.0, 44.0, 34.333333333333336)","(51.0, 95.0, 77.5)","(41.0, 110.0, 68.0)","(31.0, 70.0, 48.666666666666664)"
06-01-2023 15:31:01.853082,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.625)","(2.0, 99999, 99990)","(13.0, 21.0, 19.25)","(71.0, 160.0, 142.5)","(17.0, 42.0, 30.5)","(51.0, 95.0, 77.5)","(41.0, 100.0, 68.0)","(31.0, 70.0, 48.666666666666664)"
06-01-2023 15:31:03.223762,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 21.0, 16.0)","(71.0, 160.0, 136.66666666666666)","(17.0, 42.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 100.0, 84.16666666666666)","(31.0, 70.0, 47.0)"
06-01-2023 15:31:04.397809,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 30.0, 15.666666666666666)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 90.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:05.603502,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 29.0, 15.666666666666666)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:06.902669,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 29.0, 15.666666666666666)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:08.180715,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 29.0, 16.6)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:09.422049,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 27.0, 18.0)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:10.670222,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 26.0, 18.0)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:11.817329,"(4.8, 7.8, 7.199999999999999)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 26.0, 18.0)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:13.065269,"(4.8, 7.8, 7.66)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 26.0, 18.0)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:14.642829,"(4.8, 7.8, 7.65)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 26.0, 18.333333333333332)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 47.0)"
06-01-2023 15:31:15.980380,"(4.8, 7.8, 7.65)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 27.0, 18.333333333333332)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 44.75)"
06-01-2023 15:31:17.297528,"(4.8, 7.8, 7.65)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 27.0, 18.333333333333332)","(71.0, 160.0, 136.66666666666666)","(17.0, 40.0, 26.0)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 65.0, 45.333333333333336)"
06-01-2023 15:31:18.469180,"(4.8, 7.8, 7.65)","(3.0, 3.75, 3.7)","(2.0, 99999, 99990)","(13.0, 27.0, 20.5)","(71.0, 160.0, 116.66666666666667)","(17.0, 40.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 95.0, 83.57142857142857)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:19.759136,"(4.8, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 27.0, 20.5)","(71.0, 160.0, 116.66666666666667)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 95.0, 65.0)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:21.348007,"(4.8, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 27.0, 20.6)","(71.0, 160.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:22.578165,"(4.8, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 25.0, 20.6)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:23.735891,"(4.8, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 25.0, 20.6)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:25.011118,"(4.8, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 25.0, 20.6)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:26.216423,"(4.8, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 25.0, 20.6)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:27.523096,"(4.8, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 25.0, 20.6)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:28.793234,"(4.8, 7.8, 7.533333333333333)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(13.0, 25.0, 20.6)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:29.935625,"(5.0, 7.8, 7.533333333333333)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(12.0, 25.0, 20.6)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:31.158619,"(5.0, 7.8, 7.533333333333333)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(12.0, 25.0, 18.714285714285715)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:32.358777,"(5.0, 7.8, 7.533333333333333)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(12.0, 25.0, 18.714285714285715)","(71.0, 150.0, 113.33333333333333)","(17.0, 38.0, 31.666666666666664)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 50.4)"
06-01-2023 15:31:33.582956,"(5.0, 7.8, 7.3)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 38.0, 35.214285714285715)","(51.0, 95.0, 77.5)","(41.0, 90.0, 72.5)","(31.0, 60.0, 44.0)"
06-01-2023 15:31:34.769882,"(5.0, 7.8, 7.688888888888888)","(3.0, 3.75, 3.5500000000000003)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 38.0, 34.625)","(51.0, 95.0, 77.5)","(41.0, 90.0, 85.0)","(31.0, 60.0, 59.22222222222222)"
06-01-2023 15:31:35.968531,"(5.0, 7.8, 7.6)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 40.0, 34.625)","(51.0, 95.0, 77.5)","(41.0, 90.0, 85.0)","(31.0, 60.0, 59.22222222222222)"
06-01-2023 15:31:37.203337,"(5.0, 7.8, 7.6)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 40.0, 34.625)","(51.0, 95.0, 77.5)","(41.0, 90.0, 85.0)","(31.0, 60.0, 59.22222222222222)"
06-01-2023 15:31:38.555351,"(5.0, 7.8, 7.6)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 40.0, 36.125)","(51.0, 95.0, 77.5)","(41.0, 95.0, 96.66666666666667)","(31.0, 60.0, 51.33333333333333)"
06-01-2023 15:31:39.906547,"(5.0, 7.8, 7.6)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 42.0, 29.0)","(51.0, 95.0, 77.5)","(41.0, 110.0, 96.66666666666667)","(31.0, 60.0, 52.0)"
06-01-2023 15:31:41.240425,"(5.0, 7.8, 7.68235294117647)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 44.0, 29.0)","(51.0, 95.0, 77.5)","(41.0, 110.0, 96.66666666666667)","(31.0, 60.0, 52.0)"
06-01-2023 15:31:42.580192,"(5.0, 7.8, 7.68235294117647)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 44.0, 29.0)","(51.0, 95.0, 77.5)","(41.0, 110.0, 96.66666666666667)","(31.0, 60.0, 52.0)"
06-01-2023 15:31:43.773200,"(5.0, 7.8, 7.68235294117647)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 16.2)","(71.0, 150.0, 122.0)","(17.0, 44.0, 29.0)","(51.0, 95.0, 77.5)","(41.0, 110.0, 96.66666666666667)","(31.0, 60.0, 52.0)"
06-01-2023 15:31:44.932482,"(5.0, 7.8, 7.68235294117647)","(3.0, 3.75, 3.54375)","(2.0, 99999, 99990)","(12.0, 25.0, 17.666666666666668)","(71.0, 150.0, 122.0)","(17.0, 44.0, 29.0)","(51.0, 95.0, 77.5)","(41.0, 110.0, 96.66666666666667)","(31.0, 60.0, 52.0)"
