,Influencer,Kanga Lights,Helmet Giblet,Spring Bonnie,Escape Inn,Crazy Dream,Entice,Pyrotechnic
07-12-2022 13:29:49.614246,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.8, 3.430769230769231)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:29:50.988866,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.8, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:29:52.406716,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:29:53.666570,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:29:55.100137,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:29:56.287507,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:29:57.577907,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:29:58.751234,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:00.148716,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:01.532197,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:02.836335,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:04.107161,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:05.547691,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:06.827127,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:08.093290,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:09.375146,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:10.666577,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:11.806281,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:12.986906,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:14.489953,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:15.924604,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.75, 3.35625)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:17.363876,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 10.081481481481482)","(3.0, 3.7, 3.35625)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 18.39354838709677)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:18.709951,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 14.0, 11.222222222222221)","(3.0, 3.7, 3.267857142857143)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 15.0625)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:20.008737,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 13.5, 11.222222222222221)","(3.0, 3.7, 3.35625)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 15.0625)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:21.337797,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 13.5, 11.0)","(3.0, 3.7, 3.3607142857142858)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 17.5)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:22.517652,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 13.0, 11.0)","(3.0, 3.65, 3.3607142857142858)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 17.5)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:24.078835,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 13.0, 9.89655172413793)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 17.5)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:25.505444,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 13.0, 9.89655172413793)","(3.0, 3.65, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 17.5)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:26.817413,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 13.0, 9.89655172413793)","(3.0, 3.65, 3.45)","(21.0, 90.0, 56.476190476190474)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 17.5)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:28.182124,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 12.5, 10.777777777777779)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 17.5)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:29.490388,"(3.8, 4.7, 4.2)","(16.0, 55.0, 34.28)","(9.0, 12.5, 9.827586206896552)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 15.266666666666666)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:30.743640,"(3.8, 4.7, 4.2)","(16.0, 55.0, 31.772727272727273)","(9.0, 12.5, 9.827586206896552)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 15.266666666666666)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:32.047649,"(3.8, 4.7, 4.2)","(16.0, 55.0, 31.772727272727273)","(9.0, 12.5, 10.555555555555555)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.0, 9.0, 8.43720930232558)","(6.5, 19.0, 15.266666666666666)","(7.0, 15.0, 14.18918918918919)"
07-12-2022 13:30:33.290701,"(3.8, 4.7, 4.2)","(17.0, 55.0, 31.772727272727273)","(9.0, 12.0, 9.947368421052632)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 9.0, 8.43720930232558)","(6.5, 19.0, 17.6)","(6.5, 15.0, 14.18918918918919)"
07-12-2022 13:30:34.420306,"(3.8, 4.7, 4.2)","(17.0, 55.0, 31.772727272727273)","(9.0, 12.0, 10.555555555555555)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 9.0, 8.43720930232558)","(6.5, 19.0, 15.71875)","(6.5, 15.0, 14.18918918918919)"
07-12-2022 13:30:35.567681,"(3.8, 4.7, 4.2)","(17.0, 55.0, 31.772727272727273)","(9.0, 12.0, 9.735483870967743)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 9.0, 8.48421052631579)","(6.5, 19.0, 17.444444444444443)","(6.5, 15.0, 14.18918918918919)"
07-12-2022 13:30:36.676912,"(3.8, 4.6, 4.366666666666666)","(17.0, 55.0, 31.772727272727273)","(9.0, 12.0, 9.8)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 19.0, 18.125)","(6.5, 15.0, 14.18918918918919)"
07-12-2022 13:30:37.795347,"(3.8, 4.6, 4.25)","(17.0, 55.0, 31.772727272727273)","(9.0, 12.0, 9.8)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 19.0, 18.125)","(6.5, 15.0, 14.18918918918919)"
07-12-2022 13:30:38.884873,"(3.8, 4.6, 4.25)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 10.333333333333334)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 19.0, 18.75)","(6.5, 15.0, 14.18918918918919)"
07-12-2022 13:30:40.023717,"(3.8, 4.6, 4.14)","(16.0, 55.0, 31.772727272727273)","(9.0, 11.5, 10.333333333333334)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 19.0, 19.714285714285715)","(6.5, 15.0, 14.18918918918919)"
07-12-2022 13:30:41.165116,"(3.8, 4.6, 4.14)","(16.0, 55.0, 31.772727272727273)","(9.0, 11.5, 10.35)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 20.0, 18.5)","(6.5, 15.0, 13.369565217391305)"
07-12-2022 13:30:42.445639,"(3.8, 4.6, 4.14)","(16.0, 55.0, 31.772727272727273)","(9.0, 13.5, 9.82)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 20.0, 19.67391304347826)","(6.5, 15.0, 14.227272727272727)"
07-12-2022 13:30:43.840986,"(3.8, 4.6, 4.14)","(16.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.82)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 20.0, 19.67391304347826)","(6.5, 14.5, 13.772727272727273)"
07-12-2022 13:30:45.011688,"(3.8, 4.6, 4.14)","(16.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.82)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 20.0, 19.0)","(6.5, 14.5, 14.283783783783784)"
07-12-2022 13:30:46.217471,"(3.8, 4.6, 4.14)","(16.0, 55.0, 31.772727272727273)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.288372093023256)","(6.5, 20.0, 19.0)","(6.5, 14.5, 14.25)"
07-12-2022 13:30:47.349948,"(3.8, 4.6, 4.14)","(16.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.775862068965518)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 19.0)","(6.5, 14.5, 13.863636363636363)"
07-12-2022 13:30:48.488580,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.775862068965518)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 19.708333333333336)","(6.5, 14.5, 13.863636363636363)"
07-12-2022 13:30:49.584427,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.416666666666666)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 19.708333333333336)","(6.5, 14.5, 13.863636363636363)"
07-12-2022 13:30:50.702352,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.416666666666666)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 18.7)","(6.5, 14.5, 14.274193548387096)"
07-12-2022 13:30:51.793219,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.416666666666666)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 18.7)","(6.5, 14.5, 14.274193548387096)"
07-12-2022 13:30:53.077170,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.66)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 18.7)","(6.5, 14.5, 13.954545454545453)"
07-12-2022 13:30:54.291429,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.66)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 19.675)","(6.5, 14.5, 14.323529411764707)"
07-12-2022 13:30:55.405392,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 19.675)","(6.5, 14.5, 14.323529411764707)"
07-12-2022 13:30:56.509480,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 19.675)","(6.5, 14.5, 13.785714285714286)"
07-12-2022 13:30:57.816195,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 20.0, 19.06896551724138)","(6.5, 14.5, 14.0)"
07-12-2022 13:30:59.130987,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.106122448979592)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.0)"
07-12-2022 13:31:00.313597,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:01.475591,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:02.591581,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:03.636326,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:04.727975,"(3.8, 4.6, 4.14)","(17.0, 55.0, 31.772727272727273)","(9.0, 11.5, 9.758064516129032)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:05.824525,"(3.8, 4.6, 4.14)","(17.0, 55.0, 32.78260869565217)","(9.0, 11.5, 9.758064516129032)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:07.169300,"(3.8, 4.6, 4.14)","(17.0, 55.0, 32.78260869565217)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:08.378006,"(3.8, 4.6, 4.14)","(17.0, 55.0, 32.78260869565217)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 19.06896551724138)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:09.736805,"(3.8, 4.6, 4.14)","(17.0, 55.0, 34.14285714285714)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 22.0, 20.285714285714285)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:10.968200,"(3.8, 4.6, 4.14)","(17.0, 55.0, 33.43181818181819)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 21.0, 20.285714285714285)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:12.099241,"(3.8, 4.6, 4.14)","(17.0, 55.0, 33.43181818181819)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 21.0, 20.285714285714285)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:13.322070,"(3.8, 4.6, 4.14)","(17.0, 55.0, 33.43181818181819)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 21.0, 20.285714285714285)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:14.560829,"(3.8, 4.6, 4.14)","(17.0, 55.0, 33.43181818181819)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.323809523809524)","(6.5, 21.0, 20.285714285714285)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:15.893344,"(3.8, 4.6, 4.14)","(17.0, 55.0, 33.43181818181819)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.8, 8.025531914893616)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:17.273853,"(3.8, 4.6, 4.14)","(17.0, 55.0, 33.43181818181819)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.6, 8.025531914893616)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:18.468015,"(3.8, 4.6, 4.14)","(17.0, 55.0, 33.43181818181819)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.6, 8.025531914893616)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:19.618329,"(3.8, 4.6, 4.14)","(17.0, 40.0, 36.09090909090909)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.6, 8.025531914893616)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:20.738217,"(3.8, 4.6, 4.14)","(17.0, 40.0, 27.714285714285715)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.6, 8.025531914893616)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:21.827004,"(3.8, 4.6, 4.14)","(17.0, 40.0, 27.714285714285715)","(9.0, 11.5, 9.423076923076923)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.6, 8.025531914893616)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:23.066453,"(3.8, 4.6, 4.14)","(17.0, 40.0, 27.714285714285715)","(9.0, 11.5, 8.928571428571429)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.6, 8.025531914893616)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 14.307692307692308)"
07-12-2022 13:31:24.298147,"(3.8, 4.6, 4.14)","(17.0, 40.0, 27.714285714285715)","(9.0, 11.5, 9.114285714285716)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.6, 8.112820512820512)","(6.5, 21.0, 18.096774193548388)","(6.5, 14.5, 15.24074074074074)"
07-12-2022 13:31:25.523050,"(3.8, 4.6, 4.14)","(17.0, 40.0, 27.714285714285715)","(9.0, 11.0, 9.9)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.4, 8.112820512820512)","(6.5, 21.0, 18.096774193548388)","(6.5, 15.5, 15.071428571428571)"
07-12-2022 13:31:26.765899,"(3.8, 4.6, 4.14)","(17.0, 40.0, 27.714285714285715)","(9.0, 11.0, 9.9)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.4, 8.112820512820512)","(6.5, 21.0, 18.096774193548388)","(6.5, 15.5, 15.071428571428571)"
07-12-2022 13:31:27.920789,"(3.8, 4.6, 4.14)","(17.0, 40.0, 28.272727272727273)","(9.0, 11.0, 8.888)","(3.0, 3.65, 3.3642857142857143)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.4, 8.112820512820512)","(6.5, 21.0, 18.096774193548388)","(6.5, 15.5, 15.285714285714285)"
07-12-2022 13:31:29.196785,"(3.8, 4.6, 4.14)","(17.0, 40.0, 28.272727272727273)","(9.0, 11.0, 9.24)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.4, 8.112820512820512)","(6.5, 21.0, 18.096774193548388)","(6.5, 15.5, 14.785714285714286)"
07-12-2022 13:31:30.267902,"(3.8, 4.6, 4.14)","(17.0, 40.0, 28.272727272727273)","(9.0, 11.0, 9.491428571428571)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.4, 8.112820512820512)","(6.5, 21.0, 18.096774193548388)","(6.5, 15.5, 15.410714285714285)"
07-12-2022 13:31:31.409032,"(3.8, 4.6, 4.14)","(17.0, 40.0, 28.272727272727273)","(9.0, 11.0, 9.491428571428571)","(3.0, 3.65, 3.45)","(21.0, 90.0, 59.391304347826086)","(5.5, 8.4, 8.112820512820512)","(6.5, 21.0, 18.096774193548388)","(6.5, 15.5, 15.410714285714285)"
