,Knights Cross,Urana Fernando,Mcivor Jack,Cookie Delight,Lala Santa,Prussian Spirit,Birdbrook,Red Hot Lady
11-01-2023 14:34:59.822661,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.068181818181818)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.7, 3.427777777777778)","(4.0, 6.2, 5.173333333333333)","(10.0, 14.0, 12.971428571428572)","(6.5, 7.6, 6.258333333333334)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:00.908114,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.068181818181818)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.7, 3.444736842105263)","(4.0, 6.2, 5.173333333333333)","(10.0, 13.5, 12.971428571428572)","(6.5, 7.6, 6.312)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:02.041257,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.454545454545455)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.65, 3.433333333333333)","(4.0, 6.2, 5.173333333333333)","(10.0, 13.5, 12.971428571428572)","(6.5, 7.6, 6.312)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:03.202040,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.454545454545455)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.433333333333333)","(4.0, 6.2, 5.173333333333333)","(10.0, 13.5, 12.971428571428572)","(6.5, 7.6, 6.312)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:04.393645,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.454545454545455)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.4238095238095236)","(4.0, 6.2, 5.173333333333333)","(10.0, 13.5, 12.971428571428572)","(6.5, 7.6, 6.312)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:05.662254,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.454545454545455)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.376923076923077)","(4.0, 6.2, 5.147826086956521)","(10.0, 13.5, 10.733333333333334)","(6.5, 7.6, 6.312)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:06.831165,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.454545454545455)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.3666666666666667)","(4.0, 6.2, 5.147826086956521)","(10.0, 14.0, 10.266666666666667)","(6.5, 7.6, 6.312)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:07.986015,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.3666666666666667)","(4.0, 6.2, 5.55)","(10.0, 14.0, 10.5)","(6.5, 7.6, 6.312)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:09.186754,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.4)","(4.0, 6.0, 5.55)","(10.0, 14.0, 12.085714285714285)","(6.5, 7.6, 6.407407407407407)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:10.370503,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.441176470588235)","(4.0, 6.0, 5.55)","(10.0, 13.0, 11.222222222222223)","(6.5, 7.6, 6.407407407407407)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:11.414614,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.441176470588235)","(4.0, 6.0, 5.55)","(10.0, 13.0, 11.763636363636364)","(6.5, 7.6, 6.407407407407407)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:12.481701,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.444444444444444)","(4.0, 6.0, 5.55)","(10.0, 12.5, 11.15)","(6.5, 7.6, 6.407407407407407)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:13.590247,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.444444444444444)","(4.0, 6.0, 5.55)","(10.0, 12.5, 11.15)","(6.5, 7.6, 6.407407407407407)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:14.748001,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.423076923076923)","(4.0, 6.0, 5.55)","(10.0, 12.5, 10.6)","(6.5, 7.6, 6.45)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:15.910731,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.423076923076923)","(4.0, 6.0, 5.55)","(10.0, 12.0, 10.565217391304348)","(6.5, 7.6, 6.45)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:16.984770,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 11.75)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.423076923076923)","(4.0, 6.0, 5.55)","(10.0, 12.0, 10.15918367346939)","(6.5, 7.6, 6.45)","(5.5, 9.6, 8.133333333333333)"
11-01-2023 14:35:18.061423,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.941176470588236)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.4166666666666665)","(4.0, 6.0, 5.55)","(10.0, 12.0, 10.15918367346939)","(6.5, 7.6, 6.45)","(5.5, 9.6, 8.584615384615384)"
11-01-2023 14:35:19.062532,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.941176470588236)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.5, 3.4166666666666665)","(4.0, 6.0, 5.55)","(10.0, 12.0, 11.4)","(6.5, 7.6, 6.45)","(5.5, 9.6, 8.584615384615384)"
11-01-2023 14:35:20.094606,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.941176470588236)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.45, 3.3807692307692307)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.092307692307692)"
11-01-2023 14:35:21.198380,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.941176470588236)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.45, 3.365625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 8.676923076923076)"
11-01-2023 14:35:22.326242,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.941176470588236)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.45, 3.365625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:23.490440,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.941176470588236)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.45, 3.365625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:24.686914,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 11.75)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.45, 3.365625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:25.893603,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 11.75)","(20.0, 60.0, 54.36363636363637)","(2.9, 3.45, 3.365625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:27.089152,"(10.0, 21.0, 18.394736842105264)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 55.77272727272727)","(2.9, 3.45, 3.29)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:28.354905,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.25, 3.2125)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:29.513538,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.25, 3.2125)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:30.803254,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.25, 3.2125)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:32.021418,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.25, 3.2125)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:33.235025,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.8)","(20.0, 60.0, 54.0)","(2.9, 3.25, 3.3)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:34.360605,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.8)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.3)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:35.529475,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.8)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.1772727272727272)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:36.641915,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.8)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.1772727272727272)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.2)"
11-01-2023 14:35:37.745890,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.8)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.1772727272727272)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:38.840652,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.8)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.1772727272727272)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:39.971000,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.8)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.2)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:41.081332,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 11.75)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.1772727272727272)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.45)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:42.202879,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.2625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:43.362862,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.2625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:44.516290,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.2625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:45.693350,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.2625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:46.899824,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.2625)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:48.099643,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.45, 3.257142857142857)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:49.379909,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.4, 3.257142857142857)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:50.582996,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.4, 3.257142857142857)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:51.771513,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.4, 3.257142857142857)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:52.928187,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.4, 3.257142857142857)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:54.049493,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.4, 3.257142857142857)","(4.0, 6.0, 5.55)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.225)"
11-01-2023 14:35:55.080371,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.235294117647058)","(20.0, 60.0, 54.0)","(2.9, 3.4, 3.3166666666666664)","(4.0, 6.0, 5.181818181818182)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 8.925)"
11-01-2023 14:35:56.153075,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 49.6)","(2.9, 3.3, 3.2181818181818183)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.094736842105263)"
11-01-2023 14:35:57.181051,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.2249999999999996)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.094736842105263)"
11-01-2023 14:35:58.281384,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.2249999999999996)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.094736842105263)"
11-01-2023 14:35:59.435312,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.2249999999999996)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.244444444444444)"
11-01-2023 14:36:00.658652,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.2249999999999996)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.244444444444444)"
11-01-2023 14:36:01.923237,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.588235294117647)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.25)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.244444444444444)"
11-01-2023 14:36:03.138276,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.285714285714285)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.2590909090909093)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.244444444444444)"
11-01-2023 14:36:04.415252,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.285714285714285)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.2590909090909093)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.244444444444444)"
11-01-2023 14:36:05.494683,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.285714285714285)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.2590909090909093)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.167567567567568)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.244444444444444)"
11-01-2023 14:36:06.583195,"(10.0, 21.0, 18.555555555555557)","(9.0, 14.0, 12.285714285714285)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.2590909090909093)","(4.0, 6.0, 5.175)","(10.0, 11.5, 10.6)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.04)"
11-01-2023 14:36:07.740045,"(10.0, 21.0, 18.555555555555557)","(9.0, 13.5, 12.607142857142858)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.2590909090909093)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.6)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:08.994768,"(10.0, 21.0, 18.555555555555557)","(9.0, 13.5, 12.607142857142858)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.1916666666666664)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.6)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:10.382150,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.055555555555555)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.4, 3.1916666666666664)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:11.669345,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.055555555555555)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.4, 3.1916666666666664)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:12.926348,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.055555555555555)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.4, 3.1916666666666664)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:14.120727,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.055555555555555)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.4, 3.1916666666666664)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:15.375239,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.588235294117647)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.4, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:16.654557,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.595238095238095)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:17.875096,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.976190476190476)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:19.093178,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.976190476190476)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:20.455417,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.976190476190476)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:21.677310,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.976190476190476)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.25)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
11-01-2023 14:36:22.877155,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.5)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:24.075044,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.5)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:25.238740,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.5)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:26.443420,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.5)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:27.732939,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.5)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.175)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:29.078380,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.5)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.3, 3.3469512195121953)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:30.441225,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 11.5)","(20.0, 60.0, 54.526315789473685)","(2.9, 3.35, 3.241279069767442)","(4.0, 6.0, 5.175)","(10.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:31.774491,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.357142857142858)","(21.0, 60.0, 54.526315789473685)","(2.8, 3.25, 3.241279069767442)","(4.0, 6.0, 5.175)","(9.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:33.043138,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.357142857142858)","(21.0, 60.0, 54.526315789473685)","(2.8, 3.25, 3.241279069767442)","(4.0, 6.0, 5.175)","(9.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:34.306880,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.357142857142858)","(21.0, 60.0, 54.526315789473685)","(2.8, 3.25, 3.241279069767442)","(4.0, 6.0, 5.175)","(9.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:35.621809,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.357142857142858)","(21.0, 60.0, 54.526315789473685)","(2.8, 3.25, 3.241279069767442)","(4.0, 6.0, 5.175)","(9.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.221052631578948)"
11-01-2023 14:36:36.982391,"(10.0, 21.0, 18.684210526315788)","(9.0, 13.5, 12.357142857142858)","(21.0, 60.0, 54.526315789473685)","(2.8, 3.25, 3.297297297297297)","(4.0, 6.0, 5.175)","(9.0, 11.0, 10.100000000000001)","(6.5, 7.6, 6.652941176470589)","(5.5, 9.6, 9.2)"
