,River Rouge,Goldstar Randal,Adobe Kid,Lets Party,Know Expense,Opawa Warrior,Opawa Hugo,Goldstar Kenzie
06-01-2023 10:31:12.048180,"(10.0, 25.0, 22.090909090909093)","(13.0, 30.0, 25.888888888888886)","(8.5, 16.0, 11.2)","(10.0, 21.0, 18.818181818181817)","(7.5, 13.0, 12.528571428571428)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:13.109390,"(10.0, 25.0, 22.090909090909093)","(13.0, 30.0, 25.888888888888886)","(8.5, 16.0, 11.2)","(10.0, 21.0, 18.818181818181817)","(7.5, 13.0, 12.528571428571428)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:14.131198,"(10.0, 25.0, 22.090909090909093)","(13.0, 30.0, 25.888888888888886)","(8.5, 16.0, 11.2)","(10.0, 21.0, 18.818181818181817)","(7.5, 13.0, 12.528571428571428)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:15.141049,"(10.0, 25.0, 22.090909090909093)","(13.0, 30.0, 25.888888888888886)","(8.5, 16.0, 11.2)","(10.0, 21.0, 18.818181818181817)","(7.5, 13.0, 12.528571428571428)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:16.181617,"(10.0, 25.0, 22.090909090909093)","(13.0, 30.0, 25.888888888888886)","(8.5, 16.0, 11.2)","(10.0, 21.0, 18.818181818181817)","(7.5, 13.0, 12.528571428571428)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:17.165119,"(10.0, 25.0, 22.090909090909093)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 18.818181818181817)","(7.5, 13.0, 12.528571428571428)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:18.142246,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:19.109155,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:20.144229,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:21.155122,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:22.216185,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:23.298014,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:24.370282,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:25.448263,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:26.484167,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:27.546884,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:28.566099,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:29.604240,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:30.581769,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:31.591914,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:32.545195,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:33.568821,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:34.607641,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:35.755283,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:36.856686,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:37.885820,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:38.953714,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:39.999168,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:41.034685,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:42.112647,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:43.069752,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:44.095618,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:45.171720,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:46.176959,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.21)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:47.217449,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.7, 4.4175)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:48.265398,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.7, 4.4175)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:49.318687,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.7, 3.4942857142857147)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:50.417502,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.9, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:51.532620,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:52.588372,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:53.639322,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:54.727378,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:55.739696,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:56.735296,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:57.718351,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:58.699249,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:31:59.677695,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:00.697689,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:01.730171,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:02.768401,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:03.799155,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:04.887069,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 18.818181818181817)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:05.950212,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:07.011050,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:08.055969,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:09.095197,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:10.116110,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:11.103805,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:12.084369,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:13.084581,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:14.070062,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:15.094424,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:16.121448,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.266666666666667)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:17.167289,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.133333333333333)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 4.850588235294117)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:18.200161,"(10.0, 24.0, 14.133333333333333)","(13.0, 30.0, 18.0)","(8.5, 16.0, 11.2)","(10.0, 21.0, 13.4)","(7.5, 13.0, 10.866666666666667)","(3.0, 5.1, 3.626153846153846)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:19.261905,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:20.319051,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:21.362429,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:22.387638,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 4.8, 4.505)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:23.427842,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 4.8, 5.17)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:24.447651,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:25.493891,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:26.503588,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:27.537788,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:28.547952,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:29.577395,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:30.589845,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:31.685312,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:32.706680,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 4.9425)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:33.763874,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.3, 5.360909090909091)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:34.820664,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.5, 5.1175)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:35.878569,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.5, 5.1175)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:36.923070,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.5, 5.1175)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:37.972393,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.5, 5.1175)","(31.0, 330.0, 182.0)"
06-01-2023 10:32:38.978479,"(10.0, 25.0, 14.466666666666665)","(13.0, 30.0, 18.0)","(8.5, 16.0, 10.149999999999999)","(10.0, 22.0, 13.733333333333334)","(7.5, 13.0, 10.866666666666667)","(3.0, 4.1, 3.626153846153846)","(2.35, 5.5, 5.1175)","(31.0, 330.0, 182.0)"
