,Ima Aussie Artist,Dream Control,Hooah,Mister Kopa,Our Sandy Shore,Wandering Girl,Torrevean Pinky,Bonnie Pauline,Telkem Jay
10,"[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 43, 845603), 7.5, 11.5]"
11,"[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 45, 63818), 7.5, 11.5]"
12,"[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 46, 279770), 7.5, 11.5]"
13,"[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 47, 506194), 7.5, 11.5]"
14,"[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 48, 737025), 7.5, 11.5]"
15,"[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 49, 944427), 7.5, 11.5]"
16,"[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 51, 165192), 7.5, 11.5]"
17,"[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 52, 374885), 7.5, 11.5]"
18,"[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 53, 589644), 7.5, 11.5]"
19,"[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 54, 813064), 7.5, 11.5]"
20,"[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 56, 37967), 7.5, 11.5]"
21,"[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 57, 258295), 7.5, 11.5]"
22,"[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 58, 477937), 7.5, 11.5]"
23,"[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 13, 59, 702404), 7.5, 11.5]"
24,"[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 0, 927759), 7.5, 11.5]"
25,"[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 2, 174905), 7.5, 11.5]"
26,"[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 3, 429306), 7.5, 11.5]"
27,"[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 4, 659829), 7.5, 11.5]"
28,"[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 5, 872319), 7.5, 11.5]"
29,"[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 7, 83283), 7.5, 11.5]"
30,"[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 8, 293185), 7.5, 11.5]"
31,"[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 9, 502518), 7.5, 11.5]"
32,"[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 10, 712860), 7.5, 11.5]"
33,"[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 11, 931473), 7.5, 11.5]"
34,"[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 13, 150099), 7.5, 11.5]"
35,"[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 1.9, 2.74]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 9.0, 16.5]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 4.2, 6.4]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 21.0, 46.0]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 15, 14, 14, 367491), 7.5, 11.5]"
