,Somebodys Girl,Wongalea Meg,Glenrock,Jilliby Jive,Sarah Jo,Ideal Heaven,Full Of Wisdom,Freskos Art,Miss Hermes,Zoshady
09-01-2023 12:58:08.463043,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 19.5, 11.166666666666666)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:09.977309,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 19.0, 11.7)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:11.448075,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 18.0, 11.0)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:12.773417,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 18.0, 12.066666666666666)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:14.124850,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 12.066666666666666)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:15.590273,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 12.066666666666666)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.033333333333333)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:16.896127,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 12.066666666666666)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:18.286962,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 12.066666666666666)","(21.0, 80.0, 32.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:19.634382,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.355555555555556)","(21.0, 80.0, 32.5)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:21.154447,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.355555555555556)","(21.0, 70.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:22.481774,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.355555555555556)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:23.944387,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.54)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:25.330818,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:26.679233,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:28.031589,"(8.5, 20.0, 12.266666666666667)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:29.696276,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:31.201176,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:32.520672,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:34.448773,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:35.893676,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:37.287074,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:38.643506,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:39.924951,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:41.379256,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.12, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:42.987592,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:44.500553,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:46.159960,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:47.805506,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.56)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:49.455040,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.690909090909091)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:51.139288,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.690909090909091)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.8999999999999995)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.211111111111111)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:52.510043,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.690909090909091)","(21.0, 65.0, 35.0)","(6.0, 10.5, 8.3)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.5, 7.866666666666666)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:53.857329,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.0)","(21.0, 65.0, 35.0)","(6.0, 10.0, 8.2)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 10.0, 7.8)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:55.260503,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 15.0)","(21.0, 65.0, 35.0)","(6.0, 9.8, 8.2)","(21.0, 99999, 99990)","(1.75, 2.1, 2.033333333333333)","(5.5, 9.8, 7.733333333333333)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:56.725108,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.833333333333332)","(21.0, 65.0, 35.0)","(6.0, 9.6, 8.6)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 9.6, 8.95)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:58:58.544219,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.833333333333332)","(21.0, 65.0, 35.0)","(6.0, 9.6, 8.6)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 9.6, 8.95)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:00.330112,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.833333333333332)","(21.0, 65.0, 35.0)","(6.0, 9.6, 9.2)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0072727272727273)","(5.5, 9.6, 8.52)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:01.921582,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.833333333333332)","(21.0, 65.0, 35.0)","(6.0, 10.5, 7.646153846153846)","(21.0, 99999, 99990)","(1.75, 2.12, 2.0470588235294116)","(5.5, 10.5, 8.32)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:04.004144,"(8.5, 20.0, 12.75)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.833333333333332)","(21.0, 65.0, 35.0)","(6.0, 10.0, 7.646153846153846)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 10.0, 8.32)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:05.571056,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 10.0, 8.2)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 10.0, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:07.166352,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 9.4, 7.9714285714285715)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:08.796303,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 9.0, 7.9714285714285715)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:10.476692,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 9.0, 7.514285714285714)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:12.073883,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 8.8, 7.514285714285714)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:13.563957,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 8.8, 7.4)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:15.080140,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 8.8, 8.036363636363637)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:16.587276,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 8.6, 7.92)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.200000000000001)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:18.030694,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 8.4, 7.92)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.8, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:19.480888,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 8.4, 8.03076923076923)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:20.952450,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 35.0)","(6.0, 8.4, 7.800000000000001)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:22.435978,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.4, 7.966666666666666)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:23.901093,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.2, 7.966666666666666)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:25.409912,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.2, 7.966666666666666)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:26.888803,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.2, 7.966666666666666)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:28.323336,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.2, 7.733333333333333)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:29.753128,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.0, 7.733333333333333)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:31.072164,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 14.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.0, 7.733333333333333)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:32.472331,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 17.0, 12.571428571428571)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.0, 7.733333333333333)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:33.808401,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 16.5, 13.25)","(21.0, 65.0, 47.400000000000006)","(6.0, 8.0, 7.5777777777777775)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:35.109366,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.5, 13.25)","(21.0, 65.0, 47.400000000000006)","(6.0, 7.8, 7.5777777777777775)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:36.515988,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 7.8, 7.5777777777777775)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:37.995017,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 7.8, 7.173333333333333)","(21.0, 99999, 99990)","(1.75, 2.12, 2.065294117647059)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:39.527956,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 7.6, 7.266666666666667)","(21.0, 99999, 99990)","(1.75, 2.12, 2.083529411764706)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:40.924684,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 7.4, 7.266666666666667)","(21.0, 99999, 99990)","(1.75, 2.12, 2.083529411764706)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:42.371657,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 47.400000000000006)","(6.0, 7.4, 7.266666666666667)","(21.0, 99999, 99990)","(1.75, 2.12, 2.083529411764706)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:43.610268,"(8.5, 20.0, 14.2)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 56.2)","(6.0, 7.4, 7.266666666666667)","(21.0, 99999, 99990)","(1.75, 2.12, 2.083529411764706)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:44.974009,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 56.2)","(6.0, 7.4, 7.173333333333333)","(21.0, 99999, 99990)","(1.75, 2.12, 2.09125)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:46.283058,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 56.2)","(6.0, 7.6, 7.173333333333333)","(21.0, 99999, 99990)","(1.75, 2.2, 2.09125)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:47.584932,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 56.2)","(6.0, 7.6, 7.173333333333333)","(21.0, 99999, 99990)","(1.75, 2.2, 2.09125)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
09-01-2023 12:59:48.903786,"(8.5, 20.0, 15.36)","(14.0, 30.0, 18.333333333333332)","(51.0, 200.0, 98.66666666666666)","(10.0, 15.0, 13.0)","(21.0, 65.0, 56.2)","(6.0, 7.6, 7.173333333333333)","(21.0, 99999, 99990)","(1.75, 2.2, 2.09125)","(5.5, 9.6, 8.925)","(61.0, 220.0, 113.33333333333334)"
