,Hayley Shian,Waikarie Peg,Zihuatanejo,Henry Delatt,Lonely Tuna,Our Girl Siara,Long Way Out,Our Turn
08-01-2023 17:14:29.579233,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:30.738656,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:31.930793,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:33.084640,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:34.288067,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:35.437660,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:36.626337,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:37.842556,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:39.048030,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:40.227943,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:41.430693,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 17.294117647058826)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 8.2, 5.6)","(10.0, 22.0, 21.015384615384615)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:42.643012,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 21.0, 15.114285714285714)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 8.2, 5.6)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:43.891054,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 20.0, 15.114285714285714)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 8.2, 5.6)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:45.138487,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 20.0, 15.114285714285714)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 8.2, 5.6)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:46.389544,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 20.0, 15.114285714285714)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 8.2, 5.6)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:47.600071,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 20.0, 15.114285714285714)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 8.2, 5.6)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:48.796798,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 20.0, 15.114285714285714)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 8.2, 5.6)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:49.958704,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 20.0, 15.114285714285714)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 8.2, 5.6)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:51.171605,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.51304347826087)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:52.409024,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.51304347826087)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:53.861868,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.51304347826087)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:55.269366,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.51304347826087)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:56.823226,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.51304347826087)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:58.200432,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.51304347826087)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:14:59.550047,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:00.890585,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:02.129078,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:03.347844,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:04.624983,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:05.888021,"(4.2, 8.0, 5.4)","(5.5, 10.0, 9.58529411764706)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:07.195436,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:08.588850,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.341666666666667)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:09.777995,"(4.2, 8.0, 5.4)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 18.460869565217394)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.666666666666666)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:11.084526,"(4.2, 8.0, 5.887499999999999)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.3)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.666666666666666)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:12.279192,"(4.2, 8.0, 5.887499999999999)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.3)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.666666666666666)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:13.466359,"(4.2, 8.0, 5.887499999999999)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.3)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.666666666666666)","(10.0, 22.0, 19.48)","(2.4, 4.0, 3.4954545454545456)"
08-01-2023 17:15:14.606057,"(4.2, 8.0, 4.9125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.3)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 5.7375)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:15.730930,"(4.2, 8.0, 4.9125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 5.7375)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:16.864568,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:17.983017,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:19.155865,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:20.419648,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:21.883103,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 15.725)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:23.170662,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 15.725)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:24.433868,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 15.725)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:25.694421,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:26.949519,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:28.239069,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:29.595786,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.4)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:30.839565,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 15.8)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:32.021968,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 15.8)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:33.237821,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 15.8)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:34.501953,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 15.8)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:35.775183,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.5)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:37.006892,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 14.5)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:38.190271,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 33.75)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:39.440045,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:40.769833,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:42.134230,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:43.479039,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:44.798466,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:46.109575,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:47.634219,"(4.2, 8.0, 4.83125)","(5.5, 10.5, 8.804347826086957)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 18.9)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:48.962874,"(4.2, 8.0, 6.875)","(5.5, 10.5, 9.853125)","(9.0, 20.0, 16.89090909090909)","(31.0, 40.0, 34.54545454545455)","(31.0, 100.0, 39.14285714285714)","(4.6, 7.8, 6.878947368421052)","(10.0, 22.0, 17.04)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:50.429885,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 20.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.8, 7.38)","(10.0, 22.0, 20.17142857142857)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:51.549766,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:52.752113,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:54.006006,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:55.229051,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:56.431514,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:57.655836,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:15:58.894052,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:00.191914,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:01.444766,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:02.601469,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:03.840604,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:05.137038,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:06.429081,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:07.702120,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 43.2)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:08.888565,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:10.027488,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:11.273428,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
08-01-2023 17:16:12.546268,"(4.2, 7.8, 6.875)","(5.5, 10.0, 9.853125)","(9.0, 21.0, 14.236363636363635)","(31.0, 40.0, 31.428571428571427)","(31.0, 100.0, 41.90909090909091)","(4.6, 7.6, 7.38)","(10.0, 22.0, 17.8)","(2.4, 4.0, 2.783333333333333)"
