,Rothwell Boy,My Bro Jill,Wild Jewel,Pyrenees Chateau,Wild Storms,Cruisy Magic,Bourne Supremacy,Skipper Jack
16-12-2022 14:09:07.150348,"(2.5, 4.5, 4.207692307692308)","(2.7, 3.05, 2.9395)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 142.33333333333334)","(3.6, 7.2, 6.222222222222222)","(7.0, 17.5, 9.75)"
16-12-2022 14:09:08.335756,"(2.5, 4.5, 4.336363636363636)","(2.7, 2.98, 2.9123076923076923)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.222222222222222)","(7.0, 17.5, 9.75)"
16-12-2022 14:09:09.738900,"(2.5, 4.5, 4.336363636363636)","(2.7, 2.98, 2.9123076923076923)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.222222222222222)","(7.0, 17.5, 9.75)"
16-12-2022 14:09:11.035953,"(2.5, 4.5, 4.275)","(2.7, 2.98, 2.9123076923076923)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.050000000000001)","(7.0, 17.5, 9.75)"
16-12-2022 14:09:12.249852,"(2.5, 4.5, 4.172727272727273)","(2.7, 2.98, 2.9123076923076923)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.050000000000001)","(7.0, 17.5, 9.75)"
16-12-2022 14:09:13.581450,"(2.5, 4.5, 4.172727272727273)","(2.7, 2.98, 2.9123076923076923)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.1)","(7.0, 17.5, 12.6)"
16-12-2022 14:09:14.770042,"(2.5, 4.5, 4.2384615384615385)","(2.7, 2.98, 2.9123076923076923)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.1)","(7.0, 17.0, 12.6)"
16-12-2022 14:09:15.979480,"(2.5, 4.5, 4.2384615384615385)","(2.7, 3.0, 2.9066666666666667)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.428571428571429)","(7.0, 17.0, 11.6)"
16-12-2022 14:09:17.259708,"(2.5, 4.5, 4.286666666666667)","(2.7, 2.98, 2.9425)","(17.0, 95.0, 54.42857142857143)","(31.0, 260.0, 154.58823529411762)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.0, 6.45)","(7.0, 15.0, 12.6)"
16-12-2022 14:09:18.578224,"(2.5, 4.5, 4.286666666666667)","(2.7, 2.98, 2.9425)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 123.38461538461539)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.0, 6.257142857142857)","(7.0, 17.0, 11.85)"
16-12-2022 14:09:19.906667,"(2.5, 4.5, 4.286666666666667)","(2.7, 2.98, 2.91)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 123.38461538461539)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 6.8, 6.378571428571429)","(7.0, 15.5, 12.6)"
16-12-2022 14:09:21.561255,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.91)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 123.38461538461539)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.378571428571429)","(7.0, 17.0, 12.6)"
16-12-2022 14:09:22.975199,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.908)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.050000000000001)","(7.0, 17.0, 9.75)"
16-12-2022 14:09:24.187021,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.523076923076923)","(7.0, 17.5, 9.457142857142857)"
16-12-2022 14:09:25.351445,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.523076923076923)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:26.504893,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.523076923076923)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:27.618074,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.1)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:28.701373,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.1)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:29.775028,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.1)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:30.809666,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.1)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:31.890007,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:33.225539,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:34.273368,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:35.280742,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:36.353629,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 150.63157894736844)","(3.6, 7.2, 6.1)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:37.374640,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:38.555975,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:39.698384,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 9.457142857142857)"
16-12-2022 14:09:40.771960,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.768421052631579)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.1)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:41.902198,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.768421052631579)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.1)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:43.105563,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.768421052631579)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.1)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:44.171710,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.768421052631579)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.1)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:45.187325,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.768421052631579)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:46.252069,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.768421052631579)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:47.233096,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.553846153846154)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:48.220190,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 155.52941176470588)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.15)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:49.236725,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.15)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:50.213131,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.15)","(7.0, 17.0, 10.399999999999999)"
16-12-2022 14:09:51.176675,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.7)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.584615384615384)","(7.0, 17.0, 14.42)"
16-12-2022 14:09:52.241108,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.772222222222222)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.584615384615384)","(7.0, 17.0, 10.7)"
16-12-2022 14:09:53.276796,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.772222222222222)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.584615384615384)","(7.0, 17.0, 10.7)"
16-12-2022 14:09:54.299542,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.772222222222222)","(17.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(31.0, 270.0, 183.0)","(41.0, 300.0, 176.6086956521739)","(3.6, 7.2, 6.584615384615384)","(7.0, 17.0, 10.7)"
16-12-2022 14:09:55.425692,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.772222222222222)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(41.0, 270.0, 183.0)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.2)","(7.0, 17.0, 10.7)"
16-12-2022 14:09:56.489509,"(2.5, 4.5, 4.2)","(2.7, 2.96, 2.772222222222222)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(41.0, 270.0, 183.0)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.355555555555556)","(7.0, 17.0, 10.7)"
16-12-2022 14:09:57.470948,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.772222222222222)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(41.0, 270.0, 183.0)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.615384615384615)","(7.0, 17.0, 10.7)"
16-12-2022 14:09:58.723380,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.772222222222222)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 124.61538461538461)","(41.0, 270.0, 183.0)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.615384615384615)","(7.0, 17.0, 10.7)"
16-12-2022 14:09:59.853058,"(2.5, 4.5, 4.209090909090909)","(2.7, 2.96, 2.7866666666666666)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 196.73684210526318)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.615384615384615)","(7.0, 17.0, 10.7)"
16-12-2022 14:10:00.921600,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.8155555555555556)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 196.73684210526318)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.359999999999999)","(7.0, 17.0, 10.7)"
16-12-2022 14:10:02.052428,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.777037037037037)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 196.73684210526318)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.584615384615384)","(7.0, 17.0, 10.7)"
16-12-2022 14:10:03.294607,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.777037037037037)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 196.73684210526318)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.584615384615384)","(7.0, 17.0, 10.7)"
16-12-2022 14:10:04.387499,"(2.5, 4.5, 4.144444444444445)","(2.7, 2.96, 2.777037037037037)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 196.73684210526318)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.584615384615384)","(7.0, 17.0, 14.54)"
16-12-2022 14:10:05.484830,"(2.5, 4.5, 4.2)","(2.7, 2.94, 2.6775)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 196.73684210526318)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.359999999999999)","(7.0, 17.0, 14.54)"
16-12-2022 14:10:06.608768,"(2.5, 4.5, 4.2)","(2.7, 2.88, 2.7383333333333333)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 196.73684210526318)","(31.0, 300.0, 176.6086956521739)","(3.7, 7.2, 6.359999999999999)","(7.0, 17.0, 14.54)"
16-12-2022 14:10:07.821892,"(2.5, 4.5, 4.2)","(2.7, 2.88, 2.7383333333333333)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 270.0, 218.375)","(31.0, 300.0, 240.40000000000003)","(3.7, 7.2, 6.2)","(7.0, 17.0, 14.54)"
16-12-2022 14:10:08.936848,"(2.5, 4.5, 4.2)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 194.6)","(31.0, 290.0, 215.6)","(3.7, 7.0, 6.2)","(7.0, 17.0, 14.66)"
16-12-2022 14:10:10.039117,"(2.5, 4.5, 4.3)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 5.95)","(7.0, 17.0, 14.78)"
16-12-2022 14:10:11.096395,"(2.5, 4.5, 4.3)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 5.976923076923077)","(7.0, 17.0, 14.78)"
16-12-2022 14:10:12.096341,"(2.5, 4.5, 4.15)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 6.3428571428571425)","(7.0, 17.0, 13.5)"
16-12-2022 14:10:13.066303,"(2.5, 4.5, 4.15)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:14.017047,"(2.5, 4.5, 4.15)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:14.997270,"(2.5, 4.5, 4.15)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:16.246909,"(2.5, 4.5, 4.15)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.375)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:17.244232,"(2.5, 4.5, 4.15)","(2.7, 2.86, 2.714054054054054)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:18.354820,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.742)","(18.0, 95.0, 54.42857142857143)","(31.0, 260.0, 140.53333333333333)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:19.469118,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.742)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:20.576266,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.742)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:21.778923,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.742)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.375)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:22.971558,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.742)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.375)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:24.148846,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.7333333333333334)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.3428571428571425)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:25.198957,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.7074285714285717)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.2)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:26.259956,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.763684210526316)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 6.2)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:27.274442,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.7626666666666666)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 5.976923076923077)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:28.279744,"(2.5, 4.5, 4.15)","(2.7, 2.84, 2.6893023255813953)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 6.375)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:29.259576,"(2.5, 4.5, 4.24)","(2.7, 2.84, 2.6893023255813953)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 5.8125)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:30.227813,"(2.5, 4.5, 4.314285714285714)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 5.95)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:31.227025,"(2.5, 4.5, 4.24)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 5.95)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:32.244728,"(2.5, 4.5, 4.24)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 7.0, 6.2)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:33.345574,"(2.5, 4.5, 4.26)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.233333333333333)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:34.371611,"(2.5, 4.5, 4.26)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.233333333333333)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:35.400512,"(2.5, 4.5, 4.26)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 215.6)","(3.7, 6.8, 6.233333333333333)","(7.0, 17.0, 14.899999999999999)"
16-12-2022 14:10:36.497595,"(2.5, 4.5, 4.26)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 207.33333333333334)","(3.7, 6.8, 5.95)","(7.0, 17.0, 14.428571428571429)"
16-12-2022 14:10:37.626507,"(2.5, 4.5, 4.26)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 250.52631578947367)","(3.7, 6.4, 5.95)","(7.0, 17.0, 14.642857142857142)"
16-12-2022 14:10:38.815720,"(2.5, 4.5, 4.125)","(2.7, 2.84, 2.7511111111111113)","(18.0, 95.0, 43.36363636363636)","(31.0, 260.0, 122.15384615384615)","(41.0, 260.0, 188.0)","(31.0, 290.0, 250.52631578947367)","(3.7, 6.4, 5.8)","(7.0, 17.0, 15.5)"
