,Vidris Bale,Scarlett Express,Malibu Bale,She Devil,Riverdale Bud,Judys Redeemer,Tiggerlong Egg
10-01-2023 14:26:04.453835,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 22.11111111111111)","(3.9, 6.8, 5.8625)","(20.0, 140.0, 86.33333333333334)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.2)"
10-01-2023 14:26:05.690285,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.142857142857142)","(13.0, 23.0, 21.0)","(3.9, 6.8, 5.436363636363636)","(20.0, 140.0, 63.18181818181818)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 8.56)"
10-01-2023 14:26:06.924833,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.142857142857142)","(13.0, 23.0, 21.0)","(3.9, 6.8, 5.436363636363636)","(20.0, 130.0, 63.18181818181818)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 8.56)"
10-01-2023 14:26:08.227677,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.142857142857142)","(13.0, 23.0, 19.5)","(3.9, 6.8, 5.436363636363636)","(20.0, 130.0, 63.18181818181818)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 8.56)"
10-01-2023 14:26:09.358544,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.142857142857142)","(13.0, 23.0, 19.5)","(3.9, 6.8, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:10.405511,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.73913043478261)","(13.0, 22.0, 19.0)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:11.468092,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.73913043478261)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:12.490685,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.73913043478261)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:13.590062,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.73913043478261)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:14.670733,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.73913043478261)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:15.795483,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.0)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:16.922354,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.0)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 70.65217391304347)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:18.117294,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.0)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:19.291093,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 68.75)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:20.449303,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.216666666666667)","(20.0, 130.0, 72.72727272727272)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:21.662474,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.3125)","(20.0, 130.0, 87.5)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:22.785857,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.3125)","(20.0, 100.0, 68.33333333333333)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:23.867750,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.3125)","(20.0, 90.0, 75.0)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:25.039904,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.3125)","(20.0, 80.0, 75.0)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:26.206666,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.3125)","(20.0, 80.0, 75.0)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:27.262151,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.3125)","(20.0, 80.0, 57.35294117647059)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:28.383754,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.369999999999999)","(20.0, 75.0, 53.125)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:29.566005,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.369999999999999)","(20.0, 70.0, 51.470588235294116)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:30.749388,"(3.6, 5.1, 4.635714285714285)","(7.5, 14.5, 13.66)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.369999999999999)","(20.0, 70.0, 51.470588235294116)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:31.906149,"(3.6, 5.1, 4.633333333333333)","(7.5, 14.5, 13.66)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.5323529411764705)","(20.0, 70.0, 47.5)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:33.053264,"(3.6, 5.1, 4.633333333333333)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.5323529411764705)","(20.0, 70.0, 47.5)","(3.0, 3.55, 3.181578947368421)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:34.396825,"(3.6, 5.1, 4.633333333333333)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.324999999999999)","(20.0, 70.0, 47.5)","(3.0, 3.55, 3.0891304347826085)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:35.716005,"(3.6, 5.1, 4.633333333333333)","(7.5, 14.5, 13.847826086956522)","(13.0, 22.0, 16.666666666666668)","(3.9, 6.6, 6.3374999999999995)","(20.0, 70.0, 47.5)","(3.0, 3.5, 3.316666666666667)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:36.984474,"(3.6, 5.1, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.6, 6.3374999999999995)","(21.0, 70.0, 53.57142857142857)","(3.0, 3.45, 3.1115384615384616)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:38.251055,"(3.6, 5.1, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.6, 5.168181818181818)","(21.0, 65.0, 51.92307692307693)","(3.0, 3.45, 3.1115384615384616)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:39.421342,"(3.6, 5.1, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.6, 5.709090909090909)","(21.0, 60.0, 46.42857142857143)","(3.0, 3.45, 3.140625)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:40.541162,"(3.6, 5.1, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.709090909090909)","(21.0, 55.0, 41.5)","(3.0, 3.45, 3.140625)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:41.704312,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.757142857142857)","(21.0, 55.0, 37.94117647058823)","(3.0, 3.45, 3.1767857142857143)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:42.895184,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.550000000000001)","(21.0, 55.0, 36.333333333333336)","(3.0, 3.45, 3.1767857142857143)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:44.088704,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 55.0, 32.75)","(3.0, 3.45, 3.1767857142857143)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:45.241419,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 50.0, 32.75)","(3.0, 3.45, 3.1767857142857143)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:46.381853,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 50.0, 32.75)","(3.0, 3.45, 3.1767857142857143)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:47.496106,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 50.0, 29.875)","(3.0, 3.45, 3.1767857142857143)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:48.669298,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 50.0, 29.705882352941178)","(3.0, 3.45, 3.1767857142857143)","(5.0, 10.0, 7.852631578947368)"
10-01-2023 14:26:49.891861,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 50.0, 31.75)","(3.0, 3.45, 3.2375)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:51.029797,"(3.6, 5.0, 4.64)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 46.0, 29.923076923076923)","(3.0, 3.45, 3.230769230769231)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:52.146469,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 46.0, 29.11111111111111)","(3.0, 3.45, 3.2421052631578946)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:53.311320,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 46.0, 29.0)","(3.0, 3.4, 3.2375)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:54.456451,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 46.0, 29.0)","(3.0, 3.4, 3.2375)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:55.611007,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 46.0, 29.615384615384617)","(3.0, 3.4, 3.2375)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:56.667915,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.104761904761905)","(21.0, 44.0, 34.5)","(3.0, 3.4, 3.2375)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:57.778440,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.4, 5.116666666666667)","(21.0, 42.0, 33.0)","(3.0, 3.4, 3.183333333333333)","(5.0, 10.0, 7.79)"
10-01-2023 14:26:58.989217,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.2, 5.4222222222222225)","(21.0, 42.0, 30.75)","(3.0, 3.4, 3.183333333333333)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:00.143927,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.0, 5.48)","(21.0, 42.0, 33.5)","(3.0, 3.4, 3.226470588235294)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:01.270480,"(3.6, 4.9, 4.62)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.0, 5.48)","(21.0, 40.0, 33.5)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:02.352309,"(3.6, 4.9, 4.153333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 16.666666666666668)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:03.555753,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.80952380952381)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:04.748788,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:05.901948,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:06.997243,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:08.146201,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:09.308680,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:10.618419,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:11.848613,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:13.101824,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:14.360057,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:15.478800,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:16.660610,"(3.6, 4.9, 4.1125)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0921052631578947)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:17.833045,"(3.6, 4.8, 4.4399999999999995)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:19.058537,"(3.6, 4.8, 4.6139534883720925)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:20.146079,"(3.6, 4.8, 4.609523809523809)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:21.157754,"(3.6, 4.8, 4.508333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:22.331284,"(3.6, 4.8, 4.371428571428572)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:23.467132,"(3.6, 4.8, 4.484210526315789)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:24.665420,"(3.6, 4.8, 4.484210526315789)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:25.772825,"(3.6, 4.8, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:26.845042,"(3.6, 4.8, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:27.991957,"(3.6, 4.8, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:29.134676,"(3.6, 4.8, 4.633333333333333)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:30.244808,"(3.6, 4.8, 4.703225806451613)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:31.353788,"(3.6, 4.8, 4.703225806451613)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:32.471931,"(3.6, 4.8, 4.703225806451613)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:33.561261,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:34.614084,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:35.707191,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:36.855161,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:37.983263,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:39.063605,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:40.181920,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.94736842105263)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.0875)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:41.327255,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.35, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:42.470312,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:43.559593,"(3.6, 4.8, 4.72)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:44.664292,"(3.6, 4.8, 4.777777777777778)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:45.753039,"(3.6, 4.8, 4.777777777777778)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:46.934902,"(3.6, 4.8, 4.777777777777778)","(8.0, 14.5, 13.66)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:47.987688,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.66)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:48.921047,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:50.037771,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
10-01-2023 14:27:51.143361,"(3.6, 4.8, 4.55)","(8.0, 14.5, 13.847826086956522)","(14.0, 22.0, 17.1875)","(4.0, 6.0, 5.48)","(21.0, 40.0, 30.25)","(3.0, 3.25, 3.073529411764706)","(5.0, 10.0, 7.79)"
