,Vidris Bale,Scarlett Express,Malibu Bale,She Devil,Riverdale Bud,Judys Redeemer,Tiggerlong Egg
10-01-2023 14:24:16.012657,"(3.6, 7.2, 4.725)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.870588235294118)","(20.0, 200.0, 109.75)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 7.4)"
10-01-2023 14:24:17.190508,"(3.6, 7.2, 4.725)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.870588235294118)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:18.456448,"(3.6, 7.2, 4.725)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.870588235294118)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:19.670821,"(3.6, 7.2, 4.725)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.870588235294118)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:20.915735,"(3.6, 7.2, 4.725)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.870588235294118)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:22.106481,"(3.6, 6.4, 5.0)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:23.322639,"(3.6, 6.4, 5.0)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:24.551890,"(3.6, 6.4, 5.0)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:25.814906,"(3.6, 6.4, 5.0)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:27.119034,"(3.6, 6.4, 5.0)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:28.413476,"(3.6, 6.4, 5.0)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:29.571516,"(3.6, 7.2, 5.4)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:30.767837,"(3.6, 7.2, 6.075)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:31.934331,"(3.6, 7.2, 6.075)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:33.207359,"(3.6, 7.2, 6.075)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:34.365118,"(3.6, 7.2, 6.075)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:35.423161,"(3.6, 7.2, 6.075)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 109.75)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:36.583752,"(3.6, 7.2, 5.5636363636363635)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:37.731382,"(3.6, 7.2, 5.5)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:38.827229,"(3.6, 7.2, 4.408333333333333)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:39.920019,"(3.6, 7.2, 4.408333333333333)","(7.5, 15.5, 13.357142857142858)","(13.0, 28.0, 16.0)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 79.66666666666666)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:41.155882,"(3.6, 7.2, 4.408333333333333)","(7.5, 15.5, 12.58)","(13.0, 28.0, 16.375)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 139.83333333333331)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:42.389835,"(3.6, 7.2, 4.408333333333333)","(7.5, 15.5, 11.95)","(13.0, 28.0, 16.375)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 139.83333333333331)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:43.549453,"(3.6, 7.2, 4.408333333333333)","(7.5, 15.5, 13.471428571428572)","(13.0, 28.0, 16.375)","(3.9, 9.6, 6.699999999999999)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 6.92)"
10-01-2023 14:24:44.766508,"(3.6, 7.2, 4.408333333333333)","(7.5, 15.5, 13.471428571428572)","(13.0, 28.0, 16.375)","(3.9, 9.6, 6.114285714285714)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.0, 8.0)"
10-01-2023 14:24:45.995140,"(3.6, 7.2, 6.214705882352941)","(7.5, 15.5, 10.766666666666667)","(13.0, 28.0, 16.375)","(3.9, 7.4, 6.114285714285714)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.4447619047619047)","(5.0, 9.6, 7.220000000000001)"
10-01-2023 14:24:47.241865,"(3.6, 7.2, 6.214705882352941)","(7.5, 15.5, 13.585714285714285)","(13.0, 28.0, 16.375)","(3.9, 7.4, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.4447619047619047)","(5.0, 10.5, 8.45)"
10-01-2023 14:24:48.525595,"(3.6, 7.2, 6.214705882352941)","(7.5, 15.5, 13.585714285714285)","(13.0, 28.0, 21.357142857142858)","(3.9, 8.2, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.4447619047619047)","(5.0, 10.5, 8.45)"
10-01-2023 14:24:49.765833,"(3.6, 7.2, 6.214705882352941)","(7.5, 15.5, 13.585714285714285)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.114285714285714)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 7.220000000000001)"
10-01-2023 14:24:51.005707,"(3.6, 7.2, 6.214705882352941)","(7.5, 15.5, 12.82)","(13.0, 28.0, 16.75)","(3.9, 7.4, 6.114285714285714)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 7.220000000000001)"
10-01-2023 14:24:52.082385,"(3.6, 7.2, 6.214705882352941)","(7.5, 15.5, 12.9)","(13.0, 28.0, 16.75)","(3.9, 7.4, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:24:53.308875,"(3.6, 7.2, 6.092857142857143)","(7.5, 15.5, 13.7)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:24:54.545899,"(3.6, 7.2, 6.092857142857143)","(7.5, 15.5, 13.7)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:24:55.685395,"(3.6, 7.2, 4.7)","(7.5, 15.5, 13.7)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:24:56.736297,"(3.6, 7.2, 4.7)","(7.5, 15.5, 13.7)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.114285714285714)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 7.220000000000001)"
10-01-2023 14:24:57.843672,"(3.6, 7.2, 4.7)","(7.5, 15.5, 14.24)","(13.0, 28.0, 16.75)","(3.9, 7.4, 6.114285714285714)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 7.220000000000001)"
10-01-2023 14:24:59.040145,"(3.6, 7.2, 4.7)","(7.5, 15.5, 14.24)","(13.0, 28.0, 16.75)","(3.9, 7.4, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:00.319605,"(3.6, 7.2, 4.7)","(7.5, 15.5, 14.24)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:01.476129,"(3.6, 7.2, 4.7)","(7.5, 15.5, 14.24)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.129411764705882)","(20.0, 200.0, 128.0)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:02.511684,"(3.6, 7.2, 5.85)","(7.5, 15.5, 14.24)","(13.0, 28.0, 16.75)","(3.9, 8.2, 6.5)","(20.0, 200.0, 76.875)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:03.615021,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 13.533333333333333)","(13.0, 27.0, 20.0)","(3.9, 8.0, 6.32)","(20.0, 170.0, 88.05)","(3.0, 4.0, 3.563529411764706)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:04.774439,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 13.533333333333333)","(13.0, 27.0, 20.0)","(3.9, 8.0, 5.0600000000000005)","(20.0, 170.0, 88.05)","(3.0, 4.0, 3.894)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:06.071354,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 14.427272727272726)","(13.0, 27.0, 18.6875)","(3.9, 8.0, 4.440677966101695)","(20.0, 170.0, 109.29629629629629)","(3.0, 4.0, 3.48)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:07.211225,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 15.152941176470588)","(13.0, 27.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 170.0, 34.333333333333336)","(3.0, 4.0, 3.1333333333333333)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:08.398825,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 11.700000000000001)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 170.0, 35.25)","(3.0, 4.0, 3.1333333333333333)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:09.621572,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 11.700000000000001)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 170.0, 35.25)","(3.0, 4.0, 3.1333333333333333)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:10.796752,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 11.700000000000001)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 170.0, 35.25)","(3.0, 4.0, 3.1333333333333333)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:12.063196,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 11.700000000000001)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 170.0, 35.25)","(3.0, 4.0, 3.1333333333333333)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:13.233717,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 11.700000000000001)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 170.0, 68.66666666666666)","(3.0, 4.0, 2.9770491803278687)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:14.409656,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 13.3)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 160.0, 57.25)","(3.0, 4.0, 3.455)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:15.544479,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 160.0, 57.25)","(3.0, 3.95, 2.998076923076923)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:16.730853,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 160.0, 57.25)","(3.0, 3.95, 3.1166666666666667)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:17.919580,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 160.0, 57.25)","(3.0, 3.9, 3.0942857142857143)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:19.282664,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.440677966101695)","(20.0, 160.0, 57.25)","(3.0, 3.9, 3.38)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:20.542161,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.43)","(20.0, 160.0, 56.5)","(3.0, 3.8, 3.38)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:21.652270,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.43)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.38)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:22.680419,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.43)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.38)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:23.696970,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.43)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.38)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:24.786883,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.43)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.38)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:25.916006,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.43)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.38)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:27.111267,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 25.1875)","(3.9, 8.0, 4.43)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.065)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:28.269469,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 22.285714285714285)","(3.9, 8.0, 6.8)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.002)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:29.404613,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 22.285714285714285)","(3.9, 7.8, 6.8)","(20.0, 160.0, 57.25)","(3.0, 3.8, 3.355)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:30.545764,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 17.75609756097561)","(3.9, 7.8, 6.8)","(20.0, 160.0, 33.583333333333336)","(3.0, 3.75, 3.355)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:31.716517,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 17.75609756097561)","(3.9, 7.8, 6.8)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.355)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:32.777235,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 17.75609756097561)","(3.9, 7.8, 6.8)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.355)","(5.0, 10.5, 8.45)"
10-01-2023 14:25:33.772726,"(3.6, 7.6, 5.199999999999999)","(7.5, 15.5, 12.166666666666666)","(13.0, 26.0, 17.75609756097561)","(3.9, 7.8, 6.8)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.685833333333333)","(5.0, 10.5, 7.220000000000001)"
10-01-2023 14:25:34.716720,"(3.6, 6.0, 4.7749999999999995)","(7.5, 14.0, 11.666666666666666)","(13.0, 25.0, 23.0)","(3.9, 7.4, 6.114285714285714)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.1865853658536585)","(5.0, 10.5, 7.220000000000001)"
10-01-2023 14:25:35.787348,"(3.6, 6.0, 4.7749999999999995)","(7.5, 14.0, 11.666666666666666)","(13.0, 25.0, 23.0)","(3.9, 7.4, 3.8765957446808508)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.1578947368421053)","(5.0, 10.5, 6.855555555555556)"
10-01-2023 14:25:36.878367,"(3.6, 5.9, 4.699999999999999)","(7.5, 14.0, 11.666666666666666)","(13.0, 25.0, 19.428571428571427)","(3.9, 7.4, 3.925531914893617)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.1578947368421053)","(5.0, 10.5, 6.855555555555556)"
10-01-2023 14:25:37.988073,"(3.6, 5.8, 4.68)","(7.5, 14.0, 11.666666666666666)","(13.0, 25.0, 19.428571428571427)","(3.9, 7.4, 3.925531914893617)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.1578947368421053)","(5.0, 10.5, 6.855555555555556)"
10-01-2023 14:25:39.081734,"(3.6, 5.8, 4.68)","(7.5, 14.0, 11.666666666666666)","(13.0, 25.0, 18.19047619047619)","(3.9, 7.4, 4.303846153846154)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.75, 3.533333333333333)","(5.0, 10.5, 8.27142857142857)"
10-01-2023 14:25:40.159664,"(3.6, 5.8, 4.68)","(7.5, 14.0, 13.416666666666668)","(13.0, 25.0, 18.19047619047619)","(3.9, 7.4, 4.842857142857143)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.6, 3.533333333333333)","(5.0, 10.5, 7.211111111111111)"
10-01-2023 14:25:41.217391,"(3.6, 5.8, 4.68)","(7.5, 14.0, 13.416666666666668)","(13.0, 25.0, 17.03448275862069)","(3.9, 7.2, 4.037837837837838)","(20.0, 150.0, 33.583333333333336)","(3.0, 3.6, 3.533333333333333)","(5.0, 10.5, 6.9479999999999995)"
10-01-2023 14:25:42.500513,"(3.6, 5.8, 4.68)","(7.5, 14.0, 13.787878787878789)","(13.0, 25.0, 22.88888888888889)","(3.9, 7.2, 5.475)","(20.0, 150.0, 83.47619047619048)","(3.0, 3.6, 3.5)","(5.0, 10.5, 8.4)"
10-01-2023 14:25:43.663350,"(3.6, 5.8, 4.68)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 21.272727272727273)","(3.9, 7.0, 5.475)","(20.0, 150.0, 86.5)","(3.0, 3.6, 3.4)","(5.0, 10.0, 8.4)"
10-01-2023 14:25:44.717779,"(3.6, 5.8, 4.68)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 21.272727272727273)","(3.9, 7.0, 5.475)","(20.0, 150.0, 34.5)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 8.4)"
10-01-2023 14:25:45.755756,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.80952380952381)","(3.9, 7.0, 5.475)","(20.0, 150.0, 34.5)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 8.4)"
10-01-2023 14:25:46.829509,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 16.6875)","(3.9, 7.0, 6.745833333333334)","(20.0, 150.0, 101.33333333333333)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 9.733333333333333)"
10-01-2023 14:25:47.869267,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 16.6875)","(3.9, 7.0, 6.727272727272727)","(20.0, 140.0, 101.33333333333333)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 9.571428571428571)"
10-01-2023 14:25:48.856762,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 7.0, 6.727272727272727)","(20.0, 140.0, 101.33333333333333)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 9.625)"
10-01-2023 14:25:49.905521,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 7.0, 4.1875)","(20.0, 140.0, 109.06666666666666)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:50.916573,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 7.0, 4.28125)","(20.0, 140.0, 109.06666666666666)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:51.968303,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 7.0, 4.28125)","(20.0, 140.0, 109.06666666666666)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:53.051847,"(3.6, 5.6, 4.6625)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 7.0, 4.1878787878787875)","(20.0, 140.0, 109.06666666666666)","(3.0, 3.6, 3.3600000000000003)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:54.155540,"(3.6, 5.5, 4.669230769230769)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 7.0, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.6, 3.3333333333333335)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:55.243760,"(3.6, 5.4, 4.6499999999999995)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 6.8, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.6, 3.171875)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:56.325467,"(3.6, 5.4, 4.647058823529411)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 6.8, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:57.360632,"(3.6, 5.4, 4.647058823529411)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 6.8, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:58.472937,"(3.6, 5.4, 4.647058823529411)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 6.8, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.85)"
10-01-2023 14:25:59.874738,"(3.6, 5.4, 4.647058823529411)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 6.8, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.85)"
10-01-2023 14:26:01.094374,"(3.6, 5.4, 4.647058823529411)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 6.8, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.85)"
10-01-2023 14:26:02.209575,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 17.842105263157894)","(3.9, 6.8, 5.449999999999999)","(20.0, 140.0, 48.0)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.85)"
10-01-2023 14:26:03.318024,"(3.6, 5.2, 4.637499999999999)","(7.5, 14.0, 13.787878787878789)","(13.0, 24.0, 18.15)","(3.9, 6.8, 6.5636363636363635)","(20.0, 140.0, 48.0)","(3.0, 3.55, 3.1447368421052633)","(5.0, 10.0, 9.68888888888889)"
