,On The Fence,Just Too Fancy,Kiah Beach,Iron Lad,More Sensation,Malis Gonzales,Saint Bluey
16-12-2022 13:17:45.955776,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 8.212903225806452)","(1.95, 2.36, 2.2611764705882353)","(14.0, 32.0, 23.604166666666668)","(8.0, 11.0, 10.082758620689654)","(5.5, 10.5, 8.8)","(20.0, 90.0, 61.90322580645161)"
16-12-2022 13:17:46.979903,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 7.814285714285714)","(1.95, 2.34, 2.241818181818182)","(14.0, 32.0, 23.604166666666668)","(8.0, 11.0, 10.082758620689654)","(5.5, 10.0, 8.8)","(20.0, 90.0, 61.90322580645161)"
16-12-2022 13:17:47.918608,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 7.814285714285714)","(1.95, 2.34, 2.241818181818182)","(14.0, 32.0, 26.24285714285714)","(8.0, 11.0, 10.082758620689654)","(5.5, 10.0, 8.8)","(20.0, 90.0, 61.90322580645161)"
16-12-2022 13:17:48.868514,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 7.814285714285714)","(1.95, 2.34, 2.241818181818182)","(14.0, 32.0, 25.716216216216218)","(8.0, 11.0, 10.082758620689654)","(5.5, 10.0, 9.3)","(20.0, 90.0, 61.90322580645161)"
16-12-2022 13:17:49.818229,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 8.276470588235293)","(1.95, 2.32, 2.2184615384615385)","(14.0, 32.0, 25.716216216216218)","(8.0, 11.0, 10.082758620689654)","(5.5, 10.0, 9.3)","(20.0, 90.0, 61.90322580645161)"
16-12-2022 13:17:50.898587,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 8.276470588235293)","(1.95, 2.32, 2.2375000000000003)","(14.0, 32.0, 26.24285714285714)","(8.0, 11.0, 9.790909090909091)","(5.5, 10.0, 9.4)","(20.0, 90.0, 61.90322580645161)"
16-12-2022 13:17:52.035662,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 7.5)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 23.875)","(8.0, 11.0, 9.790909090909091)","(5.5, 10.0, 9.466666666666667)","(20.0, 90.0, 47.099999999999994)"
16-12-2022 13:17:53.148610,"(6.0, 8.8, 7.022222222222222)","(5.5, 8.6, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 23.875)","(8.0, 11.0, 9.790909090909091)","(5.5, 10.0, 9.435294117647059)","(20.0, 90.0, 47.099999999999994)"
16-12-2022 13:17:54.556386,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 7.6)","(1.95, 2.32, 2.21)","(14.0, 32.0, 23.875)","(8.0, 11.0, 9.790909090909091)","(6.0, 10.0, 9.485714285714286)","(20.0, 90.0, 47.099999999999994)"
16-12-2022 13:17:55.578303,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 7.6)","(1.95, 2.32, 2.21)","(14.0, 32.0, 26.264705882352942)","(8.0, 11.0, 9.733333333333333)","(6.0, 10.0, 9.485714285714286)","(20.0, 90.0, 61.400000000000006)"
16-12-2022 13:17:56.568079,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 26.264705882352942)","(8.0, 11.0, 9.882352941176471)","(6.0, 10.0, 9.485714285714286)","(20.0, 90.0, 61.400000000000006)"
16-12-2022 13:17:57.684345,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 21.5)","(8.0, 11.0, 10.123076923076924)","(6.0, 10.0, 9.100000000000001)","(20.0, 90.0, 61.400000000000006)"
16-12-2022 13:17:58.751483,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 21.5)","(8.0, 11.0, 10.123076923076924)","(6.0, 10.0, 9.040000000000001)","(20.0, 90.0, 61.400000000000006)"
16-12-2022 13:17:59.762050,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 21.5)","(8.0, 11.0, 10.123076923076924)","(6.0, 10.0, 8.711111111111112)","(20.0, 90.0, 61.400000000000006)"
16-12-2022 13:18:00.967018,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 24.5)","(8.0, 11.0, 10.123076923076924)","(6.0, 9.8, 8.711111111111112)","(20.0, 90.0, 61.400000000000006)"
16-12-2022 13:18:02.035186,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 24.5)","(8.0, 11.0, 9.882352941176471)","(6.0, 9.8, 9.028571428571428)","(20.0, 90.0, 61.400000000000006)"
16-12-2022 13:18:03.051455,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 24.5)","(8.0, 11.0, 9.882352941176471)","(6.0, 9.6, 9.028571428571428)","(20.0, 90.0, 45.526315789473685)"
16-12-2022 13:18:04.023533,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 22.795454545454547)","(8.0, 11.0, 9.882352941176471)","(6.0, 9.6, 9.028571428571428)","(20.0, 90.0, 43.77777777777778)"
16-12-2022 13:18:04.993301,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 22.25)","(8.0, 11.0, 9.882352941176471)","(6.0, 9.6, 9.028571428571428)","(20.0, 90.0, 43.77777777777778)"
16-12-2022 13:18:05.913860,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 22.25)","(8.0, 11.0, 9.882352941176471)","(6.0, 9.6, 9.188235294117646)","(20.0, 90.0, 43.77777777777778)"
16-12-2022 13:18:06.850519,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 22.25)","(8.0, 11.0, 9.882352941176471)","(6.0, 9.6, 9.188235294117646)","(20.0, 90.0, 43.77777777777778)"
16-12-2022 13:18:07.881383,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 22.25)","(8.0, 11.0, 9.93125)","(6.0, 9.6, 9.188235294117646)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:08.853797,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 24.77777777777778)","(8.0, 11.0, 9.93125)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:09.892732,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 24.77777777777778)","(8.0, 11.0, 9.93125)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:10.979231,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 24.77777777777778)","(8.0, 11.0, 9.93125)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:11.989620,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 24.77777777777778)","(8.0, 11.0, 9.93125)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:13.037103,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.2353846153846155)","(14.0, 32.0, 24.77777777777778)","(8.0, 11.0, 9.575)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:14.084377,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.2353846153846155)","(14.0, 32.0, 24.77777777777778)","(8.0, 11.0, 9.575)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:15.450982,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 25.240000000000002)","(8.0, 11.0, 9.575)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:16.589770,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.21)","(14.0, 32.0, 25.240000000000002)","(8.0, 11.0, 9.575)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:17.656817,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 25.240000000000002)","(8.0, 11.0, 9.575)","(6.0, 9.6, 8.963636363636363)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:19.089141,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 25.240000000000002)","(8.0, 11.0, 9.575)","(6.0, 9.6, 8.89090909090909)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:20.334783,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.2184615384615385)","(14.0, 32.0, 25.240000000000002)","(8.0, 11.0, 9.575)","(6.0, 9.4, 8.89090909090909)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:21.438160,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 8.242857142857142)","(1.95, 2.32, 2.2184615384615385)","(14.0, 32.0, 25.240000000000002)","(8.0, 11.0, 9.575)","(6.0, 9.4, 8.89090909090909)","(20.0, 90.0, 59.18518518518518)"
16-12-2022 13:18:22.639848,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.6, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 32.0, 28.42857142857143)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.4, 8.89090909090909)","(20.0, 90.0, 58.0)"
16-12-2022 13:18:23.569528,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 30.0, 28.42857142857143)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.4, 8.89090909090909)","(20.0, 90.0, 74.58823529411765)"
16-12-2022 13:18:24.590266,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 26.058823529411764)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.4, 8.89090909090909)","(20.0, 85.0, 68.875)"
16-12-2022 13:18:25.656854,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 26.058823529411764)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.4, 9.36)","(20.0, 75.0, 64.11111111111111)"
16-12-2022 13:18:26.772980,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.21)","(14.0, 29.0, 26.058823529411764)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.5, 9.36)","(20.0, 75.0, 64.11111111111111)"
16-12-2022 13:18:27.835889,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.21)","(14.0, 29.0, 26.058823529411764)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.5, 9.0)","(20.0, 75.0, 56.33333333333333)"
16-12-2022 13:18:28.907527,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 23.615384615384617)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.5, 8.973333333333333)","(20.0, 65.0, 56.33333333333333)"
16-12-2022 13:18:29.942236,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 23.615384615384617)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 8.973333333333333)","(20.0, 65.0, 49.8)"
16-12-2022 13:18:30.915783,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 23.615384615384617)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 8.973333333333333)","(20.0, 60.0, 48.55555555555556)"
16-12-2022 13:18:31.846734,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.21)","(14.0, 29.0, 23.615384615384617)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 8.973333333333333)","(20.0, 55.0, 48.55555555555556)"
16-12-2022 13:18:32.873053,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.21)","(14.0, 29.0, 23.615384615384617)","(8.0, 11.0, 9.632)","(6.0, 9.8, 9.0)","(20.0, 55.0, 45.76470588235294)"
16-12-2022 13:18:33.853271,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 21.176470588235293)","(8.0, 11.0, 9.632)","(6.0, 9.8, 9.0)","(20.0, 50.0, 40.0)"
16-12-2022 13:18:34.946121,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 23.884615384615383)","(8.0, 11.0, 9.632)","(6.0, 9.8, 9.0)","(20.0, 50.0, 40.0)"
16-12-2022 13:18:36.053532,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.2, 7.703448275862068)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.8, 8.933333333333334)","(20.0, 50.0, 38.92307692307692)"
16-12-2022 13:18:37.197989,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.533333333333333)","(1.95, 2.32, 2.2184615384615385)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.6, 8.933333333333334)","(20.0, 50.0, 38.92307692307692)"
16-12-2022 13:18:38.275922,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.533333333333333)","(1.95, 2.32, 2.2184615384615385)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.6, 8.933333333333334)","(20.0, 50.0, 45.25)"
16-12-2022 13:18:39.322803,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.533333333333333)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.6, 8.933333333333334)","(20.0, 48.0, 45.25)"
16-12-2022 13:18:40.345534,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.356756756756757)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.6, 8.933333333333334)","(20.0, 48.0, 45.25)"
16-12-2022 13:18:41.249103,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.356756756756757)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.6, 8.933333333333334)","(20.0, 48.0, 42.470588235294116)"
16-12-2022 13:18:42.236324,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.503225806451613)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.6, 8.933333333333334)","(20.0, 46.0, 37.66666666666667)"
16-12-2022 13:18:43.243371,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.503225806451613)","(1.95, 2.32, 2.21)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.6, 8.933333333333334)","(20.0, 46.0, 37.66666666666667)"
16-12-2022 13:18:44.229122,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.503225806451613)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.6, 8.933333333333334)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:45.270482,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.503225806451613)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.6, 8.933333333333334)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:46.333220,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.503225806451613)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.6, 8.933333333333334)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:47.391504,"(6.0, 8.8, 7.022222222222222)","(5.0, 8.0, 7.3999999999999995)","(1.95, 2.32, 2.21)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.6, 8.933333333333334)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:48.350534,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.3999999999999995)","(1.95, 2.32, 2.21)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.6, 8.933333333333334)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:49.346846,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.3999999999999995)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.6, 9.56)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:50.369685,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.3999999999999995)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.8, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:51.308196,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.3999999999999995)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:52.293585,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.3999999999999995)","(1.95, 2.32, 2.21)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:53.314429,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.3999999999999995)","(1.95, 2.32, 2.21)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:54.254568,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.3999999999999995)","(1.95, 2.32, 2.21)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:55.284275,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:56.381547,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:57.381670,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:58.378085,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.4, 8.89090909090909)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:18:59.453844,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 9.4, 9.3)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:00.454823,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.3)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:01.433284,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(14.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.3)","(20.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:02.401866,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.3)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:03.418052,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.3)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:04.340843,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.21)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.3)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:05.353286,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.21)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.3)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:06.397840,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.4)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:07.322098,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.874074074074075)","(6.0, 10.0, 9.4)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:08.337909,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.4)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:09.360689,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.36)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:10.360824,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.21)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.5, 9.022222222222222)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:11.371220,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.5, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:12.485571,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.914285714285715)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:13.646582,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.914285714285715)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:14.747375,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.2283333333333335)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.914285714285715)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:15.831929,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.914285714285715)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:16.936160,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.914285714285715)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:17.946938,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:18.955231,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:19.924816,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:20.859502,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.21)","(13.0, 29.0, 24.84375)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:21.750733,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.21)","(13.0, 29.0, 22.0)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
16-12-2022 13:19:22.790420,"(6.0, 8.8, 7.022222222222222)","(5.0, 7.8, 7.6)","(1.95, 2.32, 2.25125)","(13.0, 29.0, 23.105263157894736)","(8.0, 11.0, 9.632)","(6.0, 10.0, 9.16)","(19.0, 46.0, 36.37037037037037)"
