,Missczech,Curlin Blessing,Taking Charge Desi,Kynlies Empire,Tiz A Macho Girl,Joy In The Battle,Miss Hard Knocks,Lucy K
10-01-2023 08:17:02.229168,"(11.0, 13.5, 13.177631578947368)","(16.0, 25.0, 24.863636363636363)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.78, 2.778260869565217)","(7.5, 9.8, 9.735714285714286)","(2.4, 2.78, 2.7777931034482757)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:03.326583,"(11.0, 13.5, 13.177631578947368)","(16.0, 25.0, 24.863636363636363)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.78, 2.775)","(7.5, 9.8, 9.735714285714286)","(2.4, 2.78, 2.7684112149532707)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:04.452119,"(11.0, 13.5, 13.16875)","(16.0, 25.0, 24.863636363636363)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.78, 2.783333333333333)","(7.5, 9.8, 9.677966101694915)","(2.4, 2.78, 2.774285714285714)","(21.0, 40.0, 39.05263157894737)"
10-01-2023 08:17:05.580547,"(11.0, 13.5, 13.155844155844155)","(16.0, 26.0, 25.333333333333332)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.791304347826087)","(7.5, 9.8, 9.543396226415094)","(2.4, 2.78, 2.7705263157894735)","(21.0, 40.0, 38.94117647058823)"
10-01-2023 08:17:06.658206,"(11.0, 13.5, 13.155844155844155)","(16.0, 26.0, 25.6)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.791304347826087)","(7.5, 9.6, 9.543396226415094)","(2.4, 2.78, 2.7705263157894735)","(21.0, 40.0, 38.94117647058823)"
10-01-2023 08:17:07.759615,"(11.0, 13.5, 13.155844155844155)","(16.0, 26.0, 25.6)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.791304347826087)","(7.5, 9.6, 9.54)","(2.4, 2.78, 2.7705263157894735)","(21.0, 40.0, 38.94117647058823)"
10-01-2023 08:17:08.826532,"(11.0, 13.5, 13.155844155844155)","(16.0, 26.0, 25.6)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.7908571428571425)","(7.5, 9.6, 9.54)","(2.4, 2.78, 2.7705263157894735)","(21.0, 40.0, 38.94117647058823)"
10-01-2023 08:17:09.878437,"(11.0, 13.5, 13.155844155844155)","(16.0, 26.0, 25.6)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.7908571428571425)","(7.5, 9.6, 9.54)","(2.4, 2.78, 2.7694623655913975)","(21.0, 40.0, 38.94117647058823)"
10-01-2023 08:17:10.944884,"(11.0, 13.5, 13.121428571428572)","(16.0, 26.0, 25.80952380952381)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.7937499999999997)","(7.5, 9.6, 9.54)","(2.4, 2.8, 2.773333333333333)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:12.015514,"(11.0, 13.5, 13.0)","(16.0, 26.0, 25.833333333333332)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.795238095238095)","(7.5, 9.6, 9.54)","(2.4, 2.8, 2.773333333333333)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:13.059952,"(11.0, 13.5, 13.0)","(16.0, 26.0, 25.833333333333332)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 93.75)","(2.45, 2.8, 2.786341463414634)","(7.5, 9.6, 9.54)","(2.4, 2.8, 2.773333333333333)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:14.144028,"(11.0, 13.0, 12.911764705882353)","(16.0, 26.0, 25.833333333333332)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 93.75)","(2.45, 2.8, 2.7937499999999997)","(7.5, 9.6, 9.54)","(2.4, 2.8, 2.776822429906542)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:15.225212,"(11.0, 13.0, 12.911764705882353)","(16.0, 26.0, 25.833333333333332)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 93.75)","(2.45, 2.8, 2.7937499999999997)","(7.5, 9.6, 9.54)","(2.4, 2.8, 2.776822429906542)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:16.333552,"(11.0, 13.0, 12.911764705882353)","(16.0, 26.0, 25.833333333333332)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 93.75)","(2.45, 2.8, 2.7937499999999997)","(7.5, 9.6, 9.54)","(2.4, 2.8, 2.7746938775510204)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:17.443308,"(11.0, 13.0, 12.854430379746836)","(16.0, 26.0, 25.833333333333332)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 93.75)","(2.45, 2.8, 2.7937499999999997)","(7.5, 9.6, 9.492857142857144)","(2.4, 2.8, 2.7746938775510204)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:18.540244,"(11.0, 13.0, 12.854430379746836)","(16.0, 26.0, 25.833333333333332)","(26.0, 46.0, 44.18181818181818)","(31.0, 120.0, 94.8)","(2.45, 2.8, 2.77766081871345)","(7.5, 9.6, 9.36949152542373)","(2.4, 2.8, 2.8034375)","(21.0, 40.0, 39.42857142857143)"
10-01-2023 08:17:19.663026,"(11.0, 13.5, 12.971698113207546)","(16.0, 26.0, 25.846153846153847)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 94.8)","(2.45, 2.78, 2.7757777777777775)","(7.5, 9.4, 9.371428571428572)","(2.4, 2.82, 2.7998373983739837)","(21.0, 40.0, 39.42857142857143)"
10-01-2023 08:17:20.765809,"(11.0, 13.5, 12.971698113207546)","(16.0, 26.0, 25.846153846153847)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 94.8)","(2.45, 2.78, 2.77766081871345)","(7.5, 9.4, 9.2875)","(2.4, 2.82, 2.8137931034482757)","(21.0, 40.0, 39.53846153846154)"
10-01-2023 08:17:21.843306,"(11.0, 13.5, 12.910526315789474)","(16.0, 26.0, 25.846153846153847)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 94.8)","(2.45, 2.78, 2.7757777777777775)","(7.5, 9.4, 9.169230769230769)","(2.4, 2.82, 2.8016666666666663)","(21.0, 40.0, 39.53846153846154)"
10-01-2023 08:17:22.938830,"(11.0, 13.5, 12.950980392156863)","(16.0, 26.0, 25.846153846153847)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 86.84210526315789)","(2.45, 2.78, 2.7674999999999996)","(7.5, 9.2, 9.169230769230769)","(2.4, 2.82, 2.8076923076923075)","(21.0, 40.0, 39.666666666666664)"
10-01-2023 08:17:24.032327,"(11.0, 13.5, 12.961538461538462)","(16.0, 26.0, 25.875)","(26.0, 46.0, 44.8235294117647)","(31.0, 120.0, 82.10526315789474)","(2.45, 2.78, 2.7674999999999996)","(7.5, 9.2, 9.169230769230769)","(2.4, 2.82, 2.8076923076923075)","(21.0, 40.0, 40.08)"
10-01-2023 08:17:25.111461,"(11.0, 13.0, 12.945454545454545)","(16.0, 26.0, 25.696969696969695)","(26.0, 46.0, 44.46153846153846)","(31.0, 110.0, 97.5)","(2.45, 2.78, 2.7653846153846153)","(7.5, 9.4, 9.34)","(2.4, 2.8, 2.794257425742574)","(21.0, 42.0, 40.08)"
10-01-2023 08:17:26.269206,"(11.0, 13.0, 12.945454545454545)","(16.0, 26.0, 25.696969696969695)","(26.0, 46.0, 44.46153846153846)","(31.0, 85.0, 82.91666666666667)","(2.45, 2.78, 2.7653846153846153)","(7.5, 9.4, 9.34)","(2.4, 2.82, 2.7954999999999997)","(21.0, 42.0, 40.08)"
10-01-2023 08:17:27.699402,"(11.0, 13.0, 12.943396226415095)","(16.0, 26.0, 25.696969696969695)","(26.0, 46.0, 44.46153846153846)","(31.0, 85.0, 83.0)","(2.45, 2.78, 2.763888888888889)","(7.5, 9.4, 9.342857142857143)","(2.4, 2.8, 2.7954999999999997)","(21.0, 42.0, 40.08)"
10-01-2023 08:17:28.928473,"(11.0, 13.0, 12.945454545454545)","(16.0, 26.0, 25.444444444444443)","(26.0, 46.0, 44.46153846153846)","(31.0, 85.0, 83.18181818181819)","(2.45, 2.78, 2.789473684210526)","(7.5, 9.2, 9.117460317460317)","(2.4, 2.8, 2.8125)","(21.0, 42.0, 40.06896551724138)"
10-01-2023 08:17:30.146113,"(11.0, 13.0, 12.54040404040404)","(16.0, 26.0, 25.916666666666668)","(26.0, 46.0, 44.57142857142857)","(31.0, 85.0, 81.66666666666667)","(2.45, 2.8, 2.781333333333333)","(7.5, 9.2, 9.113333333333333)","(2.4, 2.82, 2.797272727272727)","(21.0, 42.0, 40.06896551724138)"
10-01-2023 08:17:31.459083,"(11.0, 13.0, 12.534177215189873)","(16.0, 26.0, 25.916666666666668)","(26.0, 46.0, 44.666666666666664)","(31.0, 85.0, 83.0)","(2.45, 2.82, 2.756)","(7.5, 9.2, 9.05974025974026)","(2.4, 2.8, 2.8297142857142856)","(21.0, 42.0, 40.13333333333333)"
10-01-2023 08:17:32.775743,"(11.0, 13.0, 12.53452685421995)","(16.0, 26.0, 25.916666666666668)","(26.0, 46.0, 44.666666666666664)","(31.0, 85.0, 83.0)","(2.45, 2.76, 2.7328)","(7.5, 9.2, 8.893827160493828)","(2.4, 2.84, 2.8634146341463413)","(21.0, 42.0, 40.470588235294116)"
10-01-2023 08:17:34.013245,"(11.0, 13.0, 12.53452685421995)","(16.0, 26.0, 25.916666666666668)","(26.0, 46.0, 44.666666666666664)","(31.0, 85.0, 83.0)","(2.45, 2.74, 2.733793103448276)","(7.5, 9.0, 8.733333333333333)","(2.4, 2.88, 2.881176470588235)","(21.0, 42.0, 40.206896551724135)"
10-01-2023 08:17:35.412529,"(11.0, 13.0, 12.520050125313283)","(16.0, 26.0, 25.916666666666668)","(26.0, 46.0, 44.666666666666664)","(31.0, 85.0, 83.0)","(2.45, 2.74, 2.7342857142857144)","(7.5, 9.0, 8.733333333333333)","(2.4, 2.9, 2.8793548387096775)","(21.0, 42.0, 40.206896551724135)"
10-01-2023 08:17:36.809201,"(11.0, 13.0, 12.520050125313283)","(16.0, 26.0, 25.95)","(26.0, 46.0, 44.94736842105263)","(31.0, 85.0, 83.33333333333333)","(2.45, 2.74, 2.7508256880733946)","(7.5, 9.0, 8.77037037037037)","(2.4, 2.9, 2.8756701030927836)","(21.0, 42.0, 40.5)"
10-01-2023 08:17:38.014677,"(11.0, 13.0, 12.535194174757281)","(16.0, 26.0, 25.13953488372093)","(26.0, 46.0, 47.294117647058826)","(31.0, 85.0, 83.75)","(2.45, 2.76, 2.781754385964912)","(7.5, 8.8, 8.815151515151515)","(2.4, 2.9, 2.8137931034482757)","(21.0, 42.0, 41.65217391304348)"
10-01-2023 08:17:39.187643,"(11.0, 13.0, 12.506684491978609)","(16.0, 27.0, 26.069767441860463)","(26.0, 48.0, 49.42857142857143)","(31.0, 85.0, 83.63636363636364)","(2.45, 2.8, 2.78)","(7.0, 9.0, 8.793710691823899)","(2.45, 2.82, 2.8108108108108105)","(21.0, 42.0, 41.666666666666664)"
10-01-2023 08:17:40.256145,"(11.0, 12.5, 12.348360655737705)","(16.0, 27.0, 26.166666666666668)","(26.0, 50.0, 49.42857142857143)","(31.0, 85.0, 84.0909090909091)","(2.45, 2.8, 2.786101694915254)","(7.0, 9.0, 8.804761904761905)","(2.45, 2.82, 2.797230769230769)","(21.0, 42.0, 41.75)"
10-01-2023 08:17:41.368019,"(11.0, 12.5, 12.362962962962962)","(16.0, 27.0, 26.245283018867923)","(26.0, 50.0, 48.0)","(31.0, 85.0, 87.85714285714286)","(2.45, 2.8, 2.772340425531915)","(7.0, 9.0, 8.839506172839506)","(2.45, 2.8, 2.79)","(21.0, 42.0, 40.651162790697676)"
10-01-2023 08:17:42.395161,"(11.0, 12.5, 12.457943925233645)","(16.0, 27.0, 26.272727272727273)","(26.0, 55.0, 47.0)","(31.0, 90.0, 87.85714285714286)","(2.45, 2.78, 2.76375)","(7.0, 9.0, 8.831168831168831)","(2.45, 2.8, 2.79)","(21.0, 44.0, 40.72727272727273)"
10-01-2023 08:17:43.402191,"(11.0, 12.5, 12.458715596330276)","(16.0, 27.0, 26.29268292682927)","(26.0, 55.0, 47.8)","(31.0, 90.0, 87.85714285714286)","(2.45, 2.78, 2.764)","(7.0, 9.0, 8.831168831168831)","(2.45, 2.8, 2.797674418604651)","(21.0, 44.0, 40.72727272727273)"
10-01-2023 08:17:44.481198,"(11.0, 12.5, 12.459090909090909)","(16.0, 27.0, 26.266666666666666)","(26.0, 55.0, 47.0)","(31.0, 90.0, 87.85714285714286)","(2.45, 2.78, 2.772)","(7.0, 9.0, 8.863157894736842)","(2.45, 2.82, 2.8105882352941176)","(21.0, 44.0, 40.93617021276596)"
10-01-2023 08:17:45.605526,"(11.0, 12.5, 12.47554347826087)","(16.0, 27.0, 26.3265306122449)","(26.0, 55.0, 47.8)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.772)","(7.0, 9.0, 8.863157894736842)","(2.45, 2.82, 2.8105882352941176)","(21.0, 44.0, 40.93617021276596)"
10-01-2023 08:17:46.728446,"(11.0, 12.5, 12.475806451612904)","(16.0, 27.0, 26.3265306122449)","(26.0, 55.0, 47.8)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.772)","(7.0, 9.0, 8.863157894736842)","(2.45, 2.82, 2.8105882352941176)","(21.0, 44.0, 40.93617021276596)"
10-01-2023 08:17:47.878654,"(11.0, 12.5, 12.475806451612904)","(16.0, 27.0, 26.3265306122449)","(26.0, 55.0, 51.0)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.7769565217391303)","(7.0, 9.0, 8.863157894736842)","(2.45, 2.82, 2.8105882352941176)","(21.0, 44.0, 40.93617021276596)"
10-01-2023 08:17:48.981176,"(10.0, 13.0, 12.321818181818182)","(16.0, 27.0, 26.3265306122449)","(26.0, 55.0, 51.0)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.7769565217391303)","(7.0, 9.0, 8.863157894736842)","(2.45, 2.82, 2.8096774193548386)","(21.0, 44.0, 40.93617021276596)"
10-01-2023 08:17:50.112458,"(10.0, 13.0, 12.321818181818182)","(16.0, 27.0, 26.3265306122449)","(26.0, 55.0, 52.0)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.7769565217391303)","(7.0, 9.0, 8.8375)","(2.45, 2.82, 2.8099999999999996)","(21.0, 44.0, 40.8)"
10-01-2023 08:17:51.224454,"(10.0, 13.0, 12.321818181818182)","(16.0, 27.0, 26.282608695652176)","(26.0, 55.0, 51.785714285714285)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.777407407407407)","(7.0, 9.0, 8.8375)","(2.45, 2.82, 2.811)","(21.0, 44.0, 41.5)"
10-01-2023 08:17:52.317705,"(10.0, 13.0, 12.315596330275229)","(16.0, 27.0, 26.282608695652176)","(26.0, 55.0, 50.76470588235294)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.7744)","(7.0, 9.0, 8.8375)","(2.45, 2.82, 2.795769230769231)","(21.0, 42.0, 41.5)"
10-01-2023 08:17:53.392102,"(10.0, 13.0, 12.315596330275229)","(16.0, 27.0, 26.282608695652176)","(26.0, 55.0, 51.21052631578947)","(31.0, 90.0, 88.125)","(2.45, 2.78, 2.7691304347826087)","(7.0, 9.0, 8.837974683544305)","(2.45, 2.82, 2.799)","(21.0, 42.0, 42.07142857142857)"
10-01-2023 08:17:54.507017,"(10.0, 13.0, 12.868686868686869)","(16.0, 27.0, 26.346938775510203)","(26.0, 55.0, 52.6)","(31.0, 90.0, 88.57142857142857)","(2.45, 2.78, 2.7748717948717947)","(7.0, 9.0, 8.825352112676057)","(2.5, 2.82, 2.8129411764705883)","(21.0, 44.0, 41.1578947368421)"
10-01-2023 08:17:55.546254,"(10.0, 12.5, 12.30625)","(16.0, 27.0, 26.346938775510203)","(26.0, 55.0, 52.6)","(31.0, 90.0, 88.57142857142857)","(2.45, 2.78, 2.7674074074074073)","(7.0, 9.0, 8.825352112676057)","(2.5, 2.82, 2.813846153846154)","(21.0, 44.0, 41.0)"
10-01-2023 08:17:56.560447,"(10.0, 12.5, 12.258823529411764)","(16.0, 27.0, 26.372549019607842)","(26.0, 55.0, 49.4)","(31.0, 90.0, 88.57142857142857)","(2.45, 2.78, 2.7625641025641023)","(7.0, 9.0, 8.825352112676057)","(2.5, 2.82, 2.813846153846154)","(21.0, 44.0, 41.0)"
10-01-2023 08:17:57.623092,"(10.0, 12.5, 12.258823529411764)","(16.0, 27.0, 26.372549019607842)","(26.0, 55.0, 49.4)","(31.0, 90.0, 88.57142857142857)","(2.45, 2.78, 2.7664)","(7.0, 9.0, 8.825352112676057)","(2.5, 2.82, 2.8146067415730336)","(21.0, 44.0, 41.1578947368421)"
10-01-2023 08:17:58.653352,"(10.0, 12.5, 12.233766233766234)","(16.0, 27.0, 26.372549019607842)","(26.0, 55.0, 49.4)","(31.0, 90.0, 88.57142857142857)","(2.45, 2.78, 2.7692063492063492)","(7.0, 9.0, 8.825352112676057)","(2.5, 2.82, 2.8155140186915886)","(21.0, 44.0, 41.833333333333336)"
10-01-2023 08:17:59.724313,"(10.0, 12.5, 12.197802197802197)","(16.0, 27.0, 26.372549019607842)","(26.0, 55.0, 49.4)","(31.0, 90.0, 88.75)","(2.45, 2.78, 2.7731999999999997)","(7.0, 9.0, 8.841025641025642)","(2.5, 2.82, 2.8146666666666667)","(21.0, 42.0, 41.84615384615385)"
10-01-2023 08:18:00.818484,"(10.0, 12.5, 12.283783783783784)","(16.0, 27.0, 26.372549019607842)","(26.0, 55.0, 49.4)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.78, 2.7741379310344825)","(7.0, 9.0, 8.855813953488372)","(2.5, 2.82, 2.8160655737704916)","(21.0, 42.0, 40.888888888888886)"
10-01-2023 08:18:01.886652,"(10.0, 12.5, 12.308823529411764)","(16.0, 27.0, 26.40740740740741)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.78, 2.7741379310344825)","(7.0, 9.0, 8.855813953488372)","(2.5, 2.82, 2.8160655737704916)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:03.015703,"(10.0, 12.5, 12.293650793650794)","(16.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.78, 2.7741379310344825)","(7.0, 9.0, 8.855813953488372)","(2.5, 2.82, 2.8160655737704916)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:04.116249,"(10.0, 12.5, 12.293650793650794)","(16.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.78, 2.7729166666666663)","(7.0, 9.0, 8.855813953488372)","(2.5, 2.82, 2.8160655737704916)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:05.173717,"(10.0, 12.5, 12.293650793650794)","(16.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.78, 2.7809174311926603)","(7.0, 9.0, 8.846913580246914)","(2.5, 2.82, 2.8171929824561404)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:06.230265,"(10.0, 12.5, 12.293650793650794)","(17.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.8, 2.7726315789473683)","(7.0, 9.0, 8.863013698630137)","(2.5, 2.82, 2.8171929824561404)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:07.298514,"(10.0, 12.5, 12.293650793650794)","(17.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.78, 2.7717647058823527)","(7.0, 9.0, 8.786842105263158)","(2.5, 2.82, 2.8153124999999997)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:08.345854,"(10.0, 12.5, 12.293650793650794)","(17.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.78, 2.7410526315789476)","(7.0, 8.8, 8.76595744680851)","(2.5, 2.84, 2.861463414634146)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:09.374175,"(10.0, 12.5, 12.308823529411764)","(17.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.76, 2.745103448275862)","(7.0, 8.8, 8.76595744680851)","(2.5, 2.88, 2.866428571428571)","(21.0, 44.0, 40.888888888888886)"
10-01-2023 08:18:10.417737,"(10.0, 12.5, 12.45)","(17.0, 27.0, 26.40740740740741)","(26.0, 55.0, 52.2)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.76, 2.7437908496732026)","(7.0, 8.8, 8.76595744680851)","(2.5, 2.88, 2.866428571428571)","(21.0, 44.0, 40.888888888888886)"
10-01-2023 08:18:11.424413,"(10.0, 12.5, 12.45)","(17.0, 27.0, 26.40740740740741)","(26.0, 55.0, 52.2)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.76, 2.7437908496732026)","(7.0, 8.8, 8.763218390804598)","(2.5, 2.88, 2.87)","(21.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:12.416559,"(10.0, 12.5, 12.25)","(17.0, 27.0, 26.384615384615383)","(26.0, 55.0, 51.888888888888886)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.76, 2.7437908496732026)","(7.0, 8.8, 8.763218390804598)","(2.5, 2.88, 2.87)","(26.0, 44.0, 40.81818181818182)"
10-01-2023 08:18:13.445491,"(10.0, 12.5, 12.115384615384615)","(17.0, 27.0, 26.13157894736842)","(26.0, 55.0, 51.4)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.76, 2.7293827160493827)","(7.0, 9.0, 8.84848484848485)","(2.5, 2.9, 2.8652173913043475)","(26.0, 44.0, 40.41025641025641)"
10-01-2023 08:18:14.480308,"(10.0, 12.5, 12.1125)","(17.0, 27.0, 26.13157894736842)","(26.0, 55.0, 49.85714285714286)","(31.0, 90.0, 88.88888888888889)","(2.45, 2.72, 2.704871794871795)","(7.0, 9.0, 8.868421052631579)","(2.5, 2.92, 2.9241176470588233)","(26.0, 44.0, 40.58536585365854)"
10-01-2023 08:18:15.529198,"(10.0, 12.5, 12.092105263157896)","(17.0, 27.0, 25.73076923076923)","(26.0, 50.0, 46.333333333333336)","(31.0, 90.0, 89.0)","(2.45, 2.68, 2.6671428571428573)","(7.0, 9.0, 9.037735849056604)","(2.5, 2.94, 2.9477777777777776)","(26.0, 44.0, 40.57142857142857)"
10-01-2023 08:18:16.537832,"(10.0, 12.5, 12.130952380952381)","(17.0, 26.0, 25.76)","(26.0, 50.0, 46.25)","(31.0, 90.0, 89.0)","(2.45, 2.68, 2.6671428571428573)","(7.0, 9.2, 9.037735849056604)","(2.5, 2.96, 2.9477777777777776)","(26.0, 42.0, 40.57142857142857)"
10-01-2023 08:18:17.620612,"(10.0, 13.0, 12.678571428571429)","(17.0, 26.0, 25.789473684210527)","(26.0, 50.0, 44.42857142857143)","(31.0, 120.0, 95.45454545454545)","(2.45, 2.56, 2.541764705882353)","(7.0, 9.6, 9.5375)","(2.5, 3.05, 2.9825)","(26.0, 42.0, 40.82051282051282)"
10-01-2023 08:18:18.642714,"(10.0, 13.0, 12.333333333333334)","(17.0, 26.0, 25.77777777777778)","(26.0, 50.0, 44.4)","(31.0, 120.0, 99.6)","(2.45, 2.58, 2.5741666666666667)","(7.0, 9.6, 9.541176470588235)","(2.5, 3.0, 2.9825)","(26.0, 44.0, 40.82051282051282)"
10-01-2023 08:18:19.707069,"(10.0, 12.5, 12.368421052631579)","(17.0, 26.0, 25.875)","(26.0, 50.0, 45.75757575757576)","(31.0, 120.0, 99.6)","(2.45, 2.6, 2.5775)","(7.0, 10.0, 9.789954337899543)","(2.5, 3.0, 2.982456140350877)","(26.0, 44.0, 40.31578947368421)"
10-01-2023 08:18:20.817691,"(10.0, 12.5, 12.1875)","(17.0, 26.0, 25.833333333333332)","(26.0, 50.0, 44.61538461538461)","(31.0, 120.0, 99.6)","(2.45, 2.6, 2.6121212121212123)","(7.0, 10.0, 9.799086757990867)","(2.5, 3.0, 2.973333333333333)","(26.0, 44.0, 40.18181818181818)"
10-01-2023 08:18:21.976657,"(10.0, 12.5, 12.35)","(17.0, 25.0, 24.954545454545453)","(26.0, 50.0, 44.166666666666664)","(31.0, 120.0, 99.6)","(2.45, 2.64, 2.6064367816091956)","(7.0, 10.0, 9.799086757990867)","(2.5, 3.0, 2.9814285714285713)","(26.0, 44.0, 40.666666666666664)"
10-01-2023 08:18:23.099094,"(10.0, 12.5, 12.029411764705882)","(17.0, 26.0, 25.84)","(26.0, 50.0, 43.333333333333336)","(31.0, 120.0, 99.6)","(2.45, 2.64, 2.608)","(7.0, 10.0, 9.774117647058825)","(2.5, 3.0, 2.98)","(26.0, 42.0, 39.77777777777778)"
10-01-2023 08:18:24.249389,"(10.0, 12.5, 12.029411764705882)","(17.0, 26.0, 25.846153846153847)","(26.0, 50.0, 44.4)","(31.0, 120.0, 99.6)","(2.45, 2.64, 2.6322222222222225)","(7.0, 9.8, 9.756613756613756)","(2.5, 3.0, 2.977894736842105)","(26.0, 42.0, 39.77777777777778)"
10-01-2023 08:18:25.405137,"(10.0, 12.0, 11.961538461538462)","(17.0, 26.0, 25.846153846153847)","(26.0, 50.0, 44.4)","(31.0, 120.0, 99.6)","(2.4, 2.64, 2.630666666666667)","(7.0, 10.0, 9.690625)","(2.5, 2.98, 2.978666666666667)","(26.0, 40.0, 39.77777777777778)"
10-01-2023 08:18:26.529353,"(10.0, 12.0, 11.961538461538462)","(17.0, 26.0, 25.85185185185185)","(26.0, 50.0, 44.4)","(31.0, 120.0, 99.6)","(2.4, 2.64, 2.624)","(7.0, 9.8, 9.871515151515151)","(2.5, 2.98, 2.96)","(26.0, 40.0, 39.75)"
10-01-2023 08:18:27.785139,"(10.0, 12.5, 12.026315789473685)","(17.0, 26.0, 25.84)","(26.0, 50.0, 43.333333333333336)","(31.0, 120.0, 99.6)","(2.4, 2.64, 2.6225)","(7.0, 10.0, 9.871515151515151)","(2.5, 2.98, 2.971111111111111)","(26.0, 40.0, 39.473684210526315)"
10-01-2023 08:18:28.836014,"(10.0, 12.5, 12.026315789473685)","(17.0, 26.0, 25.84)","(26.0, 50.0, 44.4)","(31.0, 120.0, 99.6)","(2.4, 2.64, 2.644347826086957)","(7.0, 10.0, 9.871515151515151)","(2.5, 2.98, 2.971111111111111)","(26.0, 42.0, 39.473684210526315)"
10-01-2023 08:18:29.936661,"(10.0, 12.0, 11.875)","(17.0, 26.0, 25.84)","(26.0, 50.0, 43.0)","(31.0, 120.0, 99.6)","(2.4, 2.66, 2.633469387755102)","(7.0, 10.0, 9.871515151515151)","(2.5, 2.98, 2.9762765957446806)","(26.0, 42.0, 39.473684210526315)"
10-01-2023 08:18:31.003402,"(10.0, 12.0, 11.875)","(17.0, 26.0, 25.84)","(26.0, 50.0, 43.0)","(31.0, 120.0, 99.6)","(2.4, 2.64, 2.617714285714286)","(7.0, 10.0, 9.836923076923078)","(2.5, 3.05, 2.994411764705882)","(26.0, 42.0, 39.473684210526315)"
