,Shonas Fury,Blue Bathers,Prince Danube,Last Date,Double Tara,Step Up
06-01-2023 11:04:29.854097,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:30.779022,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:31.768669,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:32.730750,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:33.649242,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:34.527456,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:35.396892,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:36.310767,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:37.239127,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:38.091161,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:38.989571,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 21.666666666666668)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:39.944681,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:40.908930,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:41.874205,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:42.788253,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:43.692600,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:44.642195,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:45.635443,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:46.631138,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:47.518071,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 16.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:48.356086,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:49.290128,"(4.6, 8.4, 6.066666666666667)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 7.95)"
06-01-2023 11:04:50.239056,"(4.6, 8.4, 6.36)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 19.0)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 9.316666666666666)"
06-01-2023 11:04:51.259175,"(4.6, 8.4, 6.2)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 9.428571428571429)"
06-01-2023 11:04:52.230506,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:53.127752,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:54.139553,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:55.183497,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:56.105435,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:57.087260,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:57.916510,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:58.846525,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:04:59.815606,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:05:00.751495,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:05:01.677164,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:05:02.527617,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.1)"
06-01-2023 11:05:03.434302,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 9.366666666666667)"
06-01-2023 11:05:04.423527,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 22.083333333333332)","(6.0, 10.0, 9.1)"
06-01-2023 11:05:05.347496,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:06.261308,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:07.158534,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:08.109928,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:09.091404,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:10.004762,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:10.954347,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:11.976926,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:13.044312,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:14.034927,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:14.968726,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:15.895015,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:16.812107,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:17.806055,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:18.773620,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:19.717805,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:20.724440,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:21.716672,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:22.712770,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:23.678686,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:24.572792,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:25.545583,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:26.522009,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:27.483714,"(4.6, 8.4, 6.42)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:28.405419,"(4.6, 8.4, 6.566666666666666)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:29.292007,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:30.283312,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:31.326026,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:32.318174,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:33.282255,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:34.272121,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:35.236670,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:36.225073,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:37.133287,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:38.077580,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:38.965361,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:39.919411,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:40.926197,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:41.919458,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:42.866675,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:43.797958,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:44.827447,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:45.777886,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:46.766985,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:47.681645,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:48.556463,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:49.580909,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:50.613482,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:51.609224,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:52.509740,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:53.442158,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 26.785714285714285)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:54.473367,"(4.6, 8.4, 6.75)","(1.8, 2.34, 1.9180555555555556)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 33.05555555555556)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:55.583678,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 33.05555555555556)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:56.609944,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 33.05555555555556)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:57.630100,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 55.0, 35.27777777777778)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:58.548751,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 60.0, 35.27777777777778)","(6.0, 10.0, 8.3)"
06-01-2023 11:05:59.539441,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 60.0, 35.27777777777778)","(6.0, 10.0, 8.3)"
06-01-2023 11:06:00.447313,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 60.0, 35.27777777777778)","(6.0, 10.0, 8.3)"
06-01-2023 11:06:01.428902,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 60.0, 35.27777777777778)","(6.0, 10.0, 8.3)"
06-01-2023 11:06:02.357533,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 7.9)","(17.0, 60.0, 55.84905660377359)","(6.0, 10.0, 9.485714285714286)"
06-01-2023 11:06:03.326704,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 8.444444444444445)","(17.0, 60.0, 44.464285714285715)","(6.0, 10.0, 9.1)"
06-01-2023 11:06:04.327637,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 8.444444444444445)","(17.0, 60.0, 47.916666666666664)","(6.0, 10.0, 8.3)"
06-01-2023 11:06:05.538269,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 8.444444444444445)","(17.0, 60.0, 47.916666666666664)","(6.0, 10.0, 9.757142857142856)"
06-01-2023 11:06:06.793082,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 8.444444444444445)","(17.0, 60.0, 47.916666666666664)","(6.0, 10.0, 9.757142857142856)"
06-01-2023 11:06:07.867728,"(4.6, 8.4, 6.458823529411765)","(1.8, 2.32, 2.2808333333333333)","(11.0, 22.0, 15.333333333333334)","(4.8, 8.8, 8.571428571428573)","(17.0, 60.0, 47.916666666666664)","(6.0, 10.0, 9.0)"
06-01-2023 11:06:08.851425,"(4.6, 8.4, 5.816666666666666)","(1.8, 2.3, 2.0975)","(11.0, 22.0, 17.5)","(4.8, 8.8, 8.571428571428573)","(17.0, 60.0, 47.916666666666664)","(6.0, 10.0, 9.5)"
06-01-2023 11:06:10.001950,"(4.6, 8.4, 6.185714285714286)","(1.8, 2.3, 2.0975)","(11.0, 22.0, 17.5)","(4.8, 8.8, 8.571428571428573)","(17.0, 60.0, 47.916666666666664)","(6.0, 10.0, 9.5)"
06-01-2023 11:06:11.161772,"(4.6, 8.0, 6.38)","(1.8, 2.3, 2.0975)","(11.0, 22.0, 17.5)","(4.8, 8.8, 8.571428571428573)","(17.0, 60.0, 40.45454545454545)","(6.0, 10.0, 9.6)"
06-01-2023 11:06:12.233926,"(4.6, 8.0, 6.266666666666667)","(1.8, 2.3, 2.0975)","(11.0, 22.0, 17.5)","(4.8, 8.8, 8.571428571428573)","(17.0, 60.0, 38.75)","(6.0, 10.0, 9.133333333333333)"
06-01-2023 11:06:13.336105,"(4.6, 8.0, 6.514285714285714)","(1.8, 2.3, 2.0975)","(11.0, 22.0, 17.5)","(4.8, 8.8, 8.571428571428573)","(17.0, 60.0, 38.75)","(6.0, 10.0, 9.133333333333333)"
06-01-2023 11:06:14.259612,"(4.6, 8.0, 6.514285714285714)","(1.8, 2.3, 2.0975)","(11.0, 22.0, 17.5)","(4.8, 8.8, 8.571428571428573)","(17.0, 60.0, 38.75)","(6.0, 10.0, 9.6)"
