,Conumdrum,Creek Lodge,Gee Gees Fifthtest,High Plain Drifta,Rohzhae,Swingapinga,Im Keefe,Muscle Up,Zulu Angel,Weallstuckathome,Barmaid Girl,Ding Ding,Kings On Queens,Millas Ready,Soulita
06-01-2023 13:49:02.628908,"(9.0, 13.0, 12.4)","(91.0, 150.0, 147.14285714285714)","(101.0, 170.0, 155.0)","(101.0, 190.0, 166.0)","(10.0, 14.5, 14.176470588235293)","(21.0, 46.0, 40.63157894736842)","(19.0, 27.0, 25.695652173913043)","(1.95, 2.04, 2.0354782608695654)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 43.8)","(31.0, 48.0, 46.97435897435897)","(7.0, 11.5, 11.035714285714286)","(31.0, 65.0, 51.81818181818182)","(26.0, 60.0, 57.0)","(101.0, 230.0, 196.66666666666666)"
06-01-2023 13:49:04.531138,"(9.0, 13.0, 12.142857142857142)","(91.0, 150.0, 147.14285714285714)","(101.0, 170.0, 155.0)","(101.0, 190.0, 166.0)","(10.0, 14.5, 14.176470588235293)","(21.0, 46.0, 40.63157894736842)","(19.0, 27.0, 25.695652173913043)","(1.95, 2.04, 2.0354782608695654)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 43.8)","(31.0, 48.0, 46.97435897435897)","(7.0, 11.5, 11.035714285714286)","(31.0, 65.0, 51.81818181818182)","(26.0, 60.0, 57.0)","(101.0, 230.0, 196.66666666666666)"
06-01-2023 13:49:06.441170,"(9.0, 13.0, 12.142857142857142)","(91.0, 150.0, 147.14285714285714)","(101.0, 170.0, 155.0)","(101.0, 190.0, 166.0)","(10.0, 14.5, 14.176470588235293)","(21.0, 46.0, 40.63157894736842)","(19.0, 27.0, 25.695652173913043)","(1.95, 2.04, 2.0368098159509205)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 43.8)","(31.0, 48.0, 47.04761904761905)","(7.0, 11.5, 11.035714285714286)","(31.0, 65.0, 51.81818181818182)","(26.0, 60.0, 57.0)","(101.0, 230.0, 196.66666666666666)"
06-01-2023 13:49:08.458430,"(9.0, 13.0, 12.333333333333334)","(91.0, 150.0, 147.14285714285714)","(101.0, 170.0, 155.0)","(101.0, 190.0, 166.0)","(10.0, 14.5, 14.176470588235293)","(21.0, 46.0, 40.63157894736842)","(19.0, 27.0, 25.695652173913043)","(1.95, 2.04, 2.0368098159509205)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 43.8)","(31.0, 48.0, 47.04761904761905)","(7.0, 11.5, 11.035714285714286)","(31.0, 65.0, 51.81818181818182)","(26.0, 60.0, 57.0)","(101.0, 230.0, 196.66666666666666)"
06-01-2023 13:49:10.299699,"(9.0, 13.0, 12.25)","(91.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 170.0)","(10.0, 14.5, 14.277027027027028)","(21.0, 46.0, 42.6)","(19.0, 27.0, 26.23076923076923)","(1.95, 2.04, 2.0387096774193547)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 44.723404255319146)","(31.0, 48.0, 46.857142857142854)","(7.0, 11.0, 10.767857142857142)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 310.0, 206.0)"
06-01-2023 13:49:12.210044,"(9.0, 13.0, 12.25)","(91.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 167.5)","(10.0, 14.5, 14.277027027027028)","(21.0, 46.0, 42.6)","(19.0, 27.0, 26.23076923076923)","(1.95, 2.04, 2.0390243902439025)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 44.723404255319146)","(31.0, 48.0, 46.857142857142854)","(7.0, 11.0, 10.75)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 300.0, 210.0)"
06-01-2023 13:49:14.096263,"(9.0, 13.0, 12.25)","(91.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 167.5)","(10.0, 14.5, 14.277027027027028)","(21.0, 46.0, 42.6)","(19.0, 27.0, 26.23076923076923)","(1.95, 2.04, 2.0387261146496813)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 44.723404255319146)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.673913043478262)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 300.0, 220.0)"
06-01-2023 13:49:16.014930,"(9.0, 13.0, 12.25)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 14.391304347826086)","(21.0, 46.0, 37.904761904761905)","(19.0, 27.0, 26.454545454545453)","(1.9, 2.04, 2.055277777777778)","(8.5, 11.0, 10.173913043478262)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.578947368421053)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 300.0, 220.0)"
06-01-2023 13:49:17.975459,"(9.0, 13.0, 12.25)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 14.391304347826086)","(21.0, 46.0, 37.904761904761905)","(19.0, 27.0, 26.454545454545453)","(1.9, 2.06, 2.0554054054054056)","(8.5, 11.0, 10.61111111111111)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.578947368421053)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 320.0, 250.0)"
06-01-2023 13:49:19.978055,"(9.0, 13.0, 12.166666666666666)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 14.391304347826086)","(21.0, 46.0, 37.904761904761905)","(19.0, 27.0, 26.454545454545453)","(1.9, 2.06, 2.0554054054054056)","(8.5, 11.0, 10.61111111111111)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.578947368421053)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 310.0, 206.0)"
06-01-2023 13:49:21.963196,"(9.0, 12.5, 12.071428571428571)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 14.391304347826086)","(21.0, 46.0, 37.904761904761905)","(19.0, 27.0, 26.454545454545453)","(1.9, 2.06, 2.074920634920635)","(8.5, 11.0, 10.588235294117647)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.238095238095237)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 280.0, 213.33333333333334)"
06-01-2023 13:49:23.949942,"(9.0, 12.5, 12.071428571428571)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 14.391304347826086)","(21.0, 46.0, 37.904761904761905)","(19.0, 27.0, 26.454545454545453)","(1.9, 2.08, 2.078245614035088)","(8.5, 11.0, 10.588235294117647)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.166666666666666)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 270.0, 202.5)"
06-01-2023 13:49:26.143725,"(9.0, 12.5, 12.071428571428571)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 14.391304347826086)","(21.0, 46.0, 37.904761904761905)","(19.0, 27.0, 26.454545454545453)","(1.9, 2.08, 2.0786301369863014)","(8.5, 11.0, 10.384615384615385)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.166666666666666)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 270.0, 202.5)"
06-01-2023 13:49:28.355433,"(9.0, 12.5, 12.071428571428571)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 14.391304347826086)","(21.0, 46.0, 39.55555555555556)","(19.0, 27.0, 26.454545454545453)","(1.9, 2.08, 2.0940000000000003)","(8.5, 10.5, 10.375)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.166666666666666)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 270.0, 202.5)"
06-01-2023 13:49:30.558974,"(9.0, 12.5, 11.9)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.5, 13.955223880597014)","(21.0, 44.0, 39.55555555555556)","(19.0, 27.0, 28.88888888888889)","(1.9, 2.1, 2.054561403508772)","(8.5, 10.5, 10.375)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.074074074074074)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 270.0, 202.5)"
06-01-2023 13:49:32.629685,"(9.0, 12.5, 11.9)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.0, 13.955223880597014)","(21.0, 44.0, 39.42857142857143)","(19.0, 29.0, 28.789473684210527)","(1.9, 2.1, 2.0894117647058823)","(8.5, 10.5, 10.375)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.074074074074074)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 250.0, 203.33333333333334)"
06-01-2023 13:49:34.682331,"(9.0, 12.5, 11.9)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.0, 13.955223880597014)","(21.0, 42.0, 39.42857142857143)","(19.0, 29.0, 28.789473684210527)","(1.9, 2.1, 2.0894117647058823)","(8.5, 10.5, 10.375)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.074074074074074)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:36.659507,"(9.0, 12.5, 11.9)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 165.0)","(10.0, 14.0, 13.955223880597014)","(21.0, 42.0, 39.42857142857143)","(19.0, 29.0, 28.789473684210527)","(1.9, 2.1, 2.0907692307692307)","(8.5, 10.5, 10.375)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 11.0, 10.074074074074074)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:38.734513,"(9.0, 12.5, 11.9)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 167.5)","(10.0, 14.0, 13.955223880597014)","(21.0, 42.0, 39.42857142857143)","(19.0, 29.0, 28.789473684210527)","(1.9, 2.1, 2.09424)","(8.5, 10.5, 10.25)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:40.754261,"(9.0, 12.5, 11.9)","(101.0, 150.0, 148.94736842105263)","(101.0, 170.0, 160.0)","(101.0, 190.0, 167.5)","(10.0, 14.0, 13.955223880597014)","(21.0, 42.0, 39.42857142857143)","(19.0, 29.0, 29.0)","(1.9, 2.1, 2.09424)","(8.5, 10.5, 10.25)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 56.36363636363636)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:42.730727,"(9.0, 12.5, 11.9)","(101.0, 150.0, 149.0)","(101.0, 170.0, 160.0)","(101.0, 190.0, 167.5)","(10.0, 14.0, 13.955223880597014)","(21.0, 42.0, 39.42857142857143)","(19.0, 30.0, 29.0)","(1.9, 2.1, 2.09424)","(8.5, 10.5, 10.25)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:44.686754,"(9.0, 12.5, 11.807692307692308)","(101.0, 150.0, 149.0)","(101.0, 170.0, 160.0)","(101.0, 190.0, 167.5)","(10.0, 14.0, 13.955223880597014)","(21.0, 42.0, 39.42857142857143)","(19.0, 32.0, 28.11764705882353)","(1.9, 2.1, 2.09424)","(8.5, 10.5, 10.25)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:46.755996,"(9.0, 12.5, 11.807692307692308)","(101.0, 150.0, 149.0)","(101.0, 170.0, 160.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.955223880597014)","(21.0, 42.0, 39.42857142857143)","(19.0, 32.0, 28.11764705882353)","(1.9, 2.1, 2.09424)","(8.5, 10.5, 10.25)","(21.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(26.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:48.627931,"(10.0, 12.5, 11.807692307692308)","(101.0, 150.0, 149.0)","(101.0, 170.0, 160.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.8125)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 28.4)","(1.85, 2.1, 2.0930061349693254)","(8.5, 10.5, 10.25)","(26.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:50.501310,"(10.0, 12.5, 11.807692307692308)","(101.0, 150.0, 149.0)","(101.0, 170.0, 160.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.8125)","(26.0, 42.0, 39.42857142857143)","(20.0, 30.0, 29.142857142857142)","(1.85, 2.1, 2.0930061349693254)","(8.5, 10.5, 10.25)","(26.0, 50.0, 44.03174603174603)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:52.299653,"(10.0, 12.5, 11.807692307692308)","(101.0, 150.0, 149.0)","(101.0, 170.0, 160.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.8125)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 28.64)","(1.85, 2.1, 2.069058823529412)","(8.5, 10.5, 10.25)","(26.0, 50.0, 43.285714285714285)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:49:54.227622,"(10.0, 12.5, 11.807692307692308)","(101.0, 150.0, 195.0)","(101.0, 170.0, 155.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.8125)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 28.64)","(1.85, 2.12, 2.0701359223300972)","(8.5, 10.5, 10.033333333333333)","(26.0, 50.0, 43.285714285714285)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.090909090909092)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 228.75)"
06-01-2023 13:49:56.113228,"(10.0, 12.5, 11.807692307692308)","(101.0, 200.0, 175.23809523809524)","(101.0, 170.0, 155.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.8125)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 28.64)","(1.85, 2.12, 2.0704453441295545)","(8.5, 10.5, 9.756521739130434)","(26.0, 50.0, 43.285714285714285)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.022727272727273)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 228.75)"
06-01-2023 13:49:58.028944,"(10.0, 12.5, 11.807692307692308)","(101.0, 180.0, 220.47619047619048)","(101.0, 170.0, 155.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.785714285714286)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 29.142857142857142)","(1.85, 2.12, 2.0741573033707867)","(8.5, 10.5, 9.756521739130434)","(26.0, 50.0, 43.285714285714285)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.022727272727273)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 228.75)"
06-01-2023 13:50:00.013873,"(10.0, 12.5, 11.807692307692308)","(101.0, 230.0, 166.66666666666666)","(101.0, 170.0, 160.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.808510638297872)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 29.142857142857142)","(1.85, 2.12, 2.0741573033707867)","(8.5, 10.5, 9.756521739130434)","(26.0, 50.0, 43.285714285714285)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.022727272727273)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:50:01.958943,"(10.0, 12.5, 11.807692307692308)","(101.0, 220.0, 166.66666666666666)","(101.0, 170.0, 155.0)","(101.0, 190.0, 170.0)","(10.0, 14.0, 13.395833333333334)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 29.142857142857142)","(1.85, 2.12, 2.095918367346939)","(8.5, 10.5, 9.433333333333334)","(26.0, 50.0, 43.163636363636364)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.01875)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:50:03.856743,"(10.0, 12.5, 11.807692307692308)","(101.0, 220.0, 180.0)","(101.0, 170.0, 160.0)","(101.0, 190.0, 170.0)","(10.0, 13.5, 13.395833333333334)","(26.0, 42.0, 39.42857142857143)","(20.0, 32.0, 28.428571428571427)","(1.85, 2.1, 2.0776)","(8.5, 9.6, 9.433333333333334)","(26.0, 50.0, 43.163636363636364)","(31.0, 48.0, 46.857142857142854)","(7.5, 10.5, 10.01875)","(31.0, 65.0, 51.935483870967744)","(31.0, 60.0, 57.0)","(101.0, 240.0, 195.0)"
06-01-2023 13:50:05.735168,"(10.0, 12.5, 11.807692307692308)","(101.0, 220.0, 203.33333333333334)","(101.0, 170.0, 168.33333333333334)","(101.0, 190.0, 183.33333333333334)","(10.0, 13.5, 13.934426229508198)","(26.0, 42.0, 41.55555555555556)","(20.0, 32.0, 31.210526315789473)","(1.85, 2.08, 2.065121107266436)","(8.5, 9.6, 9.954022988505747)","(26.0, 50.0, 45.66153846153846)","(31.0, 48.0, 46.5)","(7.5, 10.5, 9.822222222222223)","(31.0, 65.0, 57.17391304347826)","(31.0, 60.0, 51.666666666666664)","(101.0, 240.0, 222.85714285714286)"
06-01-2023 13:50:07.631621,"(10.0, 12.5, 11.807692307692308)","(101.0, 220.0, 210.0)","(101.0, 170.0, 183.07692307692307)","(101.0, 190.0, 190.0)","(10.0, 14.0, 13.973214285714286)","(26.0, 42.0, 41.55555555555556)","(20.0, 32.0, 31.210526315789473)","(1.85, 2.08, 2.042612781954887)","(8.5, 10.0, 9.954022988505747)","(26.0, 50.0, 45.85294117647059)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.822222222222223)","(31.0, 65.0, 60.09090909090909)","(31.0, 55.0, 52.05882352941177)","(101.0, 270.0, 240.0)"
06-01-2023 13:50:09.537492,"(10.0, 12.5, 11.807692307692308)","(101.0, 230.0, 210.0)","(101.0, 220.0, 192.72727272727272)","(101.0, 200.0, 186.66666666666666)","(10.0, 14.0, 13.973214285714286)","(26.0, 42.0, 41.55555555555556)","(20.0, 32.0, 31.4)","(1.85, 2.06, 2.0268512110726644)","(8.5, 10.0, 9.954022988505747)","(26.0, 50.0, 45.85294117647059)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.822222222222223)","(31.0, 65.0, 60.09090909090909)","(31.0, 55.0, 52.05882352941177)","(101.0, 270.0, 240.0)"
06-01-2023 13:50:11.484926,"(10.0, 12.5, 11.807692307692308)","(101.0, 230.0, 210.0)","(101.0, 220.0, 197.5)","(101.0, 200.0, 186.66666666666666)","(10.0, 14.0, 13.973214285714286)","(26.0, 42.0, 41.0)","(20.0, 32.0, 31.4)","(1.85, 2.04, 2.026346153846154)","(8.5, 10.0, 9.853846153846154)","(26.0, 50.0, 45.85294117647059)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.822222222222223)","(31.0, 65.0, 60.09090909090909)","(31.0, 55.0, 52.05882352941177)","(101.0, 270.0, 240.0)"
06-01-2023 13:50:13.294421,"(10.0, 12.5, 11.9)","(101.0, 230.0, 210.0)","(101.0, 210.0, 197.5)","(101.0, 200.0, 186.66666666666666)","(10.0, 14.0, 13.975409836065573)","(26.0, 42.0, 40.5)","(20.0, 32.0, 31.4)","(1.85, 2.04, 2.0031460674157304)","(8.5, 10.5, 9.873684210526317)","(26.0, 50.0, 45.85294117647059)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.822222222222223)","(31.0, 65.0, 60.17857142857143)","(31.0, 55.0, 52.05882352941177)","(101.0, 270.0, 240.0)"
06-01-2023 13:50:15.123542,"(10.0, 12.5, 11.9)","(101.0, 230.0, 210.0)","(101.0, 210.0, 183.33333333333334)","(101.0, 200.0, 186.66666666666666)","(10.0, 14.0, 13.975409836065573)","(26.0, 42.0, 40.5)","(20.0, 32.0, 31.4)","(1.85, 2.02, 2.002670906200318)","(8.5, 10.5, 9.873684210526317)","(26.0, 50.0, 45.85294117647059)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.822222222222223)","(31.0, 65.0, 60.17857142857143)","(31.0, 55.0, 52.05882352941177)","(101.0, 270.0, 240.0)"
06-01-2023 13:50:17.024023,"(10.0, 12.5, 12.166666666666666)","(101.0, 230.0, 210.0)","(101.0, 210.0, 183.33333333333334)","(101.0, 200.0, 186.66666666666666)","(10.0, 14.0, 13.9765625)","(26.0, 42.0, 40.5)","(20.0, 32.0, 31.714285714285715)","(1.85, 2.02, 1.9840909090909091)","(8.5, 10.5, 10.125)","(26.0, 50.0, 45.91304347826087)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.80952380952381)","(31.0, 65.0, 60.26315789473684)","(31.0, 55.0, 52.72727272727273)","(101.0, 270.0, 240.0)"
06-01-2023 13:50:18.938921,"(10.0, 12.5, 12.038461538461538)","(101.0, 230.0, 210.0)","(101.0, 210.0, 210.0)","(101.0, 200.0, 181.0)","(10.0, 14.0, 14.02027027027027)","(26.0, 42.0, 40.5)","(20.0, 32.0, 31.875)","(1.85, 1.99, 1.9762295081967214)","(8.5, 10.5, 10.118181818181819)","(26.0, 50.0, 46.53333333333333)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.453932584269664)","(31.0, 65.0, 60.26315789473684)","(31.0, 55.0, 52.72727272727273)","(101.0, 260.0, 226.66666666666666)"
06-01-2023 13:50:20.823846,"(10.0, 12.5, 11.9)","(101.0, 230.0, 212.85714285714286)","(101.0, 230.0, 200.0)","(101.0, 200.0, 181.0)","(10.0, 15.0, 14.047619047619047)","(26.0, 42.0, 40.11764705882353)","(20.0, 32.0, 31.09090909090909)","(1.85, 1.98, 1.977450980392157)","(8.5, 10.5, 10.038636363636364)","(26.0, 50.0, 47.028571428571425)","(31.0, 48.0, 46.392857142857146)","(7.5, 10.0, 9.428235294117647)","(31.0, 65.0, 60.26315789473684)","(31.0, 55.0, 52.72727272727273)","(101.0, 260.0, 240.0)"
06-01-2023 13:50:22.733036,"(10.0, 12.5, 12.125)","(101.0, 230.0, 212.85714285714286)","(101.0, 230.0, 195.0)","(101.0, 200.0, 181.0)","(10.0, 15.0, 14.080459770114942)","(26.0, 42.0, 40.11764705882353)","(20.0, 34.0, 31.09090909090909)","(1.85, 1.98, 1.977450980392157)","(8.5, 10.5, 10.058695652173913)","(26.0, 50.0, 47.028571428571425)","(31.0, 48.0, 46.52459016393443)","(7.5, 10.0, 9.428235294117647)","(31.0, 65.0, 60.26315789473684)","(31.0, 55.0, 52.72727272727273)","(101.0, 260.0, 240.0)"
06-01-2023 13:50:24.780212,"(10.0, 12.5, 12.125)","(101.0, 230.0, 212.85714285714286)","(101.0, 220.0, 200.0)","(101.0, 200.0, 181.0)","(10.0, 15.0, 14.080459770114942)","(26.0, 42.0, 40.476190476190474)","(20.0, 34.0, 31.176470588235293)","(1.85, 1.98, 1.9845454545454546)","(8.5, 10.5, 10.068085106382979)","(26.0, 50.0, 47.111111111111114)","(31.0, 48.0, 46.54838709677419)","(7.5, 10.0, 9.614285714285714)","(31.0, 65.0, 60.26315789473684)","(31.0, 55.0, 52.72727272727273)","(101.0, 260.0, 240.0)"
06-01-2023 13:50:27.854116,"(10.0, 12.5, 12.125)","(101.0, 230.0, 212.85714285714286)","(101.0, 230.0, 200.0)","(101.0, 200.0, 181.0)","(10.0, 15.0, 14.080459770114942)","(26.0, 42.0, 40.476190476190474)","(20.0, 34.0, 31.176470588235293)","(1.85, 1.99, 1.9845454545454546)","(8.5, 10.5, 10.068085106382979)","(26.0, 50.0, 47.111111111111114)","(31.0, 48.0, 46.54838709677419)","(7.5, 10.0, 9.614285714285714)","(31.0, 65.0, 60.26315789473684)","(31.0, 55.0, 52.72727272727273)","(101.0, 260.0, 240.0)"
06-01-2023 13:50:30.319170,"(10.0, 12.5, 11.75)","(101.0, 230.0, 212.85714285714286)","(101.0, 230.0, 200.0)","(101.0, 200.0, 181.0)","(10.0, 15.0, 14.130434782608695)","(26.0, 42.0, 40.476190476190474)","(20.0, 34.0, 31.176470588235293)","(1.85, 1.99, 1.9846938775510203)","(8.5, 10.5, 10.068085106382979)","(26.0, 50.0, 47.111111111111114)","(31.0, 48.0, 46.54838709677419)","(7.5, 10.0, 9.614285714285714)","(31.0, 65.0, 60.645161290322584)","(31.0, 55.0, 52.72727272727273)","(101.0, 260.0, 240.0)"
06-01-2023 13:50:32.651463,"(10.0, 12.5, 11.75)","(101.0, 230.0, 212.85714285714286)","(101.0, 230.0, 200.0)","(101.0, 200.0, 181.0)","(10.0, 15.0, 14.333333333333334)","(26.0, 42.0, 40.476190476190474)","(20.0, 34.0, 31.176470588235293)","(1.85, 1.99, 1.9803703703703703)","(8.5, 10.5, 10.068085106382979)","(26.0, 50.0, 47.111111111111114)","(31.0, 48.0, 46.63636363636363)","(7.5, 10.0, 9.614285714285714)","(31.0, 65.0, 60.59701492537313)","(31.0, 55.0, 52.72727272727273)","(101.0, 260.0, 240.0)"
