,Goodtime Libby,Shoobees Spirit,Rocknroll Gronk,Cincinnati,Layden,Starzzz Destiny
14-12-2022 14:16:21.096616,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.5)","(7.5, 9.0, 7.666666666666667)"
14-12-2022 14:16:22.315171,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.5)","(7.5, 9.0, 7.666666666666667)"
14-12-2022 14:16:23.477075,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.5)","(7.5, 9.0, 7.666666666666667)"
14-12-2022 14:16:24.637309,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.5)","(7.5, 9.0, 7.666666666666667)"
14-12-2022 14:16:25.815743,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.5)","(7.5, 9.0, 7.666666666666667)"
14-12-2022 14:16:26.962309,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.5)","(7.5, 9.0, 7.666666666666667)"
14-12-2022 14:16:28.139076,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 27.9)","(7.5, 9.0, 8.631578947368421)"
14-12-2022 14:16:29.323914,"(7.5, 9.4, 9.336842105263157)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 26.333333333333332)","(7.5, 9.0, 7.7)"
14-12-2022 14:16:30.465642,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 26.333333333333332)","(7.5, 9.2, 8.0)"
14-12-2022 14:16:31.542781,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.46)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.0)","(7.5, 9.0, 8.0)"
14-12-2022 14:16:32.642765,"(7.5, 10.5, 10.13888888888889)","(2.05, 2.58, 2.5485714285714285)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 24.0)","(7.5, 9.0, 8.0)"
14-12-2022 14:16:33.846140,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.58, 2.5485714285714285)","(2.5, 3.5, 3.44)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.0, 8.529411764705882)"
14-12-2022 14:16:35.039689,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.54, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.0, 9.061538461538461)"
14-12-2022 14:16:36.274307,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.0)"
14-12-2022 14:16:37.431043,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:38.522276,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:39.692874,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 8.799999999999999)"
14-12-2022 14:16:40.777581,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.083333333333336)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:41.984120,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:43.131864,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39375)","(21.0, 32.0, 30.0)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:44.273810,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 32.0, 30.285714285714285)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:45.310280,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 32.0, 30.285714285714285)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:46.378952,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 32.0, 29.9)","(17.0, 30.0, 28.285714285714285)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:47.443887,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 32.0, 31.1)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:48.567413,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 32.0, 31.1)","(17.0, 30.0, 28.5625)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:49.770725,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 32.0, 31.1)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 9.083333333333332)"
14-12-2022 14:16:50.909271,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 32.0, 36.7)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.971428571428572)"
14-12-2022 14:16:51.999234,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 40.0, 36.0)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:16:53.070480,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 38.0, 36.0)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:16:54.087043,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 38.0, 36.0)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:16:55.281344,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 38.0, 36.0)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:16:56.405910,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 38.0, 36.0)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:16:57.580547,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 40.0, 37.6)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:16:58.769957,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 40.0, 37.6)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:16:59.935958,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 40.0, 37.6)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:01.018588,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.4050000000000002)","(21.0, 40.0, 37.6)","(17.0, 30.0, 26.166666666666668)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:02.142961,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.432)","(21.0, 40.0, 37.6)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:03.273160,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.432)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:04.784772,"(7.5, 10.5, 9.693333333333333)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:05.973819,"(7.5, 10.5, 9.693333333333333)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:07.104714,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:08.274355,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:09.343783,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.45, 3.39)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:10.414810,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.392857142857143)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:11.422577,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.392857142857143)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:12.468077,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.392857142857143)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:13.602421,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 38.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:14.780245,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 37.2)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:15.921351,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 38.0)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:17.087383,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 38.0)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:18.264670,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 38.8)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:19.346608,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 38.8)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:20.447468,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 38.0)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:21.531014,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 40.0, 52.875)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.879999999999999)"
14-12-2022 14:17:22.634440,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 55.0, 45.63636363636363)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.399999999999999)"
14-12-2022 14:17:23.739240,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 45.63636363636363)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.399999999999999)"
14-12-2022 14:17:24.834688,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 46.4)","(17.0, 30.0, 24.0)","(7.5, 9.2, 8.066666666666666)"
14-12-2022 14:17:25.951961,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 46.4)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:27.099672,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 46.4)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:28.254327,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 46.4)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:29.378251,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 45.63636363636363)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:30.493570,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 45.63636363636363)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:31.552916,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 45.63636363636363)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:32.576450,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 45.63636363636363)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:33.628761,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 45.63636363636363)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:34.688166,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 47.5)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:35.791738,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 47.5)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:36.947564,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 48.75)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.833333333333333)"
14-12-2022 14:17:38.159990,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 48.75)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.857142857142858)"
14-12-2022 14:17:39.286647,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 48.75)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.857142857142858)"
14-12-2022 14:17:40.262578,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 48.75)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.857142857142858)"
14-12-2022 14:17:41.381453,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3714285714285714)","(21.0, 50.0, 48.75)","(17.0, 30.0, 24.0)","(7.5, 9.0, 7.857142857142858)"
14-12-2022 14:17:42.610567,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 48.75)","(16.0, 30.0, 28.666666666666664)","(7.5, 9.0, 7.857142857142858)"
14-12-2022 14:17:43.759685,"(7.5, 10.5, 9.569230769230769)","(2.05, 2.5, 2.452)","(2.5, 3.5, 3.3772727272727274)","(21.0, 50.0, 48.75)","(16.0, 30.0, 28.666666666666664)","(7.5, 9.0, 7.857142857142858)"
14-12-2022 14:17:44.944021,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.46, 2.4171428571428573)","(2.5, 3.5, 3.392857142857143)","(21.0, 50.0, 48.75)","(16.0, 30.0, 28.666666666666664)","(7.5, 9.0, 7.857142857142858)"
14-12-2022 14:17:46.092280,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.46, 2.4305882352941177)","(2.5, 3.5, 3.675)","(21.0, 50.0, 48.75)","(16.0, 30.0, 28.5625)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:47.320017,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.44, 2.408)","(2.5, 3.9, 3.7147058823529413)","(21.0, 50.0, 48.0)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:48.632040,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.44, 2.408)","(2.5, 3.9, 3.686842105263158)","(21.0, 50.0, 49.0)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:50.054630,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.44, 2.408)","(2.5, 3.9, 3.6456521739130436)","(21.0, 50.0, 49.0)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:51.225013,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.44, 2.408)","(2.5, 3.9, 3.6456521739130436)","(21.0, 50.0, 49.0)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:52.483962,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.44, 2.408)","(2.5, 3.9, 3.6456521739130436)","(21.0, 50.0, 49.0)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:53.643605,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.44, 2.408)","(2.5, 3.9, 3.6456521739130436)","(21.0, 50.0, 49.0)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:54.841527,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.44, 2.408)","(2.5, 3.9, 3.6456521739130436)","(21.0, 50.0, 49.0)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:56.037787,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.4, 2.375)","(2.5, 3.85, 3.5666666666666664)","(21.0, 50.0, 49.25)","(16.0, 30.0, 26.333333333333332)","(7.5, 9.0, 8.533333333333333)"
14-12-2022 14:17:57.261246,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.3535922330097088)","(2.5, 3.9, 3.6857142857142855)","(21.0, 50.0, 49.25)","(16.0, 30.0, 28.25)","(7.5, 9.0, 9.083333333333332)"
14-12-2022 14:17:58.511475,"(7.5, 10.5, 10.045)","(2.05, 2.36, 2.32)","(2.5, 3.9, 3.7600000000000002)","(21.0, 50.0, 49.25)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.799999999999999)"
14-12-2022 14:17:59.664065,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.329230769230769)","(2.5, 3.85, 3.7600000000000002)","(21.0, 50.0, 49.25)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:00.831374,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.333846153846154)","(2.5, 3.85, 3.7600000000000002)","(21.0, 50.0, 49.25)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:02.140945,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.223529411764706)","(2.5, 3.85, 3.7600000000000002)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.0)"
14-12-2022 14:18:03.363387,"(7.5, 10.5, 10.045)","(2.05, 2.4, 2.310769230769231)","(2.5, 3.85, 3.5142857142857142)","(21.0, 50.0, 49.5)","(16.0, 30.0, 24.5)","(7.5, 9.2, 8.0)"
14-12-2022 14:18:04.655945,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.310769230769231)","(2.5, 3.6, 3.5142857142857142)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.0)"
14-12-2022 14:18:05.820016,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.310769230769231)","(2.5, 3.6, 3.4857142857142858)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:06.786136,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.344)","(2.5, 3.55, 3.4375)","(21.0, 50.0, 49.5)","(16.0, 30.0, 27.9)","(7.5, 9.2, 8.266666666666666)"
14-12-2022 14:18:07.937325,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.344)","(2.5, 3.55, 3.4375)","(21.0, 50.0, 49.5)","(16.0, 30.0, 27.9)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:09.102223,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.344)","(2.5, 3.55, 3.4375)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.0)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:10.191292,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.344)","(2.5, 3.55, 3.4375)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:11.241720,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.344)","(2.5, 3.55, 3.503846153846154)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.266666666666666)"
14-12-2022 14:18:12.329545,"(7.5, 10.5, 10.045)","(2.05, 2.28, 2.2142222222222223)","(2.5, 3.55, 3.503846153846154)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.266666666666666)"
14-12-2022 14:18:13.433140,"(7.5, 10.5, 10.045)","(2.05, 2.28, 2.3244444444444445)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 24.5)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:14.663235,"(7.5, 10.5, 10.045)","(2.05, 2.34, 2.32)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 24.5)","(7.5, 9.2, 8.6)"
14-12-2022 14:18:16.143848,"(7.5, 10.5, 10.045)","(2.05, 2.34, 2.32)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 9.066666666666666)"
14-12-2022 14:18:17.258474,"(7.5, 10.5, 10.045)","(2.05, 2.34, 2.32)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.25)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:18.274762,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.3333333333333335)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 29.0)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:19.236272,"(7.5, 10.5, 10.045)","(2.05, 2.38, 2.3333333333333335)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 29.0)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:20.252333,"(7.5, 10.5, 10.045)","(2.05, 2.32, 2.251428571428572)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 29.0)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:21.247677,"(7.5, 10.5, 10.045)","(2.05, 2.32, 2.251428571428572)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 29.0)","(7.5, 9.2, 8.5)"
14-12-2022 14:18:22.425837,"(7.5, 10.5, 10.045)","(2.05, 2.32, 2.3375)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.875)","(7.5, 9.2, 9.066666666666666)"
14-12-2022 14:18:23.583241,"(7.5, 10.5, 10.045)","(2.05, 2.4, 2.3375)","(2.5, 3.55, 3.475)","(21.0, 50.0, 49.5)","(16.0, 30.0, 28.875)","(7.5, 9.2, 9.066666666666666)"
14-12-2022 14:18:24.694027,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.4, 2.324)","(2.5, 3.55, 3.4625000000000004)","(21.0, 50.0, 49.75)","(16.0, 30.0, 28.875)","(7.5, 9.2, 9.075)"
14-12-2022 14:18:25.760641,"(7.5, 10.5, 9.904166666666667)","(2.05, 2.4, 2.324)","(2.6, 3.55, 3.4625000000000004)","(21.0, 50.0, 49.75)","(15.0, 30.0, 29.0)","(7.0, 9.2, 9.144444444444444)"
