,My Legacy,Hurricane Demi,Know Valour,Texas Jewel,Opawa Eric,Tin Lizzy,Idol Tayla,Know Dispute
09-01-2023 11:15:20.245516,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:21.448257,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:22.652383,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:23.843806,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:25.025547,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:26.260836,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:27.491265,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:28.761266,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:29.980680,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:31.216126,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:32.465684,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:33.660457,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:35.116312,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:36.510752,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 7.9523809523809526)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:37.804479,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:39.061872,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:40.210988,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:41.361645,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:42.546979,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:44.125345,"(3.6, 5.4, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:45.768844,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:47.044480,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:48.317905,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:49.586339,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:50.866218,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:52.175650,"(3.6, 5.4, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:53.482963,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:54.782765,"(3.6, 5.5, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:56.079723,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:57.395413,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:58.686383,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:15:59.918530,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:01.179286,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:02.485239,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:03.794848,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:05.050702,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:06.305814,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:07.542742,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:08.821746,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:10.061636,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:11.284419,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:12.479466,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:13.607426,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:14.738526,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:15.938913,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 22.3125)","(16.0, 50.0, 44.785714285714285)","(5.5, 8.6, 8.0)","(3.7, 5.1, 4.3)","(10.0, 26.0, 24.15555555555556)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:17.204184,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 24.0, 24.0625)","(16.0, 50.0, 53.35714285714286)","(5.5, 8.6, 7.678571428571429)","(3.7, 5.1, 4.346666666666667)","(10.0, 26.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:18.438175,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 60.0, 66.21428571428572)","(5.5, 9.0, 7.678571428571429)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:19.682874,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.0, 7.678571428571429)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:20.936033,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.0, 7.678571428571429)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:22.184131,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.0, 8.654545454545456)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:23.492280,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.654545454545456)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:24.757558,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.654545454545456)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:26.037341,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.654545454545456)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:27.313503,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.654545454545456)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:28.565284,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.654545454545456)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:29.992389,"(3.6, 5.4, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.654545454545456)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:31.400946,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.672727272727274)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:32.733333,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.672727272727274)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:34.328715,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.672727272727274)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:35.882974,"(3.6, 5.4, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.672727272727274)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:37.259769,"(3.6, 5.5, 4.36923076923077)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.2, 4.346666666666667)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:38.652675,"(3.6, 5.5, 4.323076923076924)","(10.0, 19.5, 18.37777777777778)","(12.0, 26.0, 24.0625)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.2, 4.3)","(10.0, 27.0, 25.044444444444444)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:40.012768,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 27.0, 18.299999999999997)","(4.2, 11.0, 6.071428571428571)"
09-01-2023 11:16:41.391065,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 27.0, 14.2)","(4.2, 11.0, 8.925)"
09-01-2023 11:16:42.953703,"(3.6, 5.4, 4.323076923076924)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 8.925)"
09-01-2023 11:16:44.519054,"(3.6, 5.4, 4.257142857142857)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 8.925)"
09-01-2023 11:16:45.805468,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 8.925)"
09-01-2023 11:16:47.128337,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 8.925)"
09-01-2023 11:16:48.390644,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 8.925)"
09-01-2023 11:16:49.672200,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:50.860482,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:52.035776,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:53.151742,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:54.196912,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:55.359772,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:56.567712,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:57.816328,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.1)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:16:59.132459,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.36)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:17:00.383881,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.36)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.6875)"
09-01-2023 11:17:01.648811,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.36)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.5625)"
09-01-2023 11:17:02.902780,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.36)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.5625)"
09-01-2023 11:17:04.171729,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.36)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.5625)"
09-01-2023 11:17:05.429980,"(3.6, 5.3, 4.214285714285714)","(10.0, 19.5, 12.9)","(12.0, 26.0, 18.5)","(16.0, 75.0, 66.21428571428572)","(5.5, 9.4, 8.36)","(3.7, 5.1, 4.3)","(10.0, 28.0, 14.2)","(4.2, 10.5, 6.5625)"
