,Magic Bertie,Yankee Banner,Lumin,My Gal Val,Rich Paris,Toffee Street,Alesha Lily,Atlanna,Lady Merchant,World Action
08-12-2022 12:56:23.712403,"(10.0, 15.0, 14.777777777777779)","(101.0, 520.0, 516.3333333333334)","(9.0, 11.5, 10.741071428571429)","(26.0, 40.0, 39.8)","(2.7, 3.95, 3.8986486486486487)","(3.5, 3.5, 3.476923076923077)","(18.0, 23.0, 21.714285714285715)","(61.0, 120.0, 112.96296296296296)","(31.0, 60.0, 49.6)","(4.2, 5.0, 5.004347826086956)"
08-12-2022 12:56:25.217036,"(10.0, 15.0, 14.777777777777779)","(101.0, 520.0, 504.2857142857143)","(9.0, 11.5, 10.741071428571429)","(26.0, 40.0, 39.8)","(2.7, 3.95, 3.9004672897196264)","(3.5, 3.5, 3.4872222222222224)","(18.0, 23.0, 21.714285714285715)","(61.0, 120.0, 112.96296296296296)","(31.0, 60.0, 50.8)","(4.2, 5.1, 5.004347826086956)"
08-12-2022 12:56:26.864339,"(10.0, 14.5, 14.203703703703704)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.5, 10.736842105263158)","(26.0, 40.0, 42.13333333333333)","(2.7, 3.95, 4.021153846153846)","(3.5, 3.5, 3.3963414634146343)","(18.0, 23.0, 23.333333333333332)","(61.0, 120.0, 103.47826086956522)","(31.0, 55.0, 50.8)","(4.2, 5.0, 4.9625)"
08-12-2022 12:56:28.518567,"(10.0, 14.5, 14.203703703703704)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.5, 10.767857142857142)","(26.0, 44.0, 42.0)","(2.7, 4.1, 4.05340909090909)","(3.5, 3.4, 3.4369565217391305)","(18.0, 25.0, 23.59259259259259)","(61.0, 120.0, 102.96296296296296)","(31.0, 55.0, 53.25806451612903)","(4.2, 5.0, 4.88974358974359)"
08-12-2022 12:56:30.154848,"(10.0, 14.5, 13.704545454545455)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.928571428571429)","(26.0, 44.0, 42.26086956521739)","(2.7, 4.1, 4.056410256410256)","(3.5, 3.45, 3.445378151260504)","(18.0, 25.0, 23.48)","(61.0, 120.0, 106.66666666666667)","(31.0, 55.0, 52.42857142857143)","(4.2, 4.9, 4.83375796178344)"
08-12-2022 12:56:31.827225,"(10.0, 14.0, 13.422222222222222)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 11.0)","(26.0, 44.0, 42.26086956521739)","(2.7, 4.1, 4.07719298245614)","(3.5, 3.5, 3.4432)","(18.0, 25.0, 23.774193548387096)","(61.0, 120.0, 110.58823529411765)","(31.0, 55.0, 52.42857142857143)","(4.2, 4.9, 4.829251700680272)"
08-12-2022 12:56:33.462200,"(10.0, 13.5, 13.583333333333334)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.5, 10.904761904761905)","(26.0, 44.0, 42.18181818181818)","(2.7, 4.1, 4.074)","(3.5, 3.5, 3.4146153846153844)","(18.0, 25.0, 23.774193548387096)","(61.0, 120.0, 112.38095238095238)","(31.0, 55.0, 51.869565217391305)","(4.2, 4.9, 4.826380368098159)"
08-12-2022 12:56:34.917526,"(10.0, 14.0, 13.583333333333334)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.5, 10.904761904761905)","(26.0, 44.0, 42.18181818181818)","(2.7, 4.1, 4.022560975609756)","(3.5, 3.45, 3.4263285024154593)","(18.0, 25.0, 24.043478260869566)","(61.0, 120.0, 128.57142857142858)","(31.0, 55.0, 52.75)","(4.2, 4.9, 4.832876712328767)"
08-12-2022 12:56:36.442775,"(10.0, 14.0, 13.583333333333334)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.5, 10.925)","(26.0, 44.0, 42.333333333333336)","(2.7, 4.1, 4.002941176470588)","(3.5, 3.45, 3.4185185185185185)","(18.0, 25.0, 23.862068965517242)","(61.0, 140.0, 126.0)","(31.0, 55.0, 51.92307692307692)","(4.2, 4.9, 4.8188571428571425)"
08-12-2022 12:56:37.974727,"(10.0, 14.0, 13.738095238095237)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.8)","(26.0, 44.0, 42.333333333333336)","(2.7, 4.1, 4.024137931034483)","(3.5, 3.45, 3.426530612244898)","(18.0, 25.0, 26.923444976076556)","(61.0, 140.0, 130.0)","(31.0, 65.0, 58.15384615384615)","(4.2, 4.9, 4.751898734177215)"
08-12-2022 12:56:39.518681,"(10.0, 14.0, 13.5)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.8)","(26.0, 44.0, 42.333333333333336)","(2.7, 4.1, 4.039634146341463)","(3.5, 3.45, 3.4253164556962026)","(18.0, 27.0, 26.89814814814815)","(61.0, 140.0, 129.0909090909091)","(31.0, 60.0, 56.4)","(4.2, 4.8, 4.739423076923077)"
08-12-2022 12:56:41.046339,"(10.0, 13.5, 13.105263157894736)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.8)","(26.0, 44.0, 42.333333333333336)","(2.7, 4.1, 4.036111111111111)","(3.5, 3.45, 3.4253164556962026)","(18.0, 27.0, 26.89814814814815)","(61.0, 140.0, 117.5)","(31.0, 60.0, 54.0)","(4.2, 4.8, 4.736893203883495)"
08-12-2022 12:56:42.639937,"(10.0, 13.5, 13.105263157894736)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.777777777777779)","(26.0, 44.0, 42.333333333333336)","(2.7, 4.1, 4.053815261044177)","(3.5, 3.45, 3.4305)","(18.0, 27.0, 26.895734597156398)","(61.0, 140.0, 132.0)","(31.0, 60.0, 53.07692307692308)","(4.2, 4.8, 4.736893203883495)"
08-12-2022 12:56:44.250096,"(10.0, 14.0, 13.537037037037036)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.777777777777779)","(26.0, 44.0, 44.266666666666666)","(2.7, 4.1, 4.053815261044177)","(3.5, 3.45, 3.4034965034965032)","(18.0, 27.0, 26.895734597156398)","(61.0, 140.0, 130.0)","(31.0, 60.0, 53.07692307692308)","(4.2, 4.8, 4.741758241758242)"
08-12-2022 12:56:45.709809,"(10.0, 14.0, 13.525641025641026)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.806122448979592)","(26.0, 48.0, 44.2)","(2.7, 4.1, 4.053815261044177)","(3.5, 3.45, 3.4036496350364964)","(18.0, 27.0, 27.733333333333334)","(61.0, 140.0, 130.0)","(31.0, 60.0, 53.07692307692308)","(4.2, 4.8, 4.740782122905028)"
08-12-2022 12:56:47.182986,"(10.0, 14.0, 13.525641025641026)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.833333333333334)","(26.0, 48.0, 44.17391304347826)","(2.7, 4.1, 4.051882845188285)","(3.5, 3.45, 3.4036496350364964)","(18.0, 28.0, 27.733333333333334)","(61.0, 140.0, 116.15384615384616)","(31.0, 60.0, 52.30769230769231)","(4.2, 4.8, 4.740782122905028)"
08-12-2022 12:56:48.722758,"(10.0, 14.0, 13.5)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.813725490196079)","(26.0, 48.0, 44.17391304347826)","(2.7, 4.1, 4.040721649484536)","(3.5, 3.45, 3.405281690140845)","(18.0, 28.0, 27.733333333333334)","(61.0, 150.0, 122.85714285714286)","(31.0, 60.0, 52.30769230769231)","(4.2, 4.8, 4.740782122905028)"
08-12-2022 12:56:50.165397,"(10.0, 14.0, 13.5)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 10.853846153846154)","(26.0, 48.0, 44.54545454545455)","(2.7, 4.1, 4.0371980676328505)","(3.5, 3.45, 3.3945812807881772)","(18.0, 28.0, 28.75)","(61.0, 130.0, 122.85714285714286)","(31.0, 60.0, 52.30769230769231)","(4.2, 4.8, 4.740782122905028)"
08-12-2022 12:56:51.578110,"(10.0, 14.0, 13.583333333333334)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.0, 11.037735849056604)","(26.0, 46.0, 43.44827586206897)","(2.7, 4.1, 4.02817679558011)","(3.5, 3.4, 3.400985915492958)","(18.0, 29.0, 28.75)","(61.0, 130.0, 122.85714285714286)","(31.0, 60.0, 51.5)","(4.2, 4.8, 4.738983050847458)"
08-12-2022 12:56:52.943263,"(10.0, 14.0, 13.635593220338983)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.5, 11.037735849056604)","(26.0, 48.0, 43.44827586206897)","(2.7, 4.1, 4.02817679558011)","(3.5, 3.45, 3.4011235955056183)","(18.0, 29.0, 28.724137931034484)","(61.0, 130.0, 122.85714285714286)","(31.0, 55.0, 52.666666666666664)","(4.2, 4.8, 4.702727272727272)"
08-12-2022 12:56:54.421184,"(10.0, 14.0, 13.657894736842104)","(101.0, 520.0, 507.1428571428571)","(9.0, 11.5, 11.058823529411764)","(26.0, 48.0, 43.44827586206897)","(2.7, 4.1, 4.02817679558011)","(3.5, 3.45, 3.4074999999999998)","(18.0, 29.0, 29.68)","(61.0, 130.0, 118.88888888888889)","(31.0, 55.0, 52.666666666666664)","(4.2, 4.8, 4.6060606060606055)"
